,text
13675, jus wanted to let y&# ;ll know hope the hurricane kills your soca sunday trash #LORDWILLIN
10960, niggas passing up good girls for hoes.
11011,"Nigga you made it Nigga we made it..&# ;&# ;"" Best rider? That goes to a blaxican."""
2032," Peyton Manning's remarkable season: &# ; , Pass yds (NFL record) &# ; Pass TD (NFL record) &# ; completions &# ; likely ho&# ;"
13186,Haha I'll shoot you and that bitch I guess my gun is bi
12958, Damn my niggah side bitch got him making her a sandwich &# ;&# ;&# ;
3119,I'm stuck in my room.. The house is shifting or whatever and it used to be just kind of a bitch to open my door but now it's like.. Stuck.
3229,I can turn a hoe into a housewife. Cause i know how to love. Thats all their missing.
4709, You will and he's gonna get all dem bitches &# ;
2191,I slept good thenna bitch tho
3514,John McCain trashes Jay Carny live on CNN - #Syria #ISIS #Obama 
15788,Lol my brothers just said he a pussy ass niga well in the words of wizdom I second dat lmaoo leave u hurt out here
29, tag me pussy ill fite u
3496," gotta love it when the islamofascist cow tries to make a retort about age, typical muzzie idiocy"
2870,We delivering bitch!!!!
11992,"I lost it. ""you think you're too good for me? you paper bitch!"" and I fell on the bed and I fell off the bed and I slept on the floor."
2945, gotta turn the hoe into housewife
2005, would be funnier if America and not pussy Canada.
2096,u should be here wit me bitch
1236, Don't think anyone is mocking the man. I've seen people mock the bespectacle of social media mourning. Cultural zeitgeist of
9985,Fuck bitches get money
12791,RT These hoes be acting up!
12959," "" &# ;&# ;&# ; we gave bitches something to be mad about . !"
4276,my NECK! my BACK! Lick my pussy and my crack!
1678, Alabama is overrated this yr the last weeks has shown too many chinks in their armor WV gave them hell too
3485, Y'all bitches sending inviatations to the wolves than get mad when they at ya door
3257," Cuz soon as u start doing the wack/cute shit w a hoe, she&# ;s your girl&# ; Really."
1017,In elementary school I tied a girl to the tetherball pole with the tetherball cause she was bein a bitch.
81,"You workout, tweet, Instagram, tweet, text some hoes, xbox, fall asleep these young boys ain't gotta clue what grinding is"
2487,&# ; I DONT FUCK YOUUU u lil stupid ass bitch I AINT FUCKIN WIT YOU u lil dumbass bitch I AINT FUCKIN WIT YOU&# ; 
10436," almost mad a nigguh catch some stacks at lunch, close one"
15498,Spring is almost here.. &# ; I realized that my collection of hoes has severely decreased &# ;&# ;&# ;&# ;&# ;
1085," Charlie Rose: Can you coexist with Israel? Meshal: *Not* as occupiers. After that, national consensus will decide, not Ha&# ;"
3425,I'm only driving drunk cause this bitch drove me to drink!
4705," omg Nathaniel. No ""come here mr pussy"" ""Mr pussy where are you"" lol"
348," A bitch get , followers she's a boss and starting up a boutique. And wearing shades in public"
12441, Denzy a hoe &# ;&# ;&# ;
4241,You cant tell these bitches nothing... they belong to the city
1241, thanks Hun! Haha
10773, what does the fox say bitch?
2339," If preferring to be barefoot makes me a basic bitch, sign me up. Do I get a free Mason jar?"
14106, we need more opinionated bitches. #MOAR
11751,"Bands will make her dance , stamps will make her twerk , If Romney becomes president , these hoes will have to work."
3781,Like bad kids bitch we reckless.
1856," I can tweet ""I dont fw crayons"" and my ex gone subtweet me saying ""only bitch niggas fw crayons anyways"""
1823, wtf hoe answer my question
2093," Niggas got a girl, why the fuck you asking girls to text you...hoes man hoes"
3589,""" Pussy licking pussy.... meow meow #StopWhitePeople &# ; &# ;"
14045,""" Baseball season for the win. #Yankees"" This is where the love started"
15110, gun sales have skyrocketed. Gun crime has fallen sharply. Any claim to the contrary is using fuzzy math.
3138," "" ' I rather jack off then fuck hoes tbh , That shit boring give me a wife ."" Lmfao , Little Be Like ..."
713,Stolen from cream_ fly xl lol but really guys I'm giving classes on keeping that bitch who's registering&# ; 
14997, All I ever do is fuck bitches &amp; count stacks
1137, I hope the Yankees game doesn't get rained out tonight. It's going to be a special atmosphere and game. Jeter deser&# ;
146,Late night studio sessions.....bitch I got that work!!!!!!!!brickk.ent. ya bitch...ycg.night life 
3544,"#faggots are MERELY a #scientific indicator that SOMETHING IS WRONG&gt; Do not celebrate as ""unique indiviuals"" for they are #cancer&gt;"
12270, this kid definitely got the pussy after that game 
3622,Lmao shorty twitter name is pussy chubby...lmfao im dead
10557, Real All jokes aside the hoes I know some of the coolest women I've ever met
3264,"on the first day of school, my backpack had no paper and no books. all it had were granola bars, a brownie, and a bag of cookies."
15404," *when bae sings ""it ain't nun to cut that bitch off"" with too much enthusiasm* "
11054,Had to do another phone sweep! aka delete these hoes from my contacts
1928,She unfollowed me after I said I cried watching dawn of the apes lmaooooooo
332,Lmfaooooo Can't trust a bitch that don't smile with her teeth.
2891,walking dead gonna be so trash this season
12692, Tylar shut up bitch . I usta make you these
178, if he wants bitches tip toein on his marble floors he will &# ;
3437,A pharaohs nd his angry bird 
1818,Damn change change niccas
3068, &# ; So jus don't be faithful cus u never kno what your bitch doing lmao&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;
1487, bitch is you drunk or nah
2079,' This niggah Yanni like hangin up on NIGGAHS in mid sentence &# ;&# ; .
12062, Side hoes always winning
3999, pretty bitch is always comin thru &# ;
11137, v gun game pussy
1602,never lie never cry never die we gone die love my friends love my hoes yellow sluts call them gold
1409, yellow
825, cuz ur a sellout bitch fag
1425, You suck it commie bitch 
2942,""" broke bitch cant tell me nothing """
1645, learn how to type ya hillbilly
10559, lmao! whore my life on a bad day is better than any good day that you've ever had. fuck a day bitch haha
4326,"And here standing in the red corner weighing lbs the pussy destroying champion of the world, Adam nobodyknowshisrace smith"
3972,I hate when hoes try to play the wifey roll
11339, Ane is a cunt
1100, always down patty never been a pussy &# ;
4637," high flyers, crr, militia, boner squad, ball sack, weiner FC, anal brownies"
2675," *sighs* . Not a bitch. I'm a woman. LEARN THE DIFFERENCE. . I KNOW I'm fat. . It's called a scarf, dumbass."
923,"If you would have followed George Washington in , it means that you're white trash."
11351, basically we ain't got room for basic bitches.
16461," so ppl are pissed off basically saying if we have to suffer, you will too. Tourching tht bitch"
5060, Wow the stupid nigger in LeBron really came out there
15956, get some orange hoe
14779, &# ; #MyGirlfriendNotAllowedTo have milkshakes.. let that hoe bring one boy to the yard.. and watch what &# ;
15941,lmao Lmaooo &# ;&# ;&# ;&# ;&# ;&# ;&# ; I'm not a hoe I'm a people person
770,Stop lettin them messy hoes mess with your business.
4053,"#IfThePurgeWasReal I'd be the best prostitute and madam EVER. Hey, if you got pussy, you shouldn't be broke, right? LMAO JK"
15981, I like that your room isn't a big sloppy mess like most of these Twitter hoes
13779, yo nig your a cheeseball.
2318, Its kinda pathetic how these bitches on BGC be + &amp; be acting so childish af
2806,"' South Central niggahs really don't be lovin these hoes , these hoes don't be lovin these niggahs &# ; . We just be... "
16436, correction bitch yo illiterate ass wanna eat my pussy and I got some center street boys dat u can suck up nun major
10089, It's Britney bitch. 
1906, stop looking porn fag
1631,""" Sitting on my window sill, window open, bird tries to fly in. Smacked it. #ProtectTheAnimals"" "
2373,"I'm a dick and you ain't even got ya strap on, pussy"
86,After you get good pussy you be feelin like you just found the last dragon ball..
14977,I know this one hoe on twitter right now that's catfishin shit !!!!!
14964,"I want some fire crackers not the baby ass fire works, Does Az have fire crackers ???"
16051,"""Dumb bitches do dumb things"""
1083," You can mock Michelle Obama's #TurnipForWhat video, but the turnip is now third in line of succession for president. "
11754,I been getting bitches my whole life I been getting money my whole life &# ;&# ;&# ;
3722,I'll start at the butt and work my way to the pussy
2860," I like them dark, light, Carmel, white, red, tan, yellow, blue, purple, green. It doesnt matter what color they are"
3763,This nig johnel keep falling asleep.... That's usually me lol
15857, beautiful bride... Tell Erica congrats if she remembers a nig...
788,Poppy give me discounts bitch i get it for the lowww!!!....naw fareal tho
1148, Tyler isn't shit faggot go listen to some real music
236,"She is not a ""whore"" she a ho"
3417,&# ; Bad breath ain't cute not even if you a so called bad bitch and it's usually cause by a shitty attitude&# ; unk ain't ever lied
10593, That's how rednecks eRecycle. 
1960, man bring yo bitch ass here ion give a dam bout yo mf attitude
3263,"'Every bitch got a fat ass or she $ , from it' #RNS"
251, Y'all ain't gots no colored folk on da show. I tinks dats be racist and shit #TheToddShow
14277,"""&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ; Gay niggas couldn't wait to act like bitches tonight"""
965, Five things I'll never give a bitch&# ;&# ; :My Heart :My Weed :My Money :My Twitter :My Netflix password &# ;&# ;&# ;&# ;&# ;&# ;&# ;
885, But a wannabe ghetto white girl will deal with an unaccomplished black man for more than sex.
10977, Neymar fell like a bitch
2893, &# ; What yall up to&# ; &# ; beatin my meat on FaceTime wit a bad bitch 
11357,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Desi | Spicy Oriental Paki Brunette sucks an un "
3875, Most trash Halloween candy of all time. Don't debate me on this 
12219,Fat ass hoe holding up the machine
2057, trying so hard to resist the urge to smack a bitch 
2786, You hoes getting outta hand 
2742," I love a bad bitch with a attitude, idk why but a cutie that's a savage is sexy as fuck"
10," Words go from babe to bitch, I love you to I hate you, I need you to forget you, you're my everything to you're nothing."
1847,gotta remind myself to put da phone down sometimes cuz I get sidetracked when I see all these bad bitches n den get mad cuz I cant meet em
13085,lol stupid ass bitch I don't fuck w/ you
15738," What can I say, Im a stubborn son of a bitch."
10871,I get more nudes than all you bitches &# ;
12474,WATCH: Excited ISIS Jihadis Getting Their Yezidi Sex Slaves On 'Distribution Day' 
4459, Go fish bitch 
1511,Lashontae a bad bitch times 
2172,"#TweetLikeYourBestfriend ""I made out with bitches!"" "
12315,I wanna be around bitches &amp; have fun &# ;
3937, Any bitch who need a crowd to fight is clearly easily influenced &amp; weak minded &amp; most likely will commit suicide &# ;&# ;
3178," A lot of ppl look at me like ""who the fuck does this bitch think she is"".... Ms. Goldschmied to you"
2542," s/o to all those girls who are curled up in a ball in their bed waiting for that goodnight text. go to sleep bitch, he &# ;"
377,"""Just follow the yellow brick twitter."""
12995,I nicknamed Lux Coach K because without him we would of never heard of Duke lol Charlie
3281,"""no pussy, or not tryna go to the studio, don't CALL my mufuckin crib like that, god. Yo. Word up god I will BUSS YO SHIT, god, word up"""
14027,"If you got tats on your breast, you a trash ass bitch and stay far away from me with Ya acid pussy."
1862,Never will we be an item. Psycho bitch!
1215,Had to get that hoe shit off my TL
1053,Gimme my grade bitch you know wat I'm trying to spell
1652, these hoes ain't loyal
2925,&# ; I just punched in the nose on accident because she just shocked the crap out of me &# ;&# ;&# ;&# ;&# ; bitch that hurt!! &# ;
2374,Lord please get me out of this ghetto ass hospital &# ;&# ;
15594,Try Rex's NEW water roasted tomato/potato sawdust crackers! Loaded with enough sodium as to make Lots wife look unsavory! Only . a box!
3346,""" I'm not mad cuh hahaha"" suure.. tuku ho ita! &# ;&# ;"
13806," thanks kass I respect you. Not you Annie, you're a bitch."
3774, republican teabaggers should be jailed for treason.....
3502,Bout to smoke a . n dis bitch .. #Pollution
14709,but I'd rather be a free man in my grave than living as a puppet or a slave but above those shit options bitch would be free alive and rich
2207,""" There's a lane some bitches need to stay in &# ;"" the left n get right the fuck outta our face &# ;&# ;&# ;"
512,&# ; &# ; &# ; nah lemme chill i love the bitches&# ;&# ;&# ; like trick love the kids&# ; &amp; you know this &# ;
4039, #IWantToPunchPeopleWho mock God
10956,Lol at bitches thinking Kanye is the perfect man because he opened the car door for his wife.. You bitches don't know wtf y'all need..
1932,Damn bro im hungry then a hoe rt and ain't got shit to eat at the crib fuckkkk
1595, Am I the only one Tht see these hoes pattern. They stop tweet for to weeks and come bac with the same love tweets bout &# ;
2127,Haha macklemoore was just on my ferry boat bitches. That black caddy !
11421," lmao, them bitches was the truth"
1482, y'all niccas bout to blow fool!! Lol can't wait for the world to see this Detroit shit nicca!
1942,"&# ; "" LMAO Tempted to send this ""fuckin hoe"" lmao&# ;&# ;&# ;"
12861,-Can I help you? -Maybe. You gotta card for &# ;Sorry that tranny died in your motel room; now your wife knows. Here&# ;s an Applebees gift card&# ;?
537, &# ;&# ;&# ;&# ;&# ; bitch
3607, I miss NYC!! Nashville needs a pro AL team. The closest is KC or Tampa. That's pretty bad. The south is NL.
394, try me bitch boy
3094,fuck deeeez bitches
12626, hoes will be hoes .
3391, just texted yea queer bait &# ;
15133,Ahhhh but now I'm fuckin all you niqqa's hoes &# ;&# ;&# ;&# ;
268,"WEBBERS! Sz vnds restorers dream, cracked midsole, sole separation, and fogged bubbles. "
13769,Maybe I'm just some bitter ass nigguh like Obito
401,You're a faggot if you use the cover your face emoji
14751,LOL what bitches yea go get the bouncer we were eye ballin' your clearly pussy ass
388," dykes aren't even human tbh, like what empowered them to dress like a man but like bitches?? Some alien shit"
4369,Im back to square one . No bitches .no weed a lotta hang ova
910,&# ; Eat a lot of protein Eat a lot of pussy #MattieTrumpsTipsForABetterLife&# ; Eat the whole ass
2699,This music is trash
16458,Life's a bitch &amp; then you die
1103, Ready to slay these bitches and im not even half way thew my soak 
14914, Bitches eyebrows be % hair and % makeup talkin bout &# ;eyebrows on fleek&# ; smh sit down before i lick my thumb hoe
3908,"I hate being profiled. I'm not ""country"", I'm not a ""hick"". I'm Eric Dean Vestal, and I'm doing what makes me happy, not anything else.&# ;&# ;"
14559, He's an idiot. miserable trash excuse for a man 
15313," When Joey Bada$$ said ""Traded in my Nikes for a new mic, I guess it's safe to say he sold his soles for a new life."" ht&# ;"
15752, you just did bitch lol
16177," When People write a review of my comedy that starts with ""I'm not easily offended, but this was just not funny"" that cunt&# ;"
11143, Good pussy takes your mind off the struggles and stresses of everyday life
3463,"""Dad say hi to my snapchat"" Dad ""&# ;&# ;&# ;&# ; duces bitch"" &# ;&# ;&# ;&# ;"
2287, Women who need to be put in their place are trash. You are a human not a pet bitch relax
3976,it is my God given right to have white bitches
2329,Bitch had a redbook account with all selfies on the add like bitch no tricks wanna see yo face
272, That guy who you're so into and who is constantly an asshole to you doesn't give a damn about you beyond ur pussy
4861, I feel that.. i see nothing wrong with the gta killing bc it's not the sole purpose of the game
2504,Appropriately this guy wears the WV yellow Rick James on his face. 
1387, &# ; Everybody got at one bitch on dey insta TL who got a baby &amp; it gets NO likes... Y'all fucked up ! &# ;&# ; lmao t&# ;
4053, We got a win my nicca! Lmao
11319, for some spook shit
14387,"' I don't like when niggahs be like "" where yo bitch at ? "" Na I'll check you on that idc who you is , mine you... "
2264, my nigga what her pussy smell like?
1999," Man, most of you coons couldn't jus up in quit yo job, if you found out ya boss racist, so shut tha fucc up. Niggas love &# ;"
1817," Been trash "" The gay Chris bosh jokes are getting old now"""""
10117, I googled her number and found she was a hoe
12558, When said &# ;Fast bitch I call her Bizzy (busy) cause she only bone thugs&# ; 
15506,""" jus meet son now he ya mane ass bitches "" #Shots"
2754, oh? He still talking to other bitches I bet. NONE of my biz tho
3015, is such a retard! &# ; Biden Calls Himself &# ;White Boy&# ; in Meeting With Black Pastors 
3461,This bitch!
2151,"I wasn't born last night, I know these hoes ain't right"
913, IDC. I can still get it. That's my pussy
16064,It's either your getting pussy Or are one what will it be?
11080,deal with you bitches when I feel like it
898, Yall hoes love football
15098," he should! I got tired of hearing how he can eat pussy , ways like damn &# ;&# ;"
10874, haha she a stupid hoe
1527,I need a Belgian waffle and a couple bad bitches
1329,tell me why nick cannon bout to invite wiz to wild'n out an hit him wit the i fucked your bitch diss haha
2177, nigger: A fully grown niglet 
2419,""" ""At least I'm not a nigger"" Lmfao"
14041,"&# ;&# ;&# ;&# ; &# ;&# ; &# ; No bitch go away &# ;"" tu puta madre "
11308,It's like zero bitches in nap that's gon stick by yo side if you fall off &# ;
181,&# ; Lmao Dylan just got called a pussy by Mr O himself takes skill &# ;&# ;
2175,"#AZmonsoon lot of rain, too bad it wasn't enough to wash away the teabagger racist white trash in the state. #Tcot #teaparty #azflooding"
1973,So I'm at #tedgibson and Ted is getting his hair colored right beside me. Heeeey!
11183,"Holy fuck. White bitch with "" baby daddy"" straight goes ""who uses condoms anyways"" Bitch maybe you should so you'd stay outta the clinic!"
13969, get off my twitter fag
11630,Freak hoes got several
3881,&# ; This hoe got a school shirt on sucking dick &# ;&# ;&# ;&# ;&# ;&# ;
2084,""" Females think dating a pussy is cute now? how does doing this stuff make him a pussy?"
1565,Jenna stays pimpin these hoes
4431, I will neva sleep on a pussy
15611,Southwest airlines is like driving in a mini van with your white trash cousins who love to huff paint thinner before before working.
739,You know a bitch is crazy when she smiles and she's upset!
11498, my score on flappy bird is higher than the broncos score right now
9909, y dont u end us monkeys then? U hate us because were better than crackers &amp; I love it. Deep down u know weve done nothin u
29," ""Fuck me or I'll make you feel bad about it. But if you fuck other guys, I'll call you a hoe. And if you fuck me, I'll thi&# ;"
3891, what do you want fag
665," I'm a joke having hoes ain't shit, I'm just looking for the first girl I loved when I'm in these bitches. That's &# ;"
2102,#Royals - !! Fantastic. Ready for tomorrow's sweep of the disposed O's. #Yankees ever except this month.
16161,Gum drop looking bitch commenting on peoples looks
556, fuck 'em if they can't take a joke! liberal pussies only think jokes about sarah palin &amp; daughters are funny.
1729,"&# ; ion wanna hear it, then hoes faker than Momma Dee's teeth&# ;&# ;&# ;"
7, I tweet like a nigger
13223,Up like an eagle tryna catch the early bird that catches the worm.
66,Never trust a bitch cause these bitches fuckin' anyone. Say you know a faithful bitch where she at? I Gotta get me one
14691,"&# ;&# ;&# ;&# ; - &# ;&# ; omg just thinccin of you makes me laugh, we use to STAY talking shit in rd period, you cute, &amp; you my bitch &# ;&# ;&# ;"
2929,My stomach hurt like a bitch yoo
3356,Who wanna play pin da tail on da colored man's butt?
3699, o #k #bitch
15120,Ew wtf lol&# ; Lmfaooooo LMFAOOOOOOOOO bitches goin gay for this? 
2950,I got bad bitches on stand by
3845,"Js on my feet, that song is trash too loll"
10673,I'll still let the plastic bitch do her dollar 
3857, My dick is called Offensive Joke because some bitches get hurt when it goes too far.
1153, god doesn't send retards to hell
11716,"But bitches are crazy, I'd be in jail for sure"
15434,Marilyn Monroe set the standard for what hoes can achieve in society
2824,Never bring these hoes to my house cause these bitches talk
2462,"bitch with all niggas, hmmm she either gay or a HOE"
1980,"RT "" Jane Seymour rocks a bikini at Crazy Aunt Jane is at it again "
386,These birds messy.
282,"I luv watching gas monkey, they be havin some classics on there."
307," stop following ""bad bitches"" and ya won't get spammed"
82,I tell this bitch followback. She RTs me saying followback. Then doesn't followback. Blocked like fuck
282,The question alone &# ;&# ;&# ; What city got the most bitches with gold teeth?
1507, someone sent this to me months ago bitch
1207,When I was in th grade it was a lil bitch at my school in th and she was pregnant like wtf I barely new what pussy looked like that young
3015,""" quick piece of pussy call it a drive by """
14216, I've only like about pair..they're overpriced trash ..
3598, I wish I was a bird so I could constantly shit on the people I hate! :)
2910,Life is a bitch but I appreciate her
103,"Difference between ""niggers"" and ""niggas"". #Tupac my OG &# ; "
16373, what a bishhh &# ; slap a hoe
3825, I used to chase hoes now it's Dollar$igns
1805,These bitches irri.. irri irri..irri irri
2044, btw Jim crow laws were supported by democrats not republicans and MLK was a republican #Fact
2603,bitches talk... hoes talk even more!!!
167, oh yea a-lo aka mr bitches lmao
16432,This bitch come home wit a attitude. Bitch go yo ass Bacc to work ah sum fucc.
13216," I want this ""bad bitch"" epidemic to be over so fast bruh...fees can't write a sentence with proper subject-verb agreement now&# ;"
11350,I live in the fast lane bitch
346,&# ; Oomf a fake bitch ass nigga point blank period. Smh&# ; AWWWW SHITTTTTTT
15310," ""Playoff hockey sucks."" Dude, have a snickers. You're retarded when you're hungry."
1442, Ray J is the perfect example of what happens when you give a lame nigga some pussy.
1814,Since a youngin bitch we been them niggas
12381, These hoes ain't loyal 
4733, Old white people complaining about government tyranny is like the Yankees being upset that players make too much money
4139, ruga bussed yo bitch #bowbow
4118,These people are fags.
1880, J Cole ain't trash... Period.
10791, they're so goooood. I just want like a savoury salty cheesy cracker
429, I can't wait to see the new planet of the apes.
879,How could you do this to me bitch!!!
1739, comeover here then bitch
1070,I salute to the hoes who kno they places... other than that bitches miss me
1152," I realized it's the one on Link's Awakening too, so you killed two birds with one stone. Unless you're getting the Wind Fish too."
119, clever monkey!
3667,VP Joe the Dildo still wants your guns. Hey Joe. FU. Oath breaking prick needs to be routed out. Hows it feel to be honkey whippin boy?
10046, my bad bitch ayeee 
3910," &# ;&# ;Muslim group slaughters children in Nigerian school, children burned alive, shot &amp; slit throats tried escape.. "
10720,Figure all da ofay like to see my family pitcher 
2232, bro that hoe live
1665," Every females worried about being played, &amp; every nigga worried she a hoe. So nothing but games will b played wit that minds&# ;"
181, Deep in my pussy were your tongue should be. Dial if you need halp.
2696,"Twitter game is on point tonight btw guys, if you haven't caught on you're full retard."
16010, im Tokyo but I get higher than a jet. Killing these dog ass hoes had to send em to the vet! Produced by 
3208, Takes a ho bath He's terrified of water. How TF does he wash himself everyday? lol.
3087,Happy Birthday nigguh keep your blunts fat and your cups filled :) 
2394,"Majority of the time, a woman's story is trash anyway..."
2117,Stupid teabagger restaurant making customers pay 'Minimum Wage Fee' 
16442, stfu trash
1319, You really seem to love Sandusky. Weirdo. Ur a creepy ass cracker!
1228, that bitch bouta be ZOOTED
3313,"If she know yo name way before you meet her, then dat bitch a EATTA!"
2721,"Took yo bitch and gave her back, my bad."
14083," ""suck my duck"" thot: ""lol looks like ur autocorrect changed dick to duck"" ""i meant what i said bitch"" "
2869,lmao I'm weakkk &# ; &# ; My pussy popz Severely LMFAOOOOOOOO&# ;
3347,Okay so either is a super dyke or has some weird car sex fetish.
10907," Nobody cares, bitch"
3543,"I'm from #SouthChicago so I know it's bad but...bitch, it ain't like you live in Englewood! #FOH"
3471,Bae juss the new side bitch lingo u aint special hoe
4455," Always bro niggas get crazy in any weather "" This weather is trash"" OD,But we gon get c&# ;"
10087,I just want vanilla Oreos
1740, bitch waaaaaa??
839, if bitches Tryna step to us 
2647, Most of worried about looking like a hoe. Gon regret it when u get older. Cuz u missing out on a lot of fun
12358," I am woman, hear me bitch."
1562, you slay that bitch
1488,"That hoe out there, Fat Trel said it best."
2691, &# ; bitch you didn't feed me. You asked my to buy you a burger &# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ; lmfaoooooo no &# ;
3419,Watch the blacks and whiggers cry: 
2069,I can't fuck with girls that talk about their pussy on social media...
1329, youre a fag
1479, bitch go play dead
12076,"You can call me a bitch, OK! But a the thief get out of here. Smdh"
12292,"You fuck up , I try to be nice. I fuck up , you go ape shit and stay mad. Wtf haha"
243, how dare insult that pearl harbor vet. You are a dumb cunt.
530,"Congratulations, your just like every other stuck up materialistic American bitch. &# ;"
14308, I stick up for my fam. don't disrespect the pouch my nigguh. and awe ily 
14323,"""poor whitey"" "
15037, He tweet like a bitch broke his heart
14211, straight up your hoes can wait !
3585,#BangBangBirdGang ya bitch you!!! -fruit loop
2242,""" momma said no pussy cats inside my doghouse """
3099, her pussy stay wet when shes around me gotta lick it till she wetter then never before
15492,Never go full retard....
2305, you owe me anyway hoe I need that with interest or shooting your shit up
1117," ya know gamoot, i considered it, but then I was like wait. I'm no little baby back bitch"
1330,""" I wonder if the girl that gave head to boys for a drink in magaluf has twitter"" she probly sends nudes for fags"
1972,&# ; I heard thigh gaps is a way of telling if a bitch pussy is loose.&# ; What?? 
2292, &# ; lmfao bitch was I talking to you &# ;&# ;&# ;but I'm talking to you in my bubba voice &# ;&# ;&# ;&# ;
10838,my flow sicker then then the bitch magic Johnson was lickin
4021, yea ho
1060,Islamic Jihadis run away to Pakistan #UniteBlue
1688, So who wants to tell the Washington Post that Charlie Crist is a Democrat? 
10740,janet Jackson's nip slip #iconic
3072,I'm so excited to hang out with my bitches 
891,These hoes need to stop hittin blunts and hit the gym unhealthy mfs &# ;&# ;&# ;
2596,Now this new bitch acting dumb tryna correct my every word.
2810,Note the rocketeer removes cardboard from launcher and carries it to a trash bin before fleeing. #TidyTerrorist 
1639,Sexy ass yellow bone
2533, &# ; This nigga jerry room smell like bad pussy!&# ;&# ;&# ;&# ;&# ;
3656,What state got the best pussy? &# ;
3796, you're being a bitch lol but naa serio wassuo
287,Sneaky hoes 
3434," Hoes, hoes ain't nothin' but hoes."
13030, you bitches make everything a relationship goal.
2378,"So what if she a hoe in her city. If she make you happy, move her to Montana and be happy for the rest of y&# ;all days."
2770,"My mom is so clueless to what's going on with me lol she like ""you can't trust negros witcha money"" lmfao whaaaat?"
2180, well pee is oft yellow.
459, Eat her pussy and look at her like &# ;&# ;&# ; 
12933,everyone thinks of you as a hoe so idk why you're trying to talk &# ;&# ;
16360, : . I wish you would stop being a hoe.
827,RT #Fellas: Would you shit on a bitch if she asked you like that Biggie skit? + I'll take my dick and go home.
2326,Dudes have problems deciphering sex too.Side bitches get wifely love.You can't keep a secret if you're overdoing dirt.
3521,Someone told Iggy Azalea she stunk as a child cause this bitch still upset yo it ain't even that deep
16190, rt me to wey I went to the job interview high then a bitch!! Straight stanking like dank haha eyes red then a hoe
2205,"I fight for what I love, but you make something of bitches I think nothing of."
1262,First jig of the night
2945,"I don't get it. I'm either a pussy or troll. Where is the room for ""the truth"" and or ""my opinions on my TL""????? Social media fucked up."
2037,My mom is a cunt
2878,&# ;&# ;&# ;&# ;&# ;&# ;&# ; Nope Thts not wht it says here.. I'm not a hoe. I'm a people person 
3611,I curved yo bitch. Your welcome.
593,"Sometimes I wish I had a cute pet monkey, but then I remember it would probably defecate everywhere, beat me up, and destroy my house."
15069,All the bitches in Shameless are straight bugoutsss
3363, smh. U so retarded. Lol
1349, You retarded bruh lol
382,Imma get home around problem is it's a coon leaving the bar that drank shots of crown royal think he still can drive
2872,My favorite DC restaurant is Charlie Palmers. 
16196, wagon burner! Jk jk you did look pretty Latino here
