,class
16019,1
14066,1
13370,1
2031,1
884,2
2208,2
701,1
4043,1
12234,0
15190,1
2122,2
729,1
1133,1
3272,1
197,2
2746,1
1451,1
13620,1
3404,2
2840,1
338,1
4088,1
3775,2
3391,1
1551,1
3691,1
14390,1
4370,1
2625,2
3439,1
911,1
1982,1
1823,2
13775,1
13242,0
4057,1
609,2
1042,1
2001,1
3121,0
12784,1
3570,1
3108,1
14719,1
16257,1
14205,1
462,2
16448,1
11934,1
1210,2
454,1
4715,1
14599,0
281,1
678,2
12030,1
1446,2
12396,1
1700,2
13109,1
853,1
12526,1
850,1
16493,1
1831,2
1131,1
12339,1
14908,1
12500,0
1968,1
10497,1
13840,1
2169,1
3262,1
10591,1
13272,1
14867,1
13922,1
1189,1
555,1
1989,1
2055,2
14331,1
15580,1
845,1
956,0
16508,2
13689,1
16370,0
14273,1
1231,1
1293,2
2944,1
10579,1
10679,1
10638,1
15719,1
44,2
13608,1
1290,1
3413,2
1096,1
10122,2
2266,2
240,2
614,1
146,1
3755,1
10475,1
2905,1
3930,1
11511,1
2982,2
10808,2
735,1
15975,1
1627,1
1301,1
1967,1
12423,1
11170,1
4080,2
1618,1
13446,1
463,1
4189,1
83,1
240,1
14992,1
1494,1
16311,1
45,1
1143,1
15550,1
1010,1
1545,1
13492,1
4363,1
1986,1
1138,1
2849,2
1994,1
569,1
13776,2
3847,1
11524,1
10655,1
2271,1
3929,1
1250,0
16371,0
3816,2
3527,1
329,1
12110,1
14752,1
147,2
10214,2
2269,1
9998,1
12562,0
4025,1
823,1
2300,1
1570,2
2147,1
4918,2
4074,1
16211,1
10781,1
18,2
1453,1
1060,0
13673,1
13942,1
2555,1
1682,0
3814,1
10586,1
1695,1
11967,0
16531,1
962,0
2995,1
1394,1
1877,1
3820,1
3278,2
3457,2
699,1
13533,2
3679,2
14043,2
3651,1
1632,1
273,1
13155,1
136,1
2892,1
3721,1
2456,1
1960,1
12664,1
2727,1
13292,1
4327,1
3445,2
2443,2
871,1
2251,1
9912,0
2572,1
4339,1
1875,1
1328,1
13786,1
3959,1
15400,1
4027,1
15457,1
3429,1
559,2
748,1
16285,2
1026,1
1502,1
10697,1
16058,1
1530,1
23,2
15697,1
13268,1
4572,1
2392,1
2588,1
958,1
3300,1
4129,1
1817,1
1118,1
2922,1
2745,1
11197,1
364,1
352,1
14376,1
11145,0
1023,2
13222,2
174,1
1623,1
1303,1
12257,1
3533,1
1737,1
2813,1
1641,1
14769,1
12336,2
2060,1
2363,1
3406,1
16290,1
3595,1
775,1
10886,1
12209,1
1332,1
1404,0
1989,1
142,1
2824,2
14778,1
16457,1
4030,1
10054,0
1735,1
889,1
12463,1
1869,1
12020,0
1098,1
3666,1
3742,1
54,0
2289,1
15211,1
871,2
16037,0
2111,1
13295,2
13463,1
10884,1
4076,1
709,1
11100,1
1510,1
1561,1
3865,0
3436,1
4090,1
15236,1
1147,1
2003,1
825,2
16234,1
13838,1
13200,1
111,1
3061,1
2399,1
1302,1
11424,2
11615,1
1347,1
1380,1
13572,0
13800,1
3295,1
283,2
1939,1
15810,1
1883,1
14059,0
11627,1
1183,1
680,2
3462,1
803,1
14723,1
13122,1
15954,1
3381,1
1964,1
3242,1
4799,2
2986,1
3268,1
588,1
11386,1
11379,1
1858,2
15565,1
2822,1
4003,1
3305,1
800,1
1924,1
799,1
4089,2
4401,1
2862,2
1935,1
1943,1
14529,1
3952,1
1705,0
2663,2
10878,1
10669,2
1179,1
3436,1
2026,2
1808,2
1716,0
3445,2
10671,2
3575,1
1261,1
217,1
14821,1
1412,2
1757,2
13814,1
3949,1
2606,1
1664,1
848,1
13575,2
3332,1
639,0
15847,2
11844,2
13744,1
15577,0
10165,0
3626,1
15949,1
14087,1
2207,1
15461,1
244,1
2515,2
1372,1
9956,1
3942,1
10458,1
14052,1
1082,1
4801,2
13729,1
3770,1
16434,1
109,1
1588,2
314,1
3860,1
3825,1
4617,1
3735,1
2590,2
14707,0
13086,1
14524,1
1084,1
14973,1
3531,1
3018,1
11623,1
12646,1
13784,1
1193,1
474,1
2535,2
1785,1
1611,1
2494,2
12554,1
3430,0
2565,1
12360,1
15067,1
11943,1
11313,1
11243,1
3217,2
2776,1
1207,1
14783,1
549,1
14075,1
10519,1
1290,1
3621,1
2695,1
2367,1
4544,1
12088,1
354,1
15470,1
2713,2
516,0
14461,1
1729,1
2077,1
1302,1
2725,1
11277,1
13478,1
2680,1
15855,2
2469,1
14762,1
751,1
13103,1
2533,1
16210,1
12041,1
15014,1
16402,1
11612,1
11428,2
625,1
2230,0
2855,1
1013,0
14866,2
3613,1
13659,1
12724,2
2797,1
1239,1
13711,1
13805,2
10742,1
13371,0
1569,1
4013,1
15964,1
2013,1
1452,1
13772,0
12087,2
3831,2
365,1
15274,1
1138,1
523,1
14172,0
2248,1
13440,1
3921,1
3147,2
3058,1
14510,2
1497,1
10277,1
2898,1
546,1
29,1
10793,2
15387,2
336,1
3431,1
557,1
15999,1
1573,2
11494,0
2523,0
12812,2
10896,1
12305,0
610,2
11782,1
15798,1
2157,1
274,1
1998,1
1976,1
3501,1
4875,1
501,1
4049,2
4844,1
15021,2
2076,1
2406,2
13588,1
1407,1
1397,1
10332,1
10230,2
763,2
350,0
4899,1
490,0
16527,1
11156,1
2734,1
587,1
10656,1
11678,1
15156,1
905,2
15800,1
16313,1
14728,0
1471,1
772,1
2144,1
3791,1
2570,1
11282,1
4017,1
1107,1
2821,1
2675,1
1777,1
13138,1
2763,1
1683,1
15534,2
15347,1
15707,1
1399,1
1947,1
14431,2
15478,1
1701,1
328,0
3876,1
1274,1
15420,1
780,2
2911,0
2091,1
1798,2
2084,1
2409,1
14194,1
4234,1
11261,1
12491,1
2660,1
13615,1
9927,1
2011,1
15075,1
14001,1
15373,1
14826,1
12121,1
1325,1
14622,1
3369,1
1476,1
227,1
2469,1
882,1
2239,2
3318,1
2008,0
371,1
2112,1
1092,1
2224,1
1191,1
1124,0
3323,1
3736,2
3905,1
3743,2
1213,1
1104,1
10225,1
2489,1
10631,1
11843,2
1251,1
13709,1
15454,1
3012,1
15234,1
1371,2
3716,1
545,2
1798,1
12946,1
2323,1
589,1
695,2
14354,1
2474,1
424,0
1662,1
3516,1
2220,1
2940,2
3747,1
11232,2
13989,1
1978,1
4071,1
2477,1
11951,1
16150,0
12986,1
12885,1
1544,1
3421,2
3668,1
3323,1
1754,1
4287,1
10088,2
10305,1
2843,1
2918,2
15299,1
13600,2
1847,1
177,1
1305,1
15946,2
2698,1
640,1
3650,1
2349,1
12708,1
1929,1
15076,1
15797,1
877,1
14575,2
10331,1
13142,1
15673,1
3372,1
4359,1
3137,1
16460,1
2336,1
11776,1
339,2
2326,1
1334,1
15859,1
11982,1
998,1
3910,1
4260,2
15118,2
1827,1
3800,1
15993,1
331,1
4410,1
16085,1
16186,1
1854,1
3380,1
1012,1
3067,1
696,1
5086,0
1531,1
84,2
813,1
3489,1
3484,1
10,2
13259,1
1855,2
3338,1
2655,1
3192,1
3776,1
660,1
15970,2
1239,1
11877,1
861,1
3528,1
3376,1
809,1
3639,1
2662,1
408,1
962,2
13178,1
1412,1
2729,1
16204,1
14869,1
3632,1
13203,1
1429,1
12409,1
11518,1
2157,1
11602,1
11763,0
3455,1
10703,0
1436,1
3658,2
511,1
15678,2
2924,1
14462,1
928,1
12233,0
312,1
2568,1
1519,1
16248,1
4275,1
4457,1
1969,1
475,2
2707,2
2821,1
16041,1
4671,1
2383,2
13780,1
3594,1
1142,1
1955,1
3434,2
13412,1
1969,2
3032,1
15046,2
2141,1
13802,2
2860,1
11353,1
3296,1
14473,2
14793,1
3376,1
14605,1
12905,1
2874,1
216,1
3049,1
11338,1
10186,1
16134,2
1576,1
2215,1
3304,2
14084,1
1930,1
929,1
10970,1
15036,1
12910,0
846,1
2068,1
1105,1
11966,1
14626,1
156,1
1214,2
16589,1
2294,2
2039,1
12709,2
4058,1
12304,2
1277,1
3736,1
3483,2
12941,1
4138,1
1779,1
12572,1
2462,2
3792,1
15821,1
2224,1
87,1
2769,1
13678,1
10286,1
405,1
1368,1
2569,1
2709,1
3460,1
11109,2
3653,1
9951,1
4039,1
10663,1
3212,0
1211,1
4582,1
2183,1
67,1
12116,1
15245,1
3360,2
2435,2
4066,1
496,1
3383,1
3628,1
3454,1
3872,1
4351,1
15785,1
14567,1
2650,1
11171,2
12970,1
14814,1
11945,1
4270,1
10991,2
776,1
1637,1
10914,1
1536,1
12795,1
3481,1
4580,1
14110,1
13803,1
10383,1
3897,2
10349,2
15072,2
237,1
716,1
3828,1
1518,1
1828,1
2040,1
10696,1
2677,1
12736,1
11766,1
124,2
12017,2
1160,2
3926,1
1294,1
2383,1
1812,1
610,1
994,1
1049,1
2138,1
3873,1
1600,1
4519,1
724,1
3165,1
12189,1
15144,2
3604,1
896,1
10856,1
223,0
2631,0
11049,1
540,1
1032,0
2677,1
4372,1
16526,1
850,0
11323,1
4042,1
1519,1
2258,1
15991,1
11574,2
3336,1
16564,1
3220,2
1128,1
16327,2
887,1
16543,1
14093,1
14788,1
3874,1
1895,1
2098,2
15830,2
2010,1
3572,2
14872,2
1117,2
738,2
13083,1
10763,1
2137,1
14416,1
11758,1
1724,2
2411,1
3708,1
475,1
1029,1
1608,1
11649,0
2005,0
245,0
2423,1
3558,1
538,2
3907,2
10091,1
2549,2
113,1
3743,1
15748,1
13564,1
1304,1
590,1
553,2
1872,2
13647,1
773,2
3807,2
1586,1
2863,1
3850,1
10670,1
3413,0
699,1
1739,1
2107,1
14438,1
961,1
3055,1
1036,2
13332,2
445,1
1078,1
3430,1
2532,1
13651,2
2793,2
15302,1
575,1
2476,0
14307,1
2998,1
2455,1
2712,2
12811,2
505,1
2579,1
15430,1
2398,1
266,1
1181,1
13182,2
16330,1
968,2
844,2
860,1
3621,2
11485,1
4013,1
3234,1
1610,2
652,1
11489,1
343,1
3909,0
383,1
15222,1
13147,1
3802,2
3754,0
12158,1
3887,1
4037,1
851,1
1115,2
3254,1
2697,1
1462,1
2051,1
3584,1
2304,1
1786,0
2818,1
10464,1
753,1
11458,1
4013,1
14607,1
2865,1
12440,1
16,1
2461,2
16202,1
15943,1
4432,1
4524,1
3206,1
464,1
2058,1
2422,1
14454,1
2774,1
4016,1
14733,1
11689,1
76,2
3055,1
831,1
2292,1
12729,1
15932,1
401,1
2724,1
13653,2
1496,1
10501,1
3525,1
3469,1
3523,1
3435,0
1856,1
1160,1
65,1
11756,1
1397,1
15650,1
14931,2
4726,1
15288,1
2331,1
12366,1
472,1
3247,0
232,2
14972,1
1244,1
15916,1
16175,1
1211,1
113,1
1681,1
694,1
2914,2
2522,1
3535,1
4710,1
3856,2
1746,0
1171,1
3494,1
3190,1
15287,1
1556,1
810,1
11380,1
14151,2
990,1
3219,1
12994,1
2075,1
4876,1
10541,1
12943,0
2212,1
1632,1
14325,1
4927,1
3748,1
12785,1
3035,1
15672,2
15865,1
3624,1
3071,1
3996,1
1209,0
16020,2
1543,1
11703,1
58,1
15132,1
619,1
2807,1
11360,1
152,0
1869,1
2576,1
9943,1
3012,2
12344,1
13848,1
2891,1
679,2
10048,2
63,1
4917,1
2883,1
1182,1
13544,1
12,1
3056,1
598,1
14766,1
2893,1
2344,0
2090,1
12699,1
14574,2
3322,1
510,0
10033,1
16080,2
14229,1
10484,1
12033,1
1122,1
341,1
679,1
3891,2
10119,0
2838,1
274,1
691,1
3001,1
11641,1
2341,2
1908,2
14606,1
1654,1
1906,1
11506,0
357,1
874,0
3308,1
3992,1
297,1
1780,1
13621,1
2757,2
14588,1
13746,1
4163,1
1570,1
12578,1
1337,1
364,1
11388,1
10278,2
2652,1
1742,2
15831,1
306,1
15153,2
3255,1
1753,1
1706,1
11122,1
2517,2
1219,2
1604,1
1711,1
2038,1
2551,1
2980,1
12948,1
2728,1
4855,1
2687,2
1870,0
12843,1
10272,1
12228,1
3320,1
16254,1
13538,1
2990,1
10849,2
2035,2
10135,1
3940,2
13777,1
10298,1
16405,1
56,0
14800,1
480,2
2298,1
2641,1
3839,2
15412,1
2600,0
16117,2
13063,1
4045,1
3863,1
4908,1
12367,0
13700,0
1975,2
4239,1
1141,1
2884,1
919,1
1268,1
649,2
2041,1
15527,2
14176,1
3479,1
13670,1
3744,0
1731,1
15062,2
11290,1
514,1
3582,1
3334,1
2380,1
12356,1
10224,1
9947,1
3695,1
1028,0
532,2
14188,1
557,1
14218,0
15581,1
14287,1
1376,1
15679,1
2594,2
1245,1
3499,2
4778,1
4001,2
371,1
11331,2
15349,1
2778,1
3120,2
13212,2
491,2
3374,1
10645,1
1486,1
12796,1
435,1
4833,1
10339,1
1165,1
2146,1
2542,1
13546,1
686,1
13333,0
3471,2
385,0
10479,1
1967,2
10916,1
14896,1
2684,1
3760,2
14358,1
3447,1
12256,0
1569,1
1008,1
3866,2
15776,1
133,1
3945,1
14855,0
3617,0
11188,2
3045,1
16264,1
1864,1
2739,0
9983,1
3790,1
4711,0
2840,1
2171,1
13437,1
20,1
2432,2
337,1
15540,2
361,1
2575,1
3980,1
4044,2
16149,2
395,2
13967,1
3839,0
3548,2
3036,0
1892,1
2968,1
16437,1
1041,1
2101,2
1140,1
12753,1
2920,1
2468,1
13498,2
10634,1
3186,2
2833,1
14101,2
10546,1
459,1
3813,1
1840,2
3697,1
2460,1
124,2
2743,0
439,1
2323,0
3499,1
1685,1
1929,2
3800,1
1650,1
4000,1
1343,1
3737,1
2350,1
12980,1
750,1
3252,2
15181,1
3941,1
2270,1
2856,2
2624,1
4038,2
4892,1
998,1
14111,1
510,1
3960,1
872,1
870,1
841,2
13364,1
3454,1
16094,1
2798,1
642,1
3831,1
2245,2
2803,1
3146,1
13576,1
314,1
307,1
13624,0
15605,1
15762,1
1132,1
14934,0
3821,1
3585,1
11819,1
2221,2
2023,1
808,1
15482,1
5103,0
2196,1
4147,1
3367,2
14260,1
10454,1
1529,2
1510,1
14706,1
2465,1
414,1
1709,1
13127,1
703,1
2299,1
10750,1
10910,1
2281,1
3271,1
596,1
899,1
1169,1
2229,1
1952,1
484,1
15770,1
479,1
1796,1
13707,2
2635,1
2806,1
2098,1
77,2
2073,1
4117,1
12860,1
15958,1
14784,1
2233,1
10509,1
2909,2
1884,1
2970,2
760,1
3230,1
2063,2
723,1
1086,1
2817,1
156,1
10189,2
10130,1
13179,1
4486,2
40,2
11663,0
10661,1
1821,1
4768,1
2931,1
3297,1
11573,1
4074,1
13637,1
16103,0
2978,1
4442,1
2880,1
3723,2
1472,1
2795,1
2374,1
10388,1
12026,2
2460,1
13143,0
2162,1
13110,1
12718,1
78,2
10404,2
3210,1
769,1
11450,1
1715,2
4748,2
744,1
2410,1
11414,1
897,1
196,1
3971,2
2022,0
1784,2
1690,1
15607,1
14056,1
1428,1
304,1
4007,1
3869,1
1900,2
14835,1
13640,2
10848,1
3218,1
3670,1
1186,1
979,0
16308,1
2825,1
284,1
4063,1
1802,1
2151,1
1471,1
10307,1
1924,1
508,0
12128,1
3559,1
1940,1
10114,1
828,2
2645,1
371,1
1314,2
10249,1
1084,1
9913,1
2165,2
1587,1
13208,1
4774,1
3227,1
2464,0
2573,1
4653,1
16398,1
15091,2
14653,1
232,1
12136,1
541,1
936,2
16375,1
1274,1
2947,1
14162,1
2220,1
11718,2
863,1
1440,1
1108,1
947,1
2763,2
2296,1
12287,1
1760,1
4527,1
15801,2
1326,1
2301,0
12582,2
2439,1
11989,2
16106,1
10881,2
386,1
1038,1
14703,1
2802,1
1800,1
1203,1
616,2
10889,1
239,1
2885,0
732,2
11481,1
4087,0
3091,0
15300,2
12386,1
3893,1
2487,1
13641,1
9961,1
12676,1
14798,1
10431,1
2019,1
85,1
11607,1
10753,1
12171,2
3031,1
1247,1
14876,1
2445,1
14424,2
1204,1
11616,1
4784,2
3449,1
14683,1
1688,2
16397,1
2808,1
3994,2
2084,2
3460,1
15464,1
4439,1
2273,2
12213,1
2965,1
300,2
10459,1
4120,2
1883,1
10658,2
2419,1
217,1
2295,1
13407,1
2067,1
4036,1
4925,1
15929,1
3421,1
3600,1
518,1
2094,1
2871,1
643,1
2194,1
14069,2
12385,1
2993,1
3920,1
10044,1
1136,1
10330,1
3980,1
16399,1
1741,1
254,1
887,1
14810,1
16322,1
2186,1
3577,1
16362,1
2773,2
4547,1
3873,1
14986,1
3508,1
15370,1
857,1
3540,1
14432,1
3840,1
1218,1
2189,1
1854,1
16120,1
2681,1
13785,1
2551,1
12831,1
3316,0
2953,1
1402,1
2792,2
14088,1
792,1
2700,2
1434,1
9908,1
11988,2
4884,2
10283,1
2564,1
162,1
12862,1
15512,1
1433,2
3053,1
3987,1
2563,1
13000,1
3951,1
1508,1
1803,1
4302,1
3978,2
2782,2
13181,1
14394,1
11603,0
15649,2
11132,1
15186,1
1400,1
4030,1
1046,1
15,0
4735,1
1498,2
1840,1
11216,1
3081,1
3951,1
14171,1
2118,1
14935,1
624,1
3294,1
11202,1
1865,1
16226,1
217,1
4285,1
3697,0
818,1
16123,1
15249,1
10055,2
1991,1
3072,1
777,1
1328,2
12178,1
1797,1
10236,1
1289,1
4392,1
191,1
4867,2
2409,1
898,1
15065,2
11905,1
946,1
911,1
1280,1
1403,1
148,1
3606,1
1308,1
3760,1
2797,1
2999,1
16389,2
645,2
12008,2
4535,1
12830,1
12307,1
14983,1
3721,1
12195,1
2654,1
1773,1
13194,1
3329,1
875,1
4749,1
11094,2
1587,1
629,0
633,1
2413,1
1057,1
12728,1
1855,1
14179,1
3104,1
13099,1
12734,1
412,1
1661,2
3843,2
13690,1
14177,1
10309,1
1938,1
11250,1
4036,1
3168,1
14419,1
14982,1
3515,1
4759,1
2827,1
706,1
14328,1
1280,1
2710,2
1903,1
15331,1
3814,1
2441,1
171,1
3985,1
10456,1
1266,1
16303,1
15035,0
1168,1
13318,1
750,1
3922,1
3387,1
1508,1
4529,1
1738,1
1591,0
2033,2
2393,1
17,2
550,1
2278,1
16598,1
14641,1
3334,1
2239,1
2328,0
646,1
15948,1
4758,1
758,1
1809,1
4262,1
1745,1
93,1
1292,1
3541,1
3861,2
2589,1
1189,1
4271,1
2381,2
4426,1
1334,1
3084,1
1345,1
15266,1
12005,1
4829,1
1793,1
3100,1
13568,1
11508,1
3289,1
12643,1
3733,1
4674,1
731,1
2266,2
1163,1
1072,2
4396,1
1496,1
506,1
3320,1
3537,1
1414,1
14897,1
2058,1
3086,2
1088,1
15645,1
2325,1
10097,2
3495,1
10853,0
14518,1
2277,0
15061,2
3139,1
14705,2
2628,1
15238,1
12964,2
15545,2
199,1
