,norm
1688,2
10969,0
5183,2
1616,2
9614,2
3063,2
9624,1
2112,2
4449,2
953,2
2092,1
744,1
5156,0
2251,2
5745,1
2306,2
10658,1
10745,2
1099,2
5865,2
10510,1
9755,1
8025,2
8755,2
278,2
440,1
3804,2
4948,2
2469,2
2014,1
9539,2
10483,0
1792,0
6618,2
9443,2
6056,2
3998,2
8683,1
9833,0
5167,2
478,2
3233,2
9770,1
2164,2
3594,2
9987,0
954,2
79,2
1970,2
3328,1
7098,2
7654,1
10139,2
7551,2
7394,2
2930,1
7310,2
4555,2
3965,2
8547,0
6381,2
638,2
10358,1
521,2
10147,1
5890,2
5675,2
1646,2
6921,2
3882,0
1903,0
1684,2
8104,2
8869,2
435,2
3054,2
8400,0
486,2
4775,2
4049,2
5685,2
5199,1
1517,2
7427,2
10233,2
7730,2
9967,2
3913,0
742,2
692,2
3183,2
10082,0
6554,2
8694,2
1181,0
8395,0
869,0
3860,2
2002,0
9201,2
3713,2
4715,1
3930,2
2174,2
2900,2
8583,2
2168,2
1996,2
6090,0
5034,2
4087,2
1705,2
536,2
235,2
10970,1
10593,2
4,0
6580,2
9816,2
3235,1
10347,2
6334,2
1138,1
9578,2
1674,2
2221,2
4735,2
7518,2
6890,2
1703,2
707,0
606,1
321,0
3864,0
3542,1
189,2
4761,2
4556,2
1596,2
9206,2
1805,1
8690,2
5911,2
4963,2
8125,2
3094,1
3126,2
5610,2
7502,1
1949,0
9251,2
2826,2
2016,2
6910,2
7348,0
28,2
1905,2
7080,2
7280,2
11244,1
1235,1
7393,0
1744,2
348,1
7434,2
7051,2
10993,1
11323,2
3489,2
11200,1
327,2
730,2
10597,2
2649,2
10567,0
1018,0
1753,2
810,2
9224,1
6820,1
5617,1
682,2
11027,2
3647,2
5985,2
7122,2
459,2
11148,2
3022,2
11197,1
1925,2
985,1
1384,2
3948,1
952,2
6682,1
925,2
4911,2
10006,0
6025,2
1502,0
5842,2
5,2
929,0
10215,1
426,0
5918,2
6993,2
8458,2
1881,2
1107,2
6694,2
9211,2
882,2
3929,1
4612,2
8299,1
223,2
8953,0
9938,2
7984,2
7920,2
3051,2
7402,2
3332,2
6885,2
902,1
9956,2
8133,2
5644,2
8584,2
7530,2
2507,1
4225,2
81,2
664,2
7823,1
2134,2
221,1
10788,2
3016,1
1968,2
1800,1
8065,1
737,2
4628,2
3583,1
116,1
2954,2
90,2
10799,2
453,2
6757,1
10530,2
283,2
8777,2
2293,1
3004,1
5457,2
107,2
232,2
137,2
720,2
7347,2
1463,2
8518,2
1184,2
5513,2
11065,2
4542,2
7560,2
3350,1
8454,1
753,0
2230,2
2236,2
8731,2
4524,2
4194,0
252,0
1641,2
10808,2
7682,2
10250,2
3918,2
3296,2
3398,1
9990,2
9840,1
2994,2
5212,2
10304,2
5893,2
172,2
2068,1
1091,2
5809,1
2125,1
2599,2
8286,2
5437,2
1875,2
115,1
3655,2
962,0
349,2
1435,0
1092,2
1402,2
1444,2
10257,2
7042,2
2001,0
11050,2
2152,2
1425,1
9167,0
5554,2
9621,2
1687,2
7660,1
10955,2
1094,2
36,2
10527,1
7226,1
481,2
322,2
1111,2
4008,2
5801,1
6169,1
3098,1
2187,2
10303,1
7274,2
8595,0
5719,2
775,1
6249,2
3163,2
7399,2
2855,2
6042,1
2916,2
1611,2
10965,1
10374,1
2372,0
8797,2
2730,2
8082,0
10183,2
1556,2
375,2
6301,2
5344,2
95,1
4630,2
10908,2
6526,2
4168,2
11120,2
985,2
718,2
5958,2
3392,2
5531,2
7154,2
295,2
950,2
825,2
124,1
1009,2
627,0
4493,2
11228,2
3783,2
5436,2
3101,2
1500,0
6596,2
8154,1
4219,2
4535,2
3186,2
7538,2
1693,2
11141,2
8364,2
8601,0
5350,2
1371,0
8443,2
1635,1
3055,0
3191,2
8626,1
9419,1
1028,2
1493,2
9114,0
7288,1
5769,2
644,2
8360,2
10106,2
3645,2
1289,2
1495,2
6314,2
408,2
2274,2
8720,2
33,2
7492,2
912,0
4027,2
1959,2
9644,2
7294,1
7008,2
7451,2
1118,2
10691,2
495,2
1883,1
2615,2
3854,2
1712,1
5908,2
6517,2
629,2
6202,2
1694,1
1992,2
9980,1
8213,2
1655,0
3401,2
442,2
762,2
4059,2
4064,2
3363,2
2787,2
4229,2
4796,1
11232,2
5472,2
10378,2
5442,1
7125,2
2007,1
9415,0
1550,2
6561,2
7852,2
6368,2
1187,0
705,2
2129,2
9317,1
165,2
5158,1
4999,0
5182,1
9433,1
606,2
6012,2
9977,2
4084,1
8908,1
8808,1
7702,2
9880,2
6047,2
2008,1
4486,2
45,1
1967,1
5070,2
6896,2
7693,2
7034,2
9820,2
6255,2
3230,1
6627,0
5960,2
1112,2
9726,2
7891,2
9357,1
10595,2
3104,1
11032,1
7248,2
7341,2
9609,2
10877,2
9240,2
5285,0
551,2
236,2
7209,2
11091,0
1551,2
9,0
10610,1
2258,2
9588,2
1706,2
4983,2
2081,2
3983,2
1634,1
1217,2
2686,2
8467,2
5743,0
172,2
6740,2
275,1
6359,2
9750,2
2410,2
849,0
5088,2
7870,2
6816,2
6316,2
3318,2
7872,2
1665,1
5501,2
6644,2
1959,2
9797,2
3572,1
1656,2
6538,2
1797,1
4155,2
2799,1
8529,2
5266,2
4382,2
54,2
9796,0
8197,2
10352,2
4259,2
5726,2
5763,1
9746,2
557,2
5163,2
2287,2
10537,2
1326,2
8309,2
6613,0
1791,2
7741,2
829,2
4546,2
6286,1
1950,2
72,1
83,2
6583,2
1652,1
1855,1
1044,1
1799,2
146,2
3425,2
3271,2
7100,2
102,0
8823,2
1428,2
7609,1
8687,1
2344,2
2122,0
3703,2
3537,2
6894,2
5052,2
311,1
9716,2
1109,2
6203,0
2563,2
10817,2
535,2
3201,2
2498,2
243,2
1835,2
9079,2
4491,1
4005,2
9326,2
692,1
7508,2
4145,2
8588,1
219,2
2117,2
10007,2
204,2
6719,2
6537,2
4457,2
8354,2
9919,0
1595,2
1705,2
349,2
10052,0
1785,2
7686,2
879,2
8732,1
1484,2
10075,2
9959,2
18,1
9350,2
7532,2
1355,2
1785,0
1925,2
8179,2
3239,2
1240,0
8414,2
8337,2
4741,2
10938,0
1678,2
10711,2
448,2
741,1
3641,1
269,2
4844,0
10739,2
6450,1
6140,2
6659,2
1508,0
11316,2
11268,0
11158,0
98,2
2038,2
6438,2
494,2
2952,1
8556,1
5339,1
1358,2
2598,2
3180,1
6849,1
3420,1
5982,2
6233,2
1984,2
3592,1
9986,2
9181,2
4618,2
934,2
6492,2
2059,2
7847,2
9547,2
3839,2
11149,1
7472,2
4923,2
771,0
5667,1
4893,1
1340,2
1162,2
4569,2
9941,1
7366,2
735,2
2569,2
978,1
11293,0
9087,2
5766,2
1061,0
3088,2
264,2
7493,2
3891,1
2170,2
8318,2
1397,2
521,2
3124,2
1786,2
1953,1
7158,2
6850,1
1077,1
22,1
5243,1
774,2
3997,2
7486,1
958,2
1813,2
5271,2
2290,1
6861,2
6214,2
1060,1
213,2
450,2
3823,2
3061,2
1718,1
4410,2
5209,2
1405,1
660,0
185,1
9803,2
1706,2
9526,2
8480,2
6524,2
1932,2
266,2
2536,2
212,1
10235,2
1564,2
3338,2
2870,2
8238,2
105,0
10356,0
3725,1
9498,2
4373,2
3743,2
3812,2
1094,1
44,2
10136,2
10359,0
5782,2
1607,0
4926,2
4230,1
4847,1
10884,2
8452,2
10790,2
1915,2
7227,2
6586,2
4361,2
1741,2
2738,1
868,0
10628,2
2809,2
3809,2
9491,1
1692,1
2513,2
1935,1
10120,2
9301,2
367,2
10447,1
9320,2
11069,2
2152,2
1848,2
1423,2
8404,2
246,2
9766,0
535,1
9051,2
3450,2
9307,2
4652,2
9584,2
1871,2
2872,1
10779,0
7762,1
6977,2
1792,2
3149,2
8091,2
1072,0
391,2
1440,2
2596,2
44,2
82,2
5276,2
8121,2
6706,1
5579,1
4130,2
2222,2
2510,1
142,0
1558,2
9606,2
7671,2
3021,2
1867,2
1249,2
4016,2
9668,1
4783,2
166,1
5233,2
2387,1
6880,2
3863,2
8744,1
1796,2
8251,0
7479,2
5451,1
2193,2
7017,1
3652,0
8793,1
1490,2
1743,1
8204,2
1650,0
11097,2
2991,2
9695,2
8445,2
8785,1
2148,2
6055,2
1223,1
125,1
7754,0
5988,2
925,1
1577,1
9728,2
9932,0
8145,2
11010,2
4390,1
763,1
8766,2
2457,2
5219,0
5421,2
1731,2
9686,2
1308,2
1777,1
2104,0
10904,2
9931,1
1045,2
2935,0
6924,0
1410,1
8266,2
7837,1
1056,2
3466,2
5590,1
384,2
1572,1
2475,1
2197,2
6600,2
9455,2
3603,2
10999,2
152,1
7681,2
854,2
403,2
2269,2
4015,1
2307,1
11322,2
1519,2
719,1
1356,1
2632,0
6766,0
9364,2
1424,2
2605,0
1692,2
3996,0
8543,2
11086,1
3414,1
1342,0
130,2
1645,1
10319,2
9306,2
6835,2
5146,2
1420,2
8838,1
3786,2
11274,1
8132,2
2901,2
11312,2
406,1
6250,2
2244,2
10465,2
7549,2
612,2
5278,2
3832,2
3519,2
4466,2
2198,2
2408,2
981,2
2178,2
8828,1
10905,2
5426,2
932,2
5235,2
309,1
6320,2
7616,2
2070,0
2165,2
1822,1
5557,2
813,1
930,0
1133,2
11089,2
6918,2
9532,2
1275,1
63,2
1127,1
8762,1
610,2
1762,1
5001,1
4508,2
7162,2
1296,1
1320,2
7849,2
5704,2
5377,1
9462,2
9693,2
11170,2
6935,2
9556,1
7230,2
3047,2
9032,2
9286,2
4634,2
1729,2
4687,2
5872,2
2332,2
429,2
9483,2
1085,1
1976,1
1878,2
7576,2
1386,1
314,1
5720,1
3391,2
10690,2
10528,1
57,0
1322,2
11265,2
4619,2
148,1
4850,2
4192,2
1132,2
579,2
7853,2
5983,0
8996,2
2392,2
3643,0
3243,2
7066,2
9382,2
8534,2
8294,2
6299,2
6960,2
1929,1
5433,0
1146,2
871,2
6771,2
3441,2
6497,2
1549,2
9550,2
1279,2
238,2
745,2
1757,2
2395,1
5168,2
7298,2
3354,2
15,2
5907,2
8396,2
1946,2
5581,2
8985,2
770,2
3006,2
7056,0
1859,2
4808,1
4717,0
1757,2
5499,1
880,2
8509,2
2138,0
8206,2
1399,2
5560,2
7318,2
984,2
4928,2
277,0
1017,0
5467,2
7825,1
4880,2
4024,2
1519,1
1160,2
6878,2
6708,2
10897,2
4248,2
3674,2
4632,2
1938,1
10872,2
874,1
1349,0
10998,2
1345,1
1100,2
897,2
7215,2
3168,2
369,2
4559,0
1030,2
6495,2
3928,1
6696,0
6846,1
7640,2
533,2
1030,2
3460,2
1417,2
1930,1
1465,0
1883,2
61,2
5711,2
8028,0
2348,2
4071,2
9289,1
9041,2
658,2
1011,2
4786,2
3226,2
1530,2
6605,2
1367,2
3690,1
4804,0
2045,2
300,2
6340,0
2064,1
10925,2
6367,2
4545,0
6091,2
1246,2
8967,2
4806,1
10606,2
1219,1
6369,2
27,2
7766,2
1521,1
4429,2
8177,0
2213,2
2997,1
10129,2
9437,2
956,1
538,2
3886,1
3814,1
78,2
1629,1
8466,0
4989,0
5954,1
1211,2
7878,2
431,2
4623,1
3194,1
9590,1
485,0
7939,2
323,1
6174,2
3000,2
711,2
1462,2
4909,2
6321,2
995,2
2497,1
31,2
10939,2
6815,1
1374,2
621,2
5474,1
4714,1
948,1
7880,2
5223,2
6622,2
1825,1
7526,2
5972,2
7570,0
8391,2
10631,1
1754,1
3329,2
1013,2
5057,1
9275,2
364,2
5649,1
1568,1
624,1
6343,1
8000,2
2623,2
2386,2
9629,2
4836,2
1404,0
1372,1
9078,2
8949,2
10834,2
6452,2
1047,0
6966,2
2261,1
8005,2
2098,2
1938,0
5567,2
2500,1
8912,1
2085,0
9438,1
8163,2
524,2
6870,2
11261,2
10570,2
1332,2
1817,2
9113,2
10372,0
6628,2
6947,1
1838,2
1058,2
7716,2
9596,2
4447,2
1369,1
1866,0
4403,2
4117,2
2091,2
8854,2
788,2
9135,1
4169,2
1648,2
5733,2
6675,2
273,0
6658,2
9897,2
4030,1
6088,2
1834,1
10800,1
2999,2
10946,2
10519,2
2671,2
1828,1
1479,2
9140,2
895,0
561,2
9806,0
7595,2
1557,2
10209,1
5507,2
1263,1
10673,2
10339,0
5522,2
10234,1
6136,1
3050,1
9961,2
4256,0
9586,2
8516,2
570,1
1472,1
11209,1
635,2
2707,1
3597,1
8536,2
8149,1
10346,1
5902,1
2428,2
1926,2
10668,2
145,1
413,2
1565,0
2822,2
1666,0
5974,1
9962,2
4051,2
8004,1
6102,2
2959,2
9705,1
8997,0
3880,2
3560,0
1164,1
1150,2
1134,1
1969,2
6862,2
10874,2
10709,2
3981,2
1627,2
3479,2
9124,2
1275,2
5948,1
445,2
2878,1
1147,2
6805,2
2285,2
9208,2
7077,2
2726,0
7567,1
10568,2
9661,2
8792,0
6449,2
8629,1
1633,2
6761,1
2072,2
3756,2
10014,0
9943,2
3359,2
156,2
1465,2
8011,2
11020,2
357,2
501,2
229,2
8387,1
5018,2
531,0
71,1
4973,2
687,2
10958,2
1586,2
7270,2
935,0
6027,2
6411,0
6099,1
7845,2
6905,2
6559,2
5346,2
9015,2
2166,0
1045,2
1,2
1871,2
2074,2
6781,2
10016,0
1190,2
1116,2
7203,2
10736,0
10196,2
9875,2
4463,2
5460,2
651,2
9281,2
5352,2
10694,0
422,2
10219,2
5133,1
5112,2
1774,2
2742,2
563,2
1171,1
2951,2
4446,2
9936,2
6331,1
334,2
3176,0
1776,2
6856,1
6513,2
2407,2
4821,1
82,2
9234,1
1568,1
6483,2
154,2
6101,2
3403,2
9691,0
10087,2
1240,2
10856,0
4105,1
6964,1
1288,0
9199,0
3448,2
2690,2
8196,2
885,2
4700,1
1754,1
9159,1
2743,0
8247,0
5192,0
365,2
1950,2
3578,2
9383,2
8418,0
4479,2
95,2
3477,2
805,2
9794,2
4858,2
8448,2
7291,2
2119,0
3671,2
850,1
3701,0
3365,2
10078,1
683,0
1287,0
1114,1
1303,2
3707,2
1414,2
911,2
5230,2
10386,1
8940,2
9645,2
4627,2
1431,2
8519,2
1952,2
5995,2
4062,1
1676,0
738,1
1109,2
726,0
9439,1
1036,0
9895,2
5171,2
546,0
6125,2
2639,2
260,1
6396,2
3432,2
468,2
6257,2
5142,2
8319,1
2237,2
3808,2
5815,2
4057,1
3461,2
10523,2
3885,2
3429,1
3685,2
10261,2
615,2
414,0
3660,2
7398,2
8782,0
789,1
3087,2
965,2
9874,2
7371,1
3033,2
6938,0
5731,2
1169,2
173,2
4106,2
5015,2
1886,2
7902,1
486,2
9129,2
5029,0
1586,1
1399,2
8040,2
3490,2
1679,2
10687,2
539,2
1945,2
3048,2
10823,1
2049,2
1075,0
6298,2
7114,1
4440,1
11062,1
9836,2
8745,1
8915,1
4657,2
10642,1
10723,2
7723,1
9607,2
878,2
9149,0
4929,2
1136,2
10122,0
694,1
1384,0
2168,2
2055,2
2105,2
475,2
1279,2
2063,2
10948,2
9665,1
5626,0
2435,1
2652,2
6155,2
649,2
1824,1
4656,2
709,1
5645,2
8478,2
795,0
6098,1
4680,2
1908,0
6447,2
1261,2
5571,2
341,0
7524,2
679,2
6480,2
3145,2
5187,0
4621,2
8002,0
3551,0
1820,0
1509,2
5314,1
4038,1
1884,2
10623,2
2004,1
4112,2
6743,1
4166,2
578,0
4499,1
1592,2
4503,2
8602,1
7202,1
3384,2
1286,2
11051,2
9445,2
7234,2
8688,2
6258,1
5107,2
1146,0
10801,2
3540,1
7520,1
568,2
9667,2
9951,1
2544,2
929,2
875,0
5959,1
1180,2
3127,2
4204,1
721,1
8725,2
6180,2
5011,1
846,2
11185,2
8050,2
1110,2
919,2
5528,1
8113,0
10627,1
709,2
8018,2
7975,2
1432,1
2027,2
8170,2
4805,2
2017,1
10888,2
3747,2
9367,2
2252,1
5273,2
5174,1
2242,2
8546,2
7497,2
1300,2
3651,1
10066,2
1322,2
3073,2
1941,2
5365,2
8968,2
8610,1
170,2
1358,2
4834,2
1681,2
10572,1
715,0
2294,1
7074,2
1193,2
3074,1
4380,2
638,2
1546,1
3902,2
1344,2
4085,2
8385,2
11239,1
2425,2
10526,1
7622,2
8622,2
7607,2
2112,2
5670,2
8577,1
473,2
3310,1
6577,2
4978,2
6363,2
6063,2
549,1
7139,2
6787,1
9843,2
591,2
2698,2
6141,2
351,0
10296,2
1613,1
1363,0
789,2
11041,2
8897,2
1202,1
1144,2
9430,2
1912,2
1379,2
11318,2
6887,2
11286,0
7044,0
10545,2
1014,1
2812,2
9053,2
629,2
10605,1
8205,2
7556,0
5082,2
7903,1
8691,2
3623,0
3358,2
8801,2
1236,0
7109,2
6330,2
490,2
779,0
285,2
5761,0
7073,2
2704,2
6048,2
11187,2
11013,2
4671,0
6864,2
376,1
3708,0
4188,2
10609,2
3114,1
722,2
8424,2
2048,2
4912,1
2204,2
6633,2
4658,1
5678,0
8825,1
7859,2
5203,0
1457,2
910,2
6352,1
5642,2
8579,1
9643,1
10003,2
827,0
1133,2
6165,2
9343,1
9920,0
7854,0
4158,2
7726,2
10543,1
1231,1
5464,2
3861,2
3555,2
1768,2
1604,2
8613,2
1989,0
8639,2
6032,1
11283,2
7713,1
9540,2
1992,0
10316,2
10107,2
1667,2
9971,2
4234,2
1902,0
5310,2
10461,2
1784,2
11064,2
2148,0
214,2
191,1
736,1
10287,2
10131,2
5998,2
9795,2
4159,2
10327,2
1620,2
6939,1
8276,0
8635,2
2986,2
2793,2
10157,2
4260,2
3380,1
787,1
3916,0
4732,2
8545,2
4323,2
9835,1
1570,2
1216,1
8301,1
7653,2
5010,2
10477,0
4200,2
3552,1
5053,2
3117,2
3351,2
3158,2
9346,2
1850,2
6998,1
1002,0
9365,0
10552,2
10429,2
1261,2
7944,2
8675,2
11168,2
7679,2
5102,0
6397,2
5367,2
10727,2
1531,2
10040,0
980,1
431,1
10124,2
7662,0
11102,1
2255,2
10786,1
466,2
7521,2
10683,2
139,2
2905,1
1197,2
1050,2
3203,2
165,0
3130,1
847,1
2201,2
871,0
966,0
21,0
2318,0
4010,2
1329,2
1722,2
9095,2
6137,2
7746,0
2459,2
11030,2
3331,2
1854,2
695,2
1583,1
759,2
6229,2
515,2
8369,2
5669,1
5477,1
1171,2
573,2
1623,1
9394,2
6790,2
1425,2
1772,2
8280,2
1200,2
6640,0
1065,1
4254,2
3819,2
10255,2
5847,2
505,0
7331,2
784,2
9037,2
752,2
211,2
9995,1
10435,2
2746,0
7390,2
7424,0
3922,1
5887,2
9487,2
8880,2
1413,0
8175,2
8674,0
280,2
2175,2
4825,0
1344,2
1173,2
9684,2
9451,2
8799,2
5486,2
7510,2
820,0
9021,1
2191,2
2821,2
9477,2
3612,2
1717,0
255,0
4637,2
4851,2
2128,1
8346,2
3516,2
3251,2
10640,1
9903,2
11009,0
2732,2
8561,1
10649,0
8043,2
7577,2
1387,2
5961,2
5940,0
10166,0
4066,2
9243,1
4816,2
1756,2
9856,1
6161,2
1034,2
1362,2
2137,2
310,2
2052,2
5405,2
5841,2
1204,1
7001,0
1156,2
10144,2
9751,2
11291,2
712,2
9862,2
9950,2
438,1
2269,2
10718,1
6348,2
2301,0
934,2
842,1
7339,2
4389,2
2606,2
1721,1
2036,0
3352,1
821,1
5132,2
4653,0
5989,2
135,2
3784,2
8569,2
7069,1
4037,0
10511,2
5884,1
4191,0
400,1
1395,0
2453,2
11218,2
8440,1
7455,2
7469,2
3348,2
7159,2
8655,2
7602,1
9979,2
9465,2
518,2
1337,2
4811,2
10982,2
1137,0
7229,0
9349,2
6486,2
7512,2
1072,2
1009,2
9061,2
7193,2
6083,2
10930,1
1868,2
284,0
7919,2
4070,0
1640,2
788,1
5804,2
2767,2
5593,2
4906,2
302,2
904,0
4310,2
2338,0
10734,2
2914,2
1381,2
5709,2
7012,2
4585,0
5744,2
413,1
8325,2
3195,2
11280,2
2219,2
8938,2
1192,0
552,2
1562,2
472,2
226,2
3751,2
8271,2
1179,2
993,2
8038,2
6187,2
7140,2
11084,2
723,0
2579,2
7046,2
2215,2
2968,1
11082,1
2037,1
1750,2
6917,2
7395,1
3964,2
8119,1
8403,2
10246,0
7911,2
633,2
9572,1
5221,2
7188,1
9768,2
10596,1
3877,0
4711,1
7210,2
1796,0
1394,2
6300,1
9463,1
8916,2
211,1
5913,1
703,2
7841,2
5342,2
9635,2
10328,2
6460,2
9825,0
636,0
2885,2
77,0
2543,2
1084,2
3,2
6865,1
144,2
10140,2
11223,2
1936,2
10797,2
1707,2
7926,2
7199,0
6419,1
9946,2
11236,2
9458,2
3903,2
10886,2
4593,2
6749,2
3982,2
1524,0
10890,2
3608,2
917,2
9173,0
9165,2
4818,1
2875,2
2163,2
1514,2
9193,1
10486,2
6857,2
2548,2
94,2
456,2
10389,0
8853,1
8767,2
513,1
8195,2
2026,2
1161,2
1452,2
581,1
3311,2
1775,2
7689,2
6285,2
5374,1
11182,2
7924,2
6296,2
2265,2
11057,1
6001,2
8483,1
7246,2
5857,1
4648,2
944,2
4488,2
10,2
1272,2
10524,2
5760,1
5400,2
627,1
5753,2
2485,2
9790,2
4170,2
437,2
237,2
1057,2
2339,2
5897,2
9893,2
9340,2
5050,2
6655,2
1498,2
2789,1
2550,2
10211,2
6996,2
9291,2
9171,2
6752,2
10607,2
3536,2
642,2
2103,2
2119,1
8957,2
3871,2
8765,2
2976,0
891,2
8176,0
1320,2
136,0
615,2
7866,2
5802,2
2832,2
1032,1
4495,1
1794,2
538,1
8295,2
1187,2
614,2
8770,2
2580,2
6484,2
8742,2
8512,2
3795,2
6221,2
10260,2
1054,2
8345,1
1176,2
5966,2
9605,1
5415,2
2705,1
279,1
8402,2
1644,1
9642,2
6855,1
10084,0
3898,2
6166,2
10805,2
916,2
805,2
299,2
4439,2
2541,2
9513,1
10876,1
5800,2
26,1
3970,0
9187,2
2376,2
7719,1
4197,2
4710,1
7090,2
9508,2
9384,2
2139,2
10857,2
1232,2
9925,0
1872,2
3452,1
707,0
10264,1
1833,2
9827,0
1875,1
9551,2
10049,2
8233,2
8710,2
8730,1
6458,1
10096,2
5779,1
385,2
7761,2
339,2
9143,2
1102,2
4237,1
1413,2
6094,2
6191,2
8537,1
5767,2
740,2
309,2
9955,2
10749,1
5606,2
2483,2
8056,2
3750,2
1382,2
816,2
2444,1
1313,2
5252,2
4594,2
2263,2
6729,2
1067,2
5955,2
9044,2
10980,2
8243,1
6501,1
9974,2
2481,2
1928,2
7428,0
2530,2
641,1
11301,2
404,2
8097,2
1787,2
1708,2
3445,2
8992,2
2010,1
10719,1
78,2
3202,2
1402,2
2451,2
96,2
10531,2
3580,1
9283,2
2404,1
900,2
8933,2
10618,2
9683,1
4303,0
10855,2
7829,2
8252,2
1108,2
6648,0
4921,1
6385,2
3211,0
928,2
2923,2
319,2
3457,2
294,2
10417,2
7031,2
5286,2
8824,1
4079,0
9663,1
11238,2
7973,2
8184,2
1319,1
7928,2
8273,1
10237,1
1020,1
405,1
4031,1
5263,2
1618,2
8936,2
10796,1
9055,1
5106,1
9873,0
1806,0
5674,0
1040,2
9740,0
9565,2
296,2
2771,2
7027,2
596,2
10620,1
2515,0
8407,2
3587,2
1727,2
8750,2
4509,2
6643,0
7033,2
673,0
1744,2
5696,2
1985,2
6336,2
9153,0
2135,2
5599,2
6231,2
3447,2
10290,2
1047,1
10111,1
10893,2
8702,2
10744,2
8371,2
1341,2
10482,2
9100,2
2892,2
1212,2
3421,2
7764,2
10866,2
7471,2
4884,1
266,2
7858,1
