,class
4538,1
19970,1
18894,1
366,1
7141,1
4530,1
4310,1
3575,2
1633,1
4943,1
7924,1
5754,1
5803,0
1529,1
2045,1
19499,1
324,0
4377,1
9080,1
707,1
3468,0
10259,1
2416,1
805,1
3963,1
2186,1
7918,1
18251,1
6957,0
9065,2
4933,1
19340,1
10300,1
9976,0
9682,2
4409,0
2496,2
11452,1
6200,2
2016,1
2742,1
2579,1
7566,1
20067,0
3385,0
3011,2
11834,0
2889,1
8407,1
6085,1
4169,1
892,1
4062,2
9863,1
3973,1
3739,1
2709,1
18328,1
1985,0
3018,1
4065,1
4521,1
8331,1
1149,1
2245,1
4348,1
11056,0
7611,1
2152,1
11901,1
768,1
18212,2
274,1
563,0
3725,1
4327,1
3088,1
1590,0
338,2
2334,1
3333,0
7310,0
4649,1
4757,1
863,1
3230,1
5776,0
2375,1
74,0
1773,0
9328,2
5891,1
11024,1
3213,1
4805,0
4733,2
20010,1
677,0
1180,0
975,1
2525,1
1138,1
5876,0
7312,1
4524,1
5417,0
4170,1
4783,0
1558,1
4456,0
1957,1
754,1
2747,1
2481,1
18932,2
45,1
4352,0
4203,2
1455,2
190,2
9252,0
3555,1
105,0
1474,1
3124,2
3630,1
5004,1
9246,1
4450,0
6772,0
20077,1
2468,1
1415,0
2314,0
2396,1
4304,0
9993,1
4594,1
10391,0
3152,1
6670,1
3854,1
2657,1
4379,1
1070,1
1011,2
10722,2
1514,2
8485,1
8290,1
1609,1
524,1
3916,2
2323,1
796,1
3202,0
3972,0
8332,1
3829,1
18319,1
8377,1
1780,1
1746,1
8755,1
11240,1
4706,1
3585,1
10450,1
4447,0
19491,1
3449,1
7519,1
2435,2
2284,0
2473,1
4923,0
100,1
1436,1
9318,2
4962,1
679,0
2865,2
19945,1
4617,1
5766,1
9113,1
4700,2
3453,2
4714,1
4294,1
8152,2
3742,1
7858,1
4258,2
3245,1
6668,1
289,1
387,1
5215,1
4686,1
187,1
9999,2
1546,2
9959,2
18625,2
5611,1
9009,1
986,1
4922,2
9020,1
41,0
3435,1
8456,0
1065,2
19436,2
4468,0
4651,2
2712,2
289,0
6840,0
5137,1
11913,1
474,0
1154,2
11447,1
1413,1
3872,1
4069,1
11164,2
5141,2
9839,1
386,1
4316,0
9982,2
1908,0
5747,1
755,1
3787,1
4752,0
2224,0
1058,1
1657,1
6881,1
1239,1
3591,1
4262,1
2262,2
713,1
3769,1
4359,1
991,1
19506,1
18087,1
5293,0
3327,0
1598,1
3534,1
9536,1
9188,1
105,1
3547,1
11402,0
2089,1
1241,1
1914,0
9200,0
3634,1
4242,1
2798,1
18225,1
2270,0
3396,0
4565,1
3985,1
9528,1
8585,0
2007,2
4703,2
3598,1
6139,2
1467,1
19077,1
4305,1
5635,0
4533,1
19090,1
19338,0
1326,1
4525,2
1917,1
2592,1
3419,1
8388,1
2946,1
392,1
19718,1
316,2
803,1
20168,0
1996,2
18758,1
3431,2
3384,1
4368,2
975,1
1765,1
2415,0
4039,2
18279,1
2170,0
1121,1
1756,1
1342,1
18363,2
5208,1
19059,1
2090,1
10693,1
1938,1
18551,1
1714,0
969,1
2841,1
2295,1
1340,1
2483,2
10427,1
1695,1
4919,1
4683,1
5936,1
757,1
7520,0
2879,0
4513,1
7034,1
7654,1
1518,1
9938,1
7703,1
1833,2
1601,2
18405,1
890,0
1313,1
2123,1
4812,1
1116,0
4173,1
3670,1
9440,2
4089,1
6979,1
10504,2
602,1
3462,1
1135,0
1646,1
2398,1
4060,2
1089,1
1938,0
4421,1
723,1
3478,2
2928,1
1834,1
705,2
11177,2
2125,1
4018,1
4455,1
927,1
18953,1
3450,0
1375,1
5620,1
3428,1
1133,1
363,1
4761,0
2957,1
2374,0
9519,0
3990,0
7760,1
6698,0
941,1
1551,1
19219,2
8303,0
3970,1
11160,2
747,0
5946,1
830,1
654,2
4829,1
4146,2
2144,0
2982,1
19015,1
19184,2
2759,1
19344,1
8697,1
3684,0
2406,2
10063,0
18272,1
4001,1
4227,0
18293,1
792,0
640,1
2449,1
3234,1
1718,1
4256,1
2296,1
3141,0
2067,1
3700,1
10821,1
11678,1
19246,1
1355,1
2422,1
18905,0
4454,2
3793,2
4394,1
8373,1
1974,1
19982,0
10828,1
781,1
2842,2
1720,0
8581,2
19919,1
4933,1
7064,0
462,0
7714,1
1239,1
18834,0
2758,1
9853,1
699,0
5913,1
8370,1
572,1
4466,1
8624,1
3170,1
1525,1
2448,1
6887,2
205,1
1379,1
3596,1
18426,0
1771,1
2502,1
4490,2
4380,2
19786,1
882,1
18755,0
922,0
7585,1
20082,0
2370,1
1766,2
1478,0
9341,0
18520,0
1262,1
3570,1
3846,1
9547,1
4381,1
54,1
1845,1
6170,1
5771,0
9289,0
4651,2
1293,2
4415,1
1770,0
2513,1
3603,0
643,0
8996,1
4111,1
11633,1
2112,0
3552,0
981,1
2119,1
20016,1
2436,2
5959,2
20125,1
3876,0
8783,1
1730,2
10409,0
7613,1
6534,0
422,1
3289,1
4785,0
10964,0
1497,2
20048,1
3995,1
1908,1
18737,1
6507,0
2682,1
11220,1
4624,2
3177,0
2783,2
2204,2
3383,1
10895,1
2792,0
7222,1
10374,1
10737,1
9648,1
11012,0
19420,1
9500,1
2369,1
1798,1
4342,0
10006,2
8618,1
1568,1
2896,1
8604,2
712,2
1300,1
883,0
8299,1
6567,1
1263,0
663,1
4306,1
1393,0
888,1
372,1
18089,1
4231,1
698,1
5781,0
376,1
2232,2
6724,0
10799,1
4561,0
5323,1
6228,2
8667,1
8011,0
4362,1
667,0
4814,2
355,1
11475,1
9157,1
2644,2
4971,0
7449,1
10639,1
1366,0
7452,0
4417,0
657,1
7824,0
1262,1
2108,1
9082,1
6315,1
1683,1
1680,1
9787,1
4076,1
11145,1
5724,0
11675,0
4223,1
3802,1
3964,1
19876,1
4501,1
2542,2
4734,1
2446,1
2702,0
4902,0
9461,0
8216,1
4563,1
1125,2
533,0
11870,1
206,0
8017,1
5535,1
19679,1
4440,2
279,1
8773,1
570,1
1115,1
3659,1
4993,2
4017,1
286,2
9357,0
379,0
6727,1
6685,2
6920,0
5517,1
18080,0
10490,1
4785,1
2904,1
18587,1
2953,0
19232,1
3861,1
3603,2
6862,1
5548,1
3547,0
20008,1
4023,1
2452,0
2331,1
9088,0
5425,0
1112,1
5689,1
315,1
4013,1
3432,2
1380,1
3669,1
20058,2
18093,1
682,1
6193,1
4091,0
1185,0
1066,0
2506,1
5767,2
821,0
6706,1
8002,0
833,2
4179,1
5098,1
19335,0
4764,2
3944,1
3071,1
11610,1
9001,0
261,1
9278,2
18721,1
3930,2
3516,0
334,1
10817,1
19130,1
10738,0
4603,0
2165,0
3149,0
299,1
8609,0
8885,1
6181,2
2424,1
945,0
18650,1
3477,1
2407,1
1923,1
1296,1
8481,0
6669,0
18615,0
4345,1
19521,1
2550,1
2431,1
1623,1
3131,1
8952,1
2384,1
3654,1
672,2
7744,1
588,0
3549,2
11794,1
3013,1
215,1
19482,0
7965,1
4518,1
3823,1
3713,1
6401,1
19576,1
6423,0
9300,2
8027,0
4198,1
9366,2
3144,0
19530,2
2951,0
3075,1
4421,1
1678,2
10365,0
18629,2
18697,0
4787,1
3257,0
8325,1
4568,0
8088,1
1488,1
2683,2
8292,1
18167,1
5588,0
17,0
4242,2
1811,0
2119,0
7023,1
7245,1
7109,2
19034,2
679,2
7103,0
3735,1
18773,0
2659,0
3512,1
18938,1
11255,1
593,1
3497,2
7158,1
5421,1
30,1
4385,1
4786,1
8081,1
3039,1
2140,1
1733,0
9095,1
1788,1
1925,0
8225,1
4623,0
1412,1
10846,0
8400,1
6463,1
4719,1
2086,1
7960,0
2571,1
1564,2
901,1
1082,2
572,2
1186,1
4343,1
3650,0
11068,1
3037,0
6586,2
13,1
1846,1
5436,1
629,2
288,1
4671,1
11211,0
8554,1
6153,1
3710,1
4001,1
32,1
4271,0
5448,1
7227,1
19782,1
18767,1
2579,1
1148,2
3549,1
3169,1
4596,1
2609,1
11363,1
2992,2
2907,2
4505,1
11231,1
1977,0
4862,1
1883,2
1653,0
7153,1
4492,1
2650,1
2723,0
7120,1
1963,1
3691,1
5686,1
10101,1
1652,1
4527,1
5765,0
558,1
1157,1
2104,1
10980,1
7827,1
599,1
3418,0
114,0
2915,1
4809,1
208,1
18445,1
1722,0
3623,1
1043,1
2150,1
6418,2
11028,1
4606,1
7538,1
2789,1
4910,1
4908,0
2179,1
5259,1
5720,0
1226,1
5177,0
1606,0
5558,2
10316,1
9067,0
3569,2
4748,1
4098,1
3067,1
3636,0
5606,2
8631,2
19105,2
397,2
389,1
4909,1
481,2
2969,1
4847,0
1315,1
10414,0
8728,1
4512,0
4018,1
2471,1
1018,1
12010,1
2886,1
6744,1
6325,1
5110,0
1128,0
9698,1
2349,1
5787,1
2401,0
6789,0
18515,1
4318,2
4110,0
3498,1
11893,1
8065,0
5929,0
2778,1
2873,0
11660,1
10165,2
9062,1
303,0
4638,1
9953,0
3634,0
6894,2
10043,1
8484,1
3157,1
170,2
6634,1
3452,1
1412,1
2698,1
9978,1
3470,1
3010,0
3914,1
19833,2
11348,0
3197,1
10668,1
1412,1
10601,0
794,2
4731,1
3026,0
4483,1
7226,2
10598,2
4693,1
321,1
335,0
1387,1
2271,1
11784,1
1637,1
4061,1
1222,1
8361,1
1178,0
1467,1
11822,0
7720,1
2478,1
19285,2
2900,1
19467,1
7991,1
251,1
3167,1
4360,1
10657,2
2914,0
12067,1
1558,2
8775,0
1306,1
6783,1
433,2
2749,1
19169,0
11590,0
11693,2
919,2
4375,1
355,0
9392,1
88,1
1629,2
18794,0
2330,2
8357,1
3242,0
8548,1
99,1
3603,1
4381,2
5204,1
19773,2
2512,2
1141,2
67,1
2971,2
486,2
781,1
719,1
10216,1
10696,1
7410,1
3259,1
19820,1
506,1
916,1
3783,1
2304,1
5977,0
2065,1
8268,1
5036,0
8432,0
2053,2
216,2
3230,2
783,1
8689,1
18573,1
10135,0
2243,1
1045,0
5840,1
274,0
20083,1
2888,2
1002,2
1156,1
2852,0
2152,1
6190,2
352,1
526,1
4371,1
4574,1
7603,1
1213,1
1192,1
8442,1
1613,1
4513,1
8815,0
19153,2
1658,1
7521,1
5316,2
1014,1
2700,1
1144,1
1896,1
2160,0
4659,1
18630,1
8520,1
1833,1
709,1
1993,1
1958,1
4766,2
6191,1
5782,1
716,1
2844,1
8822,2
3423,1
430,1
11072,1
1818,1
1455,0
1685,0
4453,1
10224,1
1070,1
2548,2
11040,1
4968,1
10592,1
2318,2
4297,1
173,1
408,0
6052,1
1742,1
2842,1
4708,1
1107,1
10394,1
2358,1
3416,1
8720,1
5,1
9231,1
7788,1
4679,0
3731,1
1028,1
19042,2
5434,1
1959,1
3757,2
3548,1
4249,1
2281,2
2633,1
778,1
207,1
1280,1
1533,0
4402,0
10929,1
4707,2
4324,1
287,1
897,2
1932,1
5443,1
2142,0
3456,1
48,1
3701,1
4385,0
18637,1
5109,1
1298,1
951,1
377,2
3251,1
64,1
19622,2
6434,1
9559,1
3012,0
3446,1
3100,1
8472,1
983,1
1802,1
1468,2
220,1
18632,2
6415,1
4810,0
748,1
9265,0
7263,1
2338,2
3836,1
19150,1
10290,0
1048,0
20131,0
2638,1
4913,1
9762,1
497,1
4155,0
2324,1
560,0
232,1
10749,1
573,1
19871,1
1653,1
2743,0
8016,1
10327,2
3691,1
1158,1
18814,1
2656,1
3563,0
4477,1
1067,1
4789,2
6640,2
694,1
4901,1
7838,1
2213,2
1812,1
2652,2
4912,1
9051,1
19052,1
11141,1
2449,1
10440,1
18454,2
2172,1
7025,1
11325,0
18408,1
4557,1
1517,1
8437,2
19440,1
6236,0
1206,1
5053,1
2367,1
3891,0
1941,0
1196,0
1487,1
10540,1
4860,0
9148,1
19372,1
4914,1
532,1
2180,1
2540,0
11888,1
11079,1
2182,1
2334,0
2584,0
963,2
4753,0
19836,1
1638,1
1944,0
648,2
2040,0
4343,2
3275,2
18,1
5614,0
8061,1
1338,1
1784,1
3162,1
3753,1
5663,1
6322,2
2127,0
487,0
10038,0
1122,0
248,1
2019,2
1408,1
1877,1
10665,1
1081,0
3885,1
2189,1
4142,1
2505,1
7717,0
8415,0
6803,1
11828,1
12047,1
7413,0
2796,1
480,1
371,1
4223,1
5983,1
2799,2
19538,1
1277,1
18298,2
1187,1
463,2
880,1
702,1
10829,0
7770,1
6429,1
1674,0
11855,1
4684,2
2475,0
1461,1
3912,2
3378,1
4074,0
740,1
319,0
3064,1
2480,0
1922,2
6527,1
5609,1
4733,1
7692,0
3538,1
2116,1
1710,2
5948,1
10884,2
4431,0
671,0
1381,2
1480,2
1995,1
255,1
1205,1
9764,1
10332,1
2909,0
1363,0
3148,1
2448,0
467,1
9792,1
578,0
8439,2
18576,1
1408,1
1392,1
2825,0
1032,1
8122,1
2270,0
2562,1
10359,1
11821,0
3250,1
11804,0
11426,1
345,1
838,2
18047,0
7065,1
1760,0
3192,0
8055,0
20110,1
4639,0
10178,1
1575,0
1755,1
4279,1
5478,1
10446,1
10706,0
2808,1
4183,1
3597,1
11915,1
6372,0
3243,1
1257,0
11074,2
18756,0
9820,1
3034,1
1037,1
19918,1
11277,1
2535,2
10337,1
18556,1
4697,1
825,1
11416,1
2111,1
4036,1
2572,0
10329,1
5052,0
11664,1
1063,0
2645,2
3405,1
11926,1
1670,0
10192,1
8660,1
19740,1
1289,1
816,2
2025,1
5360,1
3333,1
9472,2
2328,1
6131,1
4048,1
2191,1
4101,1
11938,1
3037,1
916,1
4148,1
4364,0
5460,1
2646,1
10937,1
1363,1
4196,2
4759,1
11290,1
18118,1
3507,1
19404,1
5139,0
3117,2
4715,1
2869,0
19572,1
12056,1
19147,0
19810,1
3943,1
2846,1
2608,2
4094,1
7972,2
9985,1
18132,1
6268,1
2280,1
3284,1
19532,1
19402,0
3097,1
9424,1
5226,2
4275,1
2327,0
20133,1
512,2
2767,1
5519,1
4974,1
2341,0
618,1
8343,2
3338,1
2300,0
601,0
3543,0
259,0
3662,1
8549,1
862,1
3741,2
10031,0
454,2
2863,1
3978,2
518,0
11294,1
1553,2
1269,1
19960,1
958,0
9241,1
1365,1
10434,1
6639,1
4611,0
8568,1
3908,0
18127,1
4410,1
300,0
1065,1
6144,1
2974,1
11570,1
1939,0
19397,1
18706,1
10720,1
1982,1
860,2
3494,1
2129,1
3185,1
5442,2
6954,1
2866,1
2964,1
10840,2
3668,1
3828,0
7181,1
5345,1
10476,1
1915,1
742,1
1525,1
5070,2
11505,0
310,0
2012,1
2929,1
8807,0
3929,1
2037,0
3842,0
10233,1
5743,0
93,0
2692,1
4374,0
18560,2
19065,2
5363,1
3784,1
11600,0
522,0
3514,1
668,1
18609,1
4142,0
2577,0
1570,1
4088,2
4577,1
2305,2
5078,1
1087,1
2759,2
2621,1
1446,2
2933,1
3515,0
3354,0
638,1
4278,1
4357,1
5796,0
4108,1
1647,1
18482,1
20051,1
426,1
4834,1
1168,1
7976,1
10744,0
4652,1
10309,1
1487,2
2682,1
6009,1
19604,0
202,2
9873,1
1276,0
4724,1
3472,1
7777,0
6848,2
1997,1
1299,0
653,1
18447,1
2430,1
2720,0
3940,1
3897,1
107,1
971,1
3578,1
10818,0
2797,1
2922,2
9542,1
4150,0
875,1
3577,1
1457,1
2337,1
1301,1
11247,1
4763,0
4050,1
4008,0
19673,1
6886,0
971,1
1944,1
2674,1
1757,0
1648,1
7041,1
6922,1
1575,1
1351,2
5027,1
3076,1
726,1
3802,1
766,1
8717,1
8943,1
11932,1
1863,0
4388,1
4051,1
3545,1
8121,0
548,2
3266,0
5656,1
5675,0
11172,1
4747,0
3390,0
1571,1
2143,1
19665,1
918,0
11979,0
12037,1
2251,2
18245,1
4474,1
11551,1
3189,1
8522,1
5637,1
4534,1
381,1
6280,2
2065,2
2083,1
4124,0
674,1
5330,0
869,1
5987,0
9975,0
3339,2
9037,1
10999,1
5048,1
3518,1
4873,2
913,0
18988,1
1652,1
8084,1
1926,1
1050,1
2599,1
546,0
2908,1
1605,0
622,1
3389,1
2623,0
3380,1
2232,2
2176,2
19376,1
329,1
6,1
2126,0
9692,0
3057,1
4459,2
8507,1
415,1
580,0
5185,0
4154,1
18193,1
11267,1
3360,1
3909,1
10167,1
19155,1
11459,1
11966,0
4159,1
1405,1
6947,1
9015,1
11634,1
18563,0
11588,1
4025,0
495,1
2407,0
4946,1
1712,0
156,1
5494,2
10349,0
7731,1
19935,1
7842,1
18595,1
8322,1
224,1
507,1
3988,1
9302,1
5607,0
3424,1
2591,1
6383,0
6608,0
9260,2
2190,1
2190,1
19484,1
859,0
4792,1
1475,1
8816,1
8389,1
19744,1
11801,1
41,1
6571,2
18745,1
693,1
10204,2
10462,1
94,1
2138,1
8126,1
2969,1
3875,0
4503,1
18652,0
6861,1
3,1
1645,1
831,0
1030,1
10452,1
209,1
1451,1
3884,1
1505,1
359,1
3112,1
3813,2
3430,1
4502,1
18082,1
4636,2
4177,1
54,1
20100,1
4360,2
312,0
8170,1
10919,1
1103,2
5652,0
7100,2
420,1
3675,0
2318,2
19202,1
10795,1
483,0
1677,0
3270,2
5128,1
1766,1
4683,0
4707,2
9389,1
6195,1
9552,1
357,0
7142,1
2766,2
343,1
1521,0
20073,1
4159,0
2497,1
103,1
3086,1
4152,0
11418,1
18483,1
3035,1
5485,0
5928,2
1075,1
1157,1
3684,0
11484,0
168,1
2377,1
4691,2
3751,1
2885,0
5127,2
3102,1
2598,1
10798,1
7437,0
3827,1
3187,0
19682,1
1151,2
2568,1
1114,2
7385,1
2451,0
18712,1
11105,1
2102,0
2753,1
5206,0
383,1
2306,1
6310,1
463,2
18611,2
5372,1
18659,1
10764,1
11592,1
2740,1
4272,1
482,0
6805,1
4274,1
4550,1
5603,1
10119,1
3303,2
6276,1
4195,1
9488,1
6597,1
8167,1
2548,1
5811,0
217,0
9248,2
6178,1
20160,0
3826,1
10578,1
4226,1
7839,2
11485,0
18683,1
2087,0
1899,1
5178,1
9255,1
4911,1
9680,1
3220,1
736,1
2568,1
828,0
1215,1
2666,1
1746,2
9119,1
9570,1
5435,1
2197,0
2822,0
4555,1
936,0
2862,0
1627,1
4149,1
4803,1
6845,1
5759,0
3675,1
9477,1
6763,2
256,1
6087,1
95,1
4194,1
10307,2
7053,2
2035,1
1699,1
1278,2
4787,2
3978,1
11498,1
6081,1
3922,1
3417,2
1884,0
3237,0
19353,1
4751,2
7419,1
2194,1
2705,1
543,1
6830,0
1821,1
11204,2
7632,1
1575,1
3870,1
10461,1
2790,1
8242,0
1155,0
4804,1
10082,1
4627,1
463,1
2181,1
3947,2
5367,1
3814,2
4547,2
20177,1
68,1
11477,1
10413,1
1233,0
39,1
4942,1
468,1
2099,0
18545,1
8106,2
2238,1
6847,1
20155,1
2320,1
8054,1
6684,1
58,1
4581,1
1189,1
19349,0
19260,2
4728,1
2940,1
78,2
18227,1
4510,1
2500,2
3247,1
3592,0
188,1
10132,1
2186,1
2060,1
5617,0
2533,1
4824,2
5297,1
8931,1
3038,0
11146,0
2601,0
2268,2
5595,1
106,1
1294,1
1322,1
3519,0
63,1
18936,1
7694,1
627,0
10988,0
745,1
10528,0
9772,0
4046,2
2410,1
19862,1
8752,1
2584,1
3317,1
3084,0
8163,0
18727,0
18487,1
18769,0
8269,0
3733,1
7994,1
1318,0
2056,2
9946,1
1045,1
10609,0
7471,2
19446,2
8855,2
8515,1
11030,1
9408,1
8146,1
2161,0
4005,1
19273,1
183,1
1364,1
3682,1
19666,1
4022,0
1780,1
353,0
11789,1
7335,1
3224,1
19217,1
2340,0
6900,1
4483,1
4596,2
11952,1
3550,2
527,0
2068,2
3250,1
3737,0
2303,0
3874,1
724,2
11742,0
18699,0
3573,1
11419,1
10740,1
4389,1
4222,2
5328,1
4160,1
1416,0
3959,1
700,1
18085,0
2153,2
3127,1
5894,1
3012,1
9822,1
3330,1
7630,2
10849,1
159,1
1857,1
4372,1
4793,0
4209,1
3077,0
19923,1
1601,1
18831,1
18880,1
4995,1
987,1
4559,1
18703,0
2848,1
7766,1
4291,0
4247,1
9595,1
7111,0
4589,1
5270,2
3401,1
1814,0
4119,0
19107,1
2814,0
4391,2
1586,1
18283,1
452,1
3456,1
9128,1
6801,1
5159,0
4028,1
2277,1
9895,1
4747,1
18381,1
5209,0
9170,0
10551,1
989,1
6290,1
18473,1
2169,1
1431,0
4869,1
19526,2
4115,1
1570,2
3041,1
3340,0
8080,1
5066,1
1967,1
1785,1
5648,1
8843,1
5704,1
2569,1
307,1
1881,2
4470,1
1263,0
2983,1
4010,0
19705,1
1402,1
7539,2
1994,2
9696,1
7869,2
6057,1
7074,2
19316,2
6663,1
2337,1
9450,0
11262,0
10847,1
18789,0
7778,1
3947,1
4356,0
3834,1
1654,1
3157,2
3948,1
823,2
4868,1
6870,1
2418,0
907,2
340,1
5092,0
9114,0
6542,1
3917,1
910,0
1871,0
6804,1
10487,2
19354,1
19214,0
870,1
5612,0
1063,1
5544,1
18994,1
4928,1
3759,1
1684,0
1743,0
4872,1
3735,0
3688,1
3154,0
2439,1
2027,0
2549,1
3483,0
8574,1
7016,0
6302,1
4372,1
5410,1
7347,1
3754,2
522,1
1249,0
20004,1
4816,1
1686,2
10987,1
9222,0
6422,1
7233,2
2174,1
9199,0
1296,1
1885,1
242,1
7038,2
2343,2
10914,1
2555,1
5238,0
7900,0
6274,0
3011,1
8300,2
525,0
4158,1
6882,1
5820,1
8359,1
4270,2
11096,1
11015,1
1242,0
8789,1
11809,2
9520,1
19379,0
7516,0
1076,1
5378,1
2849,1
7451,1
8194,1
1233,1
804,0
1,2
687,2
19127,1
821,0
2208,1
3598,1
18138,1
2978,1
19724,0
10453,1
7547,1
1977,1
19909,1
2899,1
2902,1
3746,0
8645,1
7230,2
4608,0
3708,1
4206,1
10955,1
4927,2
2481,1
1161,1
2366,2
7567,0
4938,1
8794,1
9733,1
567,1
3683,1
4327,1
9737,1
18467,1
1507,1
1890,2
987,0
912,2
710,1
7480,2
19194,1
7664,1
19241,1
1100,0
4472,1
8573,1
5331,1
2872,1
6856,1
3579,1
484,1
3897,2
1062,2
1072,1
5690,1
11778,1
2973,1
2617,1
493,0
1155,1
977,1
332,1
4309,1
9196,1
3692,1
20126,1
1913,2
18993,1
5403,1
76,0
3052,2
4141,1
11671,0
2945,1
3615,1
2625,1
10126,1
10340,1
2777,2
10484,0
1984,2
7941,1
4140,1
11781,0
2257,2
2051,1
3631,1
1520,0
3087,1
2654,0
11948,1
2540,2
8947,0
1969,1
3196,1
476,1
7002,1
7376,0
2052,1
1053,1
2032,1
19255,0
9900,0
3178,1
4276,0
2517,2
194,1
