,class
11691,2
9051,1
16104,1
26,1
5513,1
1608,2
11786,1
8421,2
10604,1
11890,1
13290,1
2195,2
14616,1
3812,1
2747,2
16460,1
16341,2
6010,1
8154,1
13525,1
12461,1
7372,2
71,1
11844,2
13841,1
2177,1
6809,1
14187,2
7871,1
16077,1
2405,1
11749,1
8422,1
2289,1
403,1
3793,1
3553,1
4942,1
7450,1
10753,1
12605,2
5877,0
1188,1
14687,1
2120,1
9534,1
11473,1
278,2
7361,1
13704,2
16311,1
14843,1
3755,1
405,1
568,1
1227,2
15386,1
13959,1
5000,1
15108,1
3993,2
631,1
2272,1
15604,1
9948,1
16291,1
3524,0
1367,1
10370,1
1963,1
11864,1
5402,1
16218,0
10124,2
13814,1
94,1
583,2
7447,1
944,1
3289,1
11134,1
8097,1
13832,1
13195,1
5081,1
2958,1
13840,1
513,2
10338,1
6023,2
16593,1
3478,1
6689,1
2148,1
3535,1
6504,1
7689,1
10098,1
3587,1
7230,1
632,1
14652,1
248,1
5482,1
15666,2
8145,0
9032,1
9430,1
1603,0
5419,1
1890,1
7157,1
15868,1
3902,1
3118,1
9202,1
8431,1
15076,1
9952,1
13134,1
11481,1
2485,2
3456,2
2609,1
9971,2
8733,2
8756,2
6783,0
11903,1
14611,1
11118,2
3746,1
6370,1
2946,1
590,1
15976,1
8900,1
1596,1
3123,1
15520,1
999,0
612,1
12244,1
12689,1
7776,1
8022,1
992,1
10205,2
14756,1
9796,1
13040,1
3374,1
7238,2
13501,1
2456,1
5275,1
1917,2
3035,1
3932,1
6972,1
1421,1
713,1
5263,1
3230,2
9919,1
13861,1
2247,2
3497,1
10562,1
8899,1
13863,1
2407,1
15541,1
3514,1
5294,1
300,2
16338,1
14089,1
9596,1
6211,1
972,1
16438,1
5475,0
13352,1
679,1
10174,1
11120,2
2513,1
12082,1
13289,1
13831,1
14460,1
10050,1
5292,1
7356,1
13795,2
103,1
3171,1
5540,2
7769,1
1636,1
7181,1
12533,1
3110,1
3087,2
7319,1
5798,1
9791,1
8738,1
14579,2
8624,1
6823,1
14699,0
3295,1
346,1
12054,1
1008,1
5849,1
14662,1
5048,1
3622,1
1105,1
2292,2
2784,1
8115,1
14445,1
15548,1
2152,1
438,1
611,1
10567,1
648,1
2015,1
10737,1
2654,2
10527,1
3915,2
8359,2
1616,1
814,1
5544,2
7907,2
483,2
16423,0
1648,0
14244,1
2658,1
15074,1
1471,0
3886,1
3576,2
8547,1
8664,1
154,2
887,1
16027,1
13075,1
2106,1
471,1
14437,2
2638,1
7038,1
2539,1
3818,1
1271,1
15525,1
11897,1
1453,1
653,1
11679,2
12522,1
148,1
14400,1
2946,1
3006,1
3018,1
6468,1
5034,1
1473,1
3214,0
1777,1
2505,2
14010,1
13470,1
7589,0
7002,1
9550,1
7249,1
8728,1
8265,2
7937,1
3679,1
1384,1
16344,1
8244,0
1078,1
14959,1
256,1
746,2
9953,1
3155,1
16053,1
2851,1
13935,2
7770,1
16414,1
16343,1
3526,2
5158,1
11627,1
14655,1
13424,1
980,1
2972,1
14001,1
15601,1
9057,1
14597,1
3631,0
10786,1
15533,1
3411,1
10076,1
10868,1
10574,1
598,1
1511,1
2512,1
271,1
11869,1
15066,0
3738,1
9445,1
6300,1
5068,1
13071,1
3875,2
225,1
3323,1
11750,1
8171,1
3503,1
760,1
903,0
1222,1
9613,1
15941,1
11914,1
739,1
2499,1
2526,2
9243,2
10420,1
8311,1
316,1
13056,1
14481,1
11719,1
3432,1
3257,2
3071,1
2475,2
9792,1
5996,1
3729,1
1174,1
1317,1
3199,1
11760,1
244,1
8610,1
15519,1
7639,2
9518,1
8199,0
2010,1
15230,1
10772,1
15351,2
9332,1
7586,1
13997,1
3213,2
11502,1
3843,2
6600,1
1894,1
16162,1
15008,1
15703,1
1851,0
8388,1
1704,1
8024,1
153,1
7247,1
1906,0
6684,1
14252,1
9577,0
14357,0
5135,1
2573,1
8588,1
1772,1
3887,1
2530,1
12341,2
7013,1
2307,1
8826,1
6243,1
1477,1
9063,1
12150,1
2983,1
1964,2
1476,1
268,2
14663,1
3391,1
12961,1
7254,2
6825,1
6810,1
2628,1
10866,1
13318,1
2113,1
5300,1
8227,2
15536,1
13965,1
1737,1
7306,1
5585,1
13938,1
3162,1
1562,1
10853,0
11881,1
10201,1
655,1
3280,1
6110,2
1232,1
1025,1
3966,1
5215,1
14308,1
10842,1
12265,1
3916,2
14002,1
16292,1
251,0
340,1
11762,2
928,1
194,1
13647,1
5024,1
536,1
3828,1
450,1
14177,1
5127,1
3894,1
10504,2
4083,0
1317,1
1265,1
9774,1
1939,1
11324,1
4065,1
16437,1
11929,1
10276,1
8318,0
2664,1
8717,1
12126,1
1911,1
5631,1
15837,1
3099,2
14147,1
11567,1
1819,1
13580,1
2365,1
351,1
6973,1
7098,2
16260,1
3897,1
3258,1
2126,1
14333,1
16325,1
4026,1
278,1
141,1
2415,2
5496,1
711,2
10817,1
9990,1
3636,2
2774,2
13882,2
3187,1
3126,1
2390,1
236,1
2932,1
13396,1
2506,2
3741,1
12565,1
1781,1
8914,1
16329,1
5243,1
719,1
9905,1
11545,1
3533,1
11331,2
9444,1
10403,2
3886,1
5309,0
136,1
15968,2
3497,1
6762,1
13335,1
15597,1
9037,1
7182,1
11154,1
12645,2
2732,1
12846,1
1943,1
2446,1
5040,2
3505,1
7900,1
1501,1
1625,1
11720,1
5531,0
2764,1
8196,1
15092,2
6002,1
6189,1
10585,1
1054,1
9561,0
3105,1
2339,1
8025,1
6193,1
6965,1
3295,1
1202,1
9889,1
1621,1
9515,1
3651,1
8587,1
6051,1
13239,2
1577,2
5056,1
1785,1
7001,1
3533,1
2930,1
9170,1
192,1
990,1
8780,0
3161,1
1316,2
1396,1
16075,2
13497,1
4074,2
4023,1
2865,0
9680,1
3612,1
7004,1
7759,1
3233,2
13886,2
14750,1
1004,1
3297,1
10376,1
11147,1
9901,1
11342,2
2380,1
2672,1
2673,1
3252,1
11936,2
16120,1
9987,2
3145,1
14139,1
8772,2
2042,1
910,1
9163,1
5079,1
8550,1
7657,1
1598,1
16287,1
1015,1
9488,1
6856,1
1856,1
2704,1
5436,0
1580,0
5016,1
11821,2
976,0
16445,1
5184,1
1666,1
1501,1
1530,1
9060,1
6887,1
3527,1
1715,2
194,1
6389,1
3683,2
13009,1
5734,1
11029,2
5615,1
15590,1
12161,1
2172,1
9192,1
10568,2
3406,1
951,1
14812,1
15363,0
15242,1
6254,1
13562,1
538,2
3550,0
12042,1
11785,1
3360,2
7422,0
8037,1
10746,2
707,1
6200,2
9064,1
11912,1
12538,1
2466,1
753,1
7386,1
7417,1
13733,1
7751,1
2391,1
7507,2
636,1
14746,2
10870,1
12926,1
5672,1
8417,1
705,1
9806,2
3789,1
16302,1
15788,1
566,0
9505,2
12256,0
3238,1
13360,1
7615,2
5566,1
3390,1
6573,1
8684,2
12472,1
15300,2
642,1
12415,1
12251,0
15166,1
5663,1
16248,1
3209,1
12338,1
3530,1
2674,1
11085,1
16498,1
3947,1
6849,1
3047,1
12233,0
2346,1
2460,1
1939,1
3960,0
8661,1
15296,1
14459,1
1322,1
5106,1
14265,1
5119,1
8000,1
3299,2
14248,0
1904,1
1302,1
3507,2
14131,0
12027,2
2863,1
8215,1
12299,2
13171,2
10609,1
2371,2
5853,1
9503,2
9788,0
7006,1
183,1
11811,1
977,1
2696,1
13496,1
15350,1
3717,1
3398,1
7103,1
13684,1
1274,1
1140,2
193,2
9220,0
1064,2
4020,1
3122,1
10406,1
1375,1
13049,2
1296,1
5173,1
15103,2
3151,2
2920,1
3182,1
10184,1
5199,1
5052,1
15294,1
332,1
10319,1
6561,0
16398,1
516,0
5885,1
11254,2
9848,1
12480,2
10206,0
1657,1
1596,2
10216,0
14809,1
12398,2
1066,1
2026,2
811,1
7241,1
4056,1
1046,1
5333,2
1355,0
9316,2
10592,2
2753,1
12109,1
172,1
15674,2
3331,1
13728,1
2986,1
8999,1
1830,1
3769,1
12473,2
9838,1
15948,1
6629,2
10270,1
13115,2
3554,1
8451,1
6767,1
5762,1
12725,2
6322,1
6256,1
8027,0
11529,1
13651,2
1012,1
5942,1
208,1
15581,1
9652,1
3713,1
9479,1
8571,2
704,1
3520,2
14891,1
1623,1
3127,1
5551,2
112,1
13371,0
849,1
2050,2
13896,1
6473,1
1314,1
12460,1
10060,1
6826,1
3329,1
3691,1
6620,1
3970,1
308,2
915,1
14958,1
13960,1
5193,1
2172,1
12484,1
8787,0
12804,2
1908,1
3443,2
8502,1
2151,1
2646,0
9081,1
2176,2
45,1
7798,1
14398,1
10324,2
500,1
2323,1
5331,1
1277,1
1846,2
3534,1
6560,1
11257,1
14581,1
1144,1
7986,1
862,1
6624,2
6705,1
10749,1
2538,1
8094,2
9861,1
11291,1
3622,2
9230,0
8673,1
2515,2
593,1
10000,1
14379,2
139,1
2951,1
3798,2
460,1
11317,1
11532,1
3353,2
3290,1
12528,1
8226,1
6765,1
3545,2
3093,1
1681,0
14343,1
16278,2
6927,1
251,1
3597,1
6540,1
13351,2
2201,1
12140,1
13892,1
13128,1
255,1
8536,2
1543,1
10785,1
14962,0
819,1
10266,1
7989,2
797,1
12853,1
3465,2
14535,1
6348,1
15507,1
12120,1
3333,1
3120,2
13255,1
14552,1
15097,1
514,1
10425,1
3956,1
8814,1
16447,2
6713,1
7684,1
13156,1
11013,2
15279,1
15886,1
14189,1
842,2
3193,1
1363,0
1014,1
127,1
13076,1
8257,1
1465,1
16473,1
16360,1
2737,2
8784,1
1337,1
12115,1
1988,1
2284,1
3923,1
10067,2
1384,1
8890,1
2081,1
2866,1
15963,1
2597,1
14986,1
289,1
10509,1
14371,1
7222,1
7280,1
10957,1
906,2
15722,1
11169,1
13074,1
15923,0
15554,1
6235,2
12184,1
12928,0
5517,1
13907,1
16571,1
1053,2
11139,1
10831,1
3083,1
2352,2
9205,1
1352,2
5594,2
6262,0
1816,1
3652,1
12349,0
16331,1
7143,1
7212,1
12151,1
9341,2
12326,1
1048,1
494,2
7005,1
8790,1
9830,1
2479,1
1953,1
9807,1
222,1
3064,0
13718,0
2005,1
14513,1
3066,1
10389,1
7210,2
1931,1
8273,1
11779,1
13397,1
1361,2
12795,1
6996,2
3704,1
931,1
14433,1
5562,1
1489,2
10944,0
4080,0
14022,1
3957,1
6079,1
11471,1
16112,1
11632,1
388,1
764,1
12932,1
10095,1
11387,1
2313,2
16175,1
13223,2
15874,1
14851,0
1260,1
1820,1
13078,1
13305,1
12220,2
466,2
8395,1
14926,2
15194,1
3822,1
3632,1
6932,1
1420,1
8893,2
843,1
1344,2
8076,1
5958,2
15067,1
1594,1
10164,1
15526,2
16575,1
1668,1
13632,1
13119,0
3977,1
8947,1
7258,0
2096,1
2701,2
13685,2
7086,1
13234,1
731,1
12762,2
3472,1
1010,1
5804,1
961,1
13560,2
15110,2
2395,1
7983,2
2435,1
3875,1
10764,1
1895,1
661,1
12259,1
1938,1
15026,1
176,1
532,2
2374,1
16239,1
2799,1
3772,1
872,1
10862,1
15625,1
10926,0
5011,1
15392,1
13866,1
5907,2
556,1
4969,1
14136,1
6463,1
3526,2
15556,1
829,1
3483,2
13145,1
16151,1
8185,1
985,1
6756,1
1920,1
2997,1
16157,1
1177,1
539,1
2595,1
14555,1
9590,1
10133,1
3271,1
5491,1
2584,1
9972,1
16573,1
10017,1
10989,1
8662,1
9080,2
9082,1
15280,1
696,1
13906,1
1855,1
12257,1
6859,1
9829,0
7432,2
3999,1
12569,0
5374,2
12514,1
13575,2
5227,1
3066,1
9277,0
8727,1
14456,2
14075,1
10513,0
1849,1
14149,1
14811,1
5895,1
5430,0
2358,1
11985,1
5689,1
2295,1
10847,2
2480,1
16201,1
2771,2
789,2
8353,1
6212,2
617,1
8292,1
16071,1
3903,1
5229,1
2552,1
13526,2
3523,1
15158,2
8527,1
5381,1
7494,1
1678,1
15628,2
12012,1
1959,1
894,2
9741,1
13433,1
16523,1
13012,1
14842,1
1218,1
3440,2
11437,1
2503,1
925,1
1143,0
5260,1
635,1
7704,2
14087,1
1934,1
15876,1
3256,1
15492,1
6989,1
1409,1
12455,1
3668,1
16190,1
2544,1
14186,1
2389,1
3100,1
2019,1
8618,1
958,1
1627,1
1124,1
9868,1
10503,1
10684,1
13405,1
2037,1
12738,1
2787,1
8603,1
2258,1
15003,1
12266,1
12847,1
8540,1
97,1
14955,2
7991,1
8751,2
8297,2
12770,1
601,1
13715,1
522,1
15483,1
3673,1
15453,1
7156,1
10860,1
2500,0
3971,1
1805,1
5648,1
1382,2
2640,1
7833,2
3591,1
9681,1
15571,1
8776,1
12789,1
1090,1
15071,2
14464,1
2334,1
2889,1
16364,1
12660,1
9744,2
2438,1
5719,1
15535,1
3538,1
7968,1
2777,1
7191,1
11070,1
15951,1
7488,1
9586,1
16391,1
3808,2
11376,1
6038,1
8514,1
3355,1
6814,1
9836,1
3493,1
2669,1
1885,1
14485,0
2956,1
909,1
1881,1
72,1
3745,1
15467,2
3574,1
7087,1
11790,1
5111,1
4050,1
11152,1
2408,1
880,0
12808,1
3589,1
13570,1
9500,1
11156,1
589,1
9459,1
475,2
5636,1
2540,2
12335,0
3376,1
13952,1
1484,2
14249,2
15364,1
14956,1
6615,1
9299,1
13191,1
13283,1
9509,0
7314,1
6802,1
10947,1
12970,1
11651,1
12418,1
9875,1
1701,1
7829,2
9117,1
14443,1
3906,1
7772,1
2367,0
3099,1
12854,2
9602,1
231,1
32,1
3215,1
156,2
3058,1
7966,2
8817,1
765,1
9050,1
14044,1
1589,1
9951,1
14101,2
3535,1
5957,1
7080,1
6567,1
6733,1
15303,1
3696,1
5249,2
1187,1
10198,1
1044,2
7800,1
9711,1
3650,1
3389,1
2941,2
16029,0
11648,1
16374,1
2239,2
870,1
3900,1
15099,1
330,1
2215,1
6893,0
10203,1
13399,1
11467,1
7389,1
6885,1
14143,1
9024,1
12207,1
5250,1
528,1
14165,1
2159,1
4031,1
12026,2
10806,1
460,0
9455,1
2816,2
3306,1
2019,1
3427,1
444,0
305,1
10125,2
1550,1
9239,1
11050,1
13286,2
8623,1
1896,2
3691,1
2527,1
1400,1
11986,1
1646,1
8822,1
63,1
8769,1
1888,1
1459,1
1943,1
1714,2
15691,1
15942,1
10434,0
546,1
7350,1
939,2
7682,1
3491,1
10265,1
3060,1
14119,0
10802,1
14482,1
4041,1
9069,1
15729,2
1443,1
567,1
3889,1
3490,1
7219,1
1735,1
5096,1
14354,1
9154,1
359,2
3832,1
1575,1
2059,2
6058,1
11747,1
5658,0
7830,1
1751,1
1912,1
10601,1
8709,1
3975,1
9312,1
2171,1
3892,1
14550,1
14160,2
144,1
272,1
11350,1
13159,1
7884,1
10686,1
14977,1
13785,1
13060,1
11253,1
2296,1
2682,1
13102,1
9610,1
9716,1
585,1
3084,1
1263,2
16486,2
7558,1
1812,1
10637,1
3054,1
1540,2
837,1
12919,1
13120,1
2085,2
2022,1
3689,1
9888,1
1076,1
1368,1
4983,1
10222,0
15549,2
2776,1
10128,1
9353,1
9676,2
8009,1
12813,2
14729,1
13251,1
1839,1
1923,1
3364,1
1156,2
838,1
13020,1
14084,1
229,1
904,1
16262,2
10915,1
12212,2
8167,2
5508,2
6900,1
3758,0
12563,1
2632,1
8686,2
2041,0
9129,0
1880,1
3857,1
3422,0
6829,1
6721,1
12112,1
3335,1
10788,2
3012,1
15890,1
4028,2
2952,1
1406,1
1210,1
10036,1
7627,1
14873,1
14021,1
10502,1
12544,1
1787,2
1594,0
3285,1
5396,1
249,1
8582,1
3702,1
9623,1
11480,0
2827,1
1035,1
7873,2
5338,1
2147,1
8627,1
8761,0
12807,2
15832,1
10859,1
3410,0
15440,1
11386,1
13213,2
698,1
6186,1
10386,1
3706,1
8703,1
8885,1
6351,1
2984,1
1087,1
16515,1
5978,1
1687,2
5614,1
13855,1
910,1
2119,2
16170,1
7791,1
12502,1
10796,1
3411,1
15770,1
15396,1
12783,1
3008,1
14430,1
5348,2
6283,2
10883,1
14320,1
3540,1
658,1
2124,1
932,1
9770,1
1524,1
10815,1
10811,2
825,1
7814,1
3368,1
1941,2
1511,1
4073,1
608,1
384,1
13916,1
12843,1
749,2
3305,1
9827,1
2608,1
10333,1
11016,1
419,2
12933,1
8173,1
6582,1
10586,1
5951,1
2606,1
72,1
1683,1
1985,2
1845,1
11067,1
5813,1
7843,2
6891,1
13063,1
1950,1
362,1
14565,1
9884,1
7613,0
5936,1
9330,0
12470,1
12253,1
14297,1
10800,1
8251,1
10730,1
8291,2
12776,1
14266,1
2725,2
6569,1
1481,1
4994,1
7064,1
1854,0
110,1
10176,1
16078,1
5788,1
13701,2
2206,1
15635,1
10614,1
10953,1
1947,1
3354,1
9721,1
7566,1
2699,2
10801,1
7835,1
6710,2
2956,2
1489,1
911,1
11119,1
9086,1
1761,1
15442,1
3358,1
2853,2
15750,1
6090,1
378,1
14913,2
15830,2
1060,2
5706,1
2534,1
2055,2
1605,1
2735,1
6581,1
5568,1
188,1
15441,1
1032,1
2618,1
4006,2
10489,2
296,1
10219,1
11670,1
12035,1
1116,1
591,1
2210,2
3701,2
6139,1
13105,1
6173,1
1871,1
7531,1
323,1
8321,1
706,2
8438,0
11463,0
15973,1
8252,1
3302,1
1873,1
9221,0
420,1
12924,1
8213,1
1988,1
13574,2
12724,2
5837,1
13015,1
427,2
2274,1
13266,1
9224,1
3861,2
9724,2
973,1
14717,1
14024,1
3508,1
12077,2
335,1
3868,1
11773,1
9989,1
6904,1
11319,1
247,1
5865,1
6,1
3623,1
13274,1
11021,1
1242,1
688,1
3811,1
2512,1
7497,1
16209,2
1248,1
3955,1
12339,1
7844,1
1208,1
48,1
5361,1
14093,1
15216,1
2102,2
13476,1
183,1
15863,1
8386,1
2037,1
756,2
3290,1
1897,1
14050,1
5310,1
2490,0
8991,0
4061,1
11489,1
11594,1
4057,1
11718,2
530,1
10153,1
4953,1
5545,0
15800,1
274,1
9269,1
3229,1
3413,0
1669,1
9801,2
11754,1
4013,1
12408,2
16030,1
6550,1
9569,1
10446,1
2190,1
7826,2
1823,2
1292,2
1422,1
9489,1
2175,0
8830,1
6831,1
8283,1
9653,1
954,1
13950,2
12496,1
1090,1
5578,0
8950,1
11896,2
874,1
2378,1
12466,1
11335,2
507,1
9580,1
7150,0
14014,1
3181,1
15447,0
11861,1
1880,1
1989,1
12602,1
4968,1
3670,1
3435,2
956,0
10916,1
15209,1
1771,0
2705,1
13029,1
7603,1
1070,0
8930,0
11723,1
14945,2
1188,2
8760,2
1848,2
9055,1
16276,0
1984,1
2545,1
13511,1
794,0
10470,1
2423,1
1981,1
1461,1
5434,2
2415,2
10726,2
422,2
2263,1
10949,1
3101,1
15727,1
2038,1
5932,1
5720,1
8530,2
5835,1
8802,2
1216,1
2143,1
3056,1
14223,1
13315,1
9966,2
10038,1
1540,1
3840,1
2404,1
13771,2
7419,0
3166,1
1346,2
11310,1
8026,0
5094,1
2810,1
7458,1
11123,1
1354,1
1751,1
14495,1
15004,1
14627,1
7925,1
13235,1
541,1
1957,1
8507,1
10855,1
2174,1
3996,1
5386,2
711,1
1130,2
3815,1
6536,1
2566,1
16417,1
10097,2
10412,1
2954,1
13830,1
1105,1
2426,2
1627,2
2354,1
1027,1
2895,1
11842,0
2550,1
6021,1
1240,1
11737,1
15843,1
3420,0
299,1
13982,1
180,1
12222,1
8371,2
7595,1
9036,1
3563,1
594,1
9612,1
2356,1
7939,1
13338,2
7469,1
744,1
1810,1
13494,1
327,1
8605,1
10413,1
7312,0
14237,1
1807,1
3528,1
1107,1
2238,1
5889,1
5368,1
12353,2
7716,1
3569,1
10352,2
1483,1
417,0
10373,2
1997,1
15701,1
15340,0
10809,2
14102,1
14118,1
3989,1
1509,2
3618,1
12615,2
5274,1
5608,1
1367,1
306,2
9382,1
1383,1
2441,1
277,1
1290,1
5281,1
14012,2
4985,1
766,1
769,1
3863,2
1815,1
3444,1
147,2
15872,2
603,2
13430,1
692,2
9902,2
12386,1
1228,1
332,1
13905,2
7600,0
3424,1
7943,1
2411,1
2980,1
1450,1
10417,2
6631,1
12852,1
3551,1
16471,1
6218,1
14878,1
978,0
1674,1
1947,1
6080,1
16013,1
3436,1
8093,1
8211,1
1275,1
10296,2
616,1
10278,2
712,2
188,1
5478,1
2634,1
10180,2
13553,1
6858,1
2532,1
8680,1
3731,1
7624,1
16097,2
2795,1
6844,1
12374,1
10109,1
14011,1
360,1
2961,1
11243,1
59,1
1755,1
7906,1
1261,1
10227,1
8871,2
12535,1
6643,1
1480,1
15901,1
13821,1
3834,1
6299,0
2629,1
2530,1
11649,0
2099,2
1256,2
2832,1
16529,1
14234,1
9735,1
3571,1
13544,1
14569,1
609,0
12957,2
90,2
11379,1
3451,1
13127,1
15748,1
1767,1
15335,2
10912,1
4034,0
3159,1
1698,1
16126,1
10564,1
2542,1
10792,1
2250,1
1581,2
2921,1
1530,2
443,1
2061,1
5662,2
12340,2
11407,1
2892,1
9115,1
12669,2
1634,1
9309,1
10696,1
9264,1
15275,2
3620,2
8415,1
1926,1
1365,1
16359,1
2757,2
12581,0
7025,1
3434,2
1968,1
10731,1
12276,1
929,1
5575,1
603,1
2265,1
308,0
6602,1
5247,2
8342,1
11818,1
16474,1
3488,1
5345,2
9478,1
90,1
3509,1
2762,2
2681,1
13098,2
8937,2
6441,1
2699,1
8574,1
13768,2
1705,0
3978,1
135,1
2937,2
1648,1
9887,1
7970,2
1016,0
2960,1
7443,1
16370,0
2472,1
5317,1
14303,1
13986,2
6833,1
941,1
2387,1
9065,1
3818,1
9975,1
2163,1
6736,1
1156,1
901,2
8235,1
12953,1
15393,2
3795,1
14209,2
11233,1
2842,1
16454,1
15609,1
15685,1
1305,1
449,2
13180,2
7867,1
14030,2
11478,1
1544,1
2521,1
11635,0
2251,1
6531,1
13793,2
6404,2
10223,1
10561,2
8860,2
1743,2
624,1
78,1
15206,1
146,1
9823,1
1773,1
10191,1
2935,2
13902,1
6960,1
1962,1
10919,1
914,1
3536,2
7339,2
2006,2
12397,2
14590,1
1238,1
1012,1
5876,1
12084,1
14110,1
295,1
12062,1
110,1
9231,1
10083,2
5547,1
11763,0
11377,1
7720,1
10378,2
3390,1
2773,2
827,1
1229,2
3887,1
14222,2
256,0
10292,1
1128,2
11234,1
450,1
9071,1
9554,1
6663,1
14008,1
16507,1
11703,1
3306,0
2815,1
9121,1
4977,1
2431,1
927,1
8031,1
10380,1
15397,1
15505,1
3965,1
13535,0
2196,1
668,1
8713,2
13051,1
554,1
16200,2
15403,1
3541,1
16280,1
12534,1
8262,1
335,1
7328,1
14608,1
9019,2
11244,1
16002,1
76,1
13048,1
7155,1
5049,1
6934,1
15996,1
5746,1
8165,1
5656,2
5858,2
3895,1
3478,2
16555,1
2132,1
8753,1
793,1
15414,1
3814,1
201,1
14261,1
14732,2
15241,2
8299,2
16272,1
3519,1
2811,2
3309,0
2003,1
2947,1
1332,1
8361,2
2281,1
4048,1
1130,1
3507,2
3663,2
7813,2
1973,0
5799,1
806,1
15796,1
8876,1
16059,0
461,2
5743,1
8552,1
11968,1
1737,1
5868,1
511,1
13734,1
558,2
1410,1
15057,1
13317,1
3197,1
8463,1
10627,2
840,1
31,1
5677,1
2218,1
2242,1
6128,1
2111,1
8452,1
467,0
5745,2
3662,1
1746,2
11340,1
14755,2
2667,1
9324,1
8153,1
3310,1
8867,2
14609,1
9411,1
14323,0
12892,1
3737,2
15817,1
625,1
3569,1
1354,1
13340,1
3065,1
1448,1
1273,1
12449,1
5735,2
2330,1
845,1
3152,2
1653,2
477,1
3004,2
10411,1
2523,0
16038,1
8402,2
512,1
506,1
6889,1
1262,1
10315,1
10987,1
2630,1
6682,1
3261,1
7259,1
11081,1
11450,1
6795,1
9756,1
15798,1
10760,1
2826,2
2926,1
3540,1
642,1
8229,2
11584,2
821,2
15916,1
3944,1
6266,1
349,1
2280,2
15914,1
5251,2
10674,1
1742,2
80,1
4088,1
9135,1
8023,1
1804,2
6376,1
2091,1
2339,1
6526,1
5177,1
7780,2
13655,1
9474,1
6045,2
2468,1
1436,1
15552,1
11290,1
2548,1
14429,1
10146,2
3901,1
3879,0
11618,1
1509,1
16531,1
5775,1
60,1
3994,2
6403,1
10530,1
5123,1
15127,1
13911,2
12494,1
14085,1
12319,1
5818,1
15835,1
2403,1
3790,1
3805,2
6677,1
14353,1
3394,1
15504,1
6307,1
1104,1
1122,1
3369,1
621,1
1428,1
141,1
2852,1
244,1
3667,1
16297,1
2043,1
9644,1
3989,1
16464,2
2562,1
13609,1
6423,1
8113,1
15069,1
11047,1
521,1
9343,1
3281,1
913,2
11409,1
10648,1
7206,1
12019,1
16533,1
16163,1
6094,1
2428,1
8328,0
16215,1
1080,1
3776,1
5680,1
7629,1
1291,1
15528,1
717,1
768,2
3999,1
2266,2
3777,1
8376,0
984,1
11238,1
7856,1
3686,0
9038,1
8919,1
12845,1
12387,1
10889,1
104,1
12165,2
196,2
9964,1
2072,1
8397,1
266,1
2927,1
1702,1
11519,1
5036,2
752,1
927,1
5403,2
9367,1
2800,1
3097,2
2549,1
14783,1
2777,1
2463,1
3968,1
5509,2
2646,1
11743,1
2222,1
2687,1
9712,1
6424,1
1916,1
12729,1
2268,1
3804,2
1349,1
12810,1
5151,2
12860,1
1467,1
5749,0
9305,1
3908,1
10775,1
590,1
5687,2
12757,2
7661,0
16156,1
7803,1
14152,1
1923,1
10798,1
11714,1
7079,1
413,1
13441,1
1350,1
11647,1
2514,1
10491,2
14372,1
9333,1
3771,1
10736,1
8522,1
12474,2
14246,1
15969,2
14803,1
1386,0
9452,1
5069,1
12250,1
