,norm
2249,2
2694,1
10189,1
1995,2
1319,1
1857,2
10607,2
4638,2
122,2
2361,2
4881,2
3562,0
1072,2
1953,2
2341,0
2349,2
686,2
1143,2
3705,2
2809,2
5377,1
3833,1
3186,2
2196,0
2262,0
2244,2
251,0
4366,2
2541,1
2106,2
864,2
1331,2
1047,1
1185,2
4058,2
6059,1
3316,2
1855,1
750,0
2134,2
218,2
1156,2
3000,2
2722,2
1631,2
2025,2
10479,1
1396,0
11144,1
2338,2
10211,2
368,2
1374,1
4648,2
1437,1
707,2
2349,1
2481,1
4330,2
927,1
2183,2
861,1
588,2
9859,1
11306,0
5741,1
457,2
10870,2
3956,2
1617,2
9891,1
2592,2
3516,2
5528,1
5156,0
6315,2
10670,2
1195,2
3596,1
578,2
684,2
683,2
1850,2
1540,1
5538,2
694,1
3712,2
4790,1
53,2
2564,2
465,2
909,0
574,2
452,2
3868,1
1452,2
1735,2
6722,0
2336,1
3858,2
1522,2
202,2
194,0
6557,2
2503,2
1139,2
2086,0
2630,2
2498,2
10923,2
1810,2
10734,2
7,2
1714,2
683,0
2316,2
936,1
5134,0
2363,1
2373,2
11075,2
703,2
304,2
1534,2
179,2
10451,2
2381,1
5970,0
1660,2
2140,2
1464,2
2327,1
6349,0
2072,2
2903,1
2232,2
986,2
241,2
1004,1
244,2
1537,0
287,2
1947,2
1153,2
11247,2
2680,2
1883,1
1577,1
10187,2
3271,2
2395,1
3398,1
1392,2
1619,0
1176,2
4731,2
10214,2
6204,2
2201,2
11205,2
1890,2
10227,1
1184,2
932,2
43,2
6624,2
3615,2
10337,2
11132,0
2555,1
2730,2
4232,2
250,2
2488,2
944,2
10930,1
3826,1
3322,2
10896,2
2015,2
180,2
2629,2
2852,2
2439,1
10970,1
4888,1
11035,1
4512,0
2490,2
26,2
238,2
10796,1
4680,2
2380,0
1082,2
2572,1
1159,2
951,2
1052,2
4382,2
1497,2
3068,2
1128,1
119,2
776,1
1636,2
67,2
10573,2
913,2
10079,1
1247,2
152,2
6361,1
1653,2
10959,0
10511,2
928,1
2918,2
2193,2
1308,2
2568,2
1652,2
2925,2
1085,2
3434,1
543,2
1135,2
2207,0
588,0
5856,2
3673,0
709,2
2495,2
726,2
5968,2
1359,1
1802,2
1527,0
6626,2
1320,2
3012,1
1235,2
1312,2
6398,0
2612,2
1482,2
418,2
2530,0
5987,2
106,2
2752,2
2120,2
892,0
998,2
2714,2
1974,0
2587,2
5046,1
1008,2
463,1
2394,2
146,2
2726,0
11115,2
10239,1
881,2
3422,2
2012,2
437,1
1546,1
2378,2
5956,1
2189,1
2489,2
5516,1
847,1
5676,2
482,2
1228,2
350,2
1929,1
2500,0
2333,2
4711,1
4256,0
10317,2
894,2
2057,2
4478,2
1487,2
3527,0
3,2
1349,1
1248,0
1084,2
1256,2
6347,2
1023,1
4128,0
680,2
1905,1
1463,1
1344,2
6608,0
2762,2
2789,1
1081,0
5223,2
2326,2
6834,0
3331,2
3285,2
10508,2
10533,2
11101,2
211,2
1080,2
2792,2
2281,2
10355,0
512,2
763,1
1731,1
917,2
1733,2
2910,2
974,2
1447,1
454,0
10639,2
6142,2
6119,2
1218,2
2716,2
747,2
2177,2
3036,0
406,1
3922,1
5722,2
1729,2
1329,2
621,2
2355,2
5070,2
6344,2
4526,1
1179,2
1634,1
595,2
655,2
2492,2
4475,2
591,2
1184,0
896,2
2508,1
2344,2
255,2
2191,1
4385,2
3470,0
1901,2
2126,1
599,2
777,1
846,1
1378,1
381,2
1295,2
2727,2
285,0
6187,2
5810,2
3091,1
2650,2
3166,2
3493,2
493,1
4887,1
1404,0
1259,2
2209,2
5831,1
438,2
4879,1
2415,2
216,2
2351,2
2349,0
1143,2
4954,0
3292,2
483,2
4736,2
1969,2
4210,0
2847,2
649,2
6110,1
56,1
10939,2
1340,2
927,1
4014,2
2843,2
840,2
1348,2
895,0
1744,2
5752,2
10272,1
2999,2
899,2
324,2
498,0
1774,2
2024,0
612,1
1579,2
1283,0
1695,2
5286,2
10198,1
804,1
4377,1
1807,2
6434,0
4326,2
3464,2
3812,2
974,1
676,2
2371,1
1229,1
2254,2
6058,2
866,2
2173,2
104,0
285,1
537,2
2177,2
10525,0
2531,1
3557,2
6168,1
1832,2
915,1
1541,1
1079,0
2243,0
6270,1
1789,2
470,2
1416,2
2414,2
922,2
1836,2
91,0
500,2
1479,2
4702,2
1626,0
1639,2
4447,2
10743,2
6899,0
3570,2
3748,2
636,2
4229,2
2112,2
1470,2
418,1
2787,2
2160,2
412,2
103,1
88,2
1412,1
40,1
6007,2
5321,1
2322,1
10615,2
2743,2
130,2
5172,2
1972,2
11299,2
956,2
1627,2
3955,0
514,2
919,2
10660,2
2778,1
10667,1
1107,2
362,1
191,1
1594,2
1909,2
6640,0
1172,2
1805,0
875,0
1435,2
2169,2
5534,2
3384,2
2511,2
1300,2
1886,2
6656,2
345,2
3268,2
1964,2
2669,2
5877,2
1741,2
1846,2
724,2
2441,2
11178,2
1203,0
642,2
3409,2
3739,2
2167,2
10307,2
111,2
607,2
1865,2
412,1
2897,2
114,2
5666,2
3397,2
1768,2
11096,2
2684,2
2058,2
91,1
6631,0
361,2
10429,2
4835,2
163,2
1482,2
256,2
184,2
1381,2
485,0
1842,2
5054,2
1940,1
445,2
378,2
63,2
2331,2
2160,2
2214,2
1499,2
2777,2
3478,1
1275,1
2222,2
4923,2
2751,2
804,1
458,0
4723,1
6527,2
110,2
210,2
2264,2
4495,1
1514,2
4560,2
408,2
545,2
1065,2
977,1
3197,2
3996,0
1,2
421,0
10408,2
4056,2
5557,2
2654,2
10931,2
3595,1
3188,2
477,1
858,2
5479,2
1909,2
576,2
11140,2
2180,0
1937,2
1051,2
1130,2
876,2
307,2
1752,2
2348,2
486,2
10737,2
2619,1
1445,1
2241,0
1946,2
3774,2
1953,1
2135,2
4556,2
2401,2
11122,2
2348,2
1800,2
2291,2
1866,0
544,2
2594,1
788,2
972,0
3924,2
2315,2
1957,2
637,2
1207,2
2488,1
3156,2
1466,2
4310,2
59,2
5947,2
10873,2
694,1
4857,1
962,0
2892,2
894,2
1882,2
3586,2
2143,1
5435,2
15,2
2552,0
3431,2
2457,2
472,2
2618,2
2120,2
3827,0
1253,0
5773,2
850,2
4583,2
1843,1
5415,2
5466,2
5369,1
2228,0
6612,2
10634,0
1725,2
3655,2
2328,2
1827,0
6089,2
3125,0
1879,2
6413,2
327,2
5096,1
4143,2
2011,2
6085,2
4406,1
6652,2
1866,2
818,0
1148,2
2139,2
6080,2
5718,2
2096,0
10543,1
10193,1
420,1
3786,2
1137,2
4665,1
2122,2
2270,2
4663,1
917,2
1724,2
2146,2
1940,2
5451,1
414,0
959,0
1103,2
690,2
1339,2
2352,2
5874,2
732,1
2390,1
4784,2
10561,2
4594,2
80,2
2231,2
2459,2
1150,2
300,2
671,0
5710,1
2268,0
2187,0
11163,2
1562,2
2606,1
3678,2
1405,1
1804,2
4675,2
6203,0
1283,1
347,2
1833,2
2948,2
668,2
10396,2
1662,1
5316,2
1122,2
1288,0
3459,2
3295,2
2408,2
10542,2
2233,0
5291,2
424,1
1849,2
589,2
2944,2
10619,1
1411,1
783,1
6209,1
841,1
272,1
326,2
11093,2
9884,1
10526,1
1427,0
1980,2
1323,2
2596,2
4159,2
1683,2
2288,1
315,2
1093,2
211,2
1368,2
4127,2
775,2
1987,2
312,2
3237,2
2030,2
2519,1
10591,2
1799,2
11149,1
1517,2
5266,2
454,1
4206,2
10924,0
2830,2
2336,2
1801,0
2317,2
2208,0
1070,2
3864,0
1589,0
5545,0
4039,2
2218,2
2438,0
5356,0
5182,1
2901,2
5188,1
1907,2
5323,0
4544,2
771,0
297,0
1163,2
2533,2
10381,2
747,2
10979,1
4716,2
6485,2
1718,2
2245,2
10669,2
1041,2
440,1
5272,2
6287,2
4018,2
6343,1
656,2
3519,2
4079,0
11206,2
810,2
1615,2
303,2
10018,1
5560,2
2253,2
11038,1
197,1
609,2
3737,0
522,2
830,2
10932,2
426,2
6574,2
5430,2
497,2
2253,2
10701,2
2817,2
1267,2
2685,1
1773,2
266,2
2214,0
10967,2
2097,2
1455,2
1896,1
2756,2
1824,1
3127,2
1795,2
3669,2
1196,2
1553,0
2819,2
2323,2
283,2
4549,2
1552,1
2525,2
2127,1
3351,2
677,2
11237,2
2384,2
2258,2
5088,2
1521,1
1289,2
4909,2
6621,2
4438,2
4850,2
1949,1
5011,1
986,2
1848,2
10987,2
6250,2
4884,1
1102,2
908,2
4400,2
10460,2
122,2
2,1
701,1
1889,1
2166,0
1073,1
999,2
2899,1
2133,2
1935,1
2642,2
1271,2
742,2
10555,2
2018,2
630,2
2384,1
2073,1
101,0
2513,1
3686,2
6304,0
1046,2
10632,2
2787,2
607,2
844,2
237,1
10190,2
2011,2
1168,2
71,1
603,0
1251,2
2164,1
1552,2
10764,2
2258,2
594,2
2772,2
2238,1
1514,2
2472,2
3102,2
5631,2
1353,2
2680,2
5412,1
635,2
1887,0
1661,2
967,2
6364,2
1641,2
3871,2
432,1
3395,1
1795,2
10534,2
4889,2
370,2
1296,1
982,2
1700,1
2770,1
6481,2
1902,0
649,1
3117,2
10605,1
5635,2
5183,2
7,2
450,2
869,2
813,1
35,1
706,2
921,2
1153,2
3997,2
3149,2
2465,2
942,2
2628,2
4399,2
10368,0
10474,2
6534,2
10362,2
2008,2
2119,1
6688,2
3960,0
2685,2
4912,1
2543,2
522,0
5330,2
2292,1
765,2
3491,0
5003,2
2361,0
2788,2
1573,1
749,2
295,2
1447,2
4183,2
5342,2
10462,2
1210,1
891,2
96,2
229,2
6634,2
2578,2
10,2
73,2
1066,0
5298,2
5363,1
756,2
2412,1
1108,2
1575,2
528,2
1337,2
6019,1
2728,2
1398,0
5338,2
247,1
1466,0
728,2
2373,2
2106,2
5621,2
276,2
841,2
2508,2
409,1
3356,1
1248,2
941,2
4916,1
2733,0
4420,0
2111,0
10411,1
852,2
1960,2
2619,0
3308,2
4207,1
408,2
2181,1
228,0
3489,2
10392,2
10300,2
2097,1
2398,2
1984,2
2610,1
3339,2
4217,2
126,2
6233,2
2717,2
10540,2
555,1
2323,2
4157,2
2051,2
3740,2
912,2
2775,1
3535,2
3677,2
10798,2
10476,0
5916,1
11128,0
1896,2
11296,2
2370,2
2265,2
975,2
1423,1
3523,1
2737,2
2041,0
10556,1
6538,2
1141,2
1683,1
2026,2
3147,2
175,2
3530,2
4597,2
3947,2
10808,2
652,2
4422,2
3357,1
905,2
2487,2
401,1
5084,1
10948,2
1394,2
3702,1
1974,0
1551,2
1704,1
11076,2
2544,1
5671,2
5212,2
3555,2
1083,1
2382,2
6337,2
10252,2
1031,2
2629,2
198,2
2574,2
1469,2
2156,2
1977,2
154,2
1198,2
6367,2
384,2
1911,2
1480,2
2247,1
3287,2
1135,2
199,2
2608,2
3109,1
2759,2
1027,2
9928,1
1926,2
10918,2
4490,2
401,1
10854,0
763,1
4241,2
1386,1
2021,2
1820,0
1144,1
2449,0
1944,1
3778,1
1889,2
99,2
2506,2
1222,0
3918,2
2920,2
1098,0
2243,2
10745,2
2749,2
353,2
2162,1
6556,2
1014,1
5009,1
3027,2
2450,2
159,1
1371,1
5151,0
1045,2
3330,2
1582,2
1831,2
271,1
3765,2
1816,2
4354,2
393,2
303,0
803,2
4656,2
6152,2
1952,2
1664,2
434,2
2629,2
2751,2
11109,2
1189,2
6697,0
4163,2
2983,1
2007,2
1122,0
11113,2
1790,2
11305,2
10753,2
5066,1
1481,2
5433,0
413,2
2360,1
10637,2
1718,1
3024,2
5378,0
1020,2
2032,2
2545,2
10890,2
6155,2
10592,1
5636,2
1401,2
4878,1
2275,2
3420,1
4527,2
5698,2
1773,2
1115,0
10,2
2165,2
1098,2
6695,2
45,2
789,2
1375,0
1492,2
4509,2
1466,2
1583,1
2618,2
2864,2
2004,2
1144,2
5979,1
1498,2
4949,2
5016,1
10687,2
1282,0
583,1
10954,2
879,1
1258,2
3639,2
10872,2
3111,2
246,0
1167,0
2627,2
2234,2
1187,2
11274,1
1090,2
1341,0
518,0
5048,2
1089,2
1569,0
682,2
138,1
220,1
864,2
11092,2
968,2
3808,2
689,2
172,0
3,2
5189,1
10283,2
941,2
603,1
2098,0
1017,0
4613,2
856,2
2363,2
1894,2
955,2
2835,2
1217,1
3468,1
5262,2
3991,1
1239,1
3641,1
11145,2
5371,0
1171,1
2667,2
3294,2
10427,0
1354,2
161,2
1805,1
3031,2
2552,0
1014,2
2097,2
941,1
4242,2
269,2
1253,2
3988,0
1120,1
5267,0
5122,2
2713,2
3013,2
805,1
1566,2
1092,2
114,2
6550,2
5283,2
1039,2
6179,2
1027,2
5751,2
6284,0
2092,1
5079,2
2001,0
2466,0
1526,2
6200,2
10614,2
3722,2
1954,1
1792,0
873,2
6186,2
4559,0
6730,2
4519,2
6627,0
4301,1
3170,2
1901,2
5802,2
10668,2
740,2
2297,0
229,2
1597,1
1161,2
877,2
2175,2
692,1
342,2
1152,1
11303,1
3446,2
1772,2
1786,2
11066,2
1855,1
4103,1
1345,1
2576,2
2527,2
11200,1
10976,1
2516,0
341,2
1682,2
5994,1
514,2
704,1
5596,2
2104,0
6542,2
2533,2
2312,2
1055,2
3243,2
3266,2
1076,2
647,0
907,2
5135,1
10471,2
5935,2
6655,2
6383,2
40,2
2340,2
10640,1
1185,1
1950,2
2013,2
1110,2
2556,2
6099,1
6625,2
882,2
3847,1
2991,2
1814,1
2110,2
500,2
904,0
2939,1
1149,2
1120,2
4621,2
1808,0
5714,2
5919,2
5910,1
5422,2
10203,2
3162,1
2493,2
758,2
1586,2
6639,2
4164,2
3003,2
4,2
3033,2
1407,2
2454,2
4827,2
136,0
395,2
11170,2
5476,1
11112,2
920,2
110,2
6351,0
3811,0
2479,2
1528,2
2283,2
1858,2
5279,2
2460,2
342,2
10004,1
4059,2
434,2
5452,2
1971,2
4492,2
6620,2
2541,1
1175,2
10845,2
426,2
268,2
2463,0
6276,2
431,1
10513,2
1299,2
3729,1
2727,2
2704,2
10353,2
1279,2
6461,2
6073,1
3703,2
525,2
1188,1
1033,1
2772,2
344,2
5308,2
3832,2
1898,1
893,2
1302,2
6794,0
314,1
8,2
4233,2
10683,2
2631,2
2411,2
145,1
1906,0
571,1
1140,2
549,1
82,2
410,2
4247,2
2390,2
1096,2
11240,2
1077,1
4743,2
11046,0
3264,2
5799,1
24,2
243,2
2408,2
1116,2
1522,2
4374,2
474,2
754,2
650,2
1097,0
1410,2
1217,2
10887,2
4500,2
2464,2
5940,0
1397,2
2109,1
1322,0
23,2
1988,2
730,2
189,2
5908,2
736,2
539,2
2805,1
5035,0
3820,2
465,2
10595,2
1859,1
537,2
2478,2
3630,2
46,2
2650,2
5793,2
10058,1
2648,2
2192,1
1533,2
1755,0
1222,2
1313,0
236,2
4082,0
2020,2
1201,2
1984,2
791,1
5080,2
720,2
119,2
6355,0
6207,2
6376,2
1376,2
1401,2
321,1
1056,2
5561,0
5068,2
5622,0
2734,1
2273,1
2213,0
1236,0
906,2
6384,2
1690,2
828,2
1023,2
2850,2
885,2
3087,2
2336,2
754,0
417,2
5399,2
6157,1
11161,2
10641,2
193,2
10807,0
2321,2
5146,2
4442,2
4369,1
1445,2
1211,2
3009,1
4695,2
1932,2
4666,2
2734,2
5573,2
2123,1
2324,2
4132,2
2402,2
2660,0
1606,2
5866,2
4165,1
5186,2
2292,2
1224,2
570,2
2041,2
1594,2
6063,2
6219,2
1287,2
3815,2
2302,2
3856,2
10185,2
645,2
1630,2
493,2
1213,2
411,2
1223,2
613,2
2775,2
716,0
2691,1
290,2
352,2
10799,2
245,2
2427,1
1717,2
183,2
3461,2
1990,2
279,1
2579,0
2989,2
6049,2
1627,2
11218,2
1129,2
1445,1
2825,2
5531,2
6273,1
738,2
942,2
5268,2
35,0
4053,2
2408,2
239,0
4299,2
2439,2
48,2
455,2
4154,2
5768,2
10916,2
725,2
1479,2
570,2
1324,2
2169,2
3399,2
412,1
981,2
2264,2
1365,1
154,2
2215,2
11186,0
2130,2
1890,2
2052,2
20,2
1407,2
6117,0
813,2
6442,2
3569,2
1199,2
273,2
6611,2
3559,2
798,0
46,0
3132,1
4491,1
6427,2
3353,0
523,2
2770,2
2246,0
1711,2
598,2
2736,1
5805,2
11250,2
344,1
97,1
911,0
687,2
3173,2
329,2
1745,2
2471,2
712,2
1831,2
1742,2
992,2
741,1
10554,1
4501,1
2764,2
2185,0
1527,1
1264,1
11077,2
937,2
61,2
980,2
1067,2
4992,1
10419,0
838,2
2797,0
955,2
2048,2
237,2
1137,2
1481,0
2992,2
2313,2
11197,1
1786,2
2776,1
3923,2
622,2
5834,0
1307,2
2346,2
2060,1
3430,2
4667,1
2251,2
4677,1
4795,2
5572,2
1265,2
4777,2
2050,2
1476,2
1619,2
11284,2
922,2
10295,1
1093,2
6464,2
10477,0
5085,2
862,2
707,0
10779,0
1418,0
10548,2
1917,2
730,2
2723,0
810,2
1035,2
3122,2
2183,2
3193,2
423,0
9,0
1409,0
4901,2
1851,1
705,2
2756,2
10907,1
9924,1
1935,1
4189,1
1164,1
4253,0
1893,2
627,0
152,0
2510,1
1377,2
10697,2
10860,2
1531,2
2651,0
1903,0
5651,0
2752,2
4062,1
10654,0
362,2
541,2
10972,2
83,1
934,2
1455,2
1777,1
6756,2
338,2
6,1
1765,2
4430,2
1918,1
4525,2
1255,2
3508,2
668,1
2392,2
275,2
2662,2
10754,2
2228,2
596,2
1359,2
262,2
2703,2
11073,2
2937,2
4811,2
3664,1
760,2
1577,1
392,2
1133,2
2407,2
1310,2
10481,2
4166,2
2275,2
266,2
950,1
2640,0
5239,2
2365,1
10291,2
1303,2
5072,0
281,2
564,0
6298,2
1253,2
3558,1
2936,2
2172,2
2451,2
3375,1
10386,1
719,1
2211,2
5829,2
10877,2
1086,0
4699,2
3598,2
3814,1
45,1
6305,2
606,2
1499,2
1456,2
2662,2
54,1
5602,2
2682,2
1298,2
751,1
6029,2
3566,0
2555,2
4258,2
11061,2
1596,1
1560,2
1886,2
1102,2
1956,2
1174,1
5582,2
2285,2
10531,2
868,0
2724,2
67,2
24,2
4398,2
4886,2
286,2
127,2
11301,2
5507,2
5905,2
3417,2
3282,2
6211,2
679,2
352,2
1591,2
684,2
2646,2
1374,2
10966,2
3118,2
1541,2
1129,0
2211,2
10256,2
10838,0
4285,2
195,0
3804,2
2570,2
5487,2
4786,2
1620,2
314,2
270,1
478,2
1270,2
4910,2
862,2
11058,2
1338,2
2438,2
3857,2
11318,2
2741,2
4644,1
611,1
5529,0
1868,2
610,2
5575,2
6008,2
936,1
2130,2
2283,2
1430,1
5999,1
405,2
2478,2
652,0
260,1
4722,2
703,2
4848,1
944,2
1970,2
1757,2
1491,0
1610,2
1271,2
1297,1
5067,2
1676,2
1391,2
69,2
2458,2
2020,2
1605,2
1044,1
69,2
2780,2
2502,2
848,2
443,0
3813,2
6407,2
3688,1
2730,2
3831,2
4309,1
4194,0
1471,2
2404,2
2438,2
2527,0
4575,1
4933,2
6580,2
6170,2
3211,0
5963,2
6679,2
5347,2
10673,2
1700,2
1799,2
308,2
2530,2
2837,1
1889,1
509,2
2143,2
1,2
5197,1
10334,2
5397,2
3585,2
2252,2
5022,2
1623,2
301,1
10192,2
2199,2
3220,1
1202,0
6033,2
2279,1
1200,2
5929,0
153,2
1649,2
1231,2
3938,2
1730,1
3374,1
2647,1
10207,2
2456,2
1694,0
10869,2
10438,1
501,1
1431,2
6807,2
388,2
4939,1
5715,2
2053,2
11031,2
6391,2
3512,2
2070,0
3505,0
1448,2
2388,2
10253,1
2763,2
3762,2
2368,2
4588,2
2399,2
1733,1
5373,1
742,1
3978,2
246,2
2062,1
5664,2
1694,2
4863,1
259,1
1563,2
230,1
1583,2
4485,2
3436,2
3448,2
4169,2
1978,2
1930,1
6559,2
2093,2
4528,0
2449,2
2669,2
11033,1
212,2
4573,1
906,2
11085,2
5980,2
4963,2
10351,1
5226,1
2333,2
1294,2
4800,2
1924,2
343,2
6606,2
2470,2
4612,2
5670,2
2682,2
3606,2
4896,2
2359,2
422,1
10397,2
2578,2
665,2
5428,2
1449,2
503,2
3148,2
2980,0
2277,2
1016,1
968,0
1285,1
1492,2
10917,2
6390,2
2184,2
842,1
6024,1
2291,2
2505,1
1892,2
405,2
1172,2
3816,2
1098,2
349,2
4806,1
1813,1
597,1
5652,2
10188,2
3008,2
5025,2
10247,1
3113,2
1651,2
2031,2
722,1
1062,2
4636,2
1687,2
10609,2
10358,1
1054,2
2145,2
2485,2
2515,0
1099,2
1585,2
132,2
5137,1
10249,1
2242,2
947,0
2559,2
3942,2
1225,2
2304,2
894,2
5384,2
44,2
4314,1
763,1
1580,2
757,2
633,2
4727,2
43,2
3022,2
4428,1
4355,2
306,2
146,2
3515,2
1798,2
430,2
2472,2
2099,2
3108,2
10528,1
5779,1
1949,0
6223,2
5351,1
4537,2
2953,2
17,2
910,2
1631,2
1779,2
2779,2
562,2
1223,1
2750,0
921,2
3736,2
1550,2
3818,2
265,2
1330,1
265,1
26,2
914,2
410,2
4745,2
549,2
2193,1
496,2
4450,2
2503,1
2190,2
9902,1
4,0
832,2
10651,2
1959,2
5605,0
825,0
10756,2
2482,2
815,2
865,1
4370,2
3932,2
6115,1
4066,2
705,2
2100,2
2217,2
1469,2
4959,2
1130,1
938,1
2147,1
5746,2
5842,2
1871,1
10205,2
5037,2
1490,2
5232,2
924,0
5352,2
1163,2
4318,2
1257,0
5320,2
209,0
2090,2
1790,1
705,2
291,2
4424,0
3837,2
1335,2
6160,2
6431,2
2297,0
2764,1
1300,2
3541,2
4303,0
1525,2
10879,2
1881,2
543,2
2841,2
10705,2
291,2
10843,0
280,1
1563,2
1484,0
2166,2
2168,2
4308,2
2197,2
2677,2
1719,2
1997,1
5609,1
237,2
9918,1
4042,2
2146,2
1833,2
1699,2
5414,2
6489,2
1364,2
10751,2
4348,2
1503,2
10859,0
4996,2
10943,0
10342,2
2374,2
2757,1
2241,2
1103,0
1791,1
654,2
10721,1
3183,2
4298,0
4273,0
3107,2
4676,2
2785,1
280,2
2380,2
1967,1
6654,2
1728,0
1550,2
5815,2
6127,2
1148,2
11,1
5878,2
1324,2
1145,1
2844,2
4721,1
1674,2
1123,2
11198,2
253,1
838,1
2589,2
10485,1
6076,2
769,2
1832,1
11107,2
3069,1
1329,2
839,1
982,2
2625,2
2742,2
2024,0
4691,2
10459,2
2445,2
1821,1
5788,2
970,2
977,1
10440,2
5355,2
1045,2
1593,2
1290,2
2457,2
482,2
2808,2
3079,2
11241,2
10791,2
1846,2
3561,1
6245,2
1595,2
3066,0
320,2
3323,1
3238,0
2162,2
3278,2
19,1
6171,2
2286,2
550,2
4732,2
2635,1
4568,1
3817,2
6220,0
4929,2
11097,2
730,2
512,2
2017,1
10714,2
346,2
516,2
1725,2
1652,2
104,2
2522,2
2305,2
136,2
2479,2
4741,2
345,2
4446,2
2136,2
6543,2
1493,2
2406,1
916,2
1015,0
2263,2
2213,2
364,2
6381,2
767,2
11078,1
2640,1
2396,1
1589,2
3914,2
328,2
1529,2
1202,1
674,2
11000,2
523,1
2138,0
679,2
4425,2
101,1
1373,1
996,2
6421,0
2768,1
3850,2
2515,2
993,2
10820,2
876,1
2940,1
4252,1
5073,2
12,1
5416,0
4005,2
1479,2
5847,2
1592,2
1915,2
10570,2
1608,2
991,2
4999,0
1661,2
4448,2
2259,1
2724,1
793,1
2636,2
2676,1
4269,2
890,1
495,1
21,1
2504,2
885,2
2404,2
1501,0
10212,2
957,2
10994,2
68,2
4316,2
6402,1
1636,1
6309,2
2419,0
4985,2
1029,2
10316,2
2604,2
499,2
2626,2
502,2
219,2
329,2
139,2
2870,2
12,2
786,2
4261,0
6742,2
836,2
5668,2
1875,2
1425,1
10265,2
2507,2
964,1
387,2
1106,2
5701,2
1794,2
1714,2
3844,2
2703,1
1913,1
5322,0
452,2
10762,2
6126,1
5458,2
1032,0
4937,2
170,2
9941,1
3144,1
206,2
1127,0
1548,1
10400,2
2332,2
2005,2
5637,1
5027,0
18,2
2567,1
10951,0
10811,2
1111,2
1633,2
5454,1
157,2
3929,1
1604,1
10938,0
1111,2
901,2
2632,2
5439,2
11187,2
165,2
6529,2
953,1
571,0
1422,2
1815,1
10388,2
2528,2
2585,1
2065,0
6425,2
2034,2
3620,2
2528,2
2388,2
2437,0
5336,2
2397,0
10382,2
4467,2
477,2
367,2
6121,1
4657,2
6011,1
1655,0
970,2
1145,2
2873,0
4950,0
2310,2
10410,1
1556,0
2473,2
2760,0
303,0
546,0
759,2
2141,2
6071,1
5659,1
5474,1
689,2
2651,2
2683,2
950,2
2876,0
5408,2
821,1
5386,2
456,2
2364,2
718,2
6806,0
2547,1
3901,1
4813,1
898,2
2489,1
801,2
2020,2
2572,1
4363,2
10844,2
4710,1
6530,2
1920,2
6375,2
2370,2
700,2
1684,2
6814,2
738,2
2437,2
2127,2
5525,2
1826,2
5042,1
2006,2
4381,2
10897,2
33,2
520,1
4147,2
2073,1
6781,2
559,2
1436,1
1272,2
3004,1
1640,1
3993,0
2057,2
6582,0
195,1
4972,2
2422,1
3681,1
1052,2
569,2
11257,2
2045,2
1699,1
2093,2
2423,2
10801,2
3134,2
441,2
572,1
4051,2
2731,2
480,2
4267,0
169,2
1638,2
