,norm
336,2
2013,2
1836,2
733,2
1353,2
533,2
6680,1
5819,2
10733,2
10115,2
1912,2
8723,0
2036,0
2284,0
1082,2
720,2
11096,2
2471,2
2235,1
490,2
2664,2
20,1
66,1
515,0
7960,2
9801,1
7105,2
2621,2
704,1
5875,1
1725,2
3915,2
160,2
9874,2
8097,2
1239,2
2674,2
11007,2
1633,2
1765,2
4290,1
2438,2
4560,2
338,2
8089,2
4699,2
5139,2
9354,2
1350,1
4544,2
1116,2
4078,1
4407,2
1630,2
4773,1
1913,2
1248,0
9517,1
299,2
8344,2
9435,2
9967,2
1968,1
7291,2
6624,2
1014,2
9003,2
1326,2
1948,0
2583,2
6071,1
8117,2
4693,1
4532,0
1637,1
1707,1
10388,2
2100,2
1934,2
316,2
6884,2
4673,1
9700,1
708,2
250,1
4195,0
6038,2
3613,2
6448,2
1989,2
960,2
8860,2
2070,2
7859,2
3551,0
4850,2
8687,1
3713,2
9416,2
281,2
1538,1
9637,1
9506,2
7388,1
163,2
1846,2
9877,2
2160,2
8903,2
4833,2
1364,2
949,2
9535,2
10038,0
5518,2
4000,0
4786,2
3342,1
5718,2
6821,0
1457,2
2002,1
10169,0
5851,2
11173,2
1757,2
386,2
2476,2
1450,2
7329,2
595,0
1065,1
4516,1
1094,1
2705,2
6739,2
6162,2
1554,2
8457,2
697,1
167,2
646,2
2394,2
339,2
9470,2
4948,2
8744,1
5363,1
5955,2
7738,2
10090,2
3885,2
1903,2
10730,2
9404,2
1798,2
6754,1
5563,1
3446,2
6864,2
7720,1
6155,2
8785,1
6557,2
10486,2
9734,2
5621,2
2170,2
1429,2
6119,2
5160,2
2308,2
5939,0
6252,1
1712,1
1346,2
345,2
5418,2
5834,0
10367,0
2745,2
11083,2
1659,2
8049,2
9644,2
1113,2
7214,2
2576,2
9730,2
1406,2
9655,0
5538,2
7669,0
4976,2
2310,2
10535,0
778,2
3979,2
1847,2
8278,2
7361,2
3778,1
828,2
1872,2
7168,2
7170,1
8734,2
7459,1
2207,2
6205,2
4851,2
4805,2
5807,1
394,2
788,1
8838,1
241,1
7775,2
1871,2
6831,2
2068,2
5669,1
5443,0
9307,2
2065,1
485,0
7451,2
2082,2
1077,1
4263,1
8812,2
10503,2
2415,2
431,1
8270,2
2596,2
2493,1
5454,1
7118,2
11180,2
10970,1
2748,2
2303,2
5348,2
10144,2
1932,2
8448,2
1243,2
10727,2
4185,1
5075,2
3400,1
6826,2
6377,2
2475,2
2373,2
3532,2
2718,2
7002,1
8707,2
1529,2
6635,2
2344,0
20,2
748,2
679,2
74,2
981,2
4490,2
7036,2
1358,2
11022,2
8900,0
5853,1
2051,2
6446,0
10274,1
5968,2
2135,2
1738,2
7566,1
8893,0
2320,2
9232,2
6384,2
2277,2
6413,2
9671,2
833,1
11059,1
2193,2
6134,2
9115,1
1617,2
3450,2
8277,2
7065,2
808,2
6307,2
4893,1
8003,2
4953,2
797,2
4374,2
88,2
1863,2
4118,2
8686,2
6928,2
9166,2
1269,2
10877,2
4823,2
8182,2
4553,2
601,2
8951,2
8099,2
6358,2
1542,2
2393,2
10218,2
9332,2
9887,2
9227,2
6666,2
2080,2
340,2
6976,2
6298,2
119,2
4647,1
8450,1
3375,1
11309,2
1120,1
8016,2
4099,1
972,1
1382,2
2265,2
1550,2
6812,1
916,2
10909,2
4663,1
11193,2
6756,2
1774,2
2243,0
2067,2
4051,2
4272,1
7652,1
10685,2
953,1
922,2
4461,2
6522,2
11149,1
2054,2
8109,2
5788,2
5641,2
7907,2
3728,1
1572,0
10656,2
740,2
242,2
8034,2
845,2
580,2
10827,2
7904,1
10699,1
3866,2
10365,2
9303,2
4492,2
1828,2
3734,1
5516,1
2566,2
4623,1
960,0
2592,1
5734,2
2600,1
3819,2
9044,2
2369,2
10880,2
3632,1
616,2
10405,1
4144,2
6150,1
2214,2
1997,1
2518,2
10043,1
11030,2
1543,1
889,1
2464,1
8468,2
2761,1
11064,2
1404,1
1148,2
2305,2
11035,1
2292,1
5002,2
2102,2
6531,2
4123,2
2381,0
1490,2
1723,0
6798,2
1913,2
247,1
860,2
7251,0
300,0
2632,2
4571,0
11211,2
4716,2
6226,1
371,2
9167,0
2223,2
2537,2
1621,1
5608,2
9468,2
2710,2
9457,2
4112,2
2612,2
11306,0
1221,1
10969,0
4241,2
3451,2
9907,2
6880,2
905,2
4449,2
4218,2
7235,2
1768,0
1826,1
6954,2
9808,1
9433,1
8493,2
7501,2
7021,0
9319,2
8258,2
1869,2
8361,2
2104,2
4368,1
9868,2
8990,2
1968,2
3617,2
341,1
2434,2
2581,2
562,2
2769,0
857,2
6658,2
6726,1
6753,2
1633,2
10822,2
10376,1
6646,2
2071,1
11150,2
365,1
10096,2
10056,1
6496,1
8987,2
91,0
8602,1
9947,2
5069,2
4109,2
8572,1
6425,2
1543,0
4762,2
1939,2
3877,0
2540,2
8648,2
1409,0
7666,0
709,1
793,2
10899,2
9247,2
1867,2
5058,2
5935,2
9051,2
8305,2
350,0
2212,2
4392,1
6760,2
1597,2
1274,1
4810,2
2516,0
2270,2
10985,2
4175,2
1237,2
4789,0
807,2
1199,2
274,2
1373,1
1612,2
399,2
319,2
5646,2
1803,2
9586,2
2741,2
9425,0
8406,2
8236,0
6073,1
7712,2
10791,2
1691,2
153,2
8656,2
2177,2
302,2
9607,2
10162,0
2722,2
1055,1
8612,1
1951,0
7819,1
357,2
6055,2
617,1
4311,1
9503,2
2576,2
4125,1
4468,2
2371,1
6883,2
1346,1
210,1
237,1
2507,2
7727,2
9392,0
1850,2
846,2
2031,2
93,1
5018,2
326,2
2486,2
2092,0
6029,2
3664,1
6977,2
10959,0
8502,2
1393,1
2575,2
6747,2
1067,2
976,2
3534,0
5424,2
1701,2
2392,1
5147,2
4364,0
4495,1
6145,2
58,2
2569,2
6244,0
1636,2
854,2
7488,1
1961,2
2036,2
2555,1
10254,0
10770,2
4926,2
632,1
1196,2
10627,1
10023,2
138,2
335,1
6906,2
5768,2
10117,2
6561,2
10251,2
8930,2
3938,2
11291,2
8728,1
2405,2
7177,1
8246,2
6799,0
9116,2
679,2
10062,2
3593,2
10551,1
381,2
6532,0
7568,2
589,2
3406,2
8352,2
6176,2
5070,2
10979,1
9614,2
2069,2
1193,2
2252,2
3968,2
1587,2
855,2
196,2
10157,2
4091,1
10459,2
2605,2
7746,0
7045,2
3688,1
2483,2
5490,2
5977,2
8055,2
2148,2
6324,2
480,2
2642,2
4644,1
5779,1
9921,1
6075,2
1902,0
883,2
8313,2
262,2
7441,2
2009,2
1072,2
929,1
1335,0
6187,2
9396,1
10488,2
2172,2
1919,2
9854,2
5843,1
6364,2
5191,2
8942,2
8913,2
2724,2
4192,2
5738,2
6935,2
907,2
7237,2
5217,0
9919,0
6463,2
3727,2
4198,1
7773,2
542,2
2351,2
4462,1
10544,1
2127,1
1507,2
4958,1
1965,2
508,2
3917,2
407,2
10460,2
10713,2
7543,1
1126,2
5029,0
2408,2
7807,2
2017,0
5744,2
8514,2
11101,2
1774,2
2489,2
1068,2
3565,2
4787,2
1439,2
2660,1
11305,2
8768,0
2188,2
1907,2
330,1
7828,1
1044,2
5112,2
7747,2
1781,2
1032,2
1577,2
8513,2
5671,2
5554,2
7199,0
1166,2
227,2
3894,2
10350,2
4048,2
1954,1
7449,0
9139,2
7667,2
11192,2
2330,1
1950,2
8530,2
9188,0
4475,2
8977,2
331,1
10866,2
6855,1
497,2
4966,2
8317,1
2397,0
8116,2
1730,0
4924,1
1506,1
459,2
7344,1
7050,2
1847,2
1351,0
456,2
7515,2
2221,0
3755,2
10643,1
1733,1
4855,1
1485,2
3963,1
1613,2
10538,1
89,1
9818,1
9484,1
8842,2
8229,1
2608,2
1385,2
90,2
8996,2
412,2
7795,2
6677,2
5375,2
2494,2
2109,1
647,0
9819,0
1491,0
3775,2
4429,2
73,2
1520,1
5396,2
1501,1
5197,1
3749,1
8776,1
11056,1
8501,1
2256,0
1134,2
462,2
9107,2
1005,2
2673,2
7661,2
9008,2
6281,2
3581,2
598,2
10142,2
6669,1
333,1
5785,2
8481,1
64,0
11111,2
138,2
575,2
2758,2
5993,0
8773,2
6503,1
7434,2
9120,2
554,2
7694,2
1555,2
6020,2
10167,2
5358,2
2417,2
6406,2
7012,2
681,0
1643,2
1296,2
4022,0
733,2
2439,2
8813,2
3882,0
5539,2
9203,1
9210,1
866,2
4497,2
1433,1
1734,2
11088,2
2495,2
7282,2
6921,2
10784,2
4653,0
8806,2
11043,2
2131,0
6475,1
9221,0
8201,2
1713,2
10706,2
1948,0
1563,2
9340,2
100,2
10614,2
7456,2
4245,1
447,2
761,0
735,2
584,2
5829,2
284,2
7560,2
359,2
2465,2
2182,0
467,2
9604,1
362,1
1775,2
1852,2
4330,2
1890,2
10883,1
2636,1
10684,2
2195,2
10259,2
886,1
1372,1
146,2
8833,1
2059,2
619,2
1200,2
2431,2
5737,2
5689,2
7380,1
7952,0
2531,1
7163,0
5761,0
5212,2
1053,2
8742,2
8389,2
9688,2
2395,2
2656,2
1625,1
8291,0
1002,2
77,2
1359,2
1749,0
785,0
10910,2
11289,2
1698,2
10776,2
2526,2
997,2
1857,2
8390,2
2167,2
1638,2
2443,2
10989,2
10092,2
1010,1
1034,0
21,1
1553,2
9284,2
10603,2
8321,1
10039,2
1958,2
1626,0
4169,2
9728,2
1202,0
9031,0
132,2
8525,2
6969,2
8384,2
8956,2
7171,2
7273,2
1443,0
6465,2
2745,2
11250,2
1843,0
10034,2
2481,1
1579,2
4347,2
593,2
948,2
6065,1
4736,2
3599,0
5471,0
3457,2
6733,2
1150,2
725,2
1791,2
1822,2
8921,2
834,2
2093,2
7571,0
1706,2
9597,2
5356,0
4579,2
734,1
460,2
3291,1
6551,2
2315,2
916,2
50,2
10477,0
9837,2
1020,1
596,2
2169,0
7695,2
395,1
10920,1
8295,2
5152,2
2058,2
1497,2
2402,2
7294,1
10094,0
4473,2
1687,2
5855,2
8354,2
9566,2
114,2
8846,0
516,2
472,2
7495,2
8491,2
155,0
1093,2
2665,0
3487,1
1717,0
2232,0
8706,2
1162,0
806,1
5931,0
10371,0
10143,2
355,2
2749,2
3858,2
7248,2
2363,2
4025,2
6544,2
8416,2
118,2
9706,1
1434,2
8377,1
8077,2
117,1
3962,2
1021,2
9977,2
2292,2
10823,1
10815,0
549,2
2527,1
6638,0
7212,2
5634,2
1862,2
1414,2
3951,2
2214,0
3497,2
7787,2
2206,2
7097,2
1472,1
8057,2
1015,2
7618,1
465,2
1667,0
4044,0
9183,1
894,2
1265,2
6023,1
8172,2
10800,1
2355,2
125,1
5447,2
8145,2
2125,2
10210,1
10330,2
6767,2
11273,2
10361,2
7533,2
51,2
10368,0
9803,2
1460,2
2400,2
831,2
10954,2
7480,2
4845,2
7255,2
8639,2
605,2
3683,2
2736,2
10902,1
4188,2
1101,0
5849,2
6499,1
4763,1
628,2
1660,2
2655,2
2064,2
1882,2
11003,2
597,2
7602,1
2416,2
9895,2
423,0
2203,0
6428,2
10490,2
1983,2
1130,1
201,0
2433,0
6161,2
2007,2
1300,2
8458,2
5339,1
10089,2
1406,0
2076,1
863,2
1993,2
8565,0
966,2
7208,0
5287,2
7082,1
2052,0
4458,2
7472,2
1330,2
6103,2
274,1
482,2
9414,2
8604,2
8052,2
1714,0
10222,0
2207,1
8203,2
7295,2
4791,2
10640,1
7300,0
4840,2
2753,1
7881,2
1408,2
9829,1
1984,2
1194,2
11045,1
7648,1
8148,1
5812,2
7760,2
5239,2
1508,2
5273,2
2669,1
552,2
277,0
2017,2
5373,1
874,1
1678,0
419,2
1168,1
239,0
9619,2
5007,2
2244,2
998,2
7990,2
202,2
5811,2
8651,1
10972,2
791,1
919,2
2372,0
4732,2
9168,2
7418,2
2487,0
8000,2
1161,2
1052,2
10559,2
1650,0
6088,2
1263,1
10924,0
1108,2
5548,2
9483,2
10061,0
2150,1
1014,0
1496,1
370,2
6410,2
10385,1
6179,2
8461,0
5171,2
6370,1
758,2
5882,0
2672,1
9863,1
10766,2
2747,2
11063,1
9390,0
6623,1
1545,1
648,2
649,1
7813,0
9500,2
4597,2
2424,2
1904,2
7245,2
847,1
4688,2
7502,1
8727,1
1997,2
9975,2
7133,2
4624,0
11282,1
2633,2
10200,2
8225,2
1156,2
827,2
10999,2
311,1
587,2
7724,2
11268,0
5456,2
5544,2
1204,2
10711,2
498,0
10394,1
5511,2
9795,2
1464,2
8112,2
11283,2
2337,1
9711,0
4200,2
561,2
8795,2
3830,2
8418,0
34,2
8391,2
2251,2
10796,1
200,2
8827,1
2299,2
3827,0
3662,2
4443,2
2637,0
2768,2
1448,2
10806,2
6067,2
7984,2
466,2
7292,2
2667,2
447,2
7464,2
6273,1
9821,2
6609,1
7042,2
805,2
8396,2
2582,2
4089,2
2596,1
8074,2
2466,1
1268,2
387,2
748,2
9708,0
764,2
1423,2
751,1
569,2
2779,2
9264,2
7598,2
8130,1
6027,2
7979,2
4556,2
982,2
11028,2
9930,2
3467,1
3957,2
486,2
11256,2
6414,0
7801,1
950,2
1764,2
8666,2
7874,2
1127,2
10903,2
1865,2
4528,0
7230,2
10374,1
5266,2
9005,2
9036,1
3717,2
10413,0
2715,2
10347,2
6398,0
7683,2
8539,0
9452,2
11181,2
3708,0
2269,2
7798,2
10074,1
7277,2
285,0
5081,2
6875,1
4735,2
6685,2
757,2
1553,0
938,2
10821,0
4679,2
273,2
10817,2
5497,2
6092,2
2519,2
4411,0
749,2
10168,1
610,2
1546,2
1744,2
6692,2
6294,0
1671,2
6109,2
2547,2
9920,0
4086,2
10794,2
4288,2
2650,0
1267,1
6478,1
6777,1
8011,2
4472,2
2035,2
1569,0
2062,1
5080,2
1635,1
8615,2
2127,1
4620,2
1535,2
6994,2
1499,2
5340,0
1753,2
10867,2
520,1
145,1
5089,1
6022,1
1723,2
9993,1
126,1
6468,1
702,0
10048,2
1102,2
565,2
9536,2
213,2
9040,2
7216,1
2435,2
3582,0
3528,1
1662,1
9766,0
2334,2
4404,0
9773,2
10083,2
3871,2
9771,2
8715,0
1340,2
5894,2
920,2
7327,2
10888,2
686,1
4829,0
1339,1
592,1
3881,2
4545,0
6369,2
706,2
4566,2
5361,2
2266,1
11210,2
9908,2
3306,1
576,2
9531,2
10448,2
3740,2
7331,2
1724,2
1611,2
913,2
9428,2
2142,2
1935,0
772,2
9465,2
1876,2
3883,1
8593,2
10334,2
2591,2
5005,2
2104,2
9270,2
1124,2
4863,1
3670,1
10802,0
6337,2
741,1
10737,2
5236,1
2096,1
10587,2
1198,1
2003,1
9294,1
5234,2
1747,1
11061,2
380,2
8333,2
9451,2
6891,2
10358,1
10728,2
10629,2
3,2
8274,2
9049,2
577,1
4666,2
87,2
643,0
1644,2
4460,2
11279,1
8840,1
2283,2
6627,0
9785,2
11322,2
607,2
1174,1
3621,2
5046,1
7513,1
5246,2
4276,2
10203,2
1955,2
1016,2
1180,2
9117,2
8266,2
2218,2
7312,0
859,1
1192,0
9444,2
4132,2
4110,2
8410,1
6269,2
5376,2
5009,1
1844,1
4159,2
7019,0
7385,1
3849,2
1785,2
10855,2
5110,0
72,2
1083,1
967,2
7546,2
5866,2
7876,2
1730,1
2422,1
5054,2
10225,0
9689,2
10176,2
2756,2
283,0
4989,0
9600,0
4201,2
10719,1
10449,2
1160,2
10305,2
1343,2
1181,1
10892,2
7647,2
1962,2
644,2
3876,2
2508,1
321,1
4299,2
1925,2
6738,2
6033,2
10700,1
9865,2
9777,2
6647,0
385,2
2734,1
4020,2
6268,1
1056,2
3572,1
10655,1
8683,1
8817,1
4222,1
7081,2
7982,2
868,0
5488,2
4409,2
5710,1
8191,2
9923,2
11,1
496,2
611,2
5682,2
1105,2
4308,2
7463,2
5527,2
9981,1
8475,2
1558,2
4835,2
2702,2
10370,2
1150,2
6524,2
5174,1
10984,2
4259,2
457,2
6741,2
8162,2
317,2
261,0
5688,2
5208,2
1551,2
1904,2
822,2
8681,2
7933,2
7594,2
2767,0
2588,2
1856,2
1729,2
884,1
7522,2
2055,2
5163,2
9574,2
5889,2
10147,1
473,2
1070,2
1672,1
5381,2
3515,2
3440,2
3846,1
390,0
11238,2
6506,1
6195,2
3864,0
9652,0
1013,2
8548,2
3758,2
10824,2
4513,1
1990,1
968,2
396,2
10641,2
1045,2
4405,2
10,2
7023,2
2783,1
10360,2
2479,1
9783,1
2208,0
7252,2
2052,2
5377,1
4625,2
9447,2
172,2
11170,2
872,0
787,2
8465,1
261,2
5728,2
10452,2
5205,1
5427,2
6047,2
5101,2
243,2
945,2
6867,2
364,2
8150,0
304,1
1431,1
943,2
5062,2
9204,2
1718,1
1178,1
2449,1
191,1
2250,2
2033,0
9994,2
1898,2
10914,1
279,1
5543,1
10145,0
1084,2
1653,2
8537,1
10482,2
2498,2
6108,2
2764,2
9045,2
9924,1
216,2
9374,1
8224,2
2192,1
1998,1
4888,1
3492,2
1468,2
8709,2
699,2
7809,2
5540,2
6124,1
621,2
8504,1
7612,2
7961,2
5781,2
6536,2
2444,2
2716,2
5918,2
6407,2
7554,2
1021,2
6318,2
888,2
2441,0
3656,2
9621,2
1412,0
1030,2
3564,1
9705,1
2105,2
7360,1
1439,2
8933,2
8129,1
5676,2
228,1
3458,2
2220,2
9234,1
5253,2
3907,2
4387,2
2088,1
6784,2
11184,2
11178,2
2362,2
1619,0
1183,2
4582,1
1996,0
599,2
5091,2
3578,2
1992,2
2028,2
9494,2
6234,2
561,2
9851,2
5694,2
2029,2
195,0
6308,0
6889,2
4919,1
2107,1
10654,0
3591,1
1911,2
1152,0
3797,1
7584,0
5056,2
6498,2
7935,1
9047,2
764,2
9158,2
4853,2
7875,2
547,1
4695,2
2225,1
2688,2
9982,2
6851,2
7450,2
522,0
7665,2
10780,1
8255,0
751,2
3590,2
842,1
300,2
2456,2
4659,2
4365,2
9376,2
10238,2
3592,1
6648,0
5194,2
5437,2
3469,2
1911,1
8555,0
117,1
8408,2
1278,2
8318,2
6558,2
862,2
1957,2
4700,1
3718,1
9132,2
1302,2
5530,2
5711,2
6102,2
4388,1
9781,1
2436,2
3583,1
698,2
480,2
10161,2
306,2
8045,0
9006,2
1342,0
10165,2
1083,1
4274,0
10608,1
8916,2
11303,1
9951,1
8675,2
10288,2
101,0
6606,2
918,2
3477,2
1396,2
9754,2
815,2
5286,2
9357,1
700,1
57,2
2733,2
3625,2
2703,2
2624,1
3682,1
6480,2
4868,2
4014,2
1186,2
8767,2
4547,2
8855,2
2777,2
5642,2
10750,2
7737,1
9475,1
1076,2
5272,2
4012,2
2603,2
1825,1
10731,1
9978,1
2159,2
8125,2
7589,0
1246,2
8917,1
8934,2
9014,2
2129,2
4452,0
8105,2
4867,2
3931,2
2276,2
1805,0
1191,2
2550,0
8699,1
9778,2
5179,2
8,2
7999,2
6300,1
10671,1
3975,0
2240,1
6803,2
4568,1
5521,2
1881,2
6697,0
5860,2
8399,1
1481,2
7484,2
3691,1
2103,2
10442,2
763,1
2699,2
613,2
3463,2
1123,2
7210,2
4499,1
5576,1
2725,0
9384,2
4400,2
5987,2
7234,2
458,0
4524,2
398,2
2689,2
2048,2
7394,2
5397,2
4453,2
10651,2
10266,1
5803,2
2255,2
7148,2
1814,2
662,2
4745,2
8356,2
6634,2
6374,1
837,2
2787,2
1020,2
5371,0
34,1
1440,2
6184,0
1047,2
5485,1
59,2
4990,2
8281,2
3486,2
10522,2
1998,2
10197,1
9262,2
1721,2
5869,2
2610,2
8662,2
7150,0
7068,2
10319,2
1940,1
7511,2
8102,0
3760,1
10529,0
8476,2
1142,2
581,0
6836,2
5912,2
470,2
189,0
13,2
11167,1
2380,2
368,2
10409,2
5172,2
6720,2
319,2
5924,2
9282,1
308,2
4954,0
8208,2
7130,2
7182,2
8240,2
4190,2
4621,2
1253,2
1011,2
2068,2
10116,2
9603,2
1338,2
133,2
9153,0
1091,2
8935,2
8227,2
1806,2
6207,2
7006,0
4881,2
10874,2
1058,2
1187,2
5150,2
5675,2
4455,2
10781,2
2784,2
7835,1
6474,2
816,2
4251,2
4573,1
7921,2
2658,2
10578,1
10940,1
7767,1
9558,2
4095,2
10583,0
6490,2
2640,1
2269,2
817,2
9301,2
8106,1
8611,0
5255,2
11067,2
4822,0
6876,2
244,0
1085,1
10577,2
7852,2
611,1
1067,2
769,2
10134,0
2762,2
1557,2
1551,2
5716,1
2229,2
8667,2
2302,1
32,2
8232,1
7473,2
7435,0
2756,2
7780,2
1226,2
6121,1
1562,2
744,2
9998,1
3594,2
6570,2
7397,2
6144,2
10527,1
721,2
5225,2
5202,1
9108,1
1074,1
904,0
5937,2
199,1
6672,2
6678,0
8237,2
1366,2
7628,2
11140,2
9848,0
1735,2
9011,1
2663,1
9002,1
8832,1
8531,1
7407,2
2470,2
11244,1
1168,2
8981,2
425,2
9175,2
9075,2
2602,1
11160,2
7872,2
2365,2
9217,0
1211,2
1673,0
6460,2
9394,2
10546,2
5962,2
5921,0
145,0
955,2
5558,1
7175,2
3742,1
9909,2
6744,0
11259,2
1813,1
9554,2
1158,2
6722,0
10219,2
3914,2
4554,2
164,2
1493,2
405,1
10333,0
