,Unnamed: 0,index,text,class
65,65,14945,RT @DatNigPriest: @1BookieG not all of us my nig! I'm light skin with a dark skin mentality lol. We all black,1
66,66,13241,Never trust a bitch cause these bitches fuckin' anyone. Say you know a faithful bitch where she at? I Gotta get me one,1
67,67,16385,RT @MarqsBack: &#8220;@viaNAWF: Twitpic your reaction if you find out the love of your life selling pussy/sold pussy on backpage&#8221; http://t.co/xZi&#8230;,1
68,68,2391,@Alan_Casillas niggah lol i had 6 beers before i went to the bar then had 4 beers at the bar then got a 12pck on the way home lool,1
69,69,1035,&#128555;&#128555;&#128555;&#128555;&#128555;&#128532;&#128532;&#128532;&#128532;&#128532;&#128532; this fucking bitch Rachel needs to die please,1
70,70,7664,"All you pussies is losers, all my niggas is winnin",1
71,71,6041,@goodgraces_ ok faggot http://t.co/zdGtE9GvzX,1
72,72,17624,RT @ThatsFoodPorn: Oreo Donut http://t.co/obytemi3Ed,2
73,73,19194,RT @iRelatesGirl: when that one stupid bitch pops up on your timeline... http://t.co/ai00UolEez,1
74,74,18383,"RT @__PrettyBlaack: If a bitch think I'm worried about her , that bitch overthinking &#128557;&#128514;&#128581;&#128129;&#128582;&#8252;&#65039;",1
75,75,4111,@MikeTattaglia happy birthday!! I hope the bitches got you something good,1
76,76,8772,Dom calls me bitch boy,1
77,77,6565,@lettherainefall sucks to suck bitch.,1
78,78,16955,RT @ProBirdRights: A marry between a man and woman people sloppery slop;then what is prevent a bird from marriage my sandwich??? I'm in lo&#8230;,2
79,79,15326,"RT @Garvey_B: New sign up at mong kok protest site says: ""fight for democracy and oppose the communists to have a future"" http://t.co/w2pOn&#8230;",2
80,80,15605,RT @Ilovebamf: #tbt with these bitches glad I met these fucks @Savage_530 @Brandonjw02 @JP_Gentleman #Friend&#128563; http://t.co/NHEeCJ7ukb,1
81,81,19914,RT @rhythmixx_: &#8220;@aliyahgrubb: Kanye West is a costume not a mock of a race.&#8221; girl I hate to do this but Kanye is a human not a costume but&#8230;,2
82,82,20307,RT @wcvbkelleyt: Just me or are there a lot of tweets from media tonight about election night food??!! For the record: cheese &amp; crackers @s&#8230;,2
83,83,17679,RT @TheKyleHardy: Serving size is Latin for you&#8217;re a little bitch,1
84,84,19635,RT @marthayabish_: that's the type of bitch that I hate,1
85,85,22789,Where's this bitches parents tho. Go home you thot.,1
86,86,8388,Catch me on the episode of Vampire Diaries tomorrow night. I bitch slap @KatGraham,1
87,87,6951,"@ryanhoover @toddkincannon I'm a vet Ryan. TK rocks! You're just a useless geek. Oh, and you have a face like a bitch.",1
88,88,23551,all I eva wanted was some muh fuckin guala,1
89,89,20302,"RT @warningfragile: everyone always says girls are really bitchy, no. some boys are fucking inconsiderate bitchy cunts it is actually disgu&#8230;",1
90,90,23494,Your bitch playing games? I may be the joystick,1
91,91,273,"""@VineForTheByrd: On my way to fuck your bitch https://t.co/4lMTFNL2iy""

LMFAO KITTYCOPTER",1
92,92,15402,"RT @HBCUfessions: ""Mannn these hoes for everybody"" other words don't love these hoes especially at - FAMU...",1
93,93,11412,I'm the crazy bitch that will call you 10 times in one hour,1
94,94,8013,Big G-Day s/o to @MauricePrice17 #FreeBoosie nicca lol!!!!!,1
95,95,9763,Heard some good news today and all I gotta say is karma is a bitch &#128521;&#128139;&#9996;&#65039;,1
96,96,21422,That pussy came gift wrapped,1
97,97,21855,"They be looking at Tom Brady while he going off on tge sidelines like, Whatever bitch. Lol",1
98,98,129,"""@GirlThatsVonte: These hoes be thinking Meat won't slap they ass &#128564;&#128075;"" ainna bruh",1
99,99,4756,@StephyRae7 No I'm pimping out you and those guys at the park playing bitch volleyball. #HairyChestsDoee,1
100,100,13202,"Naturally, when a shitty leftist rag talks trash about another shitty leftist rag, you better fall in line. Or you're out of the club. #crw",1
101,101,8359,"Can't stand the Yankees but Jeter hitting a home run in his final at bat in NYC would be cool. 

Getting beaned would be better!",2
102,102,14085,RT @AP_Noticias: #&#218;LTIMAHORA El republicano Charlie Baker elegido gobernador de Massachusetts. #Election2014 #APracecall http://t.co/qkbWQ&#8230;,2
103,103,8734,"Difference between ""niggers"" and ""niggas"". #Tupac my OG &#128175; https://t.co/L2Fm9cFgFW",1
104,104,18506,RT @_xchaazelle: most of the bitches he fw not old enough to get a ID &#128514;&#128514;so what that tell you &#128129;,1
105,105,3982,@MANIAC3X buck beaners &amp; security started pushing him &amp; that jetsgreen faggot around,1
106,106,16923,RT @Poochda63: I go to take the trash out and a darkskin nigga stole my damn garbage,0
107,107,3616,@JawShoeeAhhh @FabianMleal fuck you bitch lol,1
108,108,19509,RT @letsargueboxing: @staycoolwheels screaming like a little bitch lmaooo,1
109,109,6239,@jeffjam @toddgunter @cgoodwoman They do. Why else do teachers constantly bitch about pay?,1
110,110,22967,"Women want a Best Man Holiday type of nigga meanwhile you have mad THOT pics on ya gram talking about ""this could be us"" bitch die",1
111,111,6226,@jay_ibarra95 uhh no bitch I never overplayed itv,1
112,112,13835,Photo: anarcho-queer: &#8220;Anarchism stands for a social order based on the free grouping of individuals for... http://t.co/Iy6Gro4t8Z,2
113,113,2963,@DanielSizelove pussy,1
114,114,3129,@EricWithAHotDad bitch I'm done with school,1
115,115,24614,triple nipple ass hoes!!,1
116,116,4781,@SteveWorks4You you havent evolved as a human being. Typical meathead redneck. I pity you. You dont know what freedom is about......,2
117,117,17617,RT @ThatNiggaKeek: remember in a relationship.. her friends are NOT yours.. &#128581; they'll let her be a hoe...,1
118,118,10347,I got a main bitch I got new hoe love my Ak but I got my .44,1
119,119,63,"""@Addicted2Guys: -SimplyAddictedToGuys http://t.co/1jL4hi8ZMF"" woof woof hot scally lad",2
120,120,2344,@ABC its time. amend 14th amendment it was written to protect newly freed ex slaves. Its lived its purpose. time to end anchor baby loophole,2
121,121,14912,RT @DamianSHughes: &#8220;@G_Verch: Damn I hate being a huge pussy&#8221;,1
122,122,16902,"RT @PinkSapph: If a hoe is talking to your man, she's not the problem, he is. The fact that hoes feel welcomed reflects on how he acts behi&#8230;",1
123,123,22502,Wayne crazy.... New Orleans ass nicca lol,1
124,124,3510,@InedibleFood Quickscoping trash. TAKE OF THE TONY HAWK SETUP AND PLAY NORMALLY. THAT'S NOT WHAT SNIPERS ARE FOR!,2
125,125,15812,"RT @JimNorton: Sterling is a cunt. My point is simply until everyone has privately taped conversations released, shut the fuck up.",1
126,126,1237,&#8220;@DuncanHines_: @KB_Three fck you nigger&#8221; lol jk bra,1
127,127,19999,"RT @shakiraevanss: Criticize Amanda for saying the n word, sure, but don't make jokes about her sexual assault, don't be trash.",2
128,128,21695,"There's dudes on twitter who have no respect for their dick.You know,the mirror selfie niggaz,the nude droppers,dick avis,pussy eating avis?",1
129,129,10343,"I got a Lambo, 2 doors. 2 seater, 2 hoes.. Yokohamas, no vogues. Man that bitch beautiful. - @jesus",1
130,130,2477,@Ari_Tweetz lol na bitches like crazy if the D good &#128064;,1
131,131,9050,Fake tits? &#8220;@VelvetHoopD: A hoe??&#8220;@Steph_Badd: Can u guess what I was ? &#8220;@DJZeeti: Twitpic your halloween costumes&#8221; http://t.co/ECs7nlEkKa&#8221;&#8221;,2
132,132,405,"""@trestiffer: Hi bitch 
No bitch
Bye bitch"" http://t.co/RbcRXMRtQP",1
133,133,18325,RT @_MykalaJ: @whitakerc54 blame it on the yellow chucks lmfao,2
134,134,10861,I said middle school days as in the ghetto way people... &#8212; and what I am nor here to impress you what are you go... http://t.co/qYpvIKcRfY,2
135,135,24382,"ray Allen like, ""MAN!! that's some goddamn motherfucking cunt ass bullshit!!!"" cus it is",1
136,136,11842,Iont care about where a n%a been where a bitch goin or the kinda shit they been thru!!,1
137,137,13256,New test makes your poop neon colored if you have colon cancer &#8594; http://t.co/GiGzo0ntpD,2
138,138,18600,"RT @aychmoore: most teachers abuse their position, there's teaching with discipline and there's being a cunt, most are cunts",0
139,139,23158,"Yes lawd &#171;@JusDahl God took extra time on you... &#8220;@jaleesaraex: ""you have lips like kylie jenner""
...bitch I'm black http://t.co/zj2Guu0pCM",1
140,140,4699,@ShojoAIE a bright neon yellow gauntlet,2
141,141,9492,"Good day, honkies. ...I said GOOD DAY! ...honkies.",2
142,142,11007,I wake up every morning wishing a bitch would.,1
143,143,5055,"@TurdJerguson @Liquorface 
Yup! And now we pickin you white bitches bare like a chicken leg",1
144,144,2195,1 baby Momma no bitch no wife like PAC u need a thug in ya life,1
145,145,20950,So glad I found a good girl and don't have to deal with these wild ass hoes they have nowadays.. Ratchets.,1
146,146,9815,High school is tough for everyone. Grow the fuck up and stop being a little bitch. That should be a tag line for my new speaking tour,1
147,147,7825,As soon as a Democrat gets a chance to ? the political hack #foxnews goes to commercial then back with Bolton LMAO #teabaggers #benghazi,2
148,148,7209,@true_east_ trash what? http://t.co/IUdvnQCkB4,2
149,149,24769,"you lil dumb ass bitch, i ain't fuckin wit chu!.. i got a million, trillion things i'd rather fuckin' do.. than to be fuckin witchu.",1
150,150,21344,Thas my bitch too,1
151,151,17402,"RT @SportsCenter: Storybook ending in New York. Derek Jeter walks off a winner at Yankee Stadium, http://t.co/pRS2lWATK7",2
152,152,10076,I bent yo bitch over that's why you mad these niggas broke that's why I laugh,1
153,153,14581,RT @CallMeRenee_: &#8220;@1inkkofrosess: stupid ass toe dog dam&#8221;&#128514;&#128514; bitch you mad at your toe &#128553; dumb hoe yo toe aint wanna be stomped .,1
154,154,6637,@mark_mac18 @sheppast @rianscalia groves is trash IMO,2
155,155,9199,Friday is gunna be my bitch,1
156,156,15247,"RT @FriendlyAssh0le: If I got something to say to you, ill @ you, until then, dont be concerned about my tweets, bitch.",1
157,157,4190,@Mr_Greatness28 I send them hoes because ain't nobody gone play me but geez lmao not when they ask for them,1
158,158,4944,"@TheOneMiss_Luu But if we loved again, I swear I'd love you right. Btw bitch you better not be googling these lyrics! Mine is from the &lt;3",1
159,159,8714,Dhugga Dhugga baby D H U G E R kiss a nigga bitch perfect no CPR &#128068;,1
160,160,5714,@chanelisabeth cuz ur a bird bitch,1
161,161,2418,@Almighty_Woo he said he got you in workouts pussy!!!!!!,1
162,162,20748,She said aye whass hannin lil bitch lol,1
163,163,5574,@baaaabyshaaaay_ My niggah!!,1
164,164,10473,I hate that one random tear that comes out when you haven't blinked &#128560;like nigga stop being a bitch &#128162;,1
165,165,8199,"Brooooooo that wingstop went sooooo clutch, I straight ran through that hoe!!",1
166,166,3133,"@ErinSaberSix im 99 slay bitch, im wearin bandos armor cause im so rich, i got my slayer helm and my whip droppies",1
167,167,12881,Moms is a hoe...a disrespectful one &#171;@JusDahl Y'all bitches are trash http://t.co/bDftUen6Rm&#187;,1
168,168,18366,RT @__BrighterDays: I don't be worrying about these messy hood ass hoes but they worrying about me though. Why? &#128583;,1
169,169,2103,"' Someone let me know why Drake so cold ? &#1041185;&#1041240;&#1043358;&#1043351;&#1043323; He my favorite rapper , this niggah HARD .",1
170,170,17152,RT @SAMMI_boyden: Fucking James tried to tell me Jawga Boys sucked. I went ape shit dude @savanigga @OfficialDThrash @jawgaboyz,0
171,171,11759,Im the biggest pussy when it comes to scary stuff,1
172,172,16990,RT @RIPvuhsace: Mayweather a lil bitch this nigga out here dancing,1
173,173,11769,"Im wearin one of walmart jackets around walmart, is that ghetto? Lmao fuck it.",1
174,174,13163,Mykel stay wit all the bad bitches &#128514;&#128557;&#128530;,1
175,175,2487,@AsapTwelvyy bruh bruh that bitch ain't loyal !,1
176,176,11459,Idc I eat the pussy &#128513;,1
177,177,7961,Be my backbone every nicca need a spine,1
178,178,22146,This stank bitch steady calling.. I wonder how she get my number!,1
179,179,2756,@CallNeeshCakey umm bitch hello I was not alive so I clearly DOBT have it,1
180,180,14339,RT @Beautiful_Fool: Now he apologizing. Lol Fuck that hoe and her shot up pussy!,1
181,181,4676,@SethMacFarlane Deep in my pussy were your tongue should be. Dial 911 if you need halp.,1
182,182,5779,@cryancarfield haven't you ever heard the story of the birds and the bees,2
183,183,1086,&#8220;@ALaQuannD: Woaaaahh that coat though lol&#8221;nigga too warm in that hoe,1
184,184,7692,"Always wanted to fuck that bitch, thank you god I fucked that bitch",1
185,185,19244,RT @ilywhitesiders: Jacob needs to stop being a little bitch and follow me on Instagram,1
186,186,4088,@MichhelleAshley who is this we..? I dont love hoes,1
187,187,16961,RT @ProudlyLiberal2: Charlie Crist wins Democratic primary http://t.co/FunqXo8O4O,2
188,188,19464,"RT @kreptplaydirty: Jammer just said to me he thought ""mustard on the beat ho"" was saying ""Abdullah on the beat"" this whole time LOOOOOOOL",1
189,189,18572,RT @antglizzygg: Tell your bitch that I'm that nigga now,1
190,190,22093,This little bastard comes unto spinelli's all the time just to do his little wigger rap thinh and try to say it AT me like I'm gonna die &#128514;,1
191,191,1151,&#8220;@Bossman_Carl: I just wanna do something for somebody&#8221;boy sound desperate than hoe how you bout you start off and flat that nose of yours,1
192,192,21217,Suck my dick so good I'm like god dam you dirty bitch,1
193,193,14440,"RT @Bombfantasyyy: If you aint fucking me , feeding me , or supporting me YOUR OPINION is irrelevant bitch.",1
194,194,16578,RT @Mymangot2JOBS_: WHO IS SHE? Ill fight her bestie RT @VeronicaGK: Then this bitch in my class wanna copy my homework off blackboard disc&#8230;,1
195,195,19451,RT @kitt: @shinypb not only you. and that pom stuff? totally porn.,2
196,196,11869,Is this napK bitch retarded or stupid wtf would you request me didn't she read my bio it's pretty&#8230; http://t.co/ReqHlHHml4,1
197,197,13646,One of the great treasures of living in San Diego is ready access to Mexican Twinkies made with real sugar and Mexican Coca Cola.,2
198,198,18434,RT @_campkevin: Bitches be thinking they are soooo out here like no your just an everyday average Instagram bitch,1
199,199,7205,@trix2343 okay bitch. Tomorrow in the principals office. Be there.,1
200,200,522,"""Lmao @SWILLA_LO: The d.rose adidas are lighter than my phone .... Shit is retarded""",1
201,201,14092,"RT @ATLienZ404: ""Why did you give birth to me you bitch"" http://t.co/nMoXKm4pwX",1
202,202,1368,"&#8220;@Laneishaaaa: @Thompson_Era pretty boy face&#8221;

Awee thanks faggot",1
203,203,3750,@KINSL3Y we dont love these hoes,1
204,204,21298,Team john in this bitch &#128588;&#128588;,1
205,205,569,"""This is for all the fans that waited, the bitch niggas that hated / Old hoes we dated, look mama, we&#8230; http://t.co/sNRY6A7VYB",1
206,206,22498,Water whippin bitch that bobby buschi,1
207,207,1875,&#8220;@prissyneeer: @WhereYoHussleAt smh they gotta grow up &#128514; at least you know these bitches want to be you &#128524;&#8221; I swear &#9994;,1
208,208,2704,@Buckm00se Joe Cortez is the ultimate faggot that fight proved it,0
209,209,6686,@mikeceeno they say I got too many bitch ... I swear I ain't got the right ones,1
210,210,17023,RT @RakwonOGOD: When ya side hoe tryna act up http://t.co/ayfGKVdEZI,1
211,211,12486,Lmao RT @Luvv_55st So none of you bitches on my tl dirty??? #Salad #ExtraDressing,1
212,212,13821,Photo: Bad bitch. #ladykimora your favorite Vegas socialite &#127932;&#127932;&#127932;&#127932;&#127932;&#127932;&#127932;&#127932; #dragrace #dragqueen #ladykimora http://t.co/hdd8TbmyAj,1
213,213,7873,Ayo I jus had a mini heart attack behind the wheel..north Philly n fire crackers don't mix&#128553;&#128553;&#128514;&#128514; I&#8230; http://t.co/o5v2E4LFtm,2
214,214,2115,' Wake up I'm blessed &#1041243; Steaight Kush No stress &#1043293; Thankin God for ma success &#1043359;&#1041240; Ma bitches say I'm the best &#1043351;&#1043323; .,1
215,215,13740,Outside with dah fuckin yardie eh,1
216,216,2629,@BlakeAnderson21@dalton_ryann @justinmiculka01 bitch got the crew hype an still got her ass beat tonight should have brought him to us,1
217,217,9595,Guys that struggle to get pussy are the main niggas that bad talk women. He could get more pussy if he can learn how to stfu and chill,1
218,218,6405,@kieffer_jason @NathannDevlin @zach_smith98 bitch that's next year come on the weekend,1
219,219,8685,Deez fat hoes kill me. I ain't seen this much crack since they locked meech up.lmfao,1
220,220,22638,What's a trash party ?,2
221,221,23946,"how much you wanna bet that a anti-government ""black helicopter"" teabagger was behind the Boston Marathon explosions? @TwitchyTeam #p2 #tcot",2
222,222,5639,@bonnoxxx haha bitch ima draw a webb in bullets round yo fuggin forehead #BeamThat bitch i know where you reside,0
223,223,8279,CNT nobody be mad at who he choose to be with I can't be mad at no bitch its the nigga so hay,1
224,224,13988,"RT @10thAmendment: Jihadi Killed #BrendanTevlin In N.J. W/ At Least 2 Others,Part Of Terrorist Ring 10 Yrs Ago http://t.co/qZtXJv9x8J http&#8230;",2
225,225,14070,"RT @AIanHangover: ""Bae"" means ""Before Anyone Else,"" I've been here thinking it's a ghetto word for babe/baby.",2
226,226,9421,"Ghetto ass bitches came in my job talm bout sum ""o yes u daddy down"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;",1
227,227,24416,shit bitch nigga shit,1
228,228,20075,RT @stripsofgabby: &#128514;&#128514;&#128514;&#128128;&#8220;@SouthsideVic: My stroke game stale so I gotta eat the pussy like a husky dike.&#8221;,1
229,229,10486,"I hate when I upload a pic with a caption that says ""me and my son"" and someone asks ""omg is that your son?"" ...No bitch I found him outside",1
230,230,12782,Maybe I don't feel too great because I only got 3hrs of sleep. Surely it's not last nights boxes of cookies &amp; crackers dinner! &#128055; &#128534; #chunk,2
231,231,8,""" &amp; you might not get ya bitch back &amp; thats that """,1
232,232,11399,I'm sticking with @tha_fluzzy07's theory that black pussy tastes like strawberry milk.,1
233,233,9742,He said capri-sun and zebra cake&#128514;,2
234,234,23766,don't be surprised when I'm a bitch to you because you're always a dick towards me,1
235,235,18874,"RT @delphrano: Berto couldn't KO this dude who wanted to get KO'd&#8230;Berto's trash, Upsher's trash, that fight was trash. #BronerTaylor #Boxing",2
236,236,20737,"She is not a ""whore"" she a ho",1
237,237,15520,"RT @HoodBibIe: And on the 7th day God said ""these hoes are for everybody""",1
238,238,14525,RT @Buckm00se: @_WhitePonyJr_ @ivanrabago_ when i drink some beurs kid . plus ur a faggot anyways,1
239,239,19214,"RT @iamMaliachigh: Every bitch with her ass out on Instagram bio be like 

deleted at 100k for booking email backpagepussy@gmail.com",1
240,240,7505,"After Kuroda gave it his all putting up career numbers but getting no run support, the Yankees don't deserve to get into the World Series",2
241,241,4108,@Mika_Tan would be perfect w/a graham cracker flavored bun or a maple dougnut bar.,2
242,242,5493,"@alexnolan1990 @claddos @takutaneka @regankelly91 ill give you a tip, beware of the ugly birds who hide behind massive lensed sunnies!",2
243,243,761,#RebelScience ......ITS ABOUT SHARING #whaddup&gt; #clouds. It not about hogging the #windturbines like a fuckin' gasbag son of a bitch.....,1
244,244,2710,@Bullskickass I've decided that #BullsNation are retarded. #love,1
245,245,23393,You only bully people you know you can. Why you ain't do this in the playoffs bitch? @KingJames,1
246,246,12224,"Khole Kardashian pregnant by French Montana
guess she put in work and popped that pussy lmao",1
247,247,678,#BlessJesus The #Crown of HIS head to the sole of HIS feet,2
248,248,11512,"If I'm legit trying, the WORST thing you can do is try and play games with me. You'll get the bird sooo fast.",2
249,249,249,"""@TayKnosBest: These hoes is crazy""",1
250,250,6540,@laceeybugg atleast i wipe my ass trashy bitch,1
251,251,7171,"@thetoddshow 
Y'all ain't gots no colored folk on da show. I tinks dats be racist and shit #TheToddShow",1
252,252,21479,The #Yankees don't need Tanaka or Beltran or all these 'big name' players!!! #believe,2
253,253,14998,RT @DignifiedPurity: I've been at work chuckling at that time @DerekIsNormal said not revealing your age keeps the pussy fresh. &#128514;&#128557;&#128557;&#128557;&#128514;,1
254,254,23673,bitches love beyonce,1
255,255,1051,&#128563; RT @KingHov1313: They recruited buku fags in here!&#128563;...a warehouse is no place for them!&#128530;,0
256,256,20774,"She&#8217;s The key to world peace. RT @RepMyCityX: Hippo is such a pussy magnet
Gawd",1
257,257,30,""" i txt my old bitch my new bitch pussy wetter """,1
258,258,21486,The Bucs has 2 great uniforms and ruined them both for that trash smh,2
259,259,5106,@VoiceofaPatriot Now now&#8230;that bird is one of God's creatures :-),2
260,260,22703,When hoes think I got sucker nigga written across my forehead...,1
261,261,17696,"RT @TheOnlyReed: If u looked good in highschool and wack now, I know that pussy been thru some shit",1
262,262,12368,Let those bitches keep loving sosa,1
263,263,20153,RT @thecoreyholcomb: The WNBA superstars can suck pussy while on top of da world but when they stop playing &amp; da thousands r gone they sett&#8230;,1
264,264,23814,faggot time HE CIRCLED THE BLOCK FOR 3 HOURS,1
265,265,7426,A fuck ain't shit to these new age hoes,1
266,266,23290,"You da bess, you deserve a crown bitch!",1
267,267,15496,RT @HitmanHolla: RT @AYEVERB: OK I'm watching mook vs lux....neither of them was good... But mook won 3-0 ..this wasn't CLOSE to me vs hitm&#8230;,2
268,268,21985,This bitch keep playin wit my hair like she dont got her own.,1
269,269,11972,"It's really a bitch when you're trying to make a difference to someone else, and they intentionally make a point to make you feel like shit.",1
270,270,14476,"RT @Brianhopecomedy: &#8220;Daddy, Batman&#8217;s parents are dead.&#8221;

&#8220;Yup.&#8221;

&#8220;And Superman&#8217;s.&#8221;

&#8220;Yup.&#8221;

&#8220;What am I going to be when you die?&#8221;

&#8220;Sad ho&#8230;",2
271,271,16027,RT @KingCuh: @16stanleys @TEE_JONEZ damn cuh. alu mohe my nigga just make sure you alu polosi ho nifo &#128561;,1
272,272,16271,RT @LosBeOnIt: That guy who you're so into and who is constantly an asshole to you doesn't give a damn about you beyond ur pussy,1
273,273,12826,Members of non-traditional religions are all sub-human trash.,0
274,274,2671,@BreesInDaCut you got some hoes here yet?,1
