,class
12814,1
1891,1
1313,0
16301,1
12499,0
9275,1
6834,2
9619,2
2827,0
14556,1
16174,1
601,0
17828,1
7305,0
2965,0
16614,1
17095,1
3918,0
15661,1
16895,2
3262,0
1503,0
16909,1
7700,1
1312,0
172,0
2062,1
15381,1
3761,1
8988,1
13224,1
3009,1
2967,1
10831,0
4901,1
13169,1
1242,1
16565,0
13876,0
18761,1
15088,1
20133,1
13899,1
223,1
17990,1
14468,2
1301,1
1119,1
2231,1
4828,1
4572,1
8247,1
10074,1
734,0
17704,1
10791,1
7451,1
4051,1
12875,1
3465,1
2733,0
18705,2
19292,1
16268,1
144,1
589,1
17465,0
3796,0
19517,1
19522,1
4465,1
10551,1
508,1
229,1
3915,1
4211,1
2829,2
2213,1
17920,1
11613,2
10856,1
17807,1
13784,1
1642,1
6851,1
4402,1
4896,2
914,1
11244,1
17654,0
2868,1
11099,1
6616,2
1595,1
8257,1
3507,1
3845,1
18100,1
2630,1
520,1
3807,0
3767,1
13934,1
2407,0
19742,1
770,1
3429,1
4751,2
2311,2
4769,0
1235,1
15862,1
2954,2
20173,1
16959,1
9305,0
13663,1
3300,2
12612,1
6863,1
11449,1
3066,1
10951,1
1436,1
14152,1
4170,1
11164,2
3223,1
3238,0
3183,1
12645,1
18472,1
771,1
12382,0
12266,0
18394,1
3163,1
4971,2
10987,1
12701,1
1317,1
12240,0
2436,1
6639,1
7935,0
8366,1
11491,2
14831,1
16285,1
10885,1
11815,0
18884,0
18239,1
15979,1
10820,1
2304,0
725,1
16213,2
16605,1
13690,2
15868,1
1979,1
19662,0
10777,1
13320,0
4712,0
7145,1
9097,0
804,0
8373,1
1939,0
3193,0
990,1
15907,1
11023,1
10415,0
352,0
11288,1
7131,0
13774,1
8081,1
628,1
6442,1
597,0
3146,0
18003,0
253,0
2470,1
16032,2
16461,1
16326,2
11308,0
7286,1
2016,0
1046,1
12678,0
12174,1
10228,1
4310,0
4120,1
19223,1
16951,1
4273,1
4938,1
14239,0
796,1
1876,0
12271,0
2128,2
2798,1
1404,1
252,1
18400,1
13685,0
2392,2
17181,2
3473,0
12833,1
17155,0
969,0
813,1
1186,2
7075,1
15338,1
3359,1
3412,1
620,1
1354,1
926,1
2472,0
19380,2
2209,1
2588,0
1897,1
16658,1
3671,1
2433,1
8283,1
3435,1
13519,1
7485,1
1722,1
2268,2
12797,0
11874,2
4736,1
12945,0
18784,1
2056,0
3049,1
2380,0
3412,1
9207,1
11842,1
4250,0
4631,2
6964,1
19413,2
10815,2
2333,0
9177,1
10912,1
3208,1
12397,0
8300,2
15516,2
7892,1
9650,1
13996,1
6176,1
4126,0
10187,0
16683,1
8894,1
6776,1
2830,1
6255,0
6854,0
4037,1
7491,1
17639,0
4714,2
4323,1
1823,1
17937,0
16966,0
8536,1
4969,1
13472,0
9447,1
426,1
2323,1
8254,1
960,2
8090,0
1846,1
10996,0
8325,1
10277,2
14077,2
2962,1
12840,1
7832,1
2936,1
7879,0
796,2
19136,1
11913,1
337,0
8680,1
11125,1
10002,0
997,1
17705,1
17314,0
3738,1
15387,0
1128,0
12279,2
959,1
11379,2
6114,0
407,1
2109,1
11402,0
2826,1
14158,1
6587,1
10476,1
19642,1
4031,1
4624,1
3385,0
614,0
1344,1
14860,1
856,1
9796,0
11268,1
13977,1
13667,0
8145,1
4257,1
12381,1
14800,1
14537,1
400,1
9930,1
1892,1
791,0
7907,1
9352,0
4091,0
7020,0
11077,1
14025,1
11586,1
15209,0
13479,0
6066,1
7045,0
1677,0
18436,0
15273,1
18433,0
2442,1
4946,1
18099,2
19121,1
9267,0
11699,1
1232,1
2837,0
269,0
7928,1
14660,0
8467,1
3835,0
16144,1
8368,1
6290,1
444,1
7399,2
1947,1
6487,2
1526,1
4437,1
19234,2
3976,1
4815,0
4084,1
3452,1
1007,0
4529,1
4046,0
19702,1
2927,2
447,1
6531,0
10193,2
1389,1
19290,1
2922,1
15560,1
1325,0
11179,1
4483,1
2770,2
4388,1
6582,1
3429,0
2676,1
10559,0
17926,1
13456,0
22,1
15575,1
7666,1
11319,0
1829,0
1034,1
13738,1
17616,1
4539,0
4848,1
8078,1
13814,0
3025,1
888,0
15184,2
16014,2
18672,2
16319,1
2043,0
163,1
10301,0
7484,1
17238,1
4680,1
1772,1
8462,2
18728,1
17584,0
1591,0
3054,1
3644,1
19900,2
13487,1
375,1
718,1
11196,1
1842,1
3925,1
6589,0
10270,1
1106,0
437,1
18439,1
10969,1
13498,2
2058,1
10077,0
8183,0
6404,2
19689,1
2240,0
15145,1
19458,1
15926,1
8437,2
12366,1
17580,1
2828,1
13284,1
6119,1
12199,0
8859,1
2883,0
14383,1
4865,1
12761,1
10954,0
13140,1
58,1
16120,1
17044,0
1908,1
16341,1
2903,2
3437,1
10146,1
2192,1
4270,1
16373,0
9283,1
2653,2
3455,1
4816,1
19317,2
16102,2
1626,1
19617,1
4869,2
3236,0
4354,1
14991,1
8958,0
963,2
2436,2
1485,1
2484,1
11870,1
2423,1
14734,1
10799,1
15061,0
15851,1
696,1
7583,0
1290,1
11382,0
19863,2
3974,2
1004,1
9766,1
9474,2
13325,0
15941,2
14504,2
3456,1
15948,1
4786,1
14825,1
9464,2
2506,2
756,1
2976,2
9753,0
8012,0
2959,0
13627,2
7471,2
11296,1
203,1
6894,2
2362,1
3206,1
15529,0
1177,1
589,0
10582,1
6744,1
14532,1
732,1
4136,1
57,1
12936,1
17119,1
521,1
12468,1
11036,1
6210,0
9239,2
14026,2
1870,0
14870,2
4274,1
13601,1
11779,0
2423,0
3592,1
4202,0
1561,2
792,0
9117,0
613,1
19552,0
8905,0
1062,2
19759,2
7298,1
17178,0
10223,1
1158,1
10827,0
18314,0
1614,1
13433,0
1286,1
3610,1
7619,0
14837,1
578,0
3405,2
4583,1
1400,1
7724,1
1041,1
16589,1
2288,1
13149,1
10432,1
14728,1
2767,1
4656,1
1655,1
17552,1
9980,1
8554,1
268,2
12971,1
19384,2
6380,1
19825,1
513,0
10689,1
3768,1
3102,0
3404,1
13751,1
692,2
2876,1
4059,0
2324,1
3111,2
666,1
19697,0
2074,1
1809,0
7942,2
8340,1
15585,0
893,1
1434,1
12393,1
13346,0
3795,1
2547,1
7902,0
18925,1
1867,2
2738,0
1036,0
7552,1
12053,1
2786,1
975,1
16295,2
18388,1
7669,1
5910,0
18429,2
4723,1
525,2
7605,1
12643,1
4165,1
2337,1
11940,2
8837,1
3674,1
14385,1
20113,1
10493,0
16767,1
14311,2
12323,1
2153,1
649,1
1995,1
17939,0
1032,1
10667,1
19116,1
2377,1
4172,1
16024,0
4327,1
10420,1
3489,1
11866,1
8265,1
19882,0
211,2
4133,1
2232,2
9575,0
15712,1
1190,0
3943,1
10527,1
19216,1
10307,2
13803,2
11543,0
4726,1
4850,1
4523,1
3313,0
585,0
6774,1
7378,1
4350,1
13072,1
3333,1
11003,1
402,1
19988,0
1269,1
6134,1
15510,2
806,1
11508,1
1424,1
3757,2
16316,1
18181,0
16238,1
12202,1
3983,0
19336,0
612,2
4262,1
19490,1
4837,1
6198,1
19710,2
10524,1
14620,2
3067,1
11197,1
1420,0
11678,1
790,1
4633,0
12429,1
326,1
9209,1
14571,1
3049,2
1432,2
2682,1
4288,0
18538,1
82,1
20019,1
4956,0
1897,1
11704,1
1870,1
1144,1
968,1
857,1
9495,1
15022,1
1119,1
2136,1
8617,0
13598,1
2489,1
519,1
3000,1
1688,1
14351,1
14756,1
2659,0
7435,1
6391,1
4118,1
18846,0
271,1
14631,1
19020,1
4618,0
13377,2
257,0
9869,1
18311,1
13131,1
8411,2
2529,1
18701,1
4230,0
12889,2
4177,2
4293,1
2115,1
10801,2
3498,1
7839,2
12419,1
19414,1
12978,1
9858,1
3421,1
17488,1
15861,1
1886,1
17815,1
4194,2
10303,1
14938,1
932,0
12747,1
3440,0
19858,2
4345,1
12817,1
14375,1
7931,1
2393,1
9794,1
13144,1
12372,1
6287,1
16402,1
19291,0
9638,1
3139,1
13662,1
344,1
266,1
14082,1
491,0
10124,1
9819,1
9617,1
157,0
12998,1
10863,1
12157,1
4724,0
18006,1
16404,0
16377,2
12919,1
8217,1
19354,1
11730,1
3657,1
4321,1
3726,1
9912,1
1901,1
20180,0
20023,1
9206,1
2332,1
12914,1
1927,1
7591,1
19391,1
9496,1
12964,1
4631,2
17735,0
4580,1
14127,0
1954,0
16843,2
6403,0
6883,1
9979,1
11856,0
3068,0
19535,1
4558,1
39,1
6135,1
165,1
707,1
9568,1
6877,0
1607,1
14502,1
2294,1
19419,0
768,1
18016,0
11867,0
15654,1
9884,1
4899,1
9315,1
16160,1
17864,1
11723,1
1755,1
9118,2
19019,1
12209,1
7590,1
6950,0
1085,1
11665,1
15125,1
3649,1
752,1
3218,0
14326,1
6279,2
896,1
4918,1
1539,0
4794,1
2278,1
8844,1
4900,0
16666,1
3089,1
11351,1
4109,2
1456,0
3563,0
8077,2
1309,1
19016,0
2523,1
18580,1
17773,2
11882,2
2051,1
12302,1
10821,1
16430,1
4028,0
14694,0
7858,1
9037,1
347,0
16211,1
7082,1
7086,1
1790,0
12147,0
16426,2
18407,1
1977,0
12207,1
1303,2
4515,0
1189,1
10244,2
8949,1
4737,0
7002,1
87,1
11040,1
11949,2
1105,1
3513,0
11695,1
1813,2
4958,1
2017,2
16379,1
4583,2
15807,1
4353,1
17382,1
13129,1
2205,1
1578,0
3364,1
16869,1
14789,0
19910,2
2723,2
564,1
4446,1
4928,1
11043,1
6431,2
19519,1
9826,2
1748,0
7023,1
2774,1
13886,0
7418,2
11603,1
4871,2
14580,1
1877,1
4921,1
1370,0
2396,1
14139,1
2623,0
6467,1
19011,0
13535,0
12949,0
13078,1
1672,1
8105,2
3379,2
778,1
238,1
6461,2
10487,2
36,1
18327,2
2127,0
4380,1
814,1
16599,1
10394,1
4124,2
11609,1
18115,0
11448,1
12853,0
1033,1
11433,1
1673,1
8803,1
12090,1
16515,0
13813,1
508,1
17302,0
3154,0
4936,1
16581,2
3006,1
1216,1
279,2
4842,2
8103,1
1101,1
11656,1
3789,0
12081,1
8131,1
10504,2
8439,2
14467,1
18938,1
15122,1
13687,1
3948,1
6235,1
13014,2
9853,1
14463,1
16741,1
2929,0
3294,1
18184,1
8761,1
740,2
17508,1
2561,2
17121,1
2432,1
94,1
9136,1
19240,0
18193,1
10240,1
2054,0
6256,2
674,2
6836,1
9993,1
999,0
11981,1
328,1
3688,0
1067,1
3042,1
1060,1
910,2
399,1
1437,0
2122,0
18686,1
4060,0
4266,1
13264,0
6662,1
20098,0
1544,0
3389,1
3561,1
3461,1
444,1
12167,1
16317,1
14248,1
15477,2
9764,1
13466,0
19861,1
2235,0
10738,0
10499,0
18694,1
6402,1
8216,1
935,2
16665,0
14094,1
1599,1
790,1
17915,0
3526,1
13111,1
17687,0
601,1
3028,1
18636,1
4078,1
12966,0
9486,2
13747,1
4752,1
4260,1
1226,1
6447,0
9095,1
11820,2
4131,1
6942,0
9459,1
3165,1
2844,1
1612,1
16695,1
7674,1
6557,1
3812,1
13534,1
19690,1
3912,2
14401,1
20094,1
2814,0
7105,1
1171,1
10931,1
13972,0
7843,2
11971,0
7585,1
4847,0
9524,0
8124,1
14933,0
2068,1
7647,2
923,1
4848,1
13162,1
4713,1
11069,2
14206,2
7916,1
6565,1
19768,1
12441,1
16881,2
15279,0
1177,0
4329,2
1615,1
1277,1
17307,2
575,1
18222,1
16408,0
1328,2
3654,0
11653,0
350,1
17621,1
3493,1
1305,1
9240,2
13341,2
9648,1
4842,1
1600,1
424,0
1322,1
130,1
6949,0
2011,1
8018,0
6976,1
18270,0
12223,2
7961,0
73,2
18225,1
19493,1
6286,1
14839,1
3355,1
521,0
2196,0
8483,1
15999,0
1428,2
6349,1
10902,1
1550,1
17653,1
17511,1
8003,1
10296,1
9715,1
1371,0
2072,1
1828,2
18456,1
1433,2
1714,0
17835,1
1265,0
6575,1
13455,1
1814,1
3968,1
2223,1
14423,2
12259,0
11964,1
15193,1
18509,2
819,1
14231,0
10027,1
3799,1
9519,0
4684,2
3959,1
3304,1
719,1
6180,2
1888,1
1470,1
2032,1
1727,0
588,0
14226,1
15313,1
4634,1
2392,2
1721,1
4462,0
757,1
8645,1
6994,0
705,1
12716,2
12115,0
513,0
3777,1
16980,1
368,0
1689,0
11064,1
14974,1
2825,1
1519,0
14685,1
13800,1
17816,1
19162,1
9967,1
3144,0
14084,1
3698,1
14913,0
2154,1
2165,2
2537,1
372,0
10306,1
11422,0
19497,1
2523,1
15619,1
11249,1
3788,0
14598,1
4756,0
4656,2
10565,1
3859,1
10962,1
3382,0
3003,2
12325,1
4291,0
13604,2
8990,1
17441,0
13740,1
162,2
1429,1
14161,0
330,0
18117,0
9614,1
4092,1
15244,1
6719,0
12085,1
7225,1
16562,1
17241,1
258,2
18908,2
2979,1
17964,1
3882,0
3135,1
4728,2
11710,1
3906,0
3804,1
3859,1
202,2
6435,1
14924,0
9762,1
12467,1
16669,1
6214,1
10131,1
3540,1
2482,0
479,1
10343,1
3426,0
12594,0
2310,2
1806,1
15260,1
3302,1
8187,1
1326,1
4863,1
19574,1
13788,1
12140,1
20026,1
11049,1
8749,2
3226,1
259,0
10410,1
1096,0
2642,0
11611,0
2883,1
9822,1
7556,0
19040,1
7090,1
19789,1
7265,2
18716,2
19108,1
6652,1
8506,1
7883,1
13618,1
4509,1
16573,1
7881,1
17675,0
4554,1
990,0
4146,2
10939,0
10922,0
12493,2
1739,0
3684,0
14058,1
17731,0
12189,1
3187,0
10529,1
10327,2
11719,1
14982,1
2980,1
19923,1
4357,1
13163,0
1871,0
12041,1
685,0
118,1
1543,1
19500,2
4292,0
18910,0
12957,0
940,1
12837,0
1084,1
4585,1
46,1
2486,1
13352,0
15544,1
3386,0
16018,0
4535,1
12591,0
17357,1
722,1
9396,1
6730,2
3815,0
1953,0
6229,1
14530,1
7333,1
3924,0
15076,0
2205,2
8842,0
13937,2
15872,1
14123,1
8441,1
19195,1
2603,2
14074,0
4480,1
4532,0
12527,0
4780,1
2056,0
7927,0
17697,1
4714,1
10543,1
13936,1
8226,0
15476,0
19299,0
15169,1
19113,1
1516,1
15081,1
17700,1
15505,0
6932,1
4325,1
415,0
4840,0
15065,1
19851,2
3118,1
108,0
15612,0
16998,1
18587,1
8891,1
9526,1
7417,2
645,1
3681,0
3286,1
112,0
2038,1
2161,1
1767,1
7652,1
18069,1
4804,1
17805,0
200,1
14781,1
17206,1
3088,1
19619,1
18403,1
6637,1
3698,1
12756,1
9670,1
1266,2
15974,1
4054,1
14477,2
8212,1
11280,1
4110,2
2678,1
16300,1
2681,1
3320,1
11932,1
2025,1
4437,1
15396,1
10845,1
6241,0
1814,1
10553,1
2272,2
19944,1
19657,1
13758,1
9070,2
170,2
2624,0
6577,1
1087,2
3058,1
11662,1
10304,0
4070,1
1248,1
12072,0
590,1
1274,1
16939,1
4211,1
14708,1
7412,2
377,1
16557,1
13837,0
17745,1
10162,0
2745,1
1224,0
13533,1
7097,1
8812,0
19843,1
1025,1
19992,1
1510,1
14836,2
3802,1
8950,1
18224,1
16886,0
17454,1
2924,0
15474,2
7813,1
17059,1
4756,0
4011,0
8552,2
1800,1
4864,1
865,1
17235,1
4476,2
9228,1
2540,2
18941,1
3157,0
19145,0
1898,1
2835,0
532,1
11353,1
4060,2
12542,1
17740,1
3184,1
16870,0
14844,2
2549,1
18868,1
19728,1
1956,1
1334,1
10552,1
13847,1
16742,2
9896,1
958,0
3094,1
9324,2
6698,0
12921,1
2124,1
18244,1
12376,0
1253,1
2339,1
25,1
2036,2
2871,0
18404,1
553,1
13642,1
9633,1
8086,2
772,2
16677,1
8011,0
334,1
19479,1
4950,1
4801,1
552,0
2075,2
10796,2
10578,1
12557,0
10793,1
845,2
891,1
10647,0
4394,1
16737,0
4800,1
3153,2
6465,1
17884,0
13742,2
4833,1
12641,1
314,1
8409,1
16818,1
8725,1
279,1
18176,1
1792,1
7469,1
19114,1
1578,1
12395,0
14256,1
8578,1
15704,1
17801,0
11640,1
895,1
3937,2
3829,1
8014,1
4135,1
1774,1
10490,1
1056,1
4713,0
17883,1
18332,2
1690,0
1739,1
4501,1
14197,2
7067,1
14268,1
2909,0
9003,1
16450,0
14835,2
17251,1
13693,1
14276,0
12658,2
20139,2
18491,1
4788,1
4433,1
19025,0
1349,1
3093,1
17490,0
9813,2
4684,1
9022,1
1208,1
319,1
18334,1
7568,1
375,2
1151,1
4345,1
12687,1
3281,1
6300,1
407,1
6151,1
15653,1
11336,2
15812,0
11583,1
18440,1
4049,1
1718,1
2335,1
3222,1
10157,0
291,0
100,1
15486,1
4485,1
2570,1
908,0
18276,2
14963,1
13816,0
4108,1
8870,1
2521,1
3061,1
4104,1
4852,0
14167,1
8649,1
9777,2
167,0
2406,1
1896,2
11070,1
1391,1
14563,1
7803,1
4111,1
7653,1
2073,1
4519,2
2336,1
11419,1
18141,1
11903,2
14281,1
428,1
12788,1
4791,1
14523,1
1143,1
13365,0
3907,0
14881,1
2159,1
16261,2
1580,2
8193,1
13593,0
160,2
19601,0
7972,2
3384,2
18179,1
11431,1
15498,1
13039,1
6155,2
7593,0
8298,2
16021,1
9175,1
8320,1
1337,0
4847,0
1893,1
10255,1
19041,0
7461,0
9446,0
1238,1
15324,2
6544,1
13773,1
4576,1
21,1
17363,1
3695,1
4273,1
6914,1
19928,1
9374,1
14056,0
1195,1
2385,1
9264,1
2983,1
1259,1
19906,1
1866,1
4373,1
4529,2
1535,1
1071,0
2982,1
1097,1
7634,1
187,1
3194,2
1002,1
11209,0
12159,2
11553,1
6323,2
12091,1
10054,1
4893,1
4733,1
8263,1
19985,0
18622,1
2552,1
8737,1
682,0
10319,2
2803,1
1788,1
8330,1
14512,1
19936,1
6165,1
16978,1
19708,0
2279,1
4572,1
4271,1
8901,1
14050,1
12133,1
10644,0
9397,1
2574,1
4284,1
12030,1
1732,1
3679,2
18401,0
1605,0
11152,0
6216,0
18381,1
11359,2
20118,1
8456,0
12592,1
9894,2
14373,1
309,0
10754,2
13094,0
2006,1
14677,2
6285,1
20102,2
1724,2
14350,1
6092,0
8555,1
2900,1
17370,1
3732,1
4259,1
911,0
3194,0
9947,1
1784,1
13927,1
5859,0
8295,0
2318,2
383,2
2579,1
18365,1
2722,1
14613,0
10357,0
19661,1
3554,0
19212,0
15101,1
6097,0
19969,2
2280,1
11865,2
4209,1
1268,0
10733,1
15771,0
9859,1
10150,1
16510,1
18211,2
15964,0
11652,1
7365,0
3037,0
3099,0
10467,0
9399,1
541,1
1894,1
7341,0
2164,1
9717,1
7723,1
8752,1
8774,1
1733,0
1257,1
902,1
2144,1
10441,2
4862,2
6793,1
17765,1
2659,2
7846,1
12931,0
1142,2
10826,1
7804,1
7923,1
19528,1
6357,0
7884,1
5888,0
1053,1
11643,1
12904,0
1496,0
4381,1
4557,1
9150,1
1185,0
10697,1
17406,0
16601,1
8735,1
9572,1
1347,1
2878,1
4407,1
9865,2
2706,0
14579,2
11396,2
16119,1
15755,1
10310,0
4250,2
16149,2
17328,0
2824,1
10285,0
8582,2
4346,0
3702,1
706,2
3855,1
7362,0
6999,2
6865,1
3427,1
11735,1
12254,2
15472,1
2658,1
11366,1
897,0
2144,0
915,1
16009,1
13159,1
16789,1
2157,0
628,2
18801,1
2971,2
10610,1
2214,0
17655,2
14803,1
409,1
153,2
882,1
16892,1
2430,1
1691,1
2757,1
621,0
17525,1
2119,1
2759,2
3795,1
8042,1
18226,0
18177,1
6514,1
12552,1
4083,2
591,1
7278,2
9443,1
12276,1
2472,1
1356,1
173,1
74,1
962,1
8163,0
14322,0
1317,1
4263,1
8471,1
11145,1
4253,1
17182,2
18377,0
1227,1
616,1
3130,2
16556,0
2641,1
12033,1
12410,1
13606,2
13497,0
12280,0
3884,1
2789,0
3758,1
3077,1
3464,2
15746,0
8468,1
12849,1
1931,0
16727,0
13542,1
18260,0
18930,1
1541,1
6707,1
3452,1
12463,1
202,1
4409,0
18287,1
12714,1
13233,2
3090,1
13645,1
11116,1
7646,1
15451,1
3538,1
39,1
7210,0
2755,2
3790,0
13505,0
12909,1
12161,1
2283,2
1705,0
15339,0
9100,0
18596,2
12924,1
740,1
15348,1
17663,2
12746,0
8955,2
14388,1
6816,0
1374,1
4138,1
2117,1
1141,1
12832,1
1146,1
4913,1
1558,1
17099,1
2090,1
2520,1
20176,0
1841,1
13367,0
12901,1
13615,1
13145,1
3217,2
18997,1
11174,1
15916,2
3202,1
8255,1
16875,1
17605,2
17862,1
3970,2
11987,2
1716,1
15430,1
923,1
10451,1
4746,0
19915,0
501,1
523,1
6835,1
1416,1
3682,0
11558,1
10356,2
3865,1
2381,0
9909,2
14525,1
10739,1
8983,2
4051,1
2736,1
12906,1
4386,1
2013,1
14261,1
11549,0
4540,1
4100,2
738,1
15334,1
11004,1
3862,1
15803,0
9155,0
1423,1
10973,1
17054,1
675,0
2105,1
8101,1
2142,0
18782,0
9144,1
3459,1
9044,1
76,1
11295,1
3038,0
3730,0
8571,2
2838,0
1398,1
6094,1
19412,0
14254,1
12178,1
19532,1
6802,1
2403,1
1168,0
17691,1
18421,0
18448,0
10913,1
1651,1
13898,0
2950,2
2468,1
6303,1
1242,0
15648,1
728,2
19219,2
8484,1
4121,2
17723,2
2840,1
1661,1
3729,1
1507,1
15629,2
667,0
15938,0
2562,1
1536,2
18103,1
8233,1
14286,1
8787,0
10219,1
17997,1
14035,1
12851,1
15072,1
12390,1
502,1
9402,0
2326,1
6509,0
2353,1
15889,1
1544,0
4610,0
2994,0
19315,2
13633,0
4398,2
8472,1
12784,1
19606,0
404,1
2132,0
15352,1
19611,0
19449,1
4855,1
3678,1
17210,2
6347,1
8178,1
10879,0
10921,0
878,1
7104,1
3177,0
1146,0
4729,1
17502,1
180,0
3893,1
12249,2
12759,0
9977,1
4565,1
17657,1
17698,2
14538,1
4303,2
7876,2
18731,2
12026,1
9911,1
12638,1
4414,1
1478,1
10727,1
400,1
4288,1
4737,1
20175,0
17285,1
17221,0
14325,1
11293,1
1055,1
16114,1
1276,0
40,1
20027,0
9465,1
3572,1
1646,1
580,1
18797,0
14783,1
2641,0
4452,1
534,1
9613,1
1602,1
8166,1
49,0
13864,0
486,2
2903,1
1076,2
7230,2
9924,2
9250,0
1468,0
3249,2
18512,0
16872,1
3511,2
14106,1
2413,1
12642,1
16095,1
219,1
12666,1
2045,1
1042,0
4317,1
1955,1
13411,2
3801,1
6955,1
6132,1
8348,1
1179,1
18927,1
4911,1
19360,1
15453,2
3654,1
12578,1
18611,2
18389,1
18795,1
18304,1
11265,1
8568,1
3990,0
11953,0
2929,0
17202,0
15293,1
19228,1
4509,1
3510,1
15710,1
197,1
16855,1
19398,1
3101,2
16502,0
1899,1
296,1
6592,1
18469,1
14400,2
11860,0
14485,1
12779,1
9703,1
15882,1
3341,1
730,1
8480,1
2463,1
785,1
2711,0
825,0
3265,1
17981,1
4802,2
19140,1
3817,0
17846,1
4383,1
13045,2
976,0
6389,0
346,1
14551,1
669,1
1914,1
997,1
15698,0
19699,1
936,1
19196,1
12024,0
746,1
3995,1
17492,1
4673,0
3474,1
4050,1
3029,2
14647,1
15892,1
4186,2
16390,2
6219,0
16706,0
1571,1
1726,2
84,1
8147,1
2341,2
1413,1
2534,0
7115,1
16715,0
11151,0
6201,1
3745,1
12252,2
12173,1
16667,2
7543,2
11905,1
13090,1
12111,1
