,text
1715, The Badr brigade doesn't liberate anyone. They are simply a different flavor of Islamofascists.
4418, lol thanks bitch hahah Vegas ain't ready for us lol
14526,With my partner in crime riri barbie yesss &# ; bitch stole my look! Hah #vegasqueens #ladykimora &# ;&# ; 
2094,UNLESS IT'S SIRI AMIRITE LOL Never ever take directions from a woman! #notsexist
17429, gay fags
10163,&# ; J Cole is trash. I've been saying this for years. Fuck him&# ; Lol.
16388," And every Muslim is a ""slave of Allah"" the more religious or ""Islamic"" the more damage and danger there is. "
7728,"Why yes! Call me sexist, biased, or whatever. I seriously think terrible driving is passed down through the Y chromosome."
14784, But your whole conversation about slavery is phony bull shit propaganda since you follow a slave owner prophet.
7158, oh wow the bitch is bitching again #niggasuprized
15751,I'll let u clam on top and let dat nookie pop I'm in dat cookie jar I ain't no rookie girllll
6226," haha, says the little bitch who let someone take his phone. A real man wouldn't have let that happen. A little bitch would."
1845,Milk Marie don't approve to you ugly hoes
17154,RFT Tweet of the day&# ;&# ; &# ; If a nigga change on you.. Fuck em .. He was a bitch nigga from day &# ;
16941,"I told her too. I said ""bri don't get in tweef with anyone because you're trash at it"" and then she goes and tweefs with like freshman"
17470, y don't that bitch just shoot herself? so sick of all those whores!
8389," "" Dudes probably just think eating pussy is sucking on pussy lips &# ;"" fse cut it out ;)"
8155, Shut up. And miss you too fag
751,talking crazy over the Internet is the same thing as doing it in person. don't try to be buddy buddy with me later on faggot fuck you.
9540, The only things you need in life are comfy shirts and Oreos #southernshirt
10070,&# ; Dudes out here will try and fuck ya bitch behind ya back and tell you she aint good for ya&# ; its happend
6732,""" LMAOOOOOOOOOOO this nigga &lt;bitch want likes for some depressing shit..foh"
15970, Separate conversations. She told a guy concerned about circumcision that he can't get laid. Exactly what she whined about.
11664,"Hell yuhh they hit haha s/o ma nigga, gmula! Cheweing one takes a chug, then sniffey"
1174,Is this lang? Not sexist but sports women is the worst thing what's ever happened to sky sports news! #thatswhatloosewomensfor
17902, I swear des hoes just making up challenges now
4337,For a faggot ass nigga that crys about people who talk about kicks he certainly makes a lot of fucking shoe comments. That's y'all man smfh
7604, what you say bitch? #selfiesONselfies 
2354,Damn Charlie Wilson is still around?
1069,"People comment on my fb statuses like ""How was your day?"" Like bitch wtf do I know you?"
4470,#MKR God Kat you are awful awful person. Oh you are humiliated? GOOD.
8583," Best believe We aint no christian slave brainwash black spooks miss white man, unlike yoself, she devil"
744," A lot of MRA's are gay, actually. They see how feminism merely uses them."
15366,"I thought it was bros over hoes , guess not &# ;"
4158, you ah lien ass hoe
14709, #IfSheCantSuckTheDickRight slap it on her forehead.. The bitch needs a spankin.. discipline her ass &# ;&# ;
2914,RT to spam this bitch ass nigga Migos 
15745, Rick James ain't even slap his bitches that hard
14374," Girls ""go talk to your other hoes"" game too strong"
1743,How's work bitch 
13420," "" hey dicklicker! it says im happily divorced not bitter! homophobic? im not scared of queers..i hate em! fudg&# ;"
6866,"#TweetLikeYourBestfriend ""I made out with bitches!"" "
4392,"Welcome to the family, Mia Meli! #new #puppy #adorable #cute #fluffy #mutt #mybaby #girl "
1965, bitch please I'm a stud
13815,Horny cougar gets two cocks shoved in her&# ;pussy 
12753,"They're so bitchy! They're just saying whatever comes to mine, do they have no shame or filter in their heads? #mkr"
16306, I just wanna be drunk on stage going ham in that bitch 
12208,Call me ghetto if you want but I'm walking to and from class with my bonnet on my hair.
2171, Well...its a valid question. #FemFreeFriday 
15466, Hmm...I think it's the jaw...her head is kinda shaped like home plate...to carry on the baseball motif...
10242, white bitch?
3798,&# ; I don't like Popeye's spicy chicken &# ;&# ; them bitches be on boa you trippen
6302,Im trying to come back as a fine ass bitch next lifetime....
3266, The end result being that the Jihadi will be turned into a piece of outdated garbage with zero real world value.
2823,Slim Hines lil bruda ainn bout it bitch how yu figure
3241," So, Yanks have signed Brian McCann &amp; Jacoby Ellsbury. Rumor has it, they still want Robinson Cano, Babe Ruth, Miguel Cabr&# ;"
16520,"Oh Kat,KARMA bit you in the ASS! #MKR"
9988,Let's just say the hotel I've been staying at isn't going to want this hand towel back. I had no idea I could turn 'em that shade of yellow.
2660,Already had to unfollow that bitch. Annoying af.
1593," I envy bitches with long, full eyelashes &# ;"
3098," #MKR ah girls, you are dumb if you really believe you have pretty faces."
13752, I don't get why people bitch about an unfollow when you never talked to them
14618," "" &# ; &# ; this bitch real nasty &# ; &# ;&# ;&# ;&# ;"" ah need her &# ;"
12623, &# ; At this Hispanic church. Jesus please respond to her&# ;&# ; you a hoe for this
16223, ; bitch.. What? 
6878,LmaooooRT Remember when y'all bitches were Lotus Flower Bombs around this time last year
19997, Trust no bitch #wordsofadvice
6407,when the dude shoots his jiz in the bitches eye in silence of the lambs
19898,LMFAO &# ;shut up u slutty white hoe Didn&# ;t know the Pats got DESTROYED tonight LMFAOOOO&# ;
1622,&# ; Tweet how you #WatchLikeaKing. I #WatchLikeaKing fo da colored folk dying from dis shit food
19557,But I callin out da race card. Ain't no colored podcasts out dare
1484,RT Some girls should not wear any type of tight clothing
15650, bitch
246,"Aint #WCW jus ""bitches i wan fck"" day?"
2681," Today in Charlie Wilson left office. ""Should be ranked alongside Lech Wa&# ;&# ;sa for his role in defeating communism"". &# ;"
799, hes a lyin ass bitch lmao 
17284," As long as its not one of those ""special brownies"" right?"
3628," China's bird flu outbreak: good signs, bad signs and very bad signs "
20114, niggas will cheat on a girl then stalk her and call her a hoe for moving on. talking bout she gave up too quick
15364,My worse bitch looks better than your main bitch. Now that's bad right there lol
2990,This hoe in here months pregnant man take yo ass home
4062,""" I'm making marack my girlfriend ."" aye b you pullin hoes just like o taught you"
15551,Thee Bears are trash tho...
17965,these bitches need to be called out I'm sorry 
10798,I miss my flip phone .. That bitch never died
8696,&# ; Dudes shaving without it being for an athletic purpose is gay af&# ; you're retarded.
6147,I hate bitches that fish for compliments
20011,Munching on ww crackers &amp; studying NYCs trans syst. Since NYC &amp; I haven't had a thing in over yrs #clubinsomnia #vacay
16423, Customers at like you make the prices... Like no bitch I don't
930,Has anyone else wondered if Kat has recently escaped the psych ward? #mkr #mkr
2179,False start bitches
1605,This weight issue of mine really needs a good bitch slapp.
4525,"Big bird holds press conf claims ""he does not care for the letter f"""
14793," When an Islamolunatic blows himself up in Baghdad, it has zero to do with Bush and Blair."
12009,&# ; Fuck all the Heat bandwagon riders... We know who you are&# ; u sound like the hoes mad they man cheated with a fat booty bitch
11104," Someone recently told me that a local yokel was going to ""use my twitter account to damage me"" so... Yeah."
17327, Fuck the Islamic State!! We will kill those cunts&# ;&# ;
3258,Bye bye bitches. Your ego might go down a notch now. #mkr
15157, lol bitch nigga ima get my gay homies on you
11414,&# ;&# ;&# ;&# ;&# ;&# ;&# ; Nope Thts not wht it says here.. I'm not a hoe. I'm a people person 
18485," Hell, Palestinian Muslim assholes like this clearly state their intentions of religious jihad against Jews and you tell them that ."
15589," Charlie Brown A Christmas Story Rudolph, but only because of the island of misfit toys."
1109, I'm a boss ass bitch bitch bitch bitch bitch
11535, I'm not sexist but women shuld familiarise themselves wit the pots after all a way to a man's heart is thru the stomach #JustSaying
19941," "" #BlessJesus Amos : Can two walk together, unless they are agreed? #DifferentLevels"" &# ;"
17538,"In Hopes of Recruiting More Women, ISIS Opens Jihadi Finishing School "
3687, ...anti American Republicans and teabaggers stop forcing ur religion on the rest of us. Stockman u dont pray.liar
15640," How can Palestine be free when it is ruled by Islamofascists that behead gays,practice honor killing,murder opposition"
7030,&# ; this bitch tried the wrong one &# ;&# ; it'll all go down hill from now &# ;&# ;&# ;
2023,Sesh with my n-words say it like a white kid yes my Kush is betta than yours u are a whore so please kill yo self fool bitch ass
10910, &# ; I have no hoes man. I don't need those though &# ;&# ;&# ;&# ; I need to pick mines back up &# ;
8451,RT Im not sexist but girl rappers are trash
9017, They want to close ALL women's prisons.
12912,The bitch got some nerve
17227,Looked like you but at the same time looked like some biker bitch or punk rock bitch from a 's movie
4396, When you're stressing over someone then realize you got hoes .. &# ;&# ;&# ; 
3059, *bitch
10068,Sydney on this hoe asking dumb ass questions
2918, negro please...I got a job now lmao
2779," Life's a bitch, because if it was a slut, it would be easy."
12002,"First ""#tbt"" best and drunkest Yankees game ever #wheresColman #everclear "
1431," Since % of Muslim civilians are killed by Muslim terrorists, you Avatar is just propaganda."
12502," ""We just gotta have a red headed Afrotino-Asian albino autistic Branch Davidian hermaphrodite on the Avengers!"""
13844,is the bitch in the new transformers hot?
17728,A girl who getting it in school and work.... I applaud you! Y'all the real bitches! Y'all doing what you do and doing it well!
10510," If I could be anywhere on earth right now, you know it would be Yankees Stadium"
2038,Lmfaooooo Can't trust a bitch that don't smile with her teeth.
11279," Hey fag, I said this was your aunts. *He* said it was you."
14315,New test makes your poop neon colored if you have colon cancer &# ; 
946,"Nigga I got pill poppin bitches in the backkkk, of the Cherokee"
7209, that was my mock done on a simulator check it out pick your team how many rounds and go for it
2202,Bad bitch with me and you kno that her ass is fat
3959, bitch no &# ;&# ;
79,These groupie bitches wild enough to suck a babies dick
7074,Yall know Skip Bayless is about to slit his wrists over Romo! Lol
2593,"Drasko only likes his mum's hot pot, especially when she's drunk and unconscious #MKR"
14069,Cuz they dont wanna b saved Why is saving hoes bad?
12621, Show your support during #FleetWeekNYC with #troopthanks. You could be on the billboard in Times Sq! 
14285," ""Heard you was talkin trash like I wouldn't find out"" "
3367," I can't handle no liquor, but these bitches can't handle me."
2338,"He hit me with "" if I tell you who I'm fucking you can't say shit bitch, but her head game on point "" #RNS"
13211, equal opportunity #sexsells #MKR
16713, god doesn't send retards to hell
4008,Colin says the meat in the thigh was moist &amp
4132,She sharing her hoe... She know though.. At least I hope she do. LMAO!
2679,Im looking for a reason to really spazz on a bitch (never my lady) but....a bitch none the less lol
19567," ""Every frat should have gay brothers because they pull hella fine bitches to your parties"" - Sigma Alpha Epsilon"
1077, R.I.P. to the hoes dying for attention
11883,&# ; Hoes really do b birds man &# ;&# ;this new to you?
16845,Like howl with pain when their balls get kicked? Yeah. I'm not sexist. But girls can't do everything a guy can do physically.
3608,I hate that one random tear that comes out when you haven't blinked &# ;like nigga stop being a bitch &# ;
422," bitches be like ""&# ;&# ;"" but still be in everybody's business"
6944,faggot time HE CIRCLED THE BLOCK FOR HOURS
6957,RT I'm not sexist... But why the heck do I have a girl as my personal trainer..??
19559, lol nigga just walk in that hoe looking for girls don't even wanna buy nothing
16468,Joes parties got hoes but it's always hot as hell
17457,Please excuse my bitch ass phone it's been a hoe lately
14960, naw Bryan said it was trash hotel so we're staying somewhere else
19467, those guys are pussies &# ;&# ;
848, trash ain't it
17367,#throwback to being bitches &amp; drinking Mikes bc we sucked 
10605," And since Islam is a religion of murder, bigotry and hatred, hating Islam is rational. "
4521, oh so basically we both will be your bitch all day? Mhmmm of course..............
9225,Photo: Giving you that trailer park trash. #transformthursday #ladykimora #vegasqueens #vegasshowgirls 
1963,&# ; Going dumb on this essay&# ;&# ; bitch you sad.
14182, Smoke good weed with a bad bitch
8528, Robin Thicke doing too much to get Paula back. That pussy had to have been &# ; &# ;.
10154, lol ive gotten into with retards on here who actually think i am my avi -_-' ive gotten called ugly black bitch. like......
18156, To recap: Dem Governor candidate in SC calls the GOP candidate a whore. TX-Dem Gov. candidate mocks the GOP candidate&# ;s di&# ;
13251,"Shit is fucking retarded, no one wants to see this shit"
19776," &# ; "" if you aint bout that Murder Game pussy nigga shut up ""&# ; GANG &# ;&# ;&# ;&# ;&# ;"
12731," Worked in a virtually all female environment, not sexist but comes with it's own problems, sadly..."
158, Yo mother(dedication hoe) - rich homie Tono feat. Childish Miguelito &amp; young patty.....coming soon #sorry thewait
15393," ""Type in ""feminism is"" on google, these should not be in the Autofill results not sexist but i needed t..."
662,I'm a bitch because My family life is fucked My love life is fucked My social life is fucked Just my outlook on life is fucked
15473, All these hoes just want some attention.
11534, Hey Colin... The s called. They want their pushed up jacket sleeves back #MKR Miami Vice Rules!!
18209, If Muslims ever produced a decent leader the world would be overjoyed to accept him.
9582,Free birds. Lol
7091,Aye it's a lot of niggas out here that can't fuck a bad bitch unless they get her drunk smh #Preach
1786,#portlandia #putabirdonit The Xbox One would be so much cooler if they put a bird on it
4114,She say she want a nigga like me But that bitch mad cause she can't be my wifey
7782," Pakistan is a nation of haters, killers and savages. See this tweet. Barbarism is in the masses' minds. "
403,I give my niggas hope and sell these bitches dreams!
4230," If you know he has a girlfriend don't be that little bitch, respect it and move on."
4882, &# ; Fucking niggas bitches man I'm use to it&# ;
7483, Islam is the murder of million citizens of the earth by scum shouting Allahu Akbar. 
12385,I Fucken can't stand little cunts that write a damn Essay on how the feel about something on Facebook. #gross
7144,I love to feed the pussy
13787,You can't play me for a fool my niggah
2717," she was the principle for a ghetto elementary school, I doubt it. But fingers crossed&# ;"
4744,Irie is a bitch for not letting me borrow his charger.
7321,"YOUR WIT HATH BLINDED ME Damn you made a page all about it, daddy never loved you huh?"
19771," I know, all the bitches love me&# ;"
14916, Could you please refrain from being a dumb bitch
13091, anxiety is such a cunt
7560," I'm not sexist, when women do something notable besides give birth I'll give them the acknowledgement they deserve"
360, I don't have an iPhone so I have to manually ignore these hoes 
14843, Shhh....it's a trap. 
10868,Damn some Oreos would be so fucking clutch right now!!!
10103," where are all the thinkpieces on why kids call themselves ""trash"" and ""garbage"" these days"
12131, I think this Steubenville rape trial is some bullshit. That rollen bitch wanted the dick lls and got mad when she w ...
14370, tell that boy he a hoe i just called him
2095," seems if they dont come up with it, its trash, nobody outside hollywood knows what ppl will pay to see..ha! Guess those in hw dont"
4298,My best friend says I don't need to be in love right now .... he thinks its too soon to love monkey....
1303,Who'd have thought my redneck husband would claim the hipster glasses? 
9298,Lol It ain't nun wrong wit Tryn to be of da realist niccas n da city tho #salute
3851, Fuck dat bitch
8889, I always waste my time on irrelevant bitches! &# ;
3298,Hey Kat.. Karma is a bitch! #mkr
690,"You wanna know some crazy shit? Without the sunshine, you could find a SHADY bitch!"
19799, so if your and in high school you dont have your own house you fucking faggot
19664,A random am scroll lands me here...RT Charlie horses durin sex just simply means you didn't drink enough water that day
3844, The parallel between the behavior of terrorist organizations and the prophet Mohammed is something I've preached for year
4014, hes just a friggin idiot that can say anything and his redneck teabagger constituants buy it. They love stupid people
714,"Who gives a flying fuck? Again, call me sexist but men shouldn't get lower back tattoos"
4650,"WE SALUTE THE VETS &# ; Tuesday Jihadi Bitch Slaying: MK- , M &# ;s Fired At Taliban Cockroaches Du... #tcot #pjnet"
18858,Notice / Muslims want Sharia and Sharia says that apostates must be killed. But only / support that directly. 
19092, fuck no id be gettin swole in there like everyday nigger
15344,#agreed &# ;&# ; There are a few badd ones but idk..mixxed bitches is really where its at tho
1659, Dick will have bitches selling their own mothers soul.. Inconsistent dick at that. Dick that they know isn't staying.
3740," fake eyelashes are okay if they look natural, but some of you bitches look like you gonna take flight if you blink too fa&# ;"
14037," I'm not saying she's a hoe, but she's been on more wieners than Heinz Ketchup."
93,"#MKR maybe you girls should go back to cutting up cows and pigs, don't quit your day job!! "
7208,The ghetto hoes love feeling a nigga abs ya heard me
18591," We was wearing shorts about a week ago,week ago. Grab ya hoodies Cause it's freezing hoe, freezing hoe &# ;&# ;&# ; "
1576, &# ;not all black girls are ghetto though
11512,"Another major development in the Jihadi circles: Al Maqdisi, hardcore jihadi theorist asks specifically for relief &amp; aid workers&# ; release"
8763, no bitch
4602," No, they showed you the good face of people. There is no good face of Islam."
9607, The Sassy Foods feeling #MKR #MKR these girls are vile people #KillerBlondes #basichotdog #nobun
4394, Everybody pregnant . You bitches waste no time
18733,Pretty mother fucker pull up in a bitch likee
2190,In two months tho hoe
17938, you bad little bitch
11048, Kiss my ass. I don't read books by Muslim bigots written to promote their fascist murdering genocide of humanity.
13749,Shut the fuck up and quit being such a pussy hahahah
483, I don't bend that way queer. Thanks for the offer it's flattering.
9991," ""That shit can break you down if you lose a good girl, I guess you need a bad bitch to come around and make it up"""
8293," ...She does to the IDF, Hamas would have put a bullet in her head long ago."
4774, HAHAHA. Sad people don't have a sense of humor these days. At least you are passionate abo...
2943,You nigga eating these hoes pussy but they ain't worth it
846, th grade bitches &lt; 
15680,I can't stand a Fag bitch like Fucc get out there &amp; make the MONEY &# ;
10983, Women from Pakistan's Christian and Hindu minorities are particularly vulnerable to forced marriage to Muslim men. 
7190,Well good morning early birds.. t minus mins until thee clock out. Then breakfast shower rub one and sleep!
4902,All d messy hoes sleep
3517," No, I'm not, you cock sucking twink."
1204,"When you realize how curiosity is a bitch. An should of let the unknown stay, unknown. #CuriosityKilledMe"
11576,Confusing circumstances seem to get in the way of your high ho... More for Virgo 
3010," "" Girls that fuck back &gt;&gt;&gt; &# ;&# ; your last one was trash so here"
15594, Colonizing and raping is how the Muslim world got to be the size it is. The first crusades were Muslims invading Europe.
18446, Lebron your still a bitch you suck nigger hope you die
20178,". So you oppose equal gender rights, do you?"
3877,"he had a song called ""Hit u from the back"" with the iconic lines ""There they go! a big ole pack of pretty bitches..."""
1461, it ain't retarded. He's my cousin. Lmao.
17720, ling ling krunkchip
779, fags
13683, Side bitch or main bitch you still ain't the ONLY bitch. &# ;&# ;&# ;
277,"&# ; Half y'all hoes still got nut in y'all baby hairs , shut up &# ;&# ; "
18493," ""Just texted my phone, this bitch just blew my high!"""
2353, You have to be extra stupid to be a woman and follow #Islam. 
1228, Manipulative and threatening BS. Proving that people have to be intimidated into following the god of terror.
1881,Goodbye hop plants ! Time to dink u!!!! Luv it!!! 
4807," LOL. First you deny that Islam permits the rape of slave girls, then you verify it. Get lost. I'm tired of you."
2258, she going full retard right now smh
496," ""are these hoes loyal?"" &# ; N &# ;&# ; O &# ;&# ;&# ; O &# ;&# ;&# ;&# ; o &# ;&# ;&# ;&# ;&# ;o &# ;&# ;&# ;&# ;&# ; o &# ;&# ;&# ;&# ;&# ;o &# ;&# ;&# ;&# ; &# ; &# ;&# ;&# ; &# ; &# ;&# ;&# ;. &# ;&# ;&# ;. &# ;&# ;&# ; . &# ;&# ;&# ;&# ;."
4498,RT I'm not sexist but the Men's skill sets and abilities are just leagues above the women's. Much more entertaining. #Olympics
6702," "" This bitch wanna be Roger from American Dad so bad "
4133, I hate when people leave their trash in my car.
11153,I wish a nigguh would try this clown shit in w.o.h.s 
19287, I ain't to show bout dem colored diamonds you talk about on da radio. Any diamond you gets from a colored be stolen
11261, I pray that the lying criminal bitch goes to prison.
10742,These hoes ain't loyallll
1129,soon As u get some PT and y'all wonder why I go so hard on these hoes!!! bitches ain't shit smh...
1081,Damn bitch you nosey please don't touch my phone please
10278,#ultimatepickupline bitch get naked. Works times out of if she's drunk :)
9608," "" Beat the pussy in so well her shit still hurting from a week ago"" &# ;"
2502,"Only a FUCKIN"" #retard #liberal would think #XMen is about ""them"". No. #JesusChrist WAS A #MUTANT&gt;"
13920," But yea, apparently #GamerGate women are sock puppets....lol. "
10325,Lol dat bitch petty
1547,Sex should be a reward in a relationship. Nigga has never done anything for you whatsoever yet you still give him the pussy...smh
8465,I love how Everybody bitches about heat fans when we win but if they lose all the haters are x more obnoxious
2365,I just got so hype haha lets go!!!! Beat the shit out dat pussy ass niqqa
3403,&# ; I got hella hoes.&# ;&# ;
20057,This weather is a bitch
12618,My homeboy got a hoe number on house arrest ... i said that's good she won't ask to go anywhere
3612," As usual, you are a Muslim liar making any excuses for a religion of barbarity, murder, hatred, and sexism. And now you are blocked."
18155, Leave the washing to mum because she's not a complete remtard #WomenEqualWashing #NotSexist #WellSlightlySexist #IMeanMumIsB...
4303,Getting off twitter jigg trynna stress me out more I don't need this type of heat&# ;
11966,do you think all the rice fags are at McDonald's?
3103,women hate hoes becuz they fuckin up the economy
18540,Kat you nasty human being. You don't deserve to be in the comp #mkr
9511,Fireball has turned from a cool liquor I used to be sponsored by...to a drink for pussy country dudes who hear it in a song.
3623,Your bitch is a fake sack of potatoes
1907,I don't own any #Onslaught on #Vinyl I may have to get one now. Their new Lp is available in army green coloured vinyl
6317, Niggas talk more than bitches these days......
18106,""" Harlem shake is just an excuse to go full retard for seconds."""
3890,Try Rex's NEW water roasted tomato/potato sawdust crackers! Loaded with enough sodium as to make Lots wife look unsavory! Only . a box!
155,"I'm ""walk into my local convenience store &amp; the clerk says 'what up, girl? Keystone is on sale, yo!'"" white trash. Line forms to the RIGHT."
2316,#Ebola Great and I thought the panic from bird flu was bad. I really ain't got time for that.
10491,"Rape is not a synonym for ""depleted."" Just raped my bank account with tuition."
2413,I hate when cute ass girls have wack af boyfriends like bitch youre settlling. Quit your settling and be with a real nigga
110," Scientists have recently discovered that bitches, do in fact, be trippin'"
17297, whatchu doin today nig?
16076, Get a girl with good hair . U don't want a bitch that got nappy ass hair . Yo kids gone end up having bb's nigga &# ;&# ;&# ;&# ;
5889, #questionsforwomen #questionsformen Do you view someone less reasonably if they openly declare hatred of your gender? htt...
3866, I wouldn't know cause i don't fuck with these hoes
7750, safe bruv welcum to twitter my niggur
13599,Dnt play with yo girl heart thats why her pussy there for .
14895,Unemployed niggas get the most bitches #FACTDONTARGUE
1613,I'm not the type to fight no bitch over a nigga im the type to say fucc that &amp; take his Bitch &# ;&# ;&# ;
9992,&# ; Wtf is flappy bird&# ; are you kidding me
18149, bitch &amp; if they wasnt &# ;&# ;
6954, Pussy is pussy asses.. Thats how so many of yalls babys mommas hideous and u hiding her from the twittersphere
2776,You little stupid ass bitch I ain't fuckin witchu.
19453, Every nigga New hoe is Da next niggas old hoe
16270,&# ; Rico be bored then a bitch&# ;damn boy you watch me more than these hoes do
15937,Since a youngin bitch we been them niggas
15614,When ever you dog hoes really bad you end up w/ a girlfriend ...
7077, Media be like: *Muslim whale attacks US Navy* *Muslim tiger attacks Zookeeper* *Muslim bird attacks Eiffel Tower* *Mu&# ;
17323, percent of the trash we dump in the sea is missing. This is not a good thing &# ; 
557," Big Sean is ' and pounds, yet he calls everyone lil' bitch. You the lil' bitch Sean, you the lil' bitch"
16911,"Peace fags, just remember I'm best Lux support NA. Drop LustBoy pick me and Kakao up TSM."
3453,They have a clumsy bird too lol what is life
304,I support all of my niggaz and bitches doing dope shit on the west side and in my city LA
4560," If I've ever offended you, im sorry.. . . . . . . . . . . that you're a sensitive lil bitch."
17261,I see a real nicca when I look in the mirror
3877,#Havok is one bad bitch wouldn't wanna mess with her #TNA IMPACT
3337," We don't care. As long as there are a lot of dead Daeshbags, they will loose more than they gain."
15297,""" What do u think her punishment should be? #QuestionsForFeminists"" #QuestionsForMen #QuestionsForWomen"
858, I'm sorry to any women out there! I'm not sexist! But ya cant have women in the infantry doing a front line role!! Its a simpl...
19253, Proof Mohammed was a pedophile. 
1799,All you see is straight pussy in my iPhone!
3523," rts I'll go down there and say ""fuck er right in the pussy"" &# ;&# ;&# ;&# ;&# ; "
989,&# ; I should be the Global Ambassador of SOMETHING!!! I put ppl on&# ; des nuts hoe ahh nigga
2603, lol lil bitch
2884,Nikki has massive #armpitvaginas #mkr
14663,"i seen a nigga dressed to impress, hop out da bus n a bitch wit a phatty, get off at his stop too. Say somethin...GOD THROWIN U DA LOB"
4290, nigger
3414, bitch firstly it's resting on my titties and secondly if U WAS PAYING ATTENTION YOUD HAVE SEEN WHEN I SAID I ROLLED INTO IT
18074,Coons these hoes love putting spaghetti and salad on the same fucking plate....*smh*
1771," ""People need to mind they business"" bitch this the Internet. stop posting shit then"
16488," What is the difference between what ISIS does and what the prophet Mohammed did, microbrain? #Islam"
2796, the witches took them hoe
697,&# ; I smoke like backwoods a day&# ; cop dem bitches by da box woe 
4678,""" &# ; Aye yall ima tryout for the bowling team frfr&# ; tryouts passed tho"" no theres two more retard"
4896, lol they turn down to early bunch a pussies
2418, The strings attached to boxes of animal crackers were originally put there so that the box could be hung from Christmas tree&# ;
12275,"That makes you an annoying bitch. If you're out looking to be offended, you can't bitch when you're offended."
8973, your man looks terrified in that picture. Do you beat him? Or just treat him like a regular bitch?
559,I need sleep but can't seem to get that place that let's you clam down and sleep :(
13117,LOL there's a talking monkey live on the internet! Will wonders never cease?
4734," I never did those games, but I was obsessed with Angry birds. Which is why it took me so long to do CCS. I was scared. Lol"
1129, The nae nae got to the white ppl it's too late &# ; &# ; Lmao they ate this hoe stonnaaaaa &# ;&# ;&# ;&# ;&# ; #NaeNae 
20144,"Nigga fuck hoe , ion want fuck yo hoe , she a fat chick &amp; she bad built &# ;"
14218, he wasn't training gook boy doe
1647, I know bro nigga seen a ' African playing Guard and was handling the hoe
1244, bitch you subtweeted him
