,text
10540,Lmaoo tony spanked it maaad times to that bitch voice
13655, I call my penis The Titanic because so many bitches went down on it.
4184,"When girls say like ohh I'm so ugly, like bitch you ain't fishing for compliments you're like deep sea diving, fuck!"
8890,I like a cool bad bitch. She know she sexy but her attitude is like ehh whatever &# ;&# ;
3509,&# ; I hate this shit like why y'all bitches think that's cute? clothing violation
13069," "" She has cancer &amp; is still killing half you hoes jus cuz you have cancer dont mea&# ;"
13648, and you got that pussy in your bllod
13178, I deadass took this after i ate a darkskin bitch pussy the other day #NeverAgain 
11712,if a bitch would everrrrrrr
12328,I lost all my respect for my brother cause you acting like a straight up bitch
2731,real nigga shit she wanna be a righteous young rich nigga bitch
6438,My bitch say I'm in the dog house FUCK YOU MEAN
14333,Dumb bitches that think Buddha says namaste
3506,Since a lot of you lil bitches wanted to add the h hashtag into all my tweets I'll do that shit back #vote sos
3748, When a bitch tell me I'm ugly &# ;&# ;&# ;&# ; 
6400,I love all people for who they are but there's this one fag that goes to my school that can catch a ninja star to the face ASAP
6750,"Neverrr, play me for stupid because I'm far from it.. You bitches might be stupid. But not me &# ;"
400, Kickin trash cans on the golf cart #yeeyee 
8182,Chase really got hoes in every state it's crazy his @ name the truth
2263, That's my bitch &# ;
6781,"I been way to consistent on niggas , I'm have to drop some trash to get appreciated"
3778, My mom paid $ to hold this monkey &amp; look what he did &# ;&# ; 
2729, Bitches be out here eating pussy more than niggas &# ;&# ;
1248, go jerk off to lollis faggot.
4650, bitch I might be **~aesthetic~** 
4081,"So we are not even two full games into the season, and the fairweather whining is already in full effect? #Yankees"
9278,stupid fucking metal bird
13256,"but i do know one thing though, bitches they come they go, Saturday through Sunday monday, monday through sunday yooooo #superman"
9876, Y'all bitches is fake as shit.
1584, oh am I lame but yo pussy ass didn't show up the fuck u talking bout oh scary ass white boy
4983, I beat the pussy up up up up up...
3709, the timeline boring because all the hoes out right now probably getting fucked or planning too
832,thirsty ass bitches shit dat ion like...
13007,My pits be stankin from doin dem flows. Is hard on a ol colored body in da heat. Dem white women be pushy when day want dare flows fixed
13400,Never lettin dat nigguh used twitter in my phone again
14425,If you're being a little scared bitch about the POSSIBILITY of a louisville purge...just go to Ferguson.
2269, fine cheapwine &# ; So who used my email address for this chat line? All these bitches hittin me up &# ;&# ;
11410,What do you do when you the nigga thats currently cuffin a bitch dats getting exposed? &# ;&# ;&# ;&# ;&# ;
2578," lmao take off thru, quavo can't do shit but make hooks, offset da only solid but I kno niccas been tellin him dat"
1469,"This mint brownies recipe is made with almond flour, coconut palm sugar, coconut oil, and coconut mi "
12346,Why is all these artist and new ones making so much trash?
3908,"I hate being profiled. I'm not ""country"", I'm not a ""hick"". I'm Eric Dean Vestal, and I'm doing what makes me happy, not anything else.&# ;&# ;"
5393,"#DegenerateArtist Ain't fuckin' AROUND with #Allahs #retard #crest&gt; I GOT BLESSED by Jesus and you are NOT NEXT, you fake ass TEXT&gt;"
5680, &# ;pussy whipped
8873,these hoes ain't loyal n these niggas ain't either!! fuck ah bitch get ah bird
7800,Be trippin when I call you hoe but bitch you know I talk like Dat! -- voice
4335,Ima tear that pussy UUUUP
14688,You NEED an iPhone to use their stupid watch? Apple is just grabbing people ankles and shaking the money out of rubes pockets.
9101," "" you home. Niggaz in that bitch was some hoes yaknow"" yazz I gotta do applewood n shit"
181,you hoe spice
2501,"""I'm sorry I fucked yo bitch... But she really dig a nigga"" "
1382,"My bitch educated, had her clients pay the payments"
2427,why is this thirsty white basic ass bitch still talking to me gtfo
11666, Johnny football is trash man. Trash. Lol.
5760, oz arizona's trash
11612, way other hoes boo
3544,"#faggots are MERELY a #scientific indicator that SOMETHING IS WRONG&gt; Do not celebrate as ""unique indiviuals"" for they are #cancer&gt;"
14753, Ead Especially after Rita died.. Dexter was just as trash as Breaking Bad.
3800,ha fucking twat. go cry about mommy some more
10091, bitch go shoot some balls of paint. Ole hobby finding ass
1110, I don't support that ya idiot. And if I'm a teabagger you're being teabagged. #OpenWide 
14413,You say no to ratchet pussy but juicy-j can't! Bands will make her dance
1083," stfu hoe RT &# ; ""I'm proud to be African American"" - Proud African American ""I'm proud to be white"" - Racist &# ;"
1949, Godiva Chocolate Dipped Oreos &# ; 
12380,&# ;&# ;&# ; bitch my lrt
138, Don't fall out wit yo niggas over hoes..
1950, I need a loyal bitch not no goofy bitch
3976, before I went off to college I wanted to get a ukulele but quickly realised I'd be a bigger fag than the guitar kid in the quad.
8510,Horny Japanese MiLF showers and toys her soaking wet&# ;pussy 
10206, lmaoo what a fag
3384,Just saw a lady that looks like honey boo boos mom. Goddamn that bitch is ugly.
3298, Let the Dem concern-trolling commence in earnest! Wagons ho!
5411,"Everything don't deserve a reaction. So don't think because you do something that I'm jump..no, bitch I'm focused on money not your sad ass"
12942,My barber not bein able to cut my hair yesterday really prevented me from goin to the club and gettin mad bitches b he owe me free cuts
10663,If these hoes ain't lying about being fat they hiding a backpage profile some where...
5718,I'm so mad cause hoes think it's funny
3449," To get with a hoe, you just need to be cute, have muscles, dress your ass off (swag), or talk a good game."
14763,"Blunt to the head, fuck Feds, I eat pussy till my tongue red"
14828, you knw where i am pussy i hate when u ask me tht
11317,Some of these sex gifs are fucking retarded
3460,Ewh bitch you look like an inbred.
3257,"I be waiting for a bitch to sneak diss , I'm IDC &# ;&# ;"
6851,Love my bitches 
8360,"If luke hemmings really thinks they're trash, I MUST BE FUCKING DIRT BC YOU BOYS ARE BEAUTIFUL DAMMIT"
3745,When you see a fat bitch wearing leggings and a belly shirt 
2837,"Kayci and I greet each other by saying ""hey cunt"" like it makes me lol"
7066, happy birthday bitch&# ;&# ;&# ;
6533, nigger!!
6670,"&# ; yall niggas think i just hang around your crib doing nothing, bitch i be getting bread too &# ;"
6281, or hoes for everything &# ;&# ;&# ;
3986, Got cookies because a bitch ate one.
12168," ""all of these rednecks and none of them can keep the fire lit"" &# ;&# ;"
3815, I don't understand I don't even fuck with these bitches but I'm so relevant to them though &# ;
1481,Hahaha I'm fucking weak! He used to abuse this pussy ...... Lmfao
7912," I come off like a total bitch, but if I like you I will literally do anything for you."
8700,Sick of your coon antics Accuracy &# ;Henny &gt; water&# ; &# ;&# ;&# ;
10711,Ion kno what im doing tonite....i jus kno its gon end wit me dick first in some pussy....
1995, now that ur tour over come kick it with ya nig in the MIA....
7977, &# ; Some* Niggas be so pressed for pussy&# ; my bad yes some!
11222, lol youre retarded &# ;
112,Photo: anarcho-queer: &# ;Anarchism stands for a social order based on the free grouping of individuals for... 
11939,Shoot you and your shorty bitch
3305,wow! Some bitches just deserve to get punched. In the vagina.
8952,Lucky bitch still in Ecuador&# ;
7867,#realtalk if you a hoe an try to get serious with someone don't expect to be anything more then a piece of meat to them
1514,&# ; GRAND OPENING ! &# ; TOP CLASS &# ; Oriental Massage &# ; PERFECT !&# ; 
11941,Cute Japanese teen gets her tiight pussy fucked while sucking&# ;cock 
6473, that's lil nig &# ;
3819,"""I went to jail for a flock, &amp; came home wit a strike.. You went to jail as a bitch, came home as a dike""- "
843,Gotchya bitch
3171, We don't want no skinny bitches get out! WE WANT BIG BOOTY BITCHES!
8292, well at least If you're going to do somthing you do it.. And don't bitch out.. Even when it's the wrong thing &# ;
3370, All these hoes want is sum Good Dick &amp; attention -All HBCU
3263,"'Every bitch got a fat ass or she $ , from it' #RNS"
4828, Every nigga New hoe is Da next niggas old hoe
12272,"In class still drunk from last night and this broad is doing a presentation on Chipotle, bitch can I live #tease #feedme"
9467,Johnny Rebel - Quit your bitchin' nigger!: 
6431, bunch of pussies.
2944," strawberry shortcake. Stacked with whipped cream, yellow spunge-cake, &amp; sliced #strawberries freshly picked from the farm w/ my kids."
3845,OMG&gt; I was throwing beer bottles on street and yelling at drunk homeless people to stop harassing the trannies.... #Game #torturebaseball
8710,My goal for soccer this year is to get a yellow card every game
1070,These hoes they be homie hopping !!!! But idgf AIN'T NO FUN IF THA HOMIES CAN'T HAVE NUN !!!!!!!! GO UP THEN
2626, who do you think I am bitch
4127,Ya last nicca couldn't beat it .. I hit it like a free throw!
4781,I have really light colored eyebrows naturally and it's not ok
6806, thats ghetto..
3807,It makes me sad knowing this queers won't be down the street anymore. #SadTweet
14357, none of my business ? Nigga if you get that I'm living with you lol and I'm stealing one of them bitches and k &# ;&# ;&# ;
6442,"Don't act all shy, bitch slop that up."
743,"Guess who just got an apartment in downtown Columbus? That's right bitch you guessed it, this guy."
3436," Lmao &# ; A hoe's best excuse is ""it just happened"" lol. No. You being a hoe just happened. It's okay to admit it&# ;"
3719,&# ; If you're going to talk shit about my sister. Don't play no pussy shit. Say it to her face yo! #JustSaying!&# ; #slapAbitch &# ;
3111," miley cyrus, macklemore &amp; adam levine all got together n were like ""lets gets the most retarded fucking hair cuts ever"""
2034,"But bitch you gon shave or wax that pussy before I bless it, Foh."
324, I'm signing up and it's ghetto as fuck lmaoo
2950,I got bad bitches on stand by
699,I had to hug the block. You bitches just wave at it
3785,The #teabagger #freemarket really doing wonders in #Bangladesh these last couple of days. #tcot #p #teaparty #randpaul
3607, I miss NYC!! Nashville needs a pro AL team. The closest is KC or Tampa. That's pretty bad. The south is NL.
9762, but cant nobody at yall pep rally out jigg me
7315,"A boyfriend who tells hoes and sluts, ""I have a girlfriend"", is a real ass dude."
3960," Them hoes are temporary, but a good woman will always be a good woman."
3657, Rt *nigga *bitch *him &# ; ' I will never date a female with another niggah name on her lol . Wtf .&# ;
1713,Whipped out some french in front of some babes at the post office. #winning
14882, io.. lol osi tangi! Haha a tuku ho tangible Terryn! Atunga ho fie lea lahi mai!
7626,Sierra almost got caught with the ole hick &# ;&# ;&# ;
3548, somebody looks like the die on the first tubes on flappy bird lol!
524,"LMaoooo. ... &# ; No shade taken. It's Swahili for ho. And like, Den&# ;suaw. Lol.&# ;"
9974," Beautiful wall color &# ; "" I don't love these bitches and you shouldn't either &# ; "
7262, Incase any hillbillies try to roast... &# ;&# ; 
3712, bitch.
2447, my nigga really tried to save his bitch lol
11951,#youaremoreattractive if u a real bitch!
2235," Kevin Gates said ""real niggas eat booty, real niggas please they bitches, ION GET TIEDDD"" &# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;"
11978, bitch you look like a shamu go back to seaword
7958,Fuck you tweetin me emojis for faggot &# ;&# ; 
411, retweets the most random shit just cause a bad bitch tweeted it &# ;
10445,&# ; lesbian pussy taste like rainbow trout!&# ; #lezzzbehonest
3923,this hair screams bitch
2186,Since niggaz is throwing subs on this but that same nigga lame nigga bitches was getting fucked by other&# ; 
1785, a beam of light descended from the heavens a loud voice said fuck her right in the pussy many lives were changed that day
8089, that bitch Lebron counted to like he ain&# ;t eem give Miami yrs &# ;&# ;&# ;
13012,Isley brothers got me alot of pussy boy. Take notes
13189, bitch please 
2732,I went from smart car to a bitch with some smart lips.
3701," Latest DraftExpress mock draft has Randle # , Cauley-Stein # , Young # , Poythress # . Harrison twins &amp; Dakari Johnson a&# ;"
10379, niccas dnt kno bout da art of finessin
5016,Denzel did his mf thang in his new movie boy I swear OML he played the shit outta that bitch had me in the movies ready to be a killer &# ;&# ;&# ;&# ;&# ;
10503, me nite bitches 
2466,Shut up bitch you beat off to your sister.
2990,Jihadis circulating a video of the killing by Boko Haram of a Nigerian pilot captured after his helicopter was shoot down
1273,Hmm Every bitch i fucked wit is a hoe never met a real female in my life
3428,Hit a bitch with a car bomb.
14786, your opinion plz. When election over will there be any improvement or will BO still be allowed to trash America?
3711,Add my snapchat lil bitch: TreVaughn 
8353,Lmao bitches is crazy...after reading the first sentence to yaself jus see how dumb you sound... #ASideBitchMadeThis 
2332,I'm too much of a bitch to say anything about that
2059, hes a lying faggot. he used inspect element to change the number of dollars in his account.
3581, bitch
5660,""" Facts what baldheaded bitch made this shit. &# ;&# ;&# ;&# ; Lmao &# ;&# ;"
1374, nun of ya bidness bitch
1646,foreign iphone imma call a goth hoe 
14002,Citi field bitches 
14817, Have a seat drunk bitch #RKO 
9353, it's always a white bitch doing something OP lol like they give zero fucks when it comes to dick &# ;&# ;
1469, I can't wait for the day they take them be a boon for the entire nation
9349,All I wants is to represent da life o da colored man.
7777,My nig jus said ain't nuttin worse den a fat loud hoe.tru fuckin story
8809,"Big bird holds press conf claims ""he does not care for the letter f"""
7746, Irrelevant people talk so much shit like who the fuck are you bitch
649,I could blank all you son's of bitches out #getatme #goofy #fuckmongo #naynayismongo
3912, Just cause i liked a photo from weeks ago don't mean i'm stalking you bitch you just don't look as good as you used to
14384,Shoutout to this bitch for unfollowing me like I didn't noticed you like my pics just to unlike them&# ; 
4072,f u tumblr bc my blog is black &amp; white but there's so many great colored things I could reblog fml
3496, umm how about they are at home raising kids? You are retarded.
561,#BurnNotice Fi shoots bean bag rounds at the guy - Hurts like a bitch don't they?
5927,Idgaf about you regardless bitch you got me all day.
10805,I can't believe this nigga told me to put nutella on a bitch before you eat her out #wildnigga
2858," poor coon.......snow stopped here,now if the wind would it might be nice out,well for winter"
6894, bitch u bs how fck yah &# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;
3409,Some ho hitting on my wife lol
3468, that hoe can't cook
3003,I'm such a bitch sometimes lol
2115, We niggas like fuckin roaches. Let one in and you hot dam infested. You a crazy bitch. I dig yo ass
3412,"The whole afternoon has been about the ""deep voiced bitch"""
4804," ""i miss my bf"" well, i miss limewire... sooo shut the fuck up, you whiny bitch"
13814,"""Twitter is twitter"" bitch twitter is life"
12504,I'm not the type of guy to bitch about how hot it is but it's about to be and I'm still sweating
3354, &# ; Sometimes females are just fucking retarded bro. I swear I just want to kick y'all in the ovaries.&# ;
3949, where are the birds at? Wasn't it Port where birds were all over?
8323,Gabby's a bitch and has three accounts
10823,Ask your bitch about me she turns into dori. &# ;
9230,"Well gahdamn. Wooooow &# ; ""Good job mommy"" cutest thing blue ivy ever done she still an ugly nigger baby&# ;"
2618, thanks ya fucking hoser
10105,On break feeling xxxtra dumb cause i forgot my lunch money like a hoe
10497,""" I could go for a fat ass bitch on my lap"" same"
2415," also you can only refer to a girl as ""bitch"" if she has sucked your D #BetDat"
7592, Jody was really a pussy tho. He let some lil niggas jump him and take his bike. Old head sonned him in front of his mama&# ;
7488,"Hey, you, bitch in the mini-van. Stop riding my ass. You have no power in your vehicle, just stop already."
180, Now he apologizing. Lol Fuck that hoe and her shot up pussy!
3969,A shockingly true tale from the Oreo that almost got devoured. 
13008,"crazy bitch, I like the way you ride this dick"
9442,#mt #commission #gouache #tiki #wahine #monkey #tubed #surfing #wavesliding #waterwalker #notkook 
4361,Jada Fire has never dropped me for talking to imaginary hoes
7481, chill your dad gets more bitches at school than you do griff
7711,These chicks use what they got to get what they want. Bunch of Ronnie &amp; Trickz ass hoes.
3337,&# ; Fuck them texts! &# ; it's a movement. Lmaooo &# ; courts texting rubbed off on me &# ;&# ;&# ;she used to be bitch bout it tho &# ;
13100," No woman deserves to be sole stomped like that. He is a bitch, and so is everyone watching doing nada."
1510,Yo that teacher in Baltimore wasn't bullshitin with that bitch lmao
1519, stick by his side and don't give his pussy up . .
2085," Dear dessert heaven, fangs so much for these Oreo Spooky Ball Vampires. #OreoCookieBalls "
13966, home of that one hoe Katrina
12913," I don't care how much pussy I get, I still got to jack my dick..."
5928, Thank You Rangers for taking out the diving pussy I love it !! #bruinsfan
3047," #Merched&# ;&# ;"" Smoke wit a bitch in Nap and let her play music I bet she turn on boosie or some slow shit &# ;"""
2772, Ho ho ho bitches Merry months-ish until Christmas. 
1674, nigga u just called me a bitch last time i check im a fucking nigga get out there and ill show u what a real fight like
1400,David is bitch made #HeIsMyBitch
12397, too make up for your yellow chompers? #candyass
12712,&# ; Red Neck Ice Bucket Challenge &# ; he must be from the SIP. #redneck
5717,"Person: My new years resolution is to not be a jackass to everyone. Me: Yeah, and I'm going to buy a PS . I'm not retarded."
3415,"' This be me &# ;&# ;&# ; Cuh went from "" Its time to settle down "" to "" Where the hoes at ?! "" &# ;&# ;&# ; . "
7097, all I wear is vineyard vines and American flag chubbies. I'm the OPPOSITE of a wigga.
11015,"#longhair don't care got my #gayboyproblems everywhere, I'm a #bitch I'm a #champ, I'm totally full of&# ; "
4286,Charlie is so adorable. 
2448,Call a negro
8587,I be ready to tell a bitch shut da fuck up lol
950,See &# ; ima stop &# ;&# ; getting on this here Twitter arguing with you hoes&# ;&# ;......stupidity is a trait that I &# ;&# ;DONT NOT FUCK WITH &# ;&# ;
14269,"a bitch can have two black eyes, bloody lip, scalp bleeding, bruises, and a broken arm and still be like ""but i love him!"" lmao"
6831,i was gone for days don't her bitch ass miSS ME
2872," I am so nice , but I'm such a bitch .. hard explain"
1373,It's throw it in her throat thursdays so make a ghetto gaggler out of her
9952,Ain't nothing that good head or pussy that curl yah toes up&# ;&# ;
65, not all of us my nig! I'm light skin with a dark skin mentality lol. We all black
7235," no comparison the Beatles are a bunch of cunts, but the band that matters the most is The Faces IMO. Stones second."
1138, I use the word cunt very loosely
2375,It pissrs me tf off when I call you back a half a second later nd you dont answer. You a bitch ass nigga for that
10429," WooHoo! New Black ""Kill Cracker babies"" Panthers to the rescue! #racist #trash #thugs #Ferguson #fergusonriot"
1408,It's definitely a bitch everything in life is ruled by money. Such a moral heartbreak.
443, I just fucked yo bitch bruh.. I tried not to tho
7290,GUYSSSSS YOU KNOW WHAT THAT MEANS &# ;&# ;&# ;&# ; maaan :( most of my friends are hoes this can't be true &# ;&# ;
1465, flappy bird is deep... hahaha 
1645,"This bitch is really gonna sit here and tell me I need a parent w me at the doctors even if I'm &# ;&# ;&# ; uh, no"
2266,God people can be so mean. This Asian guy held the door for these girls and they said they were surprised he could see it with his slant eye
13343, &# ; quote this tweet with the funniest pic in ya camera roll &# ;&# ; this bitch started it all&# ; 
