,text
4681, Kick her in the cunt
5849,&# ; HELL YA THEY SHOULD MAKE MORE MALT LIQUOR ADS LIKE THIS. - Dis be heaven fo a colored man
17931,"Trey songz went in on that ""looking ass bitches"" reply to nicki &# ;&# ;&# ;&# ;"
3662, You left prom camping first day cause you're a bitch boy.
14920, I'd hate feeling like a faggot too punk ass hoe
212,""" Me And Paul Thinkin Bout Gettin Rentals For Da Weekend &# ;&# ;&# ;""oooh shit bitches betta stay out da streets"
1103,As soon as a Democrat gets a chance to ? the political hack #foxnews goes to commercial then back with Bolton LMAO #teabaggers #benghazi
1813,Wow. Wiped that bitchy smile right of your face Kat #MKR #Fail
4150, y dont u end us monkeys then? U hate us because were better than crackers &amp; I love it. Deep down u know weve done nothin u
3913,The models that Supre rejected #mkr
1467,Does SZA have freckles on her pussy too?
17444,"It's #CampaignSeason, bitch. "
1236, I blocked that annoying ass sand nigger claims to not be biased but yet no one can say anything about khan
7272, I don't understand the need for multiple autopsies. I guess they're going to keep on until they can slant against the officer
3704," "" Pretty bitches rep Taylor Gang"" #Hollah lmfaoo"
694," I'm trynna find me a wifey type, not a hoe type."
9988,Let's just say the hotel I've been staying at isn't going to want this hand towel back. I had no idea I could turn 'em that shade of yellow.
12312, ' on these hoes. I am not fat. I'm big boned. hehehehehe.
4001,&# ; I ate oomf pussy&# ; @ her &# ;&# ;&# ;&# ;&# ;
8602, faggot
10777," Normally I would say she must have a great pussy but since I've seen it, that's not true so idk what it is."
2134," Nikki &amp; Katie, didn't your 'love for boys' teach you that no two sausages are ever same? Especially Eastern European one..."
3875, Exactly dem gold diggin hoes came out da woods on my ass
658, that spear chucker? Hell no.
7353,I absolutely love my Shanti regardless what we go through that's my bitch
10635, bitch. &# ;
2571,RT I'm sorry but I can't handle women commentators or women talking about sports on ESPN #NotSexist
7100,#NowPlaying : The Doors - The WASP (Texas Radio and the Big Beat) on # TheArrow - 
14598, In years these hoes ain't gone be shit but a Dick head!
1918, Them aint the bitches im talkin bout &# ;&# ;&# ; aint no jungle fever over there LOL
16650,know you don't like me cussss yo bitch most likely doesss
15405,# get to hit any bitch on campus he wants to
2181, Basic bitches &gt; basic cable
5175, Just got in flappy bird holy shit
13199, Dumb bitches
4674, This tweet was a booby trap and I caught hoes. 
334,"Girls be tripping with that ""you got hoes"" shit, I do know other girls that are my friends!"
3226, burnt tho .. Jus like a nicca &# ;&# ;
13292,""" &# ;&# ;&# ;&# ; I ain't shit ."" Damn Skippy lol"
13103, Lol the thirst be so real on dis bitch &# ;
3548,&# ; I tend to have more sense that bitches older than me. That's sad.&# ;
2962, WHAT? Smdh another bitch
14514,Freezing my nips off out here...
1921, A bitch can look like a million dollars wit sum garbage ass pussy
1397, Y'all gots to take da colored vacation. Kentucky fried chicken but only da white meat
2322, I don't care who they are. They might as well claim that they are scholars in witchcraft. They are madrassa rats...
318,Next Sunday faggot 
10036, his hillbilly ass would shoot ya piers put ya right next to the buck hangin on his redneck ass wall
4926,"&# ; Versace Versace, I talk shit on twitter and so that bitch blocked me&# ; "
3522," And don't call me sexist for that last tweet. If women want equal praise for success, they gotta take equal blame for failur..."
3381, Vegeta a super hoe then. But he did snack Goni up something fierce during Buu saga :wow:
10341,Y'all really risk ur lives weaving in &amp; out of traffic traveling thru two counties for some pussy?
8538,Baby pussy cant be your only hustle. Unless u bad as Naomi Russell.I mean a lot of ppl got money.So basically Russell aint the only Russell
2139,&# ;&# ;&# ; Foh #IDGT Good pussy don't neva get tired!!!
15807,Why you talking to hoes about bro nem?! &# ;
11774, bro once I'm there next year I'll make you look like straight trash so enjoy it the little time you have left
6025,Lauren &amp; I ate candy we found on the floor during class we are trash
13503, Oreo ice cream. ~ 
4754,make ur bitch want some more &# ;&# ;
16542,Started with bricks now I'm sold out bitch
14679, once at a gradeschool dance i tried to do the worm to impress this bitch and i slammed my dick on the unforgiving ceramic&# ;
9048,There's gonna be a lot of trash talk today #worldcup
2720, When kennies angry he talks like a ghetto black man and I really don't even think he notices HAHAHAHAHAHAHA I'm laughing @ &# ;
3123,"""These hoes keep callin but I ain't pickin up""&# ;&# ;"
9629, but greasy haired Colin is a judge so messy yuck is IN #mkr
11676, thats ghetto..
17716," Define ""forcing""."
15185," Me fixing my car : , The fade this hoe gone catch : Pricless "
16019, belle bitch?
12205,OMG ugly faggot. Your a bad mother. You should kill yourself like Robin Williams
8183," naw dude I wish, they're white trash"
16877," You and yo bitch break up and she start ""lol"" at another nigga, she gone for good bruh."
9832, I'm just saying at one point in my life Deonte took and cuffed my bitch &# ;&# ; a year later I fucked his &# ;&# ;&# ;
7487, One Christ terror group that no longer exist is what scum like you use to rationalize Mus terror groups
4194, Marriage not for everyone.. Some bitches just want u to sleepover sometimes
17287,"""Two roads diverged in a yellow wood, and I chose the one to J&# ;tunheimr"" - Robert Frost Giant"
3420, Ross is tha biggest bitch
5329, I can tell you a freak bitch don't lie to me
17292,""" % of welfare/government aid is claimed by white people. So y'all black slander is trash now."""
4771, We don't luv deez hoes&# ; 
16996,Burnating all Yankees and their thatch roof cottages!!!!!! #Astros 
14431, Too many bitches strictly rely on their looks. Can't bring nothing to the table but likes and an iPhone &# ;&# ;
14762,But she is a hoe.? &# ; idk about that 
1286,emers a bitch
10041, some hoe shit
2398, My bestfriend got jumped by like - dudes n ur upset u have to pay fines...? -__________- gtfo bitch
9456,Made it to the World Series. Ned Yost out here fucking everybody bitch on the low.
1952, The prophet Mohammed declared war on all non Muslims years ago exactly to impose such.
1980, Fuck these lancaster bitches they all the same
122, RT if you're on the slope to and still feel 
11738," Even in wrestling, it has its share of Feminist Authority figures! Guess who called out on ..."
4351, Two people went to jail in the UK for criticizing feminists.
11836,Iite Peyton don&# ;t be a faggot this drive
82, these bitches ain't real. &# ;
9428, Lana......it ain't nuttin' ta fuck that bitch dawg! #FROHorsemen
17899,"Yea Oscar your a grouch.. ""Bitch I live in a fuckin trash can"""
6599, Green azz niggas!!!! &amp; yall new bitches condone dat sucka activity dat why they keep doin it!!!
3516,""" "" "" "" swears I'm # man"" easily"" easily"" behind Austin"" nip?"
6172, No respect for a bitch She gonna top me regardless 
8403, wake and bake before school hoe !!!
17254, Those two are the only self ID'ed feminist I can think of who are legit.
8385," Ridin round blowin loud, fuck hoes by the crowd. Lil Reese's verse on My Lil Niggas is a str hip hop classic"
17555,&# ; Why yall think its ok to be faggots?&# ; and want us to be cool with them
10575,He's like something year old talking back to my mom &amp; taking my uncles truck without permission like bitch you need to fucken relax !
4175,Mom you've been a real bitch lately
17662, lets fuck hawt bitches at Foam and Glow?&# ;
501,"' If I ever put my trust ina bitch , I'll always be hurt &# ;&# ; ."
315, I want someone I can call my own without another bitch staking claim on him simultaneously.
30,Theres one dude i can not stand at my school because he stays on the freshman girls and girls from other schools cause none fw him. #bitch
740," Bitches will tell you, it's all about the angles &# ; RT &# ; Watching my bitch take selfies just to get that right .&# ;"
892,"Lol I followed the bitch just so I can unfollow her cause she talkin shit, shit away with her two"
15231," I'm not Hollywood at all my nig, u brought me to twitter n bounced"
12352, Yu take this money we gon throw a party on that pussy
840," i found her right here, good job unfollowing me btw faggot "
6518, Euclid uses Algorithms long before Islam existed. So stop with the garbage. 
15841," I Hate when bitches get a man and start tweeting shit like ""LOL let me stop tweeting like this before he kills me &# ;&# ;&# ;"""
16089,#mkr oh kat u silly silly fucking thing...open ur eyes
5227, I'll find you a ride. But it's no pussy shit and that was some pussy shit &# ;&# ;
4401, And what is the conspiracy? Islam states clearly that they want to murder 
701,Lmaoo we was sayin this same statement last year RT Boozer is trash bro I'm done!! &# ;
831,"Everyone calls me ""b"" they be like oh wassup b &# ; and I be like wassup my niggah"
4860,This bitch kicked me out
4411, nvm thought we were talking fifa sorry matt you're not trash at zombies
4076, Some of you hoes so basic I have to break it down Barney style &# ;&# ;
1294,""" #oomf is soooo cute. But he probably has hoes on him a lot."""
8164,"I dress how I feel, if I felt like a bitch id dress like one"
15442,"""You got hella hoes"" "
4466," Good girls take - months before they move on.. only hoes jump from nigga to nigga.. don't argue with me, this is scien&# ;"
11511,"HAHA &# ; ""If ANY of you bitches even THINK about attacking me in the elevator...."" "
13686, Syria: Raqqa doctors claim #ISIS fighters sexually brutalize women
13961,' Bitch caught a body about a week ago ! Fuck with us and we get to tweekin hoe ! Run up on that niggah get to... 
2588,Racist blacks have shot two police officers and a year old in #Ferguson.
8621,i wish i was lesbian so i wouldn't have to deal with bitch boys but mostly bc girls are rlly hot
8246, You can't find what you lookin for cuz you too busy likin or bitches at a time and all the same.
1282, Niggas loose they down bitch for a bitch who down to snitch &# ;&# ;
17863, VIDEO: on talking trash while facing during today&# ;s scrimmage &# ; 
4570, Lmfao RT&# ; Alco(ho)l&# ;
16071, He asked for it. Did you? Why not find an employer who will value you properly?
17622,Hoes will be hoes lol
4544, Lmao &# ; Excuse me bitch?I am not Soundcloud
1065, u knw me homie!!! show the bitches no love!!!
6603,"I could say my name butttttttt, ya bitch already knows it &# ;"
3020, When an irrelevant bitch dislikes u for no reason &# ; 
10375,"So I had to spray this huge ass wasp nest outside my backdoor. Maaan, them bitches were mad as fuck!!"
17711,Still wit the Same bitches to the death of me&# ;
5081," Exactly. Dont preach ideologies u want to force the masses to endorse, when feminist themselves cant ..."
3338,""" This bitch was so ungrateful fr ..... LULWHORE"
11877,"Yeah, I'm SO annoying until you need something...bitch #fuckfriendzones I don't play that shit, fuck with my heart and I'll make you wish"
12154," ...wow? Whatever! Fuck all those assholes. They're niggers, they all look alike to me."
11172,Let me go on my block phase cause you hoes steady coming for me &# ;&# ;&# ;
1820," And I can't think of any good remakes period, actually."
5904," Well, spoiler alert was actually pretty reasonable and (I think?) accepting of the idea of choice men"
8197," That fucking San Francisco game man. Wish that trash ass garbage team never ""won."" I pray that they meet in the fucking&# ;"
5413," Because they use their women as baby machines and they practice population imperialism, as commanded by Mohammed."
3944,Naughty mature AV model has her sweet pussy spread by a huge&# ;dick 
17954,Bad bitch on my line tryna give me brains
6686,Them Bad bitches blow kisses by my earlobe
4611,"RT It was the best of times, it was the worst of times. But she had amazing tits, I gotta say. #notsexist"
10489, . comes in to close out the game here in the th. #Yankees
6294,ahaha pussy is king
14945," And if we stop Assad, who will replace him but a bunch of Islamofascists that are even worse."
13184,slut whore hoe
180, Oreo Ice Cream Sandwiches 
8148, nigga you proud of % I was in that bitch . % the . % is from me going to get the weed out the car
12197,"""It takes a true directioner to accept Larry"" You know what bitch its fans like you that make the boys cry. #ThankYouPaulForConfirmingLarry"
6747,Raunchy ass hoe.
4310," Hell, t Muslims are everywhere chanting death to everybody. Jews only have trouble with Muslims. Muslims have trouble with everyone"
13627,"PSA: Reduced Fat Oreos are waxy and don't soften properly when dunked in milk. STAY AWAY FROM THEM, THEY'RE UNNATURAL! #DietSchmiet "
9991," ""That shit can break you down if you lose a good girl, I guess you need a bad bitch to come around and make it up"""
14067,Ain't this a bitch
6500," ""what are you ?"" yeah on a scale of one to ten, bitch"
15346,RT women r more pleasing to look upon. #notsexist #sexhonest
8965, Bow wow look like the stress of saving a hoe is wearing him down 
1133,slap a hoe
12360,&# ; &# ; Small titty bitches pierced nipples look like staples.&# ; &# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;lmao
6884,Yo bitch wanna fuck the squad!!&# ;
8830,"A white lighter is bad luck, not yellow ur stupid"
4543, shit so Joel went off and swore at the kid and the kid was a fucking snitch nigga pussy and ratted on him &amp; got him -
13730,Baby girl your pussy looking so vacant....
10581,CleanUp bitch i just got off the phone with em!
16838," #FarewellCaptain "" What a way for Derek Jeter to close his Yankee Stadium career."""
949, aoas you write back bitch lol
437,I'm happily taken tho... &amp; I ain't cheating for none of you hoes.
16849, &amp; fuck these bitches
5372,Zach Huggins tell yo bitch to leave me tf alone
4352, But the western world gave up slavery on it's own. No one forced them from the outside.
15108, Smoke sum bitch
3836," Violence, censorship, &amp; intolerance of dissent. It's why we call feminism a hate movement. "
16675, When a bitch reads your message but doesn't respond 
172,Life is too fuckin short for free bird
4070, The hoes yall chase want me &# ;
1794,I know im not the only niggah that saw that
14728,&# ; It's my dogs birthday &# ;&# ;&# ; you should get it a bad bitch &# ; #punny
12185, fucking bitch
1176," Looks like you are the ignorant asshole, in that there is no other religion that has close to that number."
4956,The left tho &# ; twitpic a selfie with a bad bitch&# ; &# ;&# ;&# ; 
652,It ain't nothing to cut that bitch off
2982, bitch stop hating on such an immaculate suit.
6953,Damn I'm in da mood to eat sum pussy who got it fresh on a platter for me # teamfluffnevabluff
17797,"Jameis Winston got benched for standing on a table and saying ""Fuck her right in her pussy"". The irony is so deep you can use a shovel."
1949, Yankees like Florida State; not Floridians.
13256," If preferring to be barefoot makes me a basic bitch, sign me up. Do I get a free Mason jar?"
615, Jen: Bitch Daquan dropped your kids off today Keisha: Bitch I don't got kids Jen: not no more bitch I swallowed em 
3252,when ya name gain weight ya ex bitches cant let go
15265, All it takes is one bitch ass monkey or human to fuck up every bodies Peace and Serenity.
17728,A girl who getting it in school and work.... I applaud you! Y'all the real bitches! Y'all doing what you do and doing it well!
4535," Side bxtches gettin lit up outchea, y'all birds better tighten up."
10304, And historians have actually made countless efforts to independently collaborate anything in Islam. It's totally fabricated.
145,"The intensity of my Bankhead bounce as I said ""we know these bitches cuz we be traveling""..."
7388,I'm not a ho because I think two men and one woman together is a THREESOME and NOT a TRAIN. #getyamindright
2245,Pass them sticks bitch!!!!!!!
15591,They say our state bird is rare...I literally see one at least once a day
8004,"&# ; ""fucking white people"" bitch wut?"
8323, Stepping away from the twitter beef. I'm going to bed cause I gotta be up at . Gotta go be a redneck asshole at my us&# ;
12179,You have my word we will beat those fucking faggots pls
336," I suck a giant dick, i suck a skinny dick &# ; i suck a faggot dick, i suck a nigger dick &# ; i suck the dicks that remind me&# ;"
3001," Yes, that is why Mohammed called blacks ""rasin heads""."
1368,If I was a guy I'd definitely dress up as the fuck her right in the pussy guy
4927, Lees hoe een gepeste jongen zich probeert te verdedigen. Ingezonden brief Volkskrant. #pesten 
10155,These niggas cars be $ and they have the nerve to put some rims and some speakers in the bitch
2989, Let's test that... 
5726,Fuck them hoes you got that award already.
11004,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Lesbian | Lesbian girl eating pussy "
2644, fuck it hoes will be hoes.
9335," Not a FOB fan nor in the know. But ""Fuck you fatty"" is a poor argument for anything after th&# ;"
8379, Valentines day is just an extra Christmas for bitches blood
1518,I named my dick the truth Cuz bitches can't handle it lmao
6761," Facebook needs these buttons: ""Dislike"", ""Who cares"", ""Are you retarded?"""
4856,""" ""At least I'm not a nigger"" Lmfao"
15445,Yes! Daryl and Michone are my niccas! got it recorded! Been waiting months for this season premiere!!!
5062,Niggas wifing hoes &amp; ugly bitches &# ;&# ;&# ;&# ; I get on Facebook just to remind myself I'm doing fine
628, my real lil bro even tho cuh a bitch lmao
4913," they always put gingers in red, yellow, or leopard print."
5859, Muhammad burned Muslims to death for Missing Fajr Prayer. #IslamicState #ISIS #islam 
13313,Her pussy sweeter then some fresh fruit &# ; she gushin I drink the best juice &# ;
17502,Can't be a major nigga with a minor hoe
6943,""" We actin like it's the th day &# ;spook"
12708, Just checked my watch n that bitch said sometimes
7670,I CANT BELIEVE KAT IS STILL IN THIS COMPETITION NO NO NO #mkr
6674, Boys still got birds in the cage? Lol
4552,You selfish bitch... I bet you love running.. I sure do.
4447, The follower of the pedophile prophet tries to be funny. But the world will outlaw Islam soon.
588, Charles Manson's fiancee will have a difficult time planning their honeymoon. Charlie can't surf.
11658, you see her nudes? she must have beat her own pussy up Salute 
3472, Lol got these hoes in they feelings !
12973," Nah, I'd NEVER ask a guy to ride down on a chick. What's the use of getting him in trouble for a trash-ass bitch?"
1684, k now shut up hoe
3257," Excuse me, did you say that feminism is for everyone, including men?"
11501, nips
6836,The hoes be rated E !
16085,"The way a Klansman would say ""nigger slave"" is the way the says ""Conservative"". They literally sees conservatives as their slaves."
4969,My grandpa hooked his friend up with some pussy in Vegas. #Praise
2831, #mkr purposely pick slightly unattractive girls who're besotted with themselves. Makes good television lol
7448,Im from the you already know bout to bust a flow on this bitch hoe names miguel is chillin with my nigga tono
4370," Have a great day, you lovely fellow apes :) "
12695, She's just another straight-up conscienceless liar. Soulless criminal trash.
16858,Smashed a werewolf chick and thought she was related to so I felt guilty but then later discovered he didn't know the ho
1367," And they&# ;re retarded as fuck in general with their &# ;insults&# ;. Hope they fall off with AW, but the CSGO scene is growing so IDK."
1116, Jacob needs to stop being a little bitch and follow me on Instagram
4398,lol stupid ass bitch I don't fuck w/ you
4275, Eddie Lacy rookie of the year! Well deserved The green &amp; yellow bumble bee bekuz if he hit ya it's gon sting!Green Bay all&# ;
2845, you a bitch nigga
8040," I'm not sexist, but if I was sitting on a plane ready to leave, and a female captain come on the speaker, I'd probably ..."
11427, where is D hoes ? &# ;
12813, when other girls wear beanies they look cute &amp; stylish but when i wear them i look like a member of a drug cartel who s&# ;
16167,Forte just trucked dude hoe ass lol
12385,I Fucken can't stand little cunts that write a damn Essay on how the feel about something on Facebook. #gross
5232,I mean we can get married. As long we can sign a prenuptial agreement. It's bitch.
10446, Some of you bitches aren&# ;t built to wear certain shit. 
49," Yes, there is even more rape in Muslim countries but it is not reported."
14961, Honestly no idea what that is...
5056," Scientist lands a robot on a comet, feminists crucify him for his shirt. Biden licks ear of someone's wife - Silence "
132,Snakes slithered in they coil These hoes ain't loyal
8969,Why do peeps gotta be mad ghetto nowadays? Smh pull up your pants!
9888,"Sucked in Kat, you mole #mkr #mkr "
1477, &# ; What's yall favorite chappelle show skit?&# ; Is wayne Brady gonna have to choke a bitch? &# ;
1778," hoe bang this big | | and she got nerves to think she better then us , bitches have no chill &# ;"
4087, bitch whatever nigga u were to scared to play
1010," Yeap, as a little Propaganda Nazi for terrorists you will reject everything that disproves your lies, even thought the numbers ..."
3803,YES BYE I'm not sexist but if we ever get a woman president I'm moving out the country
833, that would cripple our military :)
3524, There was no golden age. Jews were regularly slaughter by Muslims in pogroms.
4816,At Dunkin donuts and every time somebody walked in I either yelled ratchet or hoe and so me and my brother got kicked out &# ;&# ;&# ;
6467,"' I'm hard to kill &# ; , I'm countin cake up with ma finest bitch &# ;&# ; . Take off her makeup and she still look like a finalist &# ;&# ; ."
7544," I (would) never read/see it, so I have no idea...what is the ""abuse"" they speak of?"
4014,&# ; Guys are hoes these days lmao don't fucking indirect me cause I can put you on blast&# ; who's subbin ?
2294,Olivia's pussy so good that he got Jake to sip tea with the enemy. O.P. is the baddest bitch. #ScandalABC
15936,I can't watch Charlie St. Cloud because I cry like a little baby. Every. Single. Time. &# ;&# ;&# ;&# ;
6575,Any where the $$$ at is where the pussy go...
12333, This is an idiotic study made with an objective in mind. Terrorism is not included in the murder rate.
17135,Yeah I can just tell by the weather that I won't be gettin any pussy today
617," LOL Wait a minute, I&# ;m seeing mad dope costumes.. Yall stop trying to steal Halloween back from the hoes !!!"
2526,Great lead battle and then Ricky hits Danica for a yellow. Oh boy. #NASCAR
4707, She colored not Lebanese
1367,"Took yo bitch and gave her back, my bad."
4133, ISLAM: CONTRIBUTING NOT ONE DAMN THING TO HUMANITY FOR YEARS. WELL EXCEPT MURDE...
7389, you a fatherless wallet carrying ass video game playing ass negro breh. You filth. No way you can afford to date a #TwitterHoney.
4930, just knowing U can still go out and bag some bitches is good enough for me.... The headace that comes with bagging summ&# ;
17460," Out of the two blondes, which one is Beavis and which is Butthead #MKR Does it matter?"
4905, MIL And its cause of Romo bitch ass Dez &amp; Witten not eating
1206,Grow up &# ; RT&# ; just because a nigga has hoes doesn't mean he doesn't love you&# ; 
5929,RT Call me sexist I don't care but a Pakistani girl should know how to make Roti
4090, hii fag. :)
381," Twerking in the chamber of secrets, with all my bad bitches #twerkteam"
106,#WhatWouldYouChangeAboutYourPast the hoes I wasted time with
1857,For all you hoes know I could be DJ Zetti
6600,"When u see that bitch in months like"" yea im having a boy ! "" bitch u was twerking on dicc on vday #weknow"
3197, c'mon pussy
9333,dont call me a nigguh unless u call me my nigguh
10171,I see your tweets bitch! Lmfao Von kick me to the curb I should call n curse her ass out
6312,(via Charlie Angus is sending &# ;Made in China&# ; Canadian flag pins back to Conservatives &# ; 
10642,Gary's girl was a tranny. I wonder what would have become of if he'd written 'Gary's Girl'.
15377,&# ;&# ; My stomach in pain like a mufucka RT This the nigga that's rating bitches / ? 
11778, &# ; damn these bitches in middle school look grown af in these nudes&# ;&# ;
6812, oh what hoe is she trippin bout then
10981, bad bitch with me wonder where my manners go
3835, Some bitches think a trucker hat automatically makes them a model.....
17909,&# ; LMFAO If you watching porn &amp; beating off &amp; yo homie text u &amp; it show his name in the banner you're a faggot
13415,Including ya size hoe !
6694," so damn stupid, someone needs to sit that bitch down &amp; explain to her that #Communism is a p&# ;"
10660, - we do not want you here either! Suck my pigs arse you muzzie biotch! Get the phuck out and go back to your hellhole life!
358,"Cut them niggas off they aint yo friends , Cut them bitches off they just pretend"
17560, When a bitch sneezes too close to you 
16438,Ain't this a bitch---&gt; Clock mistake in Alabama-Arkansas - via Champ Drive 
1996, Suicide bombing by -year-old girl@ Nigeria kills Blowing up a yr old girl-inspired by Islam...
17561,This bitch and her cankles
3018, ...like to have a seat on it. I also don't assume that because a woman contributes to a sex convo that means her pussy is open f&# ;
10640,#BlessJesusLove Happy Belated ( Sixty-Fifth) Birthday * Aunt Mary Agnes #Strong
4275,"' Cause these hoes ain't loyal ! These niggas ain't either &# ; , when it go down you callin for hitters that you... "
12413,"""I just got a number I'm a bitch boy"""
2750," If I hit you wit that shottie bitch, I bet ya body flip ! &# ;&# ;&# ;&# ;"
14093,late upload bitches
887, this kid definitely got the pussy after that game 
14481,Life be my bitch and that hoe move when I say so &# ; 
15121," miss you ya fucker, send me a txt every now and again like ya used to all ill do the same ya twat :p"
128,At the doctors with sam shes such a pussy the had to put a cotton swab in her nose and she just about started to cry -_- 
3648,"I really hope Kat gets hit by a bus, than reversed over, than driven over again, than reversed than.... #mkr"
526,Buddy a fruit &# ; Brandon said you a dirty ass coon&# ;
13331, But no Muslims stop any other Muslims from carrying out their genocide. They only aid and applaud them.
467,"She don't get emojis until after I bag, emojis are pussy shit"
12566,You say you gotta new bitch?
12752, kill whitey
3578, BREAKING: Florida Pro-Life Gov. Rick Scott Defeats Pro-Abortion Challenger Charlie Crist #tcot 
12461, I don't burn bridges.. tf I look like holding a grudge and being a lil bitch. Shit happens. You'll be fine.
3497," An ad for the Haitian charity ""Water Is Life"" mocks people who use #FirstWorldProblems hashtag through juxtaposition. ..."
977,SOMEBODY please BRING OUT OF MY hotel room and HIRE ME for something REAL&gt; I work hard for somebody throwing me in the trash. #IWantOut
698,My cats a bitch niggah.
1886,RT you are what's wrong with America. Periods aren't excuses to go home early.
15749,Weazy bitch birdman jr 
10654,That fucking slutty beaner
116, By showing your love of a genocidal animal like Baghdadi you have given the reason why Islam must be exterminated.
1484, bitch. We could have went to als. But NOOOOOOOO. &# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;
553,Fuck that stupid bitch.. &# ;
17588, Who are the pretty girls these blonde scrubbers keep talking about? #MKR
5799,"Just read this instagram profile ""luv my grls, princesses by birth, bitches by choice"" yeaaah youre cool.. #tryhard #loser"
1202,So much more going on but hypocrisy doesn't sit well with me. My redneck family from central Illinois more black then Bieber!
13225, Today the day bitches let's turn tf' up ! &# ;&# ;&# ;&# ;&# ;&# ;&# ; 
3412, because she a typical ghetto girll.
3121,""" Can pornhub just get a gaming stream feature so these dumb bitches can gtfo"" get on it Katie&lt; "
1551, you's a nasty lil bitch
4007," People were making scientific discoveries, including Algebra, before Islam."
6910," Amen. Overall bitches, do better and stop being so stupid cause yall hoes are stupider than ya realize."
266,My nig said he don't see the differences between pornos and monster ball.... My face &# ;
1411," I'm crazy, and Wayne can rap about pussy songs in a row"
15593,This bitch compared dicks to pencils get sharpened ... Like don't as you sharpen a pencil it becomes more useful
12421,Follow a nicca on IG: im_hollywood_jay
3596, She walks away!? What a pussy.
10232,"I didn't know my nig G-Eazy had reached a million views on one of his songs, haha that's crazy"
15189, are u fucking still talking bitch I wanna see that I don't give a fuck about your ugly ass girlfriend son
15,I can't fuck with girls that talk about their pussy on social media...
1739," Ford. F-O-R-D, just a fancy name for a fag mobile"
4863,RT I tend to think an rsx is a chick car though lol #notsexist
907,Yankees getting killed
3879,GM....don't be the bird that didn't get the worm today #GoStampsGo 
1355, shut the fuck up. You guys a mediocre washed basura juice. Sit down and win close games against raiders and jets faggot
