,Unnamed: 0,text,class
76,76,Another season of retweeting every one of @nikaaaa3 's Yankee tweets! &#128514;&#128514;&#128514;&#128514;,2
77,77,These parents nd giving they kids ghetto ass names Ronkieshietta. Bro are you serious?? That tipped the scale fa me,1
78,78,RT @FallonTonight: Jimmy and @BillyJoel's two-man doo-wop performance just went live on YouTube! https://t.co/NGzhImyvSF #FallonTonight htt&#8230;,2
79,79,I love fuckin wit people. I be givin greedy ass nigas old as crackers wit expired cheese dey be callin me like&#8221; nigga im shittin likea goose,0
80,80,@santos_brina what a ratchet ass bitch bet she felt dumb&#9996;&#65039;,1
81,81,@dgbattaglia Hard to tell but...I think that might have just been a troll.,0
82,82,RT @phatsyeo215: these bitches ain't real. &#128514;,1
83,83,@LobstrThinkTank but bitch nobody was wanting your ass. U assumed that cuz u let dogs run up in yo filth &amp; u think i want some of it...NOT!,1
84,84,"I honestly don't understand why men love to bash the women that make them feel good. ""She sucked my dick soooo goood. She a ho!"" -__-",1
85,85,RT @BitchImaSavage_: Real niggas move in silence bitch niggas make a scene cuz they not really wit the violence,1
86,86,@logicalmind11 You are the liar. He beheaded 600 Jewish men in one day and sold their women and children into slavery.,0
87,87,#IfWeDate i eat da pussy better than a lesbian.,1
88,88,"@zachreini does ""smdh"" stand for ""suck my dick, hoe""?",1
89,89,@AsvpRvchel @kittty_jpg @nosfiend215 nah im forreal both of yall pussies smell like some dried up crusty fish guts,1
90,90,ugly hoe,1
91,91,"That's why I keep you here
you ain't like them other hoes",1
92,92,"RT @NoCoolKnickname I'm not sexist and I'll probably get in trouble for this but, Women werent designed or created to be alone",0
93,93,"Speaking of '09, that years pussy was phenomenal.",1
94,94,These girls eyebrows make them look like 2$ hoes walking down FIB,1
95,95,@ISmashedYoGurl @Jonathan_Scott_ ahhh stupid bitch!,1
96,96,"RT @ItsDRecord: Bitches about to start that ""New year, New me"" bullshit.. You can't undo the numbers on that pussy thoo",1
97,97,RT @LiveAndUncut: Good pussy takes your mind off the struggles and stresses of everyday life,1
98,98,RT @BeEasyJrizzy: u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussy,1
99,99,RT @SickDrawings: 3D bird &amp; feather drawing http://t.co/tcPRVBGspt,2
100,100,RT @VersaceTweetGod: Leotard not leopard. Zeeti hoes dumb. &#8220;@JennnVeee: &#8220;@DJZeeti: twitpic a selfie wearing a leotard&#8221; http://t.co/8fQP7fpb&#8230;,1
101,101,@yungdipIo @Iemonaids like I really want a rafter monkey,2
102,102,Horny mature babe in a kimono has her pussy fingered and&#160;fucked http://t.co/RmAMISXW5c,1
103,103,@Yankees ugh,2
104,104,Or get swept in MoTown LOL #Yankees #Tigers #MLB,2
105,105,"RT @TooBadDJs I'm not sexist at all, but I don't want to watch a ghostbusters film with just women in it #SoSueMe",0
106,106,#WhatWouldYouChangeAboutYourPast the hoes I wasted time with,1
107,107,@laceeybugg bitch im 5'7 1/2 smd hoe,1
108,108,&#8220;@iDntWearCondoms: Bitch wanna date the flyest nigga then be shocked when he has hoes lol&#8221;,1
109,109,I grew up with niggahs don't trust no niggah no love for niggahs,1
110,110,why the fuck did twitter move the new tweet box to above the feed lol it looks fucking retarded,1
111,111,"RT @GrandadJFreeman: I'm tired of fat hoes calling themselves ""thick"". Bitch, yo fat ass can't even bend over and touch your toes withou ...",1
112,112,"Say it's all about the hoes when it's all about ou, even when I'm with my hoes, I tell em all about you",1
113,113,Money over bitches even though I love ladies,1
114,114,@ryxter5 Im not sexist but the woman who hate men stareing at their breasts are the ones who wear tops 2 sizes 2 small!! Actually annoys me!,0
115,115,Bitches think they're slick but no matter how hard they try and hide it we can still tell if they're hoes or not,1
116,116,"@mayormcginn If racial minorities weren't criminally inclined, they wouldn't have so much to worry about. Act your color, race traitor!",0
117,117,Since my girl like to argue I sent that bitch to law school,1
118,118,@shehzilk @watan71969 Those Jews are assholes.  Most Jews are secular and humanist.  Most Muslims are Islamists. http://t.co/GQx6BZAFJ5,0
119,119,@NYRKelsMads Thanks for calling me a fucking fag.,1
120,120,RT @PzFeed: Diplomatic trolling: Russian embassy mocks NATO's satellite pictures http://t.co/xklXbYxZbG,2
121,121,YOU and them bitches that you came wit,1
122,122,Yuu Hinouchi gets fucked by two guys until she gets her pussy&#160;creamed http://t.co/ElXktXI1Lv,1
123,123,"Kat, your cooking appears to be as unpleasant as you. #MKR",0
124,124,@JOLTNG niger,0
125,125,RT @AngelLongoria1: Neymar fell like a bitch,1
126,126,My baby Lexy. She is a whole ain't shit bitch in the winter. Sorry ass RWD that's her only flaw. Still love you tho http://t.co/5UGfhrdrxT,1
127,127,"""@Almightywayne__: @JetsAndASwisher @Gook____ bitch fuck u http://t.co/pXmGA68NC1"" maybe you'll get better. Just http://t.co/TPreVwfq0S",1
128,128,"I'm starting to not like meek, this nig a lil to arrogant for me",0
129,129,If she a hoe I'm a hoe.,1
130,130,You're standing on a slippery slope where it's all too easy to... More for Libra http://t.co/7THsA7v26i,2
131,131,"""when rappers say twat it makes me feel weird"" &#128514;&#128514;&#128514;&#128557;",2
132,132,Snakes slithered in they coil RT @Faisal_nizam: These hoes ain't loyal,1
133,133,@CRYaboutitNIGGA waddup doe Lil nicca,1
134,134,"RT @FLHippie: If a guy ever called me names such as bitch, slut blah blah. I'd never ever think twice about being with him. Like fuck you I&#8230;",1
135,135,@laceeybugg comeover here then bitch,1
136,136,"RT @JakeG_BasedGod: ""Never go full retard""",2
137,137,bitch I got the beef links,1
138,138,"RT @CauseWereGuys: Element number 35 is Bromine and it comes before number 67 Ho (Holmium). Therefore, its Bros before hoes.",1
139,139,@PariahPotimouth Feminism.,0
140,140,@Caliqueeen14 you da realest bitch out here Amber,1
141,141,@ProudPatriot101 You are on the right side of the Muslim issue and the wrong side of the Ukraine issue.,0
142,142,&#8220;@DJZeeti: RT @DJZeeti: Black bitches turn 60 buy a hat and act like Jesus forgot they was fucking niggas in the park&#8221; LOOOOOL,1
143,143,"I wonder who wrote that blog... Either a hoe dat let a few of them niggas beat to no avail, or a bitch nigga who hoe let a few of em beat",1
144,144,Steve Calvin Annis cunt http://t.co/8S0cIl5z,1
145,145,"The intensity of my Bankhead bounce as I said ""we know these bitches cuz we be traveling""...",1
146,146,Muzzled pit bull with throat slit found on side of road in PA http://t.co/fis8QNvlXu via @examinercom HIDEOUS ABUSE THROAT SLIT LEFT TO DIE,2
147,147,@ktonieskacze @Femitheist Agreed. Thoughtful. Every once in a while an old tweet of mine lumping her Poe in w Gearheart is RT'ed. I cringe.,0
148,148,"Sweet yellow bone thang, I call her Honey mustard... http://t.co/IsFduDu9bx",2
149,149,Literally just got shit on by a seagull..... You're gonna fuckin die bird,1
150,150,@SVL305 but @leemcastro is not even a blogger. He doesn't have the moxy or credentials to do anything by himself and create a brand.,2
151,151,"That's real dedication. .. &#171;@arigold_88 This bitch got diarrhea and still here, shitting up the bathroom.&#187;",1
152,152,"RT @jogonzalez_23: &#8220;@shinglewarf: #single http://t.co/zLzg6sjBbh&#8221;

NOOO ""my nuts bitch"" &#128514;&#128553;&#128553;&#128553;&#128553;&#128553;",1
153,153,"@hayleyjoness Why do you judge on genitals, rather than merit?  If a man works in an 80% female workplace, should he cry discrimination?",0
154,154,RT @jcsliva1999 @Pjmcentee she is blond what do you want #notsexist,0
155,155,@Rock76_ like who let em bring Da heat in dis bitch &#128563;&#128552; .. #linkup bro,1
156,156,No hoe shit tho I was bout to say Perro got butt naked bitches doing dishes,1
157,157,I heard she pops pussy on the low,1
158,158,"Cheez-Its, Honey BBQ Lays, Oreos and a monstrous glass of 2% right now. I'm the skinny-fat poster boy.",2
159,159,RT @FG2k20z3: Im not sexist but women do not belong on ESPN as analyst or commentators!!!,0
160,160,RT @TinkkBaddAss: Bouta take a shower just to fuck yo bitch https://t.co/7WQ5QZsIls,1
161,161,Hoe bitches act up i turn chris breezy,1
162,162,@kieffer_jason restricton g means your license been revoked stop making excuses you a straight up bitch,1
163,163,"How u know u dont get real life pussy. Only carin bout her enterin your DMs 
RT @J0MAEL: She can enter my DMs anytime http://t.co/nZ74WBsDBH",1
164,164,@ThaReal_GaPeach got it! thanks Hun! ima text u,2
165,165,RT @JustDavidVideos: @The_Loki_Jotunn @MT8_9 Quote: Me. http://t.co/tiQDnniPbW,0
166,166,Nah I definitely gotta find me a bitch to drive me around in my whip while I'm drunk to this Ty Dolla $ign tape b it's only right,1
167,167,"Yeah, like not start wars. @tnolton2 I'm no sexist but there are some things women do that men just won't.",0
168,168,I'm starting to act Hollywood round this bitch,1
169,169,"@DaveTheGayBaby No problem, remembering all those quirks can be a real bitch.",1
170,170,"RT @D_41395: Wake up like fuck my life, life's a bitch but she better fuck me right",1
171,171,"&#8220;@schoolfession: ""This was hung in the boys bathroom..."" - St. Dominic http://t.co/OErALv45gI&#8221; @outlawdipper silly bitches.",1
172,172,im weeaboo trash,1
173,173,"RT @SheDreamsTheD: You girls be 13 talking about ""I hate sleeping alone"" .. Well bitch you better buy a damn teddy bear.",1
174,174,RT @blackrepublican: Spike Lee is one of those [wealthy] people he bitches about that's causing gentrification.,1
175,175,"RT @ItsGirllCode: reasons to be a mermaid:

- no periods
- no pants
- perfect hair
- u get to lure men into their death

also, free clam bra",2
176,176,@SteveStockmanTX bullshit..i guess the poor have all the money..tax money movers at same rate as working people..you teabaggers are traitors,1
177,177,"@TheKushZombie Aww y u so mad tho, a successful man LMFAO, hut hugging as faggot.",0
178,178,"RT @theHIGHESTpeak_: Flavaaaaa in ya ear, that hoe live lol",1
179,179,"Stick it up em Kat, you're the sort of bitch that really makes the show #MKR",0
180,180,RT @ItsFoodPorn: Oreo Ice Cream Sandwiches http://t.co/8ha6Xac0h5,2
181,181,If i fucked her i know every niggah want her.,1
182,182,"RT @frayers101: 3 car pile-up outside the house, 3 women drivers... #NoComment #NotSexist #Coincidence http://t.co/HQiAKjJwUW",0
183,183,I didn't wanna see your hoe ass pictures anyways. Take care of your fuckin kids too.,1
184,184,"RT @RIPvuhsace: Porn, the only place where a bitch gon be under the table sucking a niggas dick while he eating dinner with his parents.",1
185,185,"Unfortunately, I love her the most tho RT @KingHorseDick: @viaNAWF thats ur hoe too?",1
186,186,@StephyRae7 No I'm pimping out you and those guys at the park playing bitch volleyball. #HairyChestsDoee,1
187,187,@FAGHETTIOS thirsty basic ass bitch,1
188,188,@PacDaGoat neck TITTIES then pussy,1
189,189,"Shut yo ""new year, new me"" lookin ass up bitch. &#58386;&#58386;",1
190,190,I lost something more important than myself last year so EXCUSE ME for being a little selfish bitch &#9996;&#65039;&#128530;,1
191,191,maryjane_militant_que you got that bomb azz pussy lol http://t.co/t9dsTikwcH,1
192,192,RT @JeremyPlatt: Yah she was a hoe...,1
193,193,"93 feature car

1 of 1503 yellow and black feature car. buck tag is on the radiator support. 67,3xx miles,... http://t.co/1nkNfZqBo9",2
194,194,RT @BigSean: Suck my dick bitch RT @MaizeNBlue23: @bigsean not only are you terrible. You are why hip hop is dead,1
195,195,&#8220;@JerGucci: @1__dev You the Real MVP&#8221; that's wat ya bitch said when I finished &#128514;,1
196,196,@Josh_Ward thuggery? Cheating? Talking trash? Who's doing that besides Jameis? And isn't ND in the middle of cheating issues?,2
197,197,"@JusDahl gross, ill stick with my galaxy, it will still receive those nips",1
198,198,"&#8220;@1_anddone: Fuck east st john and all they fans, familys , &amp; friends&#8221;

Shut yo bitch ass up",1
199,199,@RepulsiveTool And the only band that sucked worse live is those fags Guns &amp; Poses.,0
200,200,Churn baby churn 🎶 #mkr,0
201,201,Work is such a bitch right now,1
202,202,"Still really confused re #humplayproblems i think lucricus
Is a fag dagger",0
203,203,RT @michaeljhudson: hell yeah benihana up in this bitch http://t.co/n9vwx4r9yn,1
204,204,RT @JamesAndDaniel: You can only call the Janoskians faggots if you're a Janoskianator,1
205,205,RT @PoohSavage: @Thompson_Era cuff her crazy boy you might not ever find another especial not these dirty crew fucking party hoes out here &#8230;,1
206,206,"Hoes gon' be hoes, let them be.",1
207,207,Me &amp; Elizabeth are down bitches.,1
208,208,Funny thing is....it's not just the people doing it. It's the people who seeing these pics and judging the birds. Just as wrong.,2
209,209,I'm out this bitch,1
210,210,Ya bitch got my dirty pistol in her crib uoeno it,1
211,211,"Offensively, Joe Johnson just as good as LeBron. If not better. Don't @ me pussies",1
212,212,"""@_prettyflvck0: Me And Paul Thinkin Bout Gettin Rentals For Da Weekend &#128665;&#128168;&#128168;""oooh shit bitches betta stay out da streets",1
213,213,RT @ThaReal_Elijah: Real niggah over here&#128175;&#128520;,1
214,214,"""Seeing as you two think this is a modelling competition and not a cooking competition, I give you two a score of -10 for your looks."" #MKR",0
215,215,"I hate when I upload a pic with a caption that says ""me and my son"" and someone asks ""omg is that your son?"" ...No bitch I found him outside",1
216,216,And them niggas pussies...cameltoes &#128514;,1
217,217,"' Ima pull up , eat on that pussy and dip &#1041219;&#9996;&#65039; ,",1
218,218,Lakers are trash right now.,0
219,219,I just saw a man have a actual conversation with his bird haha,2
220,220,"@LilTunechi reason for why he only rap about pussy... "" What am I supposed to talk about?"" smh 
How bout you make music that ain't NEGATIVE!",1
221,221,RT @khadijzah: Someone will love your bitch ass it won't be me but someone will love you,1
222,222,"RT @MettaDamnFool: &#128557;&#128557;&#128557;&#128557; RT @_MoonWP_: When dykes hear ""ladies free before 10"" http://t.co/k2TU1S85t6",1
223,223,RT @Rhys_Dempsey29 Where the women should be #notsexist #justfunny http://t.co/PdfuIvUyG8,0
224,224,I am so damn done dealing with hoes with kids. Puerto Rican dominican I don't care.,1
225,225,"RT @AnthonySammarco: @YesYoureSexist @JakeDandrea_ Y'all can exit this conversation because nobody likes a feminist you piss everybody off,…",0
226,226,I'm about to get this bitch a cell mate,1
227,227,The prophet Mohammed also had people murdered for criticizing him.  So the Paris murders were very much a part of the real #Islam,0
228,228,@Rvm3o bitch.,1
229,229,Im a south side niggah fuck around fuck around,1
230,230,"Anyone else notice that all 3 of Katie and Nikki's dishes were based on them being sluts? Sausage, cock and tarts? #MKR #MKR2015",0
231,231,@MurdaaaMike @yfly23 wow I can put slit trophies against u in those,2
232,232,@_spenceyy @5SOS not scanger,2
233,233,@OLE_VertyBstard let a honky know man lol,1
234,234,@ameriC00N @joeylattime Christian keep laughing and me and him will fuck u up instead pussy bitch,1
235,235,"The Devil Wears Charlie, by Revlon. #lesserfilms",2
236,236,"@PushinUpRoses My current favorite line is Shea Moisture. It's at Target and CVS. Great for dry, curly, and/or colored hair.",2
237,237,@anggxo get off my twitter fag,1
238,238,"@wahab19493312 Karen Armstrong is a liar that tries to whitewash the inherent violence, hatred and bigotry of Islam and its prophet.",0
239,239,#firefighter is a job for white trash,0
240,240,Okay so I know I'm like ten years late but I freaking HATE Ana Sofia from Lost fuck that dumb bitch wtf is her problem &#128545;&#128545;&#128545;&#128545;&#128545;&#128545;&#128545;&#128545;&#128545;&#128545;&#128545;,1
241,241,RT @LEGIQN: Write 16 bars about your side hoes and money so she knows it's real.,1
242,242,5s are ugly thot bitch shoes,1
243,243,@Buckm00se post the bid where you tell that nig to use the jab,1
244,244,@ChiefKeef fucc droppin songs when yu gon drop a mixtape nicca,1
245,245,@JMC2488 @jetsgreen @TB12FAN and fuck you too ya little bitch you look like a Mexican sucking a cock in ur profile,0
246,246,@Darknight420 It's showing Fairy blocked me @hajihuntingpat @PaulSmitheringa @JoeDouglas1 @JewJitsuGrl @blackorchidm16 @taxman206,2
247,247,@CSVNDY i wanna be that white nigga chillin in my mini cooper just throwin money at bitches,1
248,248,RT @_NikkiiiBeeee: Getting called ugly by a bitch that use to idolize you. &#128064; Ohhhh well okay... &#128514;,1
249,249,"' South Central niggahs really don't be lovin these hoes , these hoes don't be lovin these niggahs &#1041233; . We just be... http://t.co/XnTftnwuVD",1
250,250,"I'm so tired of this damn job man, I wanna blow this bitch up lol",1
251,251,"""Radical""? lol no @David_i_think Call me sexist. But a girl playing bf4? Lol no",0
252,252,"That's not a duck face, that's the result of me walking into a pole once while I was tweeting that you're a retard.",1
253,253,"@theJPDH ""the majority of shoppers are women, there are some bad cart drivers out there, hashtag not sexist"" Nice try.",0
254,254,"We're still two hot young blondes. UMM, really, ending sentence?? #MKR",0
255,255,Nigga retweets the most trash shit,1
256,256,im a hoe for forgetting my umbrella,1
257,257,RT @stevenbirt4real: @RampaigerA79 @MT8_9 I hope the SJWs try to take over wrestling. the response from fans will make #GamerGate look like…,0
258,258,"Fuck! ""Hostess to liquidate if Bakers&#8217; strike continues through Thursday; end of Twinkies..."" - http://t.co/gtWmJmGT",1
259,259,"@Vandaliser @sajid_fairooz @IsraeliRegime Yes, Muslims, including their prophet, revel in their illiteracy.",0
260,260,"&#128525;&#128525;&#128525;

&#8220;@whatskillfeed: i guess ill just trash this drawing because of roster changes...&#128532; http://t.co/2r8wqgE8cR&#8221;",2
261,261,My tail just said he dropped 20k to pay off the last of his student loans and clams he is broke. Nigga u just dropped 20k like its nothing,1
262,262,RT @QwestsideFoolay: &#8220;@MiraGotTheJUICE: Woah did this bitch say love?&#128566;&#128514;&#128514;&#128557;&#128557; http://t.co/1NZDVTQSUy&#8221; &#128514;&#128514;&#128514;,1
263,263,@GabeJGonzalez @RPopBox and a prime Leija would trash most of these 140 dudes today!,2
264,264,RT @VSVPDeezyy_ Not sexist but there are certain things that a woman can't tell me NOTHING about.,0
265,265,"RT @BaseballFact: At George Steinbrenner's first Yankees news conference, he said he wouldn't interfere in baseball decisions, promising ...",2
266,266,My nig said he don't see the differences between pornos and monster ball.... My face &#128551;,1
267,267,such a sucker for some Oreos,2
268,268,"@idesequera I dozed off and missed #mkr let me guess, Kat was a see you next Tuesday? 😉",0
269,269,This dude fell cuz he was looking at these bitches in the car.&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;,1
270,270,"' I told this niggah Maya Angelo died.... This niggah gon ask me "" is that the Red Ninja Turtle ? &#1041204;&#1043473;&#1043357; Wtf .",1
271,271,@JustWordsx dont favorite me you faggot,1
272,272,RT @tableninemutant: So City Lights is a Charlie Chaplin movie by @007hertzrumble http://t.co/qYN1Bc7MxS via @wordpressdotcom,2
273,273,RT @BandWorld1 That bitch who the shit in yo eyes aint shit in my eyez + !!!!,1
274,274,@historyscoper The Jews of Europe should just come to the US. Then the Europeans can allow Islam to take them backwards.,0
275,275,@Marco_Spatula stop looking porn fag,1
276,276,"@jncatron And the Muslims want to destroy Israel because they are racists, not because of the land, which is tiny. https://t.co/8cmfoOZwxz",0
277,277,"RT @eddiekinggg: I completely lost my mind, if you find it, go ahead and keep it bitch",1
278,278,@AlexisMota29 this niggah be lying &#128514;,1
279,279,@iGivePussyCPR baker planted an M-80 in that bitch. When white guy lights the wick... &#128163;,1
280,280,Left my calc final singing I'm a boss ass bitch if that's any indication on how that went....,1
281,281,"I hate when hoes tweet about ""hoes""...? Okay, that aint hypocritical",1
282,282,"RT @Chaaaauncey: Top 5 Cartoon bitches id fuck
1. Shego
2. Dexters mom
3. Lola bunny
4. Jessica rabbit
5. Timmy turner's mom",1
283,283,Don't lose sleep bout these bitches bc they come and go &#128076;,1
284,284,Fuck is yaw sayin bitch my hood love me&#128677;&#9889;&#127984;,1
285,285,@LifeInKhilafah The cancer of Islam pushes even babies to begin thinking about murdering their fellow human beings.,0
286,286,"Hear the birds on the summer breeze, I drive fast",2
287,287,&#8220;@kitty_hello14: @Im_Yung_Jay &#127850;&#127850;&#127850;&#127850;&#127850; bitch ass nigga fuck you ! &#128079;&#128079;&#128079;&#128079;&#128079;&#128077;&#128077;&#128077;&#128077;&#128077;&#8221; &lt;= these hoes ain't got no manners #RealTalk,0
288,288,All my old hoes gone love my video,1
289,289,"@ILTAFSHEHZAD Yeah, I know. Being a human being is against Islam. Islam must be outlawed.",0
290,290,RT @TasteMyGayness: Sharing is not caring .... Back tf up bitch,1
291,291,Don't no nigga want an artificial bitch ... Let me repeat that.... Not one !!!,1
292,292,Makeup be saving alot of these bitches from being single,1
293,293,hillbilly bone-bo-bone-bo-bone bone,2
294,294,"RT @Huntermoore: If she doesn't take it in the ass, tell the bitch you'll pass.",1
295,295,RT @JustDoItSlow: @vintage_monroe_ scary told to come to her house to fight her and won't even open the door !! Wtf scary ass hoe,1
296,296,"RT @attsmcjay: ""One man's trash is another man's treasure""...perfectly explains strippers with daddy issues.",2
297,297,This hairstylist in the mall gone ask nesha wats under that beenie this bitch said her momma lmfaoooo,1
298,298,RT @TarikuSalim: I'd get a girlfriend if I had hoes tho. Lmaoo.,1
299,299,Ask tht bitch when she gon let a yung nigga blast tht ass,1
300,300,Guess one of em isn't too bad ,0
