,class
2464,2
16307,1
14753,1
11836,1
2633,1
9072,1
4757,1
6464,1
432,0
18099,2
5052,0
10572,1
1060,1
323,1
15223,1
11458,2
10385,1
11288,1
3236,1
15496,1
2966,1
1654,2
9350,2
7424,1
2880,1
16259,1
9674,2
15652,1
1997,2
16883,1
15541,1
5092,0
19120,0
3529,1
12806,1
13133,2
9088,0
5361,1
4455,1
10287,0
16531,1
9757,1
95,1
16140,2
1343,0
8792,1
20039,2
7072,0
16389,1
9775,1
8999,1
3563,1
9260,2
17552,1
2717,0
14703,0
16309,0
407,1
10434,1
2438,1
9622,1
15332,1
2914,0
12844,1
1234,1
4244,1
12984,1
11270,0
14013,1
11976,1
10285,0
11870,1
13521,1
5438,1
3012,0
2044,1
11400,1
17043,0
14835,2
4878,2
104,2
3195,1
5938,1
642,0
630,0
9369,1
12584,2
0,2
18107,1
19841,1
7314,1
11334,1
12175,1
13674,2
3361,1
2716,1
17808,1
3414,0
18877,0
1993,0
1542,1
17669,2
10301,0
12972,1
7407,2
11649,1
2597,0
536,0
322,2
608,0
9170,0
10639,1
17870,0
1689,0
3131,1
1299,1
1138,0
1543,2
3743,1
14624,2
17210,2
19290,1
2457,2
3758,1
11399,1
2864,0
14602,0
19381,1
10083,1
10232,1
20048,1
14342,1
3187,2
1838,0
17991,0
320,0
339,1
11223,1
9409,2
208,2
11699,1
19583,2
14719,0
17100,2
9187,1
589,0
1089,1
5584,1
5779,0
8555,1
5941,1
14529,0
103,2
18732,0
4,2
3239,1
1376,0
15282,1
2419,2
9315,1
3524,0
5243,1
2049,1
943,1
14050,1
11848,0
9534,1
1507,1
4726,0
1743,0
955,1
5409,2
13115,1
2464,1
17591,1
6272,1
11542,2
10924,2
1934,0
3832,0
38,1
17012,1
9438,0
7023,1
10886,1
3460,1
1644,2
5916,1
17324,1
3374,1
3821,1
1957,1
13128,1
15445,1
7812,1
10992,0
3746,0
6576,0
6805,1
4647,1
10904,1
3774,0
13396,1
12066,1
8990,1
546,1
12081,1
19532,1
13217,0
71,2
1525,1
819,1
765,2
2278,1
8012,0
13091,1
18926,1
2547,0
7348,1
2355,2
18440,1
5874,1
6752,1
18461,0
3559,1
1462,2
5481,2
3692,0
7444,1
9777,2
998,1
4712,2
16090,1
15484,1
2471,0
17803,2
8911,1
5025,1
3542,0
1202,0
17716,0
19791,1
1035,1
18388,1
8988,1
3392,0
1424,1
3814,1
4390,0
3182,2
7704,0
14811,2
3481,0
409,1
12634,1
18710,2
12661,0
17577,0
1323,2
11217,1
1898,1
8813,1
518,0
11396,2
14833,0
13816,0
12936,1
19971,1
19382,2
18487,1
15175,0
12050,1
6438,1
19143,1
13477,1
15974,1
15005,1
6209,1
1041,1
19491,1
3068,0
1553,1
20157,1
16630,1
6525,1
17361,1
5128,1
16709,2
6415,1
2850,2
6583,1
222,1
4274,1
241,1
13254,1
19636,1
16253,0
15523,1
7933,1
18134,1
1044,0
16167,1
13053,1
3079,1
18445,1
12373,1
8590,1
14249,2
3386,0
18239,1
3533,1
6105,1
18532,1
6054,0
13900,2
9462,0
19021,0
7450,1
8252,1
11311,1
11336,2
5392,1
1810,2
11913,1
1886,0
19138,0
6860,1
75,0
18795,1
3008,2
9355,2
137,0
18708,1
12568,0
17166,0
122,2
15350,0
13212,0
6492,1
17911,1
10570,1
16894,1
6067,2
9751,1
3269,0
13901,2
8643,1
1504,1
12757,1
8060,0
501,1
14343,0
856,1
13163,0
7363,1
8941,1
12654,0
12689,1
630,1
13961,1
1138,1
8361,1
17922,1
11216,1
11120,1
11545,1
60,1
6721,0
14734,1
11052,1
417,0
6777,0
15108,1
17443,2
14818,1
3085,0
5966,1
7902,0
8541,1
191,0
4280,2
9482,1
4136,1
8582,2
6910,1
1214,1
2203,1
3325,1
1578,1
13850,0
17258,1
11851,1
19309,1
13729,0
3644,0
14294,0
11300,1
6,2
17409,2
7966,0
18582,2
3274,1
2456,1
2479,0
18694,1
11227,0
6292,0
13700,1
2912,0
12389,0
735,1
3713,0
637,2
14622,1
16685,1
4857,0
9530,1
8399,0
13210,2
16468,1
3043,1
12619,1
6835,1
14740,1
16271,1
20061,1
2756,1
1846,0
16076,1
1885,1
15073,1
15936,2
5597,1
362,1
12243,0
8098,1
11739,1
18395,2
2620,0
14455,1
6420,1
4137,0
18567,0
10738,0
15507,1
7834,1
4581,1
15081,1
3138,0
5762,1
846,1
14628,1
921,0
17130,2
16248,0
10551,1
15666,1
5876,0
18415,2
8920,0
8289,1
12354,1
17004,1
5324,2
11564,1
10630,2
232,2
16869,1
11677,1
15528,1
3560,1
7066,0
10588,1
7031,1
95,1
1269,1
12682,1
19785,1
3745,1
521,1
9110,0
4673,0
8239,1
1738,2
1676,0
4436,1
964,1
19372,1
8861,1
16995,1
8408,2
3341,1
3923,0
10237,1
1446,0
4247,0
4271,0
7682,2
15030,1
13608,1
3519,0
1054,1
18275,1
16343,1
1601,1
3651,0
13105,0
10464,1
19133,2
13872,1
2807,0
446,1
15844,1
4054,1
1442,2
3743,1
15690,2
3655,0
7566,1
6119,1
9204,1
10636,1
4593,1
19327,0
1072,0
19078,1
581,1
98,1
6641,1
365,1
8523,0
12502,1
18025,1
380,0
4308,0
13646,0
4907,1
5571,1
3029,2
17322,1
8014,1
3765,1
19794,1
20182,1
2528,0
10336,1
17912,1
3294,0
7280,0
5713,1
18047,0
18676,1
2469,0
2873,2
12850,0
14106,1
7226,2
6430,0
3362,1
5913,1
8490,1
12014,1
19114,1
11621,1
7536,1
14701,1
11842,1
5790,0
14000,1
3602,1
6296,2
784,2
17805,0
3071,2
2951,1
1780,1
17773,2
18376,1
505,1
3183,1
10297,1
12600,0
16356,1
2330,2
12579,1
15007,2
3007,0
1522,2
6316,1
2926,2
14751,1
3672,1
11954,0
18556,1
6906,1
12225,1
9688,1
3425,1
3187,0
2716,1
2671,1
9707,1
11357,1
9803,2
332,1
18453,1
386,1
3137,0
9830,1
1624,1
6908,1
3086,1
18306,1
16240,1
1538,1
16538,1
4912,2
2324,1
18571,1
1150,1
16138,1
4524,1
2855,0
4205,2
11858,1
4167,2
1634,1
5046,1
2654,0
5262,1
15620,1
1310,0
16676,2
1287,1
18244,1
3311,2
1866,0
5229,1
19261,1
17450,0
3953,1
18219,1
1641,1
17487,1
10668,1
2452,1
11202,2
935,2
12479,1
19817,1
6586,2
18046,1
16891,1
1455,0
5218,0
266,1
11132,1
3173,1
10585,2
15121,1
10278,1
10995,1
629,1
17933,1
17925,1
17098,1
1464,2
1463,0
13524,1
5686,1
533,0
10653,1
2603,1
85,1
15691,2
5670,1
604,1
4077,1
12520,0
5300,0
3428,1
19663,1
8427,1
17227,1
18822,1
3180,2
6460,0
5928,2
16759,1
14551,1
235,1
174,1
1350,1
19911,1
7003,1
10577,2
17823,1
9501,0
12360,1
403,1
12740,1
11494,1
4969,0
11945,1
2354,1
2978,1
5607,0
7806,1
10766,1
12006,2
14001,0
1274,0
10258,2
8991,1
13315,1
18008,0
3956,1
13218,1
16261,2
19521,1
2641,1
18140,1
10792,1
2556,0
9120,0
16344,1
5990,1
9542,1
9075,0
4457,2
227,1
14286,1
724,1
1895,2
16179,1
6127,1
10635,1
6646,1
3093,1
4299,0
18553,0
7219,1
750,1
15443,1
16105,2
4624,2
15578,1
12331,1
16371,1
7695,1
14307,1
4030,1
17504,2
3645,1
1819,1
9138,0
1826,0
2089,2
9056,0
830,0
9648,1
12983,2
5107,1
10395,1
3237,0
796,2
6933,2
1795,1
13598,1
4189,1
10422,1
1760,0
8410,1
11723,1
19976,0
2906,1
18843,2
3248,1
11460,0
15781,1
3742,1
3315,1
12999,0
18393,1
14173,1
9381,0
19029,2
9865,2
7278,2
4830,1
16233,1
4618,2
13111,1
10951,1
5217,1
5679,1
13619,0
3229,1
4506,1
8852,0
18637,1
18705,2
16586,1
8201,1
297,1
2787,1
3731,1
204,1
7090,1
15370,0
15524,1
8938,1
9703,1
14781,1
8549,1
18270,0
10169,1
5003,1
2141,1
8518,0
7717,0
13570,2
12471,0
18800,0
2484,2
12979,1
14289,1
8372,1
1329,0
13381,0
203,1
10426,2
9454,1
18696,1
13922,1
5606,2
3322,1
9154,1
10619,1
11182,1
12218,0
2779,0
8681,1
1906,1
2955,0
16752,1
3362,2
2115,1
13442,1
223,0
28,2
10354,1
11841,1
12002,2
9198,1
3298,0
3657,1
2691,2
15243,1
6790,1
3275,1
7568,1
6590,1
1245,2
2239,2
887,1
1668,2
1715,1
2418,2
5186,1
13118,1
1520,1
624,1
5360,1
18807,0
1403,0
15964,0
14762,1
11829,2
16038,1
1380,1
681,0
5958,1
1255,2
8578,1
599,0
7972,2
1121,1
19522,1
3588,1
7913,1
2234,1
8957,1
1309,0
943,1
9856,2
19458,1
13576,0
11561,1
14270,1
5246,1
844,1
5161,0
18227,1
12997,1
19439,1
16146,2
7578,2
18315,1
982,1
3906,1
4210,0
16280,1
18371,2
17267,0
9633,1
763,0
9365,1
11375,2
15031,2
2616,0
2568,1
16796,1
16004,1
2704,2
2934,1
11381,1
5527,1
7075,1
9004,1
6396,2
17556,1
19827,1
4893,0
12491,0
18727,0
1674,1
2543,1
19147,0
1153,1
3447,1
4037,1
3470,1
5422,1
17343,1
8552,2
1900,1
16716,1
10473,0
19027,1
18212,2
14562,2
16209,1
16212,1
10419,1
799,1
1854,1
3673,1
587,1
19395,2
12324,1
506,1
15324,2
3618,2
2518,1
18000,0
1477,1
6002,0
12593,1
2359,1
17225,1
17580,1
2058,1
12086,1
4813,0
8221,1
18338,1
19089,1
9316,0
14601,1
18096,1
1302,1
10072,1
8687,0
13214,1
10779,1
8706,1
2850,2
7221,1
10555,1
26,1
2954,1
8928,1
2682,1
10498,2
13399,1
934,1
2816,1
6261,1
4642,1
2277,0
2195,1
19409,1
4525,1
17813,1
2251,1
7388,1
11571,0
8956,1
11501,2
5524,1
9732,1
15659,2
17331,1
15479,0
1530,1
2899,1
88,1
3631,1
11077,1
7862,1
15536,1
13565,1
18112,0
13712,1
6324,1
2647,0
14111,2
19585,1
14949,2
565,1
7085,0
2138,1
786,1
9590,1
2535,1
4183,1
2993,2
15598,1
9670,1
4320,1
8525,1
13321,1
19011,0
1629,1
5569,0
13125,0
3583,1
18366,1
852,1
767,1
425,1
13213,1
231,2
19861,1
10397,1
2240,0
8129,1
17271,1
18735,0
20166,0
12411,0
1499,1
14895,1
2702,1
344,1
20089,1
2345,1
3168,1
3622,0
2815,1
3230,1
3019,1
16440,1
12560,1
16746,1
19131,2
440,1
13609,1
16089,0
19822,1
5476,1
8344,0
515,0
3188,2
7581,1
1080,1
919,1
426,1
18704,0
495,1
3447,1
3116,1
977,1
8230,2
4877,1
2578,0
8061,1
12323,1
2317,0
5792,0
6819,1
12442,1
4111,1
18803,1
9547,1
18768,1
2943,1
14616,1
5144,1
10665,1
3948,1
9258,2
1081,0
6278,1
1443,1
4492,1
2881,1
1184,1
1534,2
9474,2
3015,1
12265,1
16760,1
12443,1
769,1
17999,0
663,1
2516,1
9141,1
3261,1
2440,1
17781,0
2923,1
1644,2
4431,1
5420,1
7775,1
19207,2
10105,1
3000,1
1255,1
10306,1
18665,1
1675,1
19170,0
7519,1
3966,2
33,1
5449,1
4001,1
2808,1
18052,1
15094,1
7539,2
10776,1
3258,0
14258,2
18825,1
452,1
9112,1
2065,1
10096,2
19963,0
12200,1
17296,1
2962,1
3318,2
17538,1
10288,1
6436,1
13857,1
3248,0
3148,1
9222,0
7883,1
15491,1
4400,2
8347,1
9517,0
4315,0
8587,1
587,2
7238,0
16552,1
7177,1
16245,1
1685,0
16334,0
2012,1
4173,1
15218,1
8657,1
3823,1
15124,0
7607,2
1689,1
6624,1
354,0
16441,1
15204,1
18896,2
18790,0
3599,1
5785,0
11577,2
4629,0
174,1
10095,1
7129,1
7699,2
4295,2
973,2
14454,1
9870,1
16506,1
6283,2
2997,1
3249,1
5241,1
18079,2
3763,1
13207,0
781,1
13976,2
1306,1
19369,1
2834,1
4868,1
2031,1
17068,2
15972,1
10501,1
10975,0
5705,0
17879,1
14161,0
9451,1
11918,1
18740,1
13,2
1966,1
9266,1
11000,1
13375,2
15289,2
19635,1
2019,2
12871,1
8802,1
16226,1
12194,1
7445,1
8183,0
693,1
12827,1
3571,1
9906,1
18423,1
2439,1
4695,1
17811,0
7472,1
1805,1
11806,1
361,1
18739,1
1005,1
12483,0
2617,1
17481,1
9693,1
18298,2
1564,1
15854,1
13146,2
15954,1
17248,1
2960,1
15613,1
5136,0
17563,1
1924,1
1393,1
10854,0
15672,1
17915,0
1806,1
6982,0
9341,0
14,0
5214,0
17214,1
12552,1
13099,1
11387,1
3502,1
4545,2
2741,2
11857,0
15036,1
8528,1
1423,0
15767,1
11083,0
19436,2
5126,0
6788,0
14545,1
2722,0
776,1
9321,2
4166,2
1219,1
12564,2
19652,1
19393,0
37,0
7605,1
17306,1
5628,1
20021,2
4095,1
363,1
15637,2
19157,1
578,0
19933,1
18186,1
411,1
3062,1
18108,1
7740,1
1109,1
16952,1
230,1
10276,1
15660,1
2042,1
15632,1
10527,1
16166,1
2557,0
14664,1
6346,1
5500,0
12586,0
2747,2
3556,1
1281,1
4649,1
17219,1
19419,0
2187,0
8885,1
7926,0
7856,1
1079,1
10467,0
8760,1
8809,1
616,0
10658,0
309,0
13603,0
14234,1
11528,1
13859,0
498,1
4719,1
3833,1
17679,0
15271,1
52,1
18163,0
1731,1
485,2
3641,1
12141,0
3456,1
17215,1
6614,1
272,1
20013,0
14866,1
17904,1
8884,1
19750,2
16574,0
7312,1
2584,1
10940,0
18399,1
6763,2
289,1
194,1
1563,2
3775,1
1876,0
14747,1
14546,2
2877,1
1831,1
13227,0
9336,0
17196,1
17579,1
3030,1
8178,1
12062,1
7179,2
9611,0
490,0
10716,0
8704,1
12891,0
9066,1
13754,1
6259,2
7322,1
10659,1
1617,0
7333,1
2510,1
19042,2
10374,1
13293,0
17930,1
17787,2
14281,1
14292,1
15515,1
5454,1
15760,0
2692,1
16913,1
2281,1
5048,1
13778,1
4016,1
7653,1
7266,1
17789,1
14792,0
7527,2
13612,2
7340,0
8858,1
2771,0
9862,1
16453,1
7252,2
12220,1
19484,1
5633,0
733,0
14445,1
5381,0
17650,1
7734,1
722,1
14210,1
2319,1
9562,0
18541,1
13703,1
9199,0
1175,0
17874,1
16273,1
11778,1
1249,0
4004,1
9235,2
12607,1
14207,1
3690,1
4606,1
3264,0
3778,1
19821,2
1801,1
5748,1
7982,0
10583,1
9272,1
1866,2
3595,1
2240,0
9052,0
18004,0
16804,1
7204,1
6055,1
3275,2
12976,1
2325,1
12749,1
19860,2
1483,0
3730,1
14489,1
6574,1
4333,1
16408,0
14515,1
2696,1
1242,1
3564,0
5867,0
19444,1
15410,2
3250,1
7828,1
2484,1
14712,0
13127,0
9295,2
2549,1
13141,1
15958,1
10770,1
9084,1
11203,2
11393,1
7094,1
7244,2
12904,0
12863,2
18203,1
13984,0
14120,1
5669,0
3837,1
13003,1
16147,0
14267,1
14228,1
2943,0
1094,1
9,1
1694,1
15654,1
12523,0
8066,1
10846,0
10761,1
1901,1
15794,0
12245,0
658,1
15488,1
15155,1
18337,1
14548,1
13826,1
13154,1
666,2
15798,1
11053,0
4366,0
11911,2
1515,0
57,1
3162,1
3958,1
5114,1
2408,1
16310,1
13116,1
12221,1
11419,1
418,1
5546,1
10334,2
3714,1
1945,0
5189,1
13834,1
1355,0
645,1
7525,0
1867,2
3013,0
14588,1
1314,0
19871,1
11661,1
6142,0
3218,1
17418,1
8636,1
359,1
16286,0
12488,0
3069,2
435,2
10973,1
2448,1
465,1
1497,1
15843,0
11869,1
1844,2
11437,1
3799,1
8607,0
8087,0
6968,0
15609,1
5122,1
9886,1
12837,0
2260,1
17728,1
3185,0
9770,1
10678,1
11808,1
7187,0
12229,0
18789,0
13266,2
15320,0
12835,2
16821,0
15603,1
17961,2
10078,1
4806,1
13956,1
18192,1
17357,1
3887,1
4469,1
2255,1
646,2
17798,0
841,1
15355,0
8414,1
7813,1
18612,1
15216,1
19998,0
1574,2
9372,2
2749,1
6555,0
2071,1
16192,0
3825,1
13611,0
5802,1
6,0
3600,1
19547,1
16025,0
16656,1
5328,1
10850,1
17727,2
19991,2
2678,0
12655,1
2629,1
10490,1
3155,1
8791,0
12425,0
7059,2
1802,1
3752,2
17674,1
135,1
3679,0
7323,0
15240,0
13815,1
18185,1
189,1
3327,2
3156,1
11038,2
778,1
44,1
17285,1
13549,1
13182,1
12583,1
15,1
17384,1
18234,1
2644,1
1241,1
3354,1
1565,1
11324,2
10845,1
1273,0
1018,0
15420,1
11138,0
1096,0
4085,2
4412,1
15498,1
14834,1
5240,1
17599,1
299,1
8423,0
19360,1
13152,1
7068,1
8944,1
5336,0
7989,1
16582,1
17182,2
261,0
3373,1
1459,1
2083,2
3303,2
20098,0
15344,1
16069,1
19972,1
3121,2
144,1
1043,2
10178,1
1451,2
1116,1
15986,1
2939,0
5644,0
16396,2
3204,1
8250,1
6887,2
18613,2
3574,0
3002,1
7311,1
13502,2
579,1
13335,1
6856,1
16024,0
17359,1
6092,0
3343,2
9734,1
6734,2
19392,1
16201,1
1161,1
3385,0
19452,2
2346,0
17326,1
2463,1
16149,2
3657,1
926,0
2917,1
458,1
4986,1
1834,1
19866,1
3862,1
19077,1
11429,2
19984,1
10783,1
11537,1
6550,0
13067,0
6264,1
3619,1
11953,0
8139,1
1096,1
13928,1
3022,1
15369,1
6892,1
9324,2
18927,1
14221,1
11755,1
3201,1
9863,1
10413,1
5014,1
737,1
817,1
3639,1
14182,1
14590,1
241,1
10866,1
15764,1
5049,0
6837,2
16337,1
13161,1
9024,0
12620,1
13675,2
992,2
1649,1
11018,0
7133,1
6030,2
6187,0
864,0
4028,1
274,0
1196,0
1606,0
19908,0
15434,1
19015,1
11601,2
13933,1
5326,0
16014,2
18465,2
1290,1
14675,2
4407,0
13842,1
2141,1
3274,0
1492,2
11746,2
2835,0
15016,1
1816,1
6419,2
11135,1
18669,1
12396,1
1967,1
588,0
1917,0
3530,2
14037,1
6106,1
15576,2
14955,0
12184,1
15649,0
1654,1
7131,0
19265,0
16461,1
3458,2
19022,1
2304,0
789,1
14711,2
1038,1
9297,0
1614,1
15875,0
7032,1
32,1
14414,1
8454,1
6865,1
11039,0
1435,1
2498,1
14336,2
6911,0
1141,1
8218,0
7216,0
9959,2
10353,1
1555,2
4538,2
11257,1
9086,2
3257,1
12617,1
17715,1
9370,1
2109,1
2525,1
9554,2
18066,1
5740,1
16161,1
3355,1
7580,2
11734,2
19198,1
812,2
10607,0
8668,0
12298,0
245,0
15261,1
2272,2
9011,0
1839,1
2031,1
14350,1
9401,2
2486,0
8457,1
14936,1
10324,2
11939,1
11316,1
17129,1
18088,1
15787,1
7093,1
15059,1
5907,1
4950,1
11339,1
19313,1
12677,2
2178,2
2860,1
14780,2
9853,1
19946,2
7005,1
1800,1
18967,1
13999,1
16668,1
3181,1
3672,1
9915,0
2598,1
10715,1
2965,0
14586,2
19849,1
8395,1
3072,1
2138,0
4473,1
14517,0
7463,1
2441,1
11775,1
11482,1
686,1
10381,1
18630,1
3750,1
12001,1
1646,1
1022,1
2323,1
16690,1
1974,1
2378,1
3045,0
3586,1
3111,1
3624,2
2430,1
12009,1
12993,2
14823,1
8452,2
2998,1
885,1
10708,0
14437,1
4929,1
1009,1
1607,1
8720,1
2985,1
2898,1
9405,2
17360,1
17612,1
1712,0
10255,1
8,0
3792,1
2208,0
3229,1
11655,0
18334,1
19470,2
19529,1
8679,0
956,1
17233,1
19245,1
14021,0
13660,1
10243,0
15463,1
2324,2
2385,1
16618,0
8316,1
1499,1
20179,1
2074,1
10045,0
1998,1
13625,1
13292,1
18280,0
370,1
7335,1
175,0
8198,1
11034,1
13762,1
7628,1
2483,1
3037,1
14560,1
16120,1
17698,2
17038,2
9159,1
7495,1
3168,1
7573,1
1916,1
6205,1
447,0
18383,1
8150,0
14400,2
2147,1
19516,2
12930,2
14313,1
11952,1
15150,2
15086,1
1291,1
11754,1
19928,1
17041,1
16332,0
4480,1
3536,1
17502,1
7036,1
2855,0
16391,1
13367,0
17815,1
6332,1
19100,1
2253,0
10817,1
15976,1
12780,0
2118,2
2057,2
2942,0
7780,1
18741,0
6470,1
19051,0
3886,1
18421,0
11425,1
17790,2
3287,1
13090,1
6360,1
2953,1
13279,0
2710,1
3475,1
2799,1
8619,1
8172,0
16444,2
3577,1
17765,1
3651,1
16321,1
2121,2
15737,1
10900,0
7265,2
6467,1
8830,2
15962,0
3941,1
8101,1
11382,0
3262,1
4535,1
15526,1
1647,1
17309,1
19851,2
10756,1
16029,1
7594,1
209,0
9484,1
14348,1
7742,1
17288,0
18076,1
19492,0
6706,1
6179,0
7331,0
17030,1
9527,1
3666,0
9329,0
1410,1
12916,1
16480,1
6171,1
11511,1
19115,1
8825,1
19513,1
16127,1
12612,1
19719,1
10484,0
16302,2
1868,0
5899,2
13916,1
3699,2
10391,0
15312,0
10486,1
99,1
16152,0
4372,1
17292,2
10403,1
3340,0
13478,1
2921,0
3660,2
2992,2
14777,1
8642,1
2530,0
12554,1
14926,1
2804,1
2072,1
16708,1
7063,1
102,0
573,0
6325,1
6233,2
11149,1
5221,0
10447,1
12896,0
2670,1
1142,2
17589,1
364,1
3603,0
2263,1
6596,1
10377,2
3472,1
2845,1
9947,1
6653,0
12935,2
14525,1
220,1
18323,1
8301,2
20110,1
13654,1
2922,1
11827,0
11993,1
6000,1
16577,1
13061,2
12149,1
3450,0
8375,1
352,0
695,1
11145,1
7044,1
2521,1
1613,2
9827,1
1796,1
13737,1
11906,1
15353,2
15363,0
11975,0
15938,0
19764,1
2300,0
6235,1
11337,2
3452,0
18447,1
16108,1
12270,1
16844,1
9658,2
19639,1
3911,1
12468,1
406,1
6925,1
10077,0
6096,2
17202,0
4911,1
3305,1
4760,1
1580,2
19075,0
158,2
6401,1
10767,0
1358,1
1033,1
2744,1
8403,1
9567,1
14132,0
16921,1
13102,1
5685,1
2590,2
19872,1
3157,2
3090,1
12902,1
17284,2
16222,0
10760,1
9756,2
15449,0
16967,1
8978,1
188,1
16130,1
9117,0
14153,1
59,1
548,2
16613,1
1177,2
8779,1
2123,1
15299,1
8463,2
17307,2
199,1
1206,1
3295,2
75,2
4660,0
19036,1
5635,0
2929,1
3212,1
14927,1
3378,0
18603,1
3605,1
9899,0
7755,0
16194,1
2667,1
2119,0
9785,1
4880,1
2974,1
2799,2
468,1
3676,1
381,2
5914,0
1815,0
6199,1
2200,0
13088,1
6164,1
3418,2
1740,2
277,1
2968,1
19515,1
13756,2
1175,1
17295,2
3984,0
5838,0
1057,2
1229,1
7772,1
528,1
1513,1
820,1
2395,1
324,1
159,1
8063,1
3313,1
17958,1
3474,2
2646,1
13271,2
7745,1
1481,0
10941,2
7490,1
8860,1
9975,0
9349,0
16178,1
10308,0
780,1
12690,0
1259,2
9366,2
2660,1
7500,1
14670,0
143,1
3996,1
16156,1
870,2
6074,2
4808,1
10703,1
8945,1
