,text
3424,I phone cool but basic I'm girly bitch so dry n plain &# ;
15486, ill fight you ! Ya big daft cunt .
3697,"Hmm.. Ass all chunky, brain is insanity."
8123," #Islam dominates our crime, prison &amp; welfare system &amp; national security. Why are we still importing it? #amag..."
680,This bitch needs to turn off her shitty music &# ;
3017,I could blank all you son's of bitches out #getatme #goofy #fuckmongo #naynayismongo
3818, With your bitch ass...
15583, at least im not black bitch your parents left you in the mcdonalds parking lot after you were born
9397,Say I'm wrong but I can treat that pussy right
10872," ""Pacer"" is short for pussy"
9098,I'd rather have a flat bitch then a bitch who cheats&# ;
2162," bitch you not cute , you just photogenic &# ;"
19773, gun sales have skyrocketed. Gun crime has fallen sharply. Any claim to the contrary is using fuzzy math.
11617, The only thing more irritating than Donald Sterling being a cunt is Adam Silver continually apologizing for him.
19709,"I tell the truuuOoooth... That bitch is ugly, yeah her aunt, and momma too. I was gone lie about er, but bro I had to tell the truth."
1737,As soon as a bitch think shit sweet.... Give em wat they been asking for!
2022, Thanks for proving conclusively that you are a lying cunt who contradicts all available data.
1809,Kat you don't look suspicious at all! #MKR
7686,". ..mistake. I find both abortion &amp; child abandonment detestable. But, if one gets an awful choice, both must"
9339,Why is it everytime I go to cracker barrel the girl with great tits that seats you who is your waitress nope its the chick with teeth
2110, sitting here talking about what u would do or gonna do that's something My bitch does
2229, ur a fag
14365,The bad bitches still awake?
5369,MALE OPINION ALERT! I swear im not sexist but WNBA..........I'll pass lol
880," That rocket blowing up reminds me of that time in college when I blew a tranny. But in my defense, I was drunk. Both tim&# ;"
153,from conversation at that... &# ; These hoes be falling too easy. &# ;&# ;
17635, If I had a dollar for every time I died on flappy bird 
2686,RT I'm not sexist but I do not like one woman rapper out
2549," sounds like a good idea. But I want my word to be spread. Jews, niggers and commies alike."
10200, Getting ready for the annual heart and sole luncheon #cle with 
9832, I'm just saying at one point in my life Deonte took and cuffed my bitch &# ;&# ; a year later I fucked his &# ;&# ;&# ;
18333, everybody tryna fuck the next nigga bitch not knowin that his bitch is the next nigga bitch &# ;&# ;
15670,Counting money while my bitches sleep.
403, I'd score just to kick crazy eyes out. #mkr
4306,she was telling me about this kid who's soles of his shoes are falling off. I am going to get him some shoes. hope his parents don't get mad
18198, Because it's a known lie. Mostly. 
17165, Karma is a bitch
1337," Basically, u could use a woman #NotSexist RT I need to buy soap &amp; return these red box movies. shit need to ..."
17420,She be thinking she throwing that pussy back so good and all she doing is throwing ya nut process off
3379, These young cats being drafted in the NBA today are walking lotto tickets! Wait till these niggas find out that pussy come&# ;
15589," Charlie Brown A Christmas Story Rudolph, but only because of the island of misfit toys."
8290, It's all they know you bitches never gonna b happy following these social sites
294,""" #Eaglesnation and every #Eagles need to see that pic I just posted because that bitch just said the most racist shit"""
200,"Bt dubz, ur best pals bitch about u to me quite often... #stoplivingafuckinglie #hatredisincreasing"
11637, Shoutout to your main bitch !
16809,"People who enjoy shows like and are douche bags. Usually white trash, too."
1415,RT it happens vice versa but men are smarter naturally #NotSexist
929,&# ; &# ; Bout to get a breasts reduction these bitches be in the way&# ;&# ;&# ;&# ;&# ;&# ;so serious&# ;&# ;&# ;
16229," But only BBC, the American version is trash"
18263, The Quran writer imagined god as egotistical and as wanting to be worshiped and bowed to because he was unsophisticated.
2512, when i drink some beurs kid . plus ur a faggot anyways
13864,"If Kat and Andre are strategically scoring, they need to be kicked off #mkr #mkr"
5671," your gay stfu, dumb monkey"
1259,"JUST FELT THE NEED EXPRESS THIS SOME REASON Don't get me wrong I'm not sexist, but seeing female engineers on site is weird"
16132, KMM get a fucking trash can on your head.
6594,Where ya titties lil bitch?
7864, I know that Muslim bigotry has driven all the Christians out of Palestine.
15809,"&# ; I love salad RT&# ; Anyway fuck you hoes, eat a salad.&# ;"
14528,". But, the idea they want to do ANYTHING but lecture with dubious facts they don't want challenged is exposed by their blocking."
17562,&# ; &# ; Ya niggas play to fuck my niggas play for keeps&# ;&# ;&# ;&# ;&# ;&# ;&# ;these bitches can't fuck wit me &# ;&# ;
8785, who remembers this bitch? &# ;&# ; 
16016,"#MentionADislike hoes thinkin they bad even if they are I will tell her ""bitch calm down u average"""
12623, &# ; At this Hispanic church. Jesus please respond to her&# ;&# ; you a hoe for this
4937," Cuz soon as u start doing the wack/cute shit w a hoe, she&# ;s your girl&# ; Really."
3232,"RT Im not sexist, but girl refs. Really"
364,wouldn't be such a bitch if people didn't piss me off / 
2264,"""She gotta shape up her pussy lips tho Whole wheat organic pussy "
14714,Who shot John lookin ass hoe
2184,RT North American children/teens are complete pussies compared to other parts of the world
17119,Gillette is for pussies
9749, Hillary simply doesn't have the character to be president. Enough with the narcissists and nihilists. 
9723,"You a hoe if you ever ""fstow"" after midnight"
19679,I can't tell you the last time I seen niggaz have a fight but I see bitches fight on video daily.
1067, #honestyhour no bitch better try to fuck with my girl cause I will go off
19236," im American, don't give shits about the beaners, ship them beaners back"
30,Theres one dude i can not stand at my school because he stays on the freshman girls and girls from other schools cause none fw him. #bitch
6736,In yo bitch dm like.. 
18201, trash cans are always demanding new music from the gawd Tyga
2155,"I love faggots!!! Absolutely love them, especially the ones that can dress to the tea &# ;&# ;&# ;"
3812, this Friday at the c burg mall you gettin whipped like the bitches I fuck
9125,Karma is a bitch
14191,Eattin all this pussy im startin to get chubby
1482,"I'm dry humping hoes tonite bussin on they costume so they man deal wit em later. Somebody girl gettin fucked tonight"""
14871, The Game Beats Glocc in LA (Full Video) via - this bitch cop can't be s&# ;
13249, Happy Valentine&# ;s Day big booty bitches. &# ;
1489,I don't give a fuck about yo gal yo wifey or yo boo came here by myself bitch I'm Tryna bone
16782, If u say #blessed u r hashtag lying and r probably unhappy w/ ur life fake bitches lolz&# ;
2840, bitch and the fuck u wanna do about then nigga stfu talking and do something
12303,RT Women are really bad drivers. #notsexist #sorryitsthetruth
9396, mane y'all niccas crazy af wiz old shit got niccas bitin his style n errthan
9616," I'm not sexist, but why do feminists complain about everything?? If there was a cure for cancer I think they would moan! Giv..."
3414,Don't touch me bitch I'm famous.
2644, soo what you putting on those crackers Gregg?
10803," If being pro-due process makes you pro-rape, does being anti-death penalty make you pro-murder? "
11074,To the senior class: there will be Oreo funfetti bars in the den this morning &# ;
2400,"Let a nigguh try me , fuck around fuck around fuck around meet his daddy"
6115,Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch
14748,fuck this fat mexican bitch.
14219,RT I'm not sexist but all women suck at driving and they should not have the right to get behind the wheel
2556," lana uses the term ""bad bitch"" in a UV track. i've never been more proud."
3283, &# ; Wake up in the morning give me head bitch &# ;&# ;&# ;
553,Fuck that stupid bitch.. &# ;
4261," Friends of has let me know that Phil is very ill. His infection has gone septic, and he is fightin&# ;"
3057," Eat her pussy when she mad, sad, stressed, mad at you, or whatever shit just lay her down and eat her pussy up &# ;&# ;&# ;"
14349, Humpday hoe.
10316,people be shooting their guns around here late as fuck got me thinking they tryna shoot my black ass jammin jiggaboo music
9487,"&# ;&# ;&# ;&# ;&# ;&# ;&# ;"" That pussy is just....&# ; imma assume she just had a baby like..the day before"""
354, A. It's not the fastest growing religion. It's the fastest breeding religion.
13486,"i am one of those people who needs reassurance so damn often, that i'm not the ugliest bitch in the world."
17188,Basic bitch no chill &# ;
17460," Out of the two blondes, which one is Beavis and which is Butthead #MKR Does it matter?"
7007, my bad bitch ayeee 
15220,Look at this bad bitch 
18154,"Only Blood Can Satisfy The Hungry Flames Of R&# ;hollor, Charlie Brown"
15113, Okay. So we agree that the Taliban and ISIS and Saudis are implementing : .
19203," When you think you sliden, bitch you slippen &amp; I know the truth. I KNOWW I KNOWW I KNOWW, YOU KNOW THAT I KNOWW I KNOWW I&# ;"
18533, bye hoe
3240, he's a beaner not a nigga
3730," Radfems hate men, but value and envy masculinity. They claim to love women, but they loathe femininity. "
146,Muzzled pit bull with throat slit found on side of road in PA via HIDEOUS ABUSE THROAT SLIT LEFT TO DIE
1451, The face you make when you see a hoe trying to preach on twitter 
225,"He doesnt like you, ya stupid bitch. He likes ur vag. Idiot haha. #goingtogethurtagain"
14776, That's ghetto for super duper! It's the current generations best complement.
20159,"I dislike Kat more than the blondes who are going to tell us they're hot another , times #MKR #notaustraliasnexttopmodel"
10929, baby Momma no bitch no wife like PAC u need a thug in ya life
2352, What a bitch.
2431,"RT Almost purely because men can raise their voices, women just end up screaming..."
668, The reason why I have not been murdered is because I will kill any Muslim why tries.
4563,Watch how i stop talking &amp;&amp; the bitch still tweets
14600,I don't even play flappy bird anymore because fuck him
399,draymond green a bitch ass nigga bruh
19087, Have you ever had a female judge outraged at you for not paying child support for someone else's kid? 
19656, fuck them bitches I hope Navy beat em THIS week. 
18037, Parque de atracciones abandonado en Jap&# ;n. 
1167,RT Call me sexist but I don't think I wanna see a women president at this stage in my life
3243, There's a different between a slut and a bitch... A slut will sleep with anyone. A bitch will sleep with anyone... But y&# ;
15682,A bf and gf&# ; are suppose to laugh&# ; at these hoes&# ; together&# ;. A guy should never have these hoes&# ; laughing&# ; at his girl&# ;
2879,DEREK JETER clap clap clapclapclap #Yankees
5905,My bitch from magic city she shaking ass &amp; titties 
4224,#boom bitches
12894,RT Im not sexist but only like girls (if that) are funny on twitter rest of u hoes try too hard
10055, You guys are all the best love you nig nogs #indyfam
10376," Rape culture is not about ""sense of humor."" It is about silencing, shaming, and terrifying women."
15167, ..how much knob do you gobble in one day? Youre in over your head. What a blockhead you are.
17795, Lol I'm not you just can't be sad about things you can't control. But when you walk that stage my nigglet I'll be happy :)
12299,#MKR #MKR why do they keep saying that they are so pretty
9205,There's other bad bitches &# ;&# ;
13327,&# ; I just want the baddest bitch in the world right here on my lap&# ; &# ;&# ;&# ;&# ;
9735, I agree the fat bitches the only girls left not gettin passed around
13096,When the teachers aid trys acting like she's the teacher... bitch please
16157, Charlie Rangel Re-Writes History: On GOP &# ;They Think They Won The Civil War&# ; 
5591,Don't be fooled I kickit with niggas and bitches older then you so . . .
11715,One of the pedophile prophets big battles was the battle of the trench in Medina. ISIS are trying to imitate that trick with a Mosul trench.
19468, If a bitch tries to get crazy tomorrow 
4481, A criminal to ISIS is anyone that does not agree with their barbaric and inhuman religion.
7306, lmaoooo aye people person so you know lil Rico got hoes hahaha
7692,IRONY IS FUCKING DEAD Im not sexist but feminists are the most annoying people out there.
1100,"When Chief Keef said ""I aint done turning up bitch!"" "
1733, Uncle Charlie and nem lol
14724,"I swear, new bitches here me rap and its a WRAP !!"
15937,Since a youngin bitch we been them niggas
19527,She even had a hoe name.
6488,"&# ;&# ;&# ;&# ; - &# ;&# ; omg just thinccin of you makes me laugh, we use to STAY talking shit in rd period, you cute, &amp; you my bitch &# ;&# ;&# ;"
17699, Derek Jeter and the present Paul Konerko with a retirement gift. WATCH: 
958, But why propagandize your bigotry when Pakistani Muslims are murdering Christians and Hindus for blasphemy?
3786, bitches brag about goin to the gym and still be shaped like a patron bottle cuh
1130, how many fuckin fags did a even get? Shouldnt be allowed into my wallet whilst under the influence haha
2136,Night bitches. &# ;
489," The objective of the article is to invalidate Islam,not to validate ISIS. And Islam should be outlawed"
8441," The top comeback for when you call a nigga ugly. . ""I still pull more hoes than you."""
14828,"&# ; ""they played a great job"" who's the retard now?&# ; &# ;&# ;&# ;"
96, Every Muslim convert becomes Muslim propaganda.
1144, you're a bitch
1394,I always felt funny about a chick calling me daddy.It sound sexy and all but bitch you need to go and find your dad...
4583,There it is these bitches be having joint custody dick and acting up. Understand that's part time. No benefits.
17362, I knowww righttt. I don't even know how to use this shit. How I update my status on this hoe?
12110,Ayee hoe
3499, my point is that mohammeds example us used by some Muslim men to justify their paedophilia. 
81, Hard to tell but...I think that might have just been a troll.
14118, This talking eggplant skurred af 
3271,Today is fun but tuesday will be awesome. #IU v #michiganst # UBB #hoosiers
16150,""" I only punch real niggas in the face cause a pussy Nigga is gonna punch me right back"" Strong Mush or Shake.."
12421,Follow a nicca on IG: im_hollywood_jay
10033,&# ; my name is stefanie ... &# ;&# ;&# ;&# ; stefanie&# ;&# ;&# ;fuck u hoe &# ;&# ;&# ;
19517,Just got shit on by a bird #blessed
7676,Fake tits? &# ; A hoe??&# ; Can u guess what I was ? &# ; Twitpic your halloween costumes&# ; 
8188,"""Why u being such a little bitch chris you ain't six bitch"" - Allisons Mom"
13059,"""Well bitch, biology said..."" &# ;&# ;&# ;"
17799, Dat dawg live betta den most colored folk in my hood
12230,Photo check for background spooks. 
17731, she's NO relative of mine her surname is different #KatTheCunt #MKR
17065,&# ; Remember this bro? &# ; don't show people this &# ;&# ;&# ;&# ;
16283, &# ; bitch.... Yall relationship ain't shit but a theory
18160,"Following the example of the pedophile prophet Mohammed in every detail, one ISIS militant is marrying a year old child in Mosul. #Islam"
18022," Like I said, pussies."
15334,"Fuck that Dancehall shit, thru that #TWERKTAPE on bitch"
702,These smoking commercials be blowing me. Like bitch it's yo fault yo child was premature shouldn't have been smoking while you was pregnant
1183, shut up fuckin beaner
7119, who invited this fag?
7484,If she a hoe on social media she a hoe in real life too
14187, bitch be working and keep singing like she ain't never bust a move &# ;
5110, Nick Griffin Exposed the Rape Jihad Way Back in and the BBC Conspired to Imprison Him. 
2670,What a fucking retard
13895,My Fantasy reign starts today! Got pussy nigga Los up first lmao...cmon Seattle D cut upppppp!!!
1277,RT Some of y'all hoes thighs be so thick and can't even walk + Yankee food
817," Why do people have A Problem with Gay People? Know what, fuck it... I Got A Problem with you Straight hoes! Now what?"
2193,"RT Call me sexist, but I really don't like when women do the commentating for football games."
10786, Nevermind. Still a little bitch. 
170,Looking back I liked colored better. Let's go back to that
2928, That was/is in reply to her.
20141," a girl tweeted ""you might be ghetto if u bring food from outside into the movies"" no u might be stupid if u pay . for a b&# ;"
1536, lmaooo naw nigga imma stay right in your mentions hoe
3711, hey bitch boy #nigorprobz
16509,Just straight like that. No chaser. And the bitch was a SOLID FIVE ON HER WEDDING DAY MY NIGGA.
268,I lost all my respect for my brother cause you acting like a straight up bitch
14474, If women ruled the world.. There would be no war. At all. Just a bunch of countries that wouldn't talk to each other! #...
953, stfu bitch
3097,PND is my jigga man.
10873,Ref finally calls it when it's an arm ball but those hoes didn't count the hand ball in the Mexico game. K #yesiamstillsalty
3439,"Hello, and to them bitches!!!!! "" I just want him to keep them lies to his self..&# ;&# ;"""
14484, These hoes ain't loyal.
7996, And youre a fucking loudmouth ignorant redneck fuck. You still tryin to suck your own dick? You cant you dumbfuck...its too short.
19740, I could be such a bitch right now. But I'll restrain myself.&# ;
654," Women drivers, what? I'd say we kick ass. "
6353, lmaoo abo crusty hands
1562," Wait,wait,wait, The new one or the EP?Son of a bitch Lucky ;)"
17496,"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans &amp; trailer park trash white girls."
3107, The first crusades were Muslims invading Spain and France - years before European Crusades.
11397,If I were a kid today...Michelle Obama's lunch would wind up in the trash can
12346, There's nothing hotter than a pale albino chick who can play guitar.
16898,RT Beth Mowins voice annoys the living hell out of me. #mute #espn #BeefOBradysBowl #BeefsBowl #notsexist #justsaying
13691, Don't give a man the pussy until he gives you a relationship. #Truth
9463,"""My twitter was hacked"" = I'm too pussy to admit that I said it and now I want to act like I never said it."
2538, she looks like a real dyke now
6083,Build a bear &lt;&lt;&lt;&lt; build a bitch
3596, ..............&# ;
11645, I once again want to express my gratitude towards my ancestors for not converting to Islam. I would have no place to hide in...
16055, Some bitches be praying for the day you leave your nigga...
54,"Im wearin one of walmart jackets around walmart, is that ghetto? Lmao fuck it."
2836,Yes. And favorites this. please tell me you didn't buy that trash
1036, Free Tino lul hoe &# ;&# ;
