,text
1213,I thought it was Legal to beat yo hoe!
13940,&# ; It's my birthday!!!!! Yesssss!!!!!&# ; Obviously nobody cares bitch
5176, &# ;I don&# ;t know why these bitches laughing. You not even funny my nigga&# ; 
1697,I am extremely sad to have to admit that some of the best st century Arabic rhymes have been written by Jihadis
14957, fuck up hoes!
296,Somebody tell these pussy niggas I got em I got em
212, so hes retarded and gay.. What a mix &# ;&# ;&# ;
4828,I want me a coon ass girl lol
3534,I definitely cant FW a nigga that associates himself wit bitches I DONT fw &# ;&# ; tf you fuccing Goofball &# ;&# ;&# ;&# ;
15367,That bitch you met know what I mean she don't be the same bitch a million dollars later my nigga&# ;&# ;&# ; You feel me?&# ;
1251, bitch see you then then bitch. And good luck to you.
4853,&# ; &# ; &# ; nah lemme chill i love the bitches&# ;&# ;&# ; like trick love the kids&# ; &amp; you know this &# ;
4455, moderator wants to bitch slap Romney so hard
18756, The drivel is correct. ISIS behaves exactly as the prophet Mohammed behaved.
3892," Hope you guys do get attacked for supporting SOPA, bunch of dirty snake faggots."
1854,"'Cause they ain't her RT I aint eem watchin the awards yet, but why hoes hatin on Kim K?"
4184,Happy birthday to my bitch. I had to tow is botch ass car... Love you cuz
2235, how could I be a fag? But I like bitches please tell me
19799, so if your and in high school you dont have your own house you fucking faggot
16778, no hoes.
18052, Bruh this bitch is possessed by the thot demon 
4486,Some bitches need to get a life &# ;&# ;&# ;
3824,When Stoni isn't doing his faggot gook speak he's actually funny
15379, pussy still taste like McDonald's fries. I eat pineapples everyday they so good &# ;&# ;
16932,Remember when I would spank everyone in meme wars? Because I do #faggots
1129,Mann that pussy #ThrowBack
5353, if u got cotton mouth u can eat my pussy
4781,RT Tattoos are disgusting on women. Not sexist but it's true
921,Stupid ass hoe
789, Never invest money into a broke bitch ..
2863, nun of ya bidness bitch
2505,I been getting money I ain't worried bout a hoe &# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;
2006," After a hoe gave you head and say ""It's my turn"" "
6016,bitch I might b
14127, I also know that you are lying because I have three translated Qurans that say the same thing as the translations I gave you
19811, Thanks Charlie!! 
2059," I'll do it! In the UK, ""Fag"" means cigarette and a ""faggot"" is a bundle of sticks, you homo."
2967,I'm boutta merk a nigguh
1174,Is this lang? Not sexist but sports women is the worst thing what's ever happened to sky sports news! #thatswhatloosewomensfor
4562, absolutely agree with that statement. It's just so amusing how angry it makes all these teabagger scumbags. That alone is worth it.
14756,"You ain't got no job, no diploma, no money, bitch at your parents when they don't give you money for weed, yet We need to act like adults??"
33,No this bitch did not yell down the steps to tell me don't eat her damn chicken.&# ;&# ; tf
2313, &# ;&# ; Lol &# ;&# ; Just so u faggots know! 
14192,I be out that bitch with the quickness
1189," Move dat muscle hoe &# ; ""Tell me watchu mad foe""&# ;&# ; "
16251," U realize QuestionsForMen existed before Ford started posting snide crap in it, right? "
2026,"Because fat men and fat women have equal opportunity in this world, right. I'm not sexist so I will call you fat if I please."
2987, I know that they are forced into Islam by being brainwashed and never being given a choice.
18259, naw where can I see that hoe at
16845,Like howl with pain when their balls get kicked? Yeah. I'm not sexist. But girls can't do everything a guy can do physically.
16458,"&# ; If you already out of school, fuck you I hate you and I hope you trip on the stage at graduation hoe&# ;"
4817,God damn birds
17692, He a bitch you should do it
4821,""" A smuggler explains how he helped fighters along the ""Jihadi Highway"": "
12698, I want some taco truck tacos! Brenda &amp; her mom be having them bitches smacking.
798,Can't tell if Mexico has been impressive or if Brazil has just been trash today
1820,I've kind of missed Annie's batshit crazy weirdness #mkr
12453,Biker gang looking ass bitches with titty tats. Foh sons of anarchy.
2280,#AlexFromTarget gets a million retweets but #ChrisFromWalmart cant even get a bitch to text him back.... 
1935, can't wait for more PEDS is that it? Roid munching faggot
12715," it's true, women's sport is awful, it lacks so much quality... I'd rather watch men's..."
456, I just want to fuck bitches and listen to Conway Twitty.
14534, The Hindus tried a pacifist approach to Islam. The Muslims responded by murdering million.
15233, fake niggah! They fake!
3989,IM our here filling these hoes jaw side
3233, Tori better watch-out from her hoes..she's gonna get caught up &# ;&# ;&# ;
3935, All of a sudden all these bitches like soccer today lol
16878, Why do they get a Truck after winning the superbowl but just a interview from bitchy Erin Andrews when u win the world s...
4248, Full retard: NAR blaming slow April sales on winter weather.
4560, that bitch gonna get a rug burn
16899, Only an extreme lowlife bitches abt her juniors in public .. Rajdeep Reveals His Ugly Character In NY 
4906, Had to block his bitch ass
1207,When bae dodges hoes cause he only want you &# ;&# ; &# ;&# ; 
3025,Feelin like I can have any bitch I want. Feelin like all these hoes in this bitch want me.
13500,Ha dat bitch in jail
16073,I hate when people just randomly stop talking to you like give me a reason bitch
680, All yaw hoes want thing Money &amp; Dick
5134,Ruby is not ugly #bunga bunga
2480, You do understand that Mohammed was a sexist? 
18508, no send the fucking challenge quit being a pussy
3856, who do you think I am bitch
19264,&# ; You goofy Only goofy niggas simp over chicks with community pussy..&# ; Who are you?
2142," The #Ferguson ""crisis"" was manufactured by as the opening gambit of his campaign to limit cops' ability to arr..."
537,Diabetes galore &# ;&# ;&# ;&# ;&# ; Colorado health officials recommend pot brownie ban 
12743, ok! you billy goat hair hillbilly
12100,You don't HAVE to say it. You showed yaself. Bitch nobody said I did now shut the fuck up that fat made you retarded 
17, Look at u now u pregnant stupid bitch lol
1226," ""When you finally see the white kid that called you nigger on Call Of Duty"" &# ;&# ;&# ; "
4732,I have one more day of fucking school. God nansemond is fucking retarded
1673,"Just cuz he looked at you doesn't mean he likes you, hoe"
3, sos be like: come hang out with us!! but not if u fugly. oh and side hoes to the left thnx.
2686,RT I'm not sexist but I do not like one woman rapper out
233, let a honky know man lol
902,Your bitch always said she wanna fuck a real nigga
1755,Lightskins and Spanish girls be acting like breaking niggas hearts is a necessity. Stop being cruel bitch
1050," Yelled out ""come on bitch!"" At myself, by myself, lifting weights as motivation...thanks guys, you always have my back."
1865,Playing with my money is like playing with my emotions niggas don't believe I guess we going to find out then hoe ass niggas
895," "" Me and my grandma got to tweakin hoe turnt"
14266,&# ; I might fuck around and fuck yo bitch &# ;&# ;&# ;&# ; eat her ass when your steal her so you'll be a real ass nigga
3844, The parallel between the behavior of terrorist organizations and the prophet Mohammed is something I've preached for year
3620, &# ; All of Kate Upton's leaked nudes today &amp; more &# ; &# ;&# ; bitch lo&# ;
15723, The term Islamophobe makes as much sense as Naziophobe.
516,Reaaallly wish I had more milk for Oreos. Lol
18428,MiddleInformer: RT benpobjie: Credit to Kat: she puts a hell of a lot more effort into badmouthing others than she does her cooking #MKR
12800, yea cuh a bitch fuc donald sterling .. Cuhz pimpin tho
4098," When hoes call other hoes ""hoes"" "
1917, Whipped 
5049, Women have more legal rights in every Western nation. Who is privileged?
19661, truuuu bitches don't have ANY respect for themselves so I'm with you on the shit talkin lol
1673, #EndoftheWorldConfessions I follow all of these retards on Twitter because they're all a bunch of morons &amp; I need g ...
2339," So...is the answer ""nothing""?"
2410,Look at that THOT... pussy popping for usher.
2841, some girls be using halloween as an excuse to act like hoes and get away with it smh
2247,"Getting hit off a cunt thats about foot sideways and a cunt that was in the army lol, i dini care, yous are fuckin laughable"
4612, Who cares. ISIS does what Mohammed did. Tens of thousands also do and have joined him. Muslims crazy. 
16728,#FireCashman Why?? Because I am having to root for the Royals in October. #Yankees
17550,I masturbated into the lingerie catalog out of spite. how dare she throw it in the trash before I get to look at it!
19127," get it? Bc you called yourself a tool, I called you a hoe. Bc hoes are tools hahahaha I'm so funny"
5185, Those same genocidal Muslims that practice their bigotry and barbarity against religious and ethnic minorities everywhere.
5777,Ugly bitches know to get out the crib before the sun come up &# ;&# ;
5220, It's my brother weekend bitch!!!!! #LongLiveLilRay
13508,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Lingerie | Bitch in lingerie getting her wet cunt pounded "
20140, Niggas can do slope intercept form equations but cant make scrambled fuckin eggs thats a lil backwards
2739,I had froyo with brownies for dinner tonight. Being an adult is making these executive decisions
3550, school doesnt even test your intelligence it tests ur memory... ....it tests my ability to keep calm and not slap a bitch
4497," When I saw men saying ""Arguing with women is gay""...what's when I knew y'all really try hard for bitches attention who don&# ;"
2257,Terio got all the hoes &# ;
4863,Paper over pussy cause pussy Bring problems #PoweroftheP
12521, I aint nun to cut that bitch off
1517,#vegas #bitch 
1719, Now a days bitches will beef w/ you over something that has nothing to do w/ them &# ;&# ;&# ;&# ;&# ; bitch yo ugly ass wasn't a factor a&# ;
15979, If all you gunna do is bitch then take ya ass home
5743,"Wow, NO todays feminist thinks ""teach men not to rape"" is not sexist but it is"
1357," A religion who has a murdering, hating pedophile at it's core has no room to be reformed."
616,But why did this bitch just follow me...don't even like u 
4238, Your people's struggle is to dominate other people through violence. So fuck you.
1118, What else do you expect from that nigger lover?
19156,Oh she is I respect that because bitches can be spiteful when it come to children
19912,Sharkeisha isn't dead you're all retarded lop
1556, You a hoe if your cellphone bill more than $ a month
16505,Goodnight bitches (with a lisp)
4683,Fucking gook
4951," ""Why y'all doing the ALS challenge if y'all not gonna donate?"" Cuz we don't $ k &amp; Tiger Blood to donate unlike Charlie &# ;"
739,When you know for a fact you got a woman who loves you other bitches don't even matter.
14560,"Cuffing is a no no. My ring finger? Stay solo. Why be in a relationship, if you not letting your hoes go?"
1189,Its hotter than a fast bitch thighs rubbing together while she running a marathon
16127, &# ; Karahn jus called her future baby a lil shit&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ; bitch tell the world why don't you &# ;
4702,"if you can fuck my bitch, cause nigga i'm the shit I'll salute ya"
2025, these hoes ain't loyal
3441," I went to GNC today and the cashier had ""bitch, we don't sell chocolate cake here"" written all over her face when she looke&# ;"
1795,Lame mcs still let hoes in stilettos play them those hoes nothin To us we aint pimps but they still cant press this average 
250,"I'm so tired of this damn job man, I wanna blow this bitch up lol"
2267,"We don't love these hoes, I only want one night &# ;&# ;&# ;&# ; Jayballout #onlywantonenight # "
18029,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #HiddenCams | Amateur boy fucking bitch hiddencam "
2800, yo nig your a cheeseball.
55,If Kubiak was a player they'd pump him with painkillers and tell him to stop being a pussy.
3313, haha bitch
2906,I just cracked my motherfuckin phone god damn I feel like punching a bitch in the motherfuckin throat
126,My baby Lexy. She is a whole ain't shit bitch in the winter. Sorry ass RWD that's her only flaw. Still love you tho 
16147," #MKR #killerblondes MODEL? Puhlease. Did the local thrift shop put on a ""fashion"" show. And should we be able to see her..."
4170, &# ; I want subway cookies&# ; dem bitches do sound good rn&# ;&# ;
1961," Once a hoe , always a hoe &# ;"
19500,Whoever made these brownies and cookies belongs in heaven
2917,Being a hoe ain't cute #ijs
13556,The beauty of not needing or wanting a man is priceless. Idk see how bitches be strung the fuck out over men they have joint custody with
16997," What black and white, terrorist scum? There is zero evidence presented. Are you a madrassa graduate?"
725,Refined &amp
1246,RT Hey so I'm not sexist but if you think Female Shepard is better than Male Shepard on Mass Effect you're basically broken
18943, make sure her titties out Bouta take a pic of her laying on me like the side bitches do
844,"Ghetto ass bitches came in my job talm bout sum ""o yes u daddy down"" &# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;"
19531, These bitches so phoney &# ;&# ;&# ;
12640, Saw this this morning... 
18125, ghetto ass Pocahontas .
15116,You think she classy niggah but she really ratchet
3572,"Naturally, when a shitty leftist rag talks trash about another shitty leftist rag, you better fall in line. Or you're out of the club. #crw"
1792,U wondering why I'm not answering I'm wondering where my money at niggas act like bitches these days
4392,"Welcome to the family, Mia Meli! #new #puppy #adorable #cute #fluffy #mutt #mybaby #girl "
4654,Idiotic censorship drive by #France President fails to understand that he's empowering Jihadis by censoring the internet wholesale #fail
5756,"You little stupid ass bitch, i aint fuckin with you!!!!!"
4339," Islam gave women rights. Unfortunately, they were less than they were before Islam "
12528,Yall don't want a nigga unless other bitches want him.. But when you get him you get mad cuz those same bitches still want him. &# ;?
15682,A bf and gf&# ; are suppose to laugh&# ; at these hoes&# ; together&# ;. A guy should never have these hoes&# ; laughing&# ; at his girl&# ;
18409, Kansas bitch #LongHairDontCare #CountryGirl #Ohio #YoureWelcome #LoveThisGirl #Cle #LoveIt 
12476, that's dumb. there's nothing wrong with satire and sexist jokes.
2846, Im omy to the movie right now and I'm literally gonna slap a bitch if they scream or some shit.
686, years later and this bitch STILL didnt learn her lesson. lol I remember she was the first major nude leak of this generation
1473,Niggas/bitches cheat cause mf's always think they gettin played
640,"It's time to mock ""Halftime in America."" How 'bout ""Wake up America,"" we have radical leftists running the country. "
13680,"My reaction when a spoiled white kid says ""nigga"" like they a thug. #everytime #whiggers "
13135, hell naw fuck them bitches serves them right
2191,Stop Twatching me bitch.
2739, Foxtrot Uniform Charlie Kilo.
12748,""" "" Take me for a ride &# ;&# ; woof woof"
2476,If you say anything about me I'll knock ur boyfriend out. Go for it bitch. Your boyfriend is a pubeless runt.
14859,you just want some attention hoe
50,"Wow , that's a stupid bitch &# ;&# ;"
17370," "" my pussy dry / &# ;"" "
17756, That would be your Yankees Earl....we all know they should win all 
296,This ain't no mf bitch ass.
15816,Karma is a b i t c h #mkr &gt
3474,I can be a bitch and I'm fine with that&# ;
13625, Finally Mellie got some back bone. I might like her this season. pussy! #Scandal
3431,"Don't get your main bitch and side bitch confused, there's a big difference."
2986,Y'all bitches better stop the madness .....
1602,Fuck all that talking bitch y u got my name in to mouth
97, Lol you probably right. Fuck you bitch !! *in spanish*
3090,"De Niro's wife in Casino is the second biggest cunt of all time, first is still George's mother in Blow"
1055,Spring is almost here.. &# ; I realized that my collection of hoes has severely decreased &# ;&# ;&# ;&# ;&# ;
1058,"Why yes, functioning tho Are you retarded?"
2611,These two are revolting #MKR #MKR 
4836,"n I cant even enjoy the reg House Hunters, which is of my fav shows..because I know House Hunters International bitch ass comes on next"
2517,Except I used to be super tan and now I'm yellow/pale lol...
5363,Bring a niggah some icecream
18384, a metaphor here somewhere.
1073,LMaoooo.... &# ; Jesus healed folks wit Leoparcy but yall hoes wanna get leopard print tattoos&# ;
20142," When a bitch comment on my nigga pic like ""u so fine&# ;&# ;"" I @ em thirst buckets back and be like ""thanks&# ;"""
19191," Mohammed was suppose to be guided by god, and his example was for all mankind for all time. He was not suppose to follow."
15170, cuz bitches love cheesy
13163, I go to take the trash out and a darkskin nigga stole my damn garbage
3346,Gold diggin ass bitch lol
13200, Islam declared war on all humanity hundred years ago. So hide your head up your butt if you like.
1146,RT Women shouldnt rap its gross #notsexist
15731, Honestly I kind of get offended when people ask me if my eyelashes are fake. Fake eyelashes aren't this long bitches. &# ;&# ;
12677,"My doctors office is retarded, ""we noticed you put in a prescription order, so we canceled it. Give us a call if you need a refill, thanks!"""
15046,""" Pussy licking pussy.... meow meow #StopWhitePeople &# ; &# ;"
14147,Wow I swear I'm gonna cunt punch you
633,Some hoes that tweet just make me mad lol
4674, This tweet was a booby trap and I caught hoes. 
15392, We were supposed to work together today bitch
13526,#mkr is it ok if I hit Kat? Cause that was not cool
19147, The phony Allah worshiping madrassa rats will die at the hands of controllers a thousand miles away.
2245,&# ; &# ; This bitch lying to me &# ;&# ;&# ;&# ;&# ;&# ;&# ;messy yess
5165,You can't put anything past a New York bitch. Or a Detroit bitch. Or a Chicago bitch.
791, I'm not a bitch. Take it back.
4479, lmaoo my phone autocorrect like a bitch..
1582, bitch take dat shit down imediatly
2886, bitch I back shit up fuck nigga
16510, only bitch round here is the one I&# ;m tweet&# ;n &# ;&# ;&# ;&# ;
2655, bitches love coming out in public naked &# ; Don't do this &# ; !!!! 
18533, bye hoe
18604, Five things I'll never give a bitch&# ;&# ; :My Heart :My Weed :My Money :My Twitter :My Netflix password &# ;&# ;&# ;&# ;&# ;&# ;&# ;
483," In this case, evidently, yes."
2172," thanks kass I respect you. Not you Annie, you're a bitch."
17627,Met a foreign bitch at Wesley . &# ;&# ; she better call me
4708,This bitch forehead. Hairline. Who lied to her &amp; approved this shit &# ;&# ;&# ; 
19152, You Muslims should kiss our ass for buying your oil. If we didn't you'd be riding camels and the population of the ME would be / 
4281,This bitch gonna steal a police uniform and think she has some authority. I say we pop the trunk on her bitch ass. #TheWalkingDead
14858, Alright pussy.
2482,Kat from MKR is a smirking bogan. Please go. #mkr
1775, Pity parties are trash &amp; I don't throw them .
3150," ""bitch ass nigga square up"" &# ;&# ; "
3628,Sooo my first aid/cpr certification came in handy tonight. Glad I didn't lose my monkey 
2737,""" He's a hoe , I can't"""
147, Agreed. Thoughtful. Every once in a while an old tweet of mine lumping her Poe in w Gearheart is RT'ed. I cringe.
16100,"&# ; If she buys you a tattoo, wife that girl&# ;&# ;&# ;&# ; &# ; this bitch"
2082," nigga I still pull tho, and fuck you bitch u stfu"
5277,&# ; wtf bitch!&# ;dasss why I ain't come to practice
4551,She a bad bitch period. But she didn't have to get these big ass implants &# ; fucc 
13924, im soooo over having a bitch it aint EVEN funny lbs....
19134,"Someone should explain to Blake griffin that talking trash to an opposing rd string is unbecoming, even amongst clippers."
13718,Me and my big ol titty bitch 
4347,"#IU should make me an honorary student, id be way cooler than the other international students. i have my own football card! #hoosiers"
2580,Watching Forrest Gump has taught me that these bitches wanna hoes until they're tired
1761, y/o me totally understood 'Twin Peaks'. y/o me can't seem to follow these 'The Great Outdoors' Goldfish crackers &# ;
5178, you must have sent a bird call because I didn't get shit
323,Females be damn near naked wondering why niccas jus wanna fuk lol
2455, Kleopatra &# ; Ivory skinned Nubile Kleopatra fingers her shaved&# ;pussy 
14021,RT The woman sports announcer for the badgers is making me want to use my mute button #notsexist
2222,Really tempted to let out the redneck side of my drink a lot of beer and sing some country karaoke..
5252, My shit's like an eggplant baby. Black and big enough so dat all da women gets dem a piece
271, dont favorite me you faggot
1257, . Knew he was gettin pussy later . He yakked . You look stoned as hell 
1120," The racists are and its crew of anchors. Not ""right wing "" folks. mocks mixed GOP kids. "
19816,And Kat and Andre live ... Again . I hope she uses up her nine lives soon . #mkr
5056," Scientist lands a robot on a comet, feminists crucify him for his shirt. Biden licks ear of someone's wife - Silence "
2743, lmaoo &# ;&# ;I think I want this bitch YA me tiene cansada but thanks &# ;wait hold up ... Who u fighting &# ;
1413, haha still a little bitch though &# ;
4227, Just come stop in this bitch cause im bout to get off
18887,Only fw bad bitches iont do no mediocre...
17685,&# ; No one likes i n d i r e c t ass bitches.&# ; &# ;
15313,"I do know one thing though, bitches they come they go."
3404,I just want to beat the fuck out of everyone that stares at me like bitch STAHP
4586," It doesn't say ""mentally beat them"". It says, ""beat them"". You are sugar coating for the kiddies and women."
19347,"RT Look, I'm not sexist, but tell me you don't get at least a little nervous when you see a woman truck driver"
16393, 
2403,&# ; &# ;&# ;&# ;&# ; bitch I was fukkin wicha but fuck you nigga square up&# ; and I'm fucking with you &# ;&# ;&# ;
2646,&# ; grown. mature. pretty. &amp;etc. All that goes out the window when a bitch play with me.&# ;
15056, I have no sympathy for people who bitch about situations they get themselves into.
4869, &# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ; How is he supposed to attract bitches in a tutu though? &# ;
1891,i havnt fought a bitch ina minute. .cant wait.
2703,"Love a subtle menu. Sausage, spatchCOCK, tart. Perfect. #MKR #whereisyourdignity"
3088,I'm in my glory bitch &# ;&# ; 
14274, Every time you sleep with two women in a day it proves this country has a problem educating bitches about their self w&# ;
2341," #NeverAskABlackPerson if her hair is hers . she will hit you with a ""bitch i bought it , so it's mine"" ."
373,stupid bitch
1935," life aint shit but bitches and money, i passed that weed like i studied"
1825,I'll help with the dough Sheri and Emilie im coming !! :D #mkr #hungrycampers
4066,It's basic bitches unite around these parts &# ;
5998, Im so popular&# ; All yo bitches know me. Most these niggas hatin&# ; well at least they know me
18526,WATCH-Military Monday Jihadi Bitches Slaying: BADASS - A- Silences Taliban During Intense Night Time Firefight... 
227,The prophet Mohammed also had people murdered for criticizing him. So the Paris murders were very much a part of the real #Islam
1640,I gotta bottle of liq at the crib when I get off I'm hitting dat bitch bare&# ;... the liq dat is!!!
3638, lmao y'all some fags 
2509,"Can someone please explain to me, Why are the birds so angry &amp; destroying pigs' homes?"
2406,&# ;&# ;&# ;&# ;&# ; brittany bitch u my dog man &# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;
3833,People who play #fantasygames are white trash
13457,"Shorter : ""Anyone who doesn't agree with you that women should be legally prohibited from driving is sexist!? OUTRAGE"""
4115,Ew Been going to social clubs since i was and to see women in the main bar is mad like just not right. #notsexist
405,We are back bitches! 
17226, mmy nigga flavio said deuces hoe 
14897," Yes, only Islam can generate that level of barbarity, hatred, and inhumanity. "
2543,Lmao RT Yo a cooned out nigger boy
1219,RT It's good to talk with your wife but it's so much easier to say shut up n make me a sammich #notsexist lol
453,one time for the illest bitch alive
4212," "" Not sparing no hoes&# ; &# ;"
1095,Charlie bit me
1713,Here this bitch go ... Lol
4614,I gonna start unfollowing angry bitches. Shit is mad depressing
4192,"Actually, they're not! Your mistake. it's beyond all comprehension . Girls are just rubbish at geography #notsexist"
3046, bitch music
451,Sold weed to a bitch who's gonna be a lawyer.. Bet she'll have a niggas back..
12505, Call me sexist but I can't stand playing golf behind females especially middle aged to elderly ones. SMH SPEED UP OR G...
4626,"Got ya crackas, spics, chinks, and carpet riders but no niggas MLK ain't fight for nothing #GimmeABlackEmoji"
2554, Someone who claims they're a bad bitch shouldn't get offended so easily.
14067,Ain't this a bitch
16438,Ain't this a bitch---&gt; Clock mistake in Alabama-Arkansas - via Champ Drive 
1659, Lmao nigga yo avi so trash my phone won't even load that shit
12958, I wouldn't share a wave with those trash cans
2865, I was in a Kik group once. But we called it a party line and old Charlie the barber was always hogging the calls.
2842,Nice base running again by the Fucking ponderous.
13810,"seriously, who cares what color somebody is? that makes you a huge faggot in my book."
19350, crank that shitty pussy yuuuuuuuuuaaaaaaa &# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;
654," Women drivers, what? I'd say we kick ass. "
17135,Yeah I can just tell by the weather that I won't be gettin any pussy today
20106,I sho do miss my Uncle Tom
4568, The menus look like they were made by a year old little girl...in this case just the mental age of a year old girl...
15925,She dont wanna fuck me she wanna fuck my wrist.. tell her like young dro fuck dat bitch!
3033,pregnant at the same time and bitches think that's cute
1456,I stalk my bf's insta and follow any girl that flirts with him. Scare the bitches
587, I can't trust a bitch I can't trust myself
1620,red bone but her pusssy hairlessss
2879, I'm not sexist but women are just bad at driving lol
4189,Leap tall hoes in a single bound.
2149, smh what's wrong wit u ho
16302," Yesterday, the caged bird sang the blues. RIP #MayaAngelou."
434,Did this bitch really just ask me do I have a badge to be in this building while going to my floor. White people just don't change at all.
16162,lil bitch
4749,Photo: Mustard on the beat hoe #wdywt 
4035,"Aghh! I took my minute break to relax for a bit, not to here this bitch yell&amp;complain! &# ;"
16586,You're a pussy shut up
1678,Beans that were yellow before Friday night are brown now-a few green leaves curled-frost but not freeze-bean size reduced - top end shrinks
499, Nobody said that goat fucker. You made it up.
14275,Thanks for that text... I found that hoe..
16144, &# ; r u african because ur a frican bitch&# ;
1833,In da club makin movies. I feel like tyler perry. Fuckin niggas bitches.dey like why did.i gt married.
18268, Call me sexist but I refuse to watch a football game in which a woman referees. #ItsaMansSport #DUKEvsUNC #NoWomenExis...
17579, shine bright like a bad bitch
16590,"She May Be Dumb As A Stump, but even Sarah mocks OBAMA! "
2835,Lmao. I still feel played bout this hoe.
1880, Obviously you didn't bother to read up on Bandera. Remain stupid!
4021, I got all these hoes starin when I walk thru
13956,"Mfs see a picture of a couple walking on the stairs together &amp; caption it ""Goals&# ;&# ;"", bitch all they doing is going down the stairs"
4922, VIDEO: Derek Jeter hits a walk-off single on his final at-bat at Yankee Stadium 
1009, Respect the man with vision and a gang of bitches to follow it.
2026,Im telling you man! Roethlisberger got his record expunged and became trash.
2692, who cares tbh ones a shitty dirty Argentino &amp; the other is a feather fisted nigger
13424," bitch text me goodmorning first, or something."
387,"My dad's friend was telling my dad and I about how he ""got some good pussy last night"", and how she was a ""good lay"". It was a real bummer."
17573, Right. Every Pres in history has been heavily criticized. But doing it to Obama has to be racist.
15275,""" On my way to fuck yo bitch me as a year old"
532," &# ; Or... Run wildcat. Let Romo run that deep post, and have Murray bomb that bitch to Tony&# ; &# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;&# ;"
19874,"That's what I tell my hoes when they ain't throwing the neck RT "" Aint nobody got time for that"""
17730, You retarded if you say Birdmsn don't go hard.
2926, And you know best about the bird moves...!!!
12667,If you got a problem with me bring it up with me before I tense up on yo bitch ass . -.-
803,&# ; Females get irritated FAST &# ;&# ; fuck them hoes
12946,I would love to not be hit with the jig for once in my fucking life
347, Earthly tyrants want to be feared because for them fear is control and obedience. The writer of the Quran was unsophisticated.
17137,&# ; I can't stop being a lil bitch&# ;
516, Denial is a bitch #youresilly
3383, naw u keep it % fake get yo lame ass on somwhere wigga hell no get on somwhere
3451,"Britt attitude be for no reason , bitch mad at breakfast &# ;&# ;"
