,class
1792,1
4392,2
4654,2
5756,1
4339,0
12528,1
15682,1
18409,1
12476,0
2846,1
686,1
1473,0
640,0
13680,1
13135,0
2191,1
2739,1
12748,2
2476,1
14859,1
50,1
17370,1
17756,2
296,1
15816,0
3474,1
13625,1
3431,1
2986,1
1602,1
97,1
3090,1
1055,1
1058,1
2611,0
4836,1
2517,2
5363,1
18384,0
1073,1
20142,1
19191,0
15170,1
13163,0
3346,1
13200,0
1146,0
15731,1
12677,2
15046,1
14147,1
633,1
4674,1
15392,1
13526,0
19147,0
2245,1
5165,1
791,1
4479,1
1582,1
2886,1
16510,1
2655,1
18533,1
18604,1
483,0
2172,1
17627,1
4708,1
19152,0
4281,1
14858,1
2482,0
1775,2
3150,1
3628,2
2737,1
147,0
16100,1
2082,1
5277,1
4551,1
13924,1
19134,2
13718,1
4347,2
2580,1
1761,2
5178,1
323,1
2455,1
14021,0
2222,2
5252,1
271,1
1257,1
1120,2
19816,0
5056,0
2743,1
1413,1
4227,1
18887,1
17685,1
15313,1
3404,1
4586,0
19347,0
16393,0
2403,1
2646,1
15056,1
4869,1
1891,1
2703,0
3088,1
14274,1
2341,0
373,1
1935,1
1825,0
4066,1
5998,1
18526,1
227,0
1640,1
3638,1
2509,2
2406,1
3833,1
13457,0
4115,0
405,1
17226,1
14897,0
2543,1
1219,0
453,1
4212,1
1095,2
1713,1
4614,1
4192,0
3046,1
451,1
12505,0
4626,1
2554,1
14067,1
16438,1
1659,1
12958,2
2865,2
2842,1
13810,1
19350,1
654,0
17135,1
20106,2
4568,0
15925,1
3033,1
1456,1
587,1
1620,1
2879,0
4189,1
2149,1
16302,2
434,1
16162,1
4749,1
4035,1
16586,1
1678,2
499,0
14275,1
16144,1
1833,1
18268,0
17579,1
16590,2
2835,1
1880,0
4021,1
13956,1
4922,2
1009,1
2026,2
2692,0
13424,1
387,1
17573,0
15275,1
532,1
19874,1
17730,1
2926,2
12667,1
803,1
12946,1
347,0
17137,1
516,1
3383,1
3451,1
1632,2
148,2
5214,0
4791,1
28,0
3938,1
1497,1
1047,1
5961,1
5351,1
4619,1
4270,1
15256,1
4699,1
431,0
12719,0
17483,1
19082,1
4965,0
14389,2
3097,1
16140,2
4409,0
3546,2
18895,1
4501,0
422,1
18377,0
3293,1
4952,2
688,2
19845,1
1373,1
369,1
16757,1
12087,1
4478,1
2735,1
4755,1
1626,1
1857,1
12632,1
3690,1
19646,1
15980,1
931,1
13001,1
1050,2
13262,2
5836,1
728,2
14676,1
608,1
13795,0
12593,1
4395,0
490,1
1650,1
14566,1
15836,2
15199,1
802,1
4514,1
767,0
14554,1
3670,1
18458,0
2139,2
14598,1
1971,1
3477,0
4614,1
4787,1
6058,1
18903,0
16294,1
1018,1
5907,1
1229,1
3980,1
4942,1
5511,1
13272,1
17643,0
3925,1
4906,1
813,1
120,1
12316,1
2490,1
15370,0
2725,1
1851,1
120,2
4891,1
2387,0
14663,1
339,1
4617,1
3722,0
243,2
2199,2
12545,0
2248,0
18614,1
4173,1
13626,1
18087,1
4844,1
14504,2
19709,1
4557,1
4856,1
3724,1
1594,2
4546,0
3658,0
3195,1
14383,1
13105,0
5586,1
18266,0
4082,1
1674,1
4872,1
2960,1
17839,0
19489,1
1997,1
1987,1
2883,1
1497,2
17727,2
550,1
13868,1
2543,0
2195,1
274,0
646,1
13006,2
4137,1
12645,1
551,1
1331,2
3917,0
16809,0
13409,1
17732,1
1191,1
737,0
4316,0
1047,2
5821,1
1604,0
14544,1
15859,1
3137,0
394,2
15415,1
12880,1
3564,2
1905,1
211,1
1628,1
14611,1
3790,1
18945,1
1252,1
3695,2
18826,1
3705,0
1711,1
178,0
158,1
305,0
916,1
942,1
4631,2
1226,1
15563,1
18773,0
1522,1
18439,1
3568,2
5441,1
137,1
2418,0
1407,2
12375,0
20060,0
42,1
16650,1
13770,1
15945,2
17391,1
14848,2
2175,1
4899,1
19676,1
19564,2
4628,0
3558,0
471,1
2384,0
17878,2
1015,2
4588,1
13178,1
2788,0
1695,1
3549,1
5769,1
4598,2
2340,1
756,0
2743,2
3734,1
2237,1
2365,1
3182,2
4806,1
5686,1
5019,1
3360,0
3348,1
465,1
405,1
3606,1
5748,1
2226,0
944,2
2631,1
52,0
4230,1
16518,1
3934,1
3827,1
4522,2
3520,1
823,2
2590,0
15064,2
15502,2
5466,1
517,1
3264,0
17786,1
797,0
17420,1
16269,0
940,1
5654,2
2119,1
17630,2
14101,1
19782,1
15611,1
5918,1
7,0
4389,2
16247,2
1938,1
15662,0
17770,0
12417,1
1894,0
3724,1
5342,1
487,0
18106,1
5443,1
3467,1
19852,2
13503,2
16204,1
104,2
198,1
4978,0
1549,1
3474,1
1278,1
4768,1
1564,2
3624,2
1688,0
18467,1
1122,0
19281,0
4061,1
616,2
15409,2
5058,1
3760,1
18515,1
934,1
14278,1
16445,1
510,1
2895,1
3170,1
13571,1
367,1
13315,1
1891,1
4803,0
16794,1
16679,1
2636,1
882,1
13358,0
13110,1
5074,1
16045,2
16382,1
14580,1
429,1
13919,1
14581,1
2679,1
13188,2
371,2
2700,1
3975,1
18169,1
1017,1
3076,1
2728,1
154,1
17150,1
4661,1
13058,2
5188,2
577,1
1909,1
13038,1
3371,1
1373,1
2720,0
130,1
1678,1
19223,1
611,1
3977,1
16030,0
3970,1
3082,2
19479,1
1370,0
14357,1
2906,0
3980,1
16205,1
12255,1
3376,0
5749,0
2087,0
18419,1
1124,1
18280,0
1702,2
2911,0
2321,0
14790,0
500,0
14371,1
19499,1
14,1
3364,1
13184,1
935,2
3807,0
16139,1
2536,2
2528,1
1434,1
1367,1
1257,0
13400,1
4631,1
875,1
4792,0
2969,1
1646,1
4681,0
1198,1
66,1
3257,0
4456,2
14943,0
454,1
16370,1
5962,1
20049,1
4429,1
3615,1
2575,1
5264,2
5449,1
1467,1
1603,1
1177,2
3027,1
697,1
17261,1
148,2
4157,0
3873,0
4809,2
1946,1
17683,2
12264,1
3743,1
1169,1
20081,1
413,1
12283,2
5701,1
382,0
20134,1
18151,0
879,1
938,1
17175,0
12906,1
13149,1
398,1
17669,2
5211,0
5109,1
19866,1
2678,1
19978,1
13607,0
617,1
12251,1
3439,1
19939,1
4925,1
672,2
662,1
19228,1
1040,0
1410,1
1210,0
2736,1
15775,1
19557,2
1460,2
356,1
2554,0
1267,1
14120,1
2171,1
3020,0
825,1
3930,1
1849,0
5498,1
16853,1
15904,0
3797,0
655,1
991,1
17062,0
1887,1
4094,1
12620,1
5768,1
18236,2
3403,1
3550,2
12669,1
12359,0
19008,0
18550,1
2655,0
4944,1
4699,1
1290,1
3917,1
2988,1
3858,1
12717,1
1307,2
352,1
4280,0
16736,0
12482,1
3723,2
2910,0
19891,2
14924,0
14214,1
19802,1
19555,1
13889,1
248,1
14468,2
1840,1
13495,1
4302,1
17821,1
2817,0
15349,1
4813,1
3780,1
759,1
2970,1
3061,0
50,1
14454,1
2584,1
13425,1
1833,1
4382,1
5650,1
176,1
5837,0
19739,1
96,1
19461,1
14583,1
4920,1
15689,2
5243,1
3175,1
15552,1
6032,1
2605,1
2616,1
13896,1
1471,1
1791,0
19766,2
3908,1
14638,1
574,1
2314,0
760,0
3974,0
17944,0
3597,1
2946,1
4237,1
3644,1
3255,1
13277,1
12889,2
2973,0
3217,0
1013,0
466,0
749,1
1983,1
19502,1
18819,1
17108,2
153,2
13670,1
4429,1
3083,0
15948,1
2592,1
1526,2
14612,2
2459,1
397,1
16161,1
1150,1
12843,1
3016,1
16356,1
14556,1
2640,1
3887,1
3048,1
3024,0
17042,1
2865,1
15745,1
19442,1
5317,0
18084,1
3500,1
3226,2
17941,0
1193,1
4063,0
17575,1
2099,0
19945,1
18412,1
18640,1
1104,1
1883,2
16329,1
2095,1
17640,1
3592,0
4392,1
19408,1
2330,2
1229,1
16436,0
16696,1
16832,1
1303,0
3897,1
1345,0
667,1
2315,0
14599,1
2659,0
4087,0
12079,1
2268,1
2062,1
2650,2
3661,1
14281,1
1379,1
19764,1
639,2
13366,1
1484,0
2987,0
12732,2
3306,1
4905,1
2228,0
568,1
1054,1
15080,1
4463,1
2392,0
13026,1
3560,2
3268,0
4445,1
14453,1
2786,1
4446,1
1705,0
15476,0
2434,1
239,0
4117,0
17840,1
501,1
4122,0
3146,0
4270,0
14990,1
3250,1
3214,0
4214,1
3440,2
1422,1
4859,0
3048,1
4329,2
592,1
14597,1
4794,1
4856,0
2329,1
1673,2
18661,1
599,1
14039,1
4205,1
15455,1
131,1
3911,0
16197,1
3224,1
19512,1
1049,0
4462,0
19372,1
15951,0
15997,1
17103,1
18525,2
353,1
4737,0
3533,1
3329,1
4591,1
4049,1
2774,2
2060,1
3435,1
353,1
435,2
2328,1
1682,1
19656,1
5390,2
13393,1
2583,1
447,0
4060,0
183,1
3675,1
4388,1
1499,1
4621,1
1488,1
263,2
475,1
3956,0
1487,1
5915,1
189,1
3644,0
928,1
16989,1
1392,1
2311,1
4613,1
20186,1
18344,1
15088,1
216,0
1028,1
644,1
15679,1
2211,1
4164,1
12864,1
19029,2
711,2
19634,1
3757,1
1519,0
2878,1
5532,1
17447,1
1785,0
3180,1
12326,0
1426,1
4393,0
3229,1
1786,1
4720,2
19058,0
1508,1
4180,0
2107,1
1505,0
13844,1
18254,1
16851,1
17637,1
13715,1
3709,1
4854,1
3530,1
792,1
2882,0
4387,1
3314,1
19157,1
5162,1
2927,1
276,2
19330,0
1775,1
14434,1
16376,1
12346,2
1319,1
5383,1
1480,1
1920,2
2317,1
2705,1
60,1
1066,0
18114,1
12696,1
5442,2
1949,2
1176,0
735,1
13970,0
2307,1
19779,0
3076,1
4134,1
3102,0
18713,1
4320,1
4938,1
3570,1
12183,0
15665,1
4537,1
282,2
18651,1
4965,2
19652,1
19598,1
2616,2
12441,1
18074,1
18739,1
1263,0
17129,1
1013,0
2817,0
395,0
1366,1
1730,1
9,1
2471,1
13404,1
206,1
18686,1
4504,2
3539,2
5934,1
4220,0
15457,0
16706,0
12665,1
2308,1
4206,1
1450,1
12273,1
4611,1
137,0
19432,0
17142,1
13860,1
3910,0
4763,0
2940,1
2484,1
6020,1
16992,0
3896,1
6051,1
16873,1
2082,0
1627,1
3534,1
3270,0
285,2
1224,1
5767,2
13483,1
527,2
4450,1
16831,1
2726,0
408,0
107,1
1633,1
12226,1
3227,0
19757,0
4283,1
14742,1
16847,1
5813,1
2085,2
4408,1
2138,0
17344,1
4048,1
18160,0
5221,0
3139,0
1398,0
19820,1
2741,2
15709,0
2525,1
17541,1
1321,1
3670,1
2215,2
2368,2
1251,1
19749,1
12244,0
19705,1
4530,1
14018,2
12897,1
3051,2
15491,1
3174,1
759,1
4121,0
1520,1
18751,1
6008,1
3193,0
3871,1
1559,1
3521,1
19405,2
436,1
5557,1
15049,0
4948,0
3755,1
1243,1
5570,1
3054,1
1686,1
2590,2
317,1
3601,0
3306,0
1833,2
3857,1
997,0
3953,0
4625,1
3409,1
4243,0
18969,1
18896,2
223,1
1474,1
114,1
14220,1
15557,1
162,1
4553,0
6053,1
14056,0
13789,0
17252,0
15717,2
3268,1
15902,1
977,1
1567,1
13523,2
4329,2
13624,0
12305,1
12081,1
5911,1
18746,1
15540,2
5022,1
3634,1
1991,1
4331,1
19171,1
4476,1
1141,2
3168,2
881,0
787,1
3299,0
1541,0
3168,1
14604,1
3616,1
17830,1
3750,0
493,2
16589,1
917,1
1752,0
17332,2
1472,2
193,2
2004,1
15165,1
16781,1
12594,0
1371,0
15113,0
3101,2
16341,1
3822,1
2092,2
12687,1
14052,1
16715,0
18166,0
4324,1
17379,2
5719,1
3407,0
12586,0
5967,1
4380,1
19233,1
4930,0
12997,1
3826,1
5408,1
18305,1
13383,1
16562,1
18734,1
16617,2
2437,1
1266,2
4052,1
2167,1
2274,0
4067,2
14811,2
18912,2
15305,0
869,1
16120,1
1199,1
2839,1
3210,1
4812,0
13232,0
12987,2
4906,1
3889,2
19920,2
1793,1
17301,2
1642,1
3451,1
17084,0
19610,1
12747,1
12285,0
5001,2
16561,0
3400,1
90,1
18514,1
4327,1
2448,1
3229,2
4696,1
18493,1
2084,2
17037,0
4217,1
15722,1
145,1
5217,1
3635,0
1546,0
4675,1
19151,2
3800,0
19269,1
13576,0
2843,0
454,0
1315,1
2678,0
14559,2
16524,0
3547,1
4903,2
2914,1
369,0
18865,0
3227,2
13012,1
4613,1
3297,1
5440,2
280,1
4939,1
14555,1
176,1
2638,1
4265,1
20094,1
3306,1
17697,1
3895,2
3424,1
18227,1
2626,2
1843,0
544,1
5553,0
2320,0
4352,0
12300,2
16647,1
16707,1
18644,1
3874,1
560,0
3716,1
19384,2
3169,1
4309,1
640,1
2150,1
6059,1
2358,2
15852,0
777,1
2845,1
862,0
128,1
5479,0
2005,0
1595,2
4505,1
3423,1
1217,1
3247,1
103,2
1696,0
200,0
849,2
4200,2
3221,1
12975,0
13241,1
602,1
12467,1
4288,1
17423,1
1320,2
18107,1
1138,0
252,1
2948,1
4326,1
4792,1
19315,2
18637,1
830,0
17664,1
2799,2
5258,2
503,1
1527,1
600,1
2048,0
3055,0
436,0
2343,2
15237,2
17856,2
3365,1
13308,0
16892,1
14497,1
1288,1
14401,1
4385,0
5004,1
1836,1
2180,0
1721,1
12289,0
4240,1
17016,0
4369,1
1914,1
4041,2
12832,1
562,1
842,1
15953,1
763,1
1733,0
18725,0
3244,1
19900,2
12186,1
14672,1
2809,0
805,1
1651,1
4189,0
13469,1
4335,1
15300,1
15940,2
14491,0
14165,1
14331,1
17916,2
2190,1
4551,2
4465,1
3672,1
5774,0
2090,1
20072,2
2201,1
3238,1
5396,1
1711,1
16688,1
4472,1
4269,2
1397,1
600,1
3462,0
14020,1
2120,1
19873,2
14892,1
580,1
17432,1
1689,0
215,1
2922,1
16791,1
2851,1
4482,0
12614,1
1280,1
416,1
4890,1
4728,1
2091,0
16982,1
3100,1
2078,0
16008,1
5846,1
2049,1
3388,1
4970,1
17272,1
14748,1
3236,1
1798,1
14282,1
800,1
132,1
19166,1
1912,1
19320,1
2856,1
3580,2
3290,1
15397,1
19182,1
4774,1
1421,1
15494,1
1552,2
3270,2
2875,2
244,1
236,1
4401,0
13991,0
328,1
5261,1
4778,1
63,1
1358,1
1585,2
1365,1
16745,1
1301,1
12979,1
4717,1
3553,1
2408,1
19967,1
18588,0
4707,1
14666,1
2796,1
2455,1
1509,0
13020,0
2392,2
3468,0
17116,1
13831,2
2017,0
16875,1
4423,1
3386,0
4483,1
3377,1
1227,0
19052,1
958,0
18278,1
1069,0
15386,1
12636,1
5895,1
12447,0
365,1
1109,1
4576,1
3171,1
2855,0
1822,1
4900,0
4036,1
3437,1
475,1
377,2
2978,0
5079,1
3329,1
13338,2
1559,0
1554,1
5493,1
3232,0
18164,0
12166,1
4258,1
245,1
1843,1
4503,1
1434,2
939,1
19040,1
1206,1
2956,1
16048,1
12481,0
1663,0
19163,1
17372,2
429,1
18469,1
2924,0
3308,2
814,0
12225,1
2268,2
3056,0
1724,2
3972,1
1318,0
5470,1
14238,1
2954,1
1473,1
1244,0
19165,1
1809,2
5746,2
3311,1
978,0
1508,1
103,1
17766,0
4976,1
1511,0
18542,0
368,2
12145,1
4067,1
3534,1
3841,0
4919,1
18179,1
4328,1
812,2
1350,2
12443,1
240,1
3924,1
1489,1
4291,1
2049,1
199,1
19972,1
17326,1
18400,1
18929,1
18690,1
3567,1
2533,0
16259,1
3189,1
2932,0
5614,0
3549,2
19758,1
3149,1
2364,1
4108,1
4407,1
1159,1
1790,0
19346,1
3204,1
18743,2
16029,1
2085,0
283,1
2262,2
17812,1
15216,1
5387,0
196,1
13866,1
3352,1
17113,2
13604,2
1118,2
115,1
13865,1
1295,0
16532,1
15835,1
20124,1
17902,1
12421,1
14022,0
3733,1
12984,1
3171,0
3815,0
4855,1
5693,1
2946,0
2181,1
1454,0
2672,1
1967,2
1478,0
569,1
18353,1
237,1
1021,0
3805,0
414,2
15799,1
19961,1
2537,1
18798,1
13788,1
4537,1
12408,1
3071,2
4056,1
2742,1
3777,1
1475,1
581,2
2111,2
16710,0
1521,0
838,1
4453,1
13467,2
2715,0
12335,2
3784,1
3356,2
4905,0
1446,0
4368,1
1026,0
14929,0
794,1
3124,0
4571,1
494,1
12726,1
1067,1
16324,1
3701,1
260,1
2699,1
19390,1
4669,1
17343,1
1435,1
15872,1
14846,1
15369,1
17631,2
16970,1
1702,1
19756,1
290,1
53,0
3937,1
14802,1
3487,0
19253,0
2166,1
860,1
12494,2
4579,1
4564,1
77,1
12274,0
15195,1
4811,1
1152,2
15249,1
14568,1
1131,1
607,1
18541,1
591,0
2581,0
0,1
15817,1
2654,1
3226,1
6010,1
15497,1
2023,1
5525,0
264,1
2173,1
19148,1
1416,1
827,1
4318,0
19314,1
3140,1
405,2
15539,1
19775,0
1873,2
4427,1
4142,0
19501,1
4193,2
3855,2
13663,1
13687,1
4649,1
12697,0
16754,2
331,1
1859,1
583,1
14397,1
4910,1
3650,0
5418,1
1727,1
3546,0
2449,1
19252,1
4028,1
16877,1
14721,1
4584,0
389,1
3010,1
418,1
2136,1
2550,1
17307,2
2657,1
2,1
5344,1
12237,1
411,2
2568,1
19534,0
3201,2
5538,1
4498,2
15021,1
16043,0
13093,1
394,1
19875,1
4180,1
4481,0
1924,1
215,1
3823,1
18248,1
18513,2
17691,1
4270,2
15323,2
1405,1
14517,0
3260,0
3763,2
17082,1
15784,0
15362,1
3362,2
2160,1
153,0
12361,0
2546,1
3924,1
18422,1
4881,1
3516,2
4354,0
13735,1
487,1
143,0
4680,1
2945,2
2865,1
2710,1
14199,1
1973,0
4762,1
551,1
1085,1
16296,1
5852,0
2102,1
1783,2
1015,1
15117,1
13142,1
12435,1
14515,1
724,1
564,1
4535,1
1986,1
1893,0
12878,1
3294,0
1786,1
139,1
742,1
16967,1
12227,1
4458,1
1477,1
1016,0
16158,1
692,2
2103,1
18727,0
3138,1
1591,1
14766,0
3375,1
1858,0
2383,1
5659,1
3936,2
2417,0
5997,1
19722,2
4297,1
15616,1
1596,0
2234,0
2199,2
2694,1
3197,1
1439,0
17607,1
19636,1
18476,1
2793,1
2541,1
16704,1
5229,1
5268,1
2347,2
2470,1
4532,0
615,1
16813,1
4477,2
3785,1
2991,1
18174,0
3497,2
977,1
5326,0
4645,1
4576,1
4050,1
3619,1
19801,1
1426,0
5205,1
627,0
4860,0
1887,2
19965,0
2036,1
1364,1
72,1
3918,1
16542,1
3143,2
13172,0
826,1
2593,0
15396,1
5062,1
3674,1
4443,1
3181,2
17215,1
3155,1
3608,0
17652,1
4410,1
13807,1
0,1
321,1
4439,1
1729,1
3272,1
602,2
1573,0
3495,2
4242,2
12491,0
13290,1
14984,0
1097,1
3095,1
18192,1
17624,0
5,1
1363,1
4121,2
2117,1
1746,2
2028,1
15251,0
15767,1
4543,1
4635,1
12703,1
13771,0
5913,1
1958,2
1940,0
327,1
16667,2
12770,1
339,1
14723,0
17130,2
15971,1
4934,0
15297,0
18109,0
5952,1
4754,1
2605,1
1724,1
18877,0
2505,1
2482,1
3168,1
16834,0
4603,1
3941,1
294,1
480,1
13173,0
18135,2
13699,1
17937,0
3213,1
3784,1
19530,2
12386,0
2723,2
57,1
5104,1
4755,2
3602,1
2010,0
4887,1
416,2
18359,1
19141,0
1347,1
1738,1
618,1
14494,1
15008,1
1515,0
3157,0
4756,0
3868,0
19383,1
2750,0
19717,1
16773,0
5619,1
19155,1
637,2
13057,1
62,0
14495,0
5346,1
5784,2
3895,0
5272,2
277,1
437,1
18406,1
1990,1
3995,1
13471,2
13721,1
2252,1
2952,1
14826,2
1417,1
12429,1
4123,0
14685,1
13361,1
2053,1
1016,0
17499,0
4790,1
1985,1
4645,1
905,1
15382,2
4873,1
1156,1
3348,1
3034,1
3575,0
19589,1
19667,1
3229,1
13527,0
882,1
2349,1
972,2
1998,0
43,2
5060,0
13719,0
5514,0
19693,1
12142,1
1085,1
3288,1
1300,1
1869,1
13487,1
896,1
18964,0
2936,1
4207,1
14477,2
19457,0
20100,1
1909,0
2046,1
1888,1
2963,1
2736,1
2306,0
3448,0
14286,1
399,1
19905,0
19594,0
3824,2
4800,0
3414,1
18487,1
4138,2
1820,0
3495,0
860,1
540,1
2095,2
1459,1
4585,1
19301,1
2355,1
13642,1
1255,1
4571,1
3317,1
13901,2
15178,0
15460,1
3240,1
17426,1
1453,2
2064,1
15586,1
3013,1
19871,1
2934,1
3174,1
16405,1
3070,1
459,1
4703,1
17123,0
3861,0
3571,1
3892,2
2545,1
1123,2
13669,2
15005,1
3846,2
348,1
4732,1
2173,0
807,0
12205,0
16758,0
13063,1
13564,1
12024,0
15725,1
15364,1
3844,1
1203,1
437,1
4003,0
16923,1
3992,1
15750,0
15741,0
2376,1
909,2
18455,1
4252,1
5380,1
2950,0
3034,1
5683,1
19647,0
806,1
13648,1
17737,0
14010,1
2602,1
111,0
362,1
3591,2
4286,1
1873,1
15683,0
3835,1
3298,0
4945,0
15975,0
2682,1
16581,2
4301,1
1571,1
1006,1
44,1
374,1
513,0
18165,1
453,1
13233,2
6018,1
3486,1
18229,2
4204,1
1038,2
19241,1
16823,0
4488,1
2565,1
14179,1
14780,2
5628,1
13284,1
4775,0
16991,1
15265,1
19208,2
14801,1
277,1
424,1
13286,0
2587,1
4571,0
5122,1
2782,0
15234,1
4508,1
3438,1
801,0
341,0
15222,1
734,1
16479,0
14930,0
19176,1
3612,1
18583,1
18026,1
462,1
4171,1
17073,1
13849,2
634,2
3653,1
19431,2
20179,1
2587,1
12334,1
2773,1
4127,1
2098,1
2161,1
189,1
4873,2
607,0
2717,1
4063,1
4795,1
19318,2
2813,0
1344,1
4321,1
3721,2
15059,1
5747,1
16448,1
19909,1
2024,1
17339,0
2804,1
5041,1
12865,1
3564,0
13285,1
2987,1
15957,1
4211,1
15523,1
19922,1
3451,1
2254,0
18000,0
321,0
4698,1
4665,1
18901,0
188,0
3133,1
1051,2
3486,1
4286,1
13248,1
4548,1
19123,0
14913,0
5311,1
2037,1
17463,1
2584,1
1616,1
193,1
18848,2
261,1
19038,1
2313,0
678,0
2231,1
1266,1
13518,1
12468,1
4179,1
12940,1
4515,1
604,0
392,2
186,1
4819,0
18430,0
18572,1
15577,1
1135,1
1756,1
5855,1
1589,0
4073,1
17460,0
18478,0
2356,2
1841,1
2176,1
336,1
12072,0
1519,1
4648,1
1241,1
4348,1
16312,2
3777,2
1975,1
492,1
3512,1
4387,2
1481,1
1544,0
14680,1
13195,0
4297,1
15898,1
3341,0
986,1
19511,0
3264,1
15419,0
1258,1
636,1
1518,1
1979,0
2816,1
15781,1
1463,1
17855,0
5601,0
2079,1
4170,1
5620,1
2711,1
4229,0
5465,1
2603,2
14183,1
2789,1
5518,0
2472,0
20048,1
4689,1
1401,0
16394,1
1219,1
1679,1
1999,1
4837,1
3237,2
1526,1
846,0
2944,1
3472,0
1720,0
723,1
2158,1
3998,1
1127,0
4527,1
15191,1
1117,2
19246,1
15324,2
571,2
1992,0
20076,0
1486,1
18306,1
3903,2
3929,2
954,1
945,1
1290,1
3456,1
18211,2
16422,1
1612,0
3019,1
3325,1
2951,0
4325,1
4560,1
15247,1
1215,1
4126,1
17793,0
817,1
4138,0
17265,0
15640,0
19515,1
2907,1
2691,1
5780,1
16278,1
2270,1
4517,1
3915,0
701,1
125,1
36,1
1302,1
12350,0
16176,0
1741,1
3709,2
13448,2
5435,1
3361,1
1748,0
2742,1
18342,1
5067,1
806,1
4544,0
3176,1
407,1
4781,1
2993,2
13243,1
2216,1
13729,0
4412,1
3502,1
14679,1
19452,2
1656,0
4802,1
168,1
2730,2
3926,1
13800,1
4513,1
2153,1
4523,1
12088,2
18682,1
17797,1
1289,1
4226,1
251,1
3398,1
18540,0
3850,1
17934,2
2695,1
18860,1
16612,0
15141,2
3380,1
19193,1
14746,1
43,1
12944,1
12730,1
2534,0
4460,1
782,1
3173,2
4025,1
18060,1
4388,1
4832,0
890,0
2364,1
4805,1
14215,1
4543,1
1347,1
3761,0
13726,1
14042,1
194,1
996,2
3196,1
3409,2
447,2
12600,0
2323,1
5839,1
5143,1
4715,1
1142,1
4383,1
3010,1
1127,1
2047,1
4435,0
13931,1
1002,1
15869,2
16507,0
14825,1
4609,2
1691,0
3870,1
15720,1
2536,1
15660,1
2013,1
2194,1
2828,0
626,1
970,1
14774,0
4949,1
17451,1
19903,0
13037,0
4950,1
388,0
2070,1
3987,1
4500,1
4844,0
2706,0
386,0
19509,2
1131,1
3935,1
3543,0
18613,2
2766,1
1966,0
4735,1
766,1
3876,0
3701,1
3518,1
12151,1
4552,1
920,1
1944,1
608,0
4439,1
4278,1
16983,0
870,0
16567,0
3057,1
2126,0
4937,1
3554,2
1800,1
14292,1
3927,2
15276,1
4921,1
4148,1
18318,0
5098,1
2524,1
18249,2
2627,0
3863,0
3764,0
12969,0
3671,1
4931,2
4962,1
19256,1
12529,2
3752,2
12560,1
12812,0
2253,0
2960,1
4802,2
2802,1
2557,0
2382,1
12839,1
4520,1
17539,1
16232,1
609,1
542,1
18982,1
12275,1
3122,2
4634,1
2972,2
3387,0
540,1
12589,0
3166,1
443,0
16265,0
1988,1
19503,1
2349,1
14761,1
4776,1
393,1
15091,0
16703,1
4390,0
638,0
4090,1
370,1
3848,1
4651,1
2378,1
12547,0
5597,1
3222,1
2635,1
17424,0
1812,1
3690,2
1639,2
18762,0
2067,1
5779,0
1774,1
671,0
2294,0
1816,1
15537,1
2943,0
13619,0
15464,1
1075,1
1952,2
13981,1
19250,2
14838,1
16315,2
19356,1
14893,2
2246,1
14174,1
13516,1
4355,1
390,1
17708,2
5584,1
18886,0
16638,1
648,1
3506,1
954,1
14818,1
2610,2
