,class
3249,1
1829,2
3569,1
1792,2
5465,1
1907,1
4754,1
16039,1
15035,0
16533,1
2960,1
834,1
452,1
4081,1
1968,1
2195,1
8872,1
1502,1
1548,1
64,2
1144,2
15522,1
3267,1
3681,1
1262,2
2638,1
2151,1
2911,1
8916,1
1164,0
2721,1
3144,0
1632,2
1365,1
2952,1
1339,1
9676,2
252,0
1412,1
3330,1
76,2
1560,1
1653,2
816,1
4814,1
14977,1
6335,1
1543,1
16076,1
8831,2
9852,1
2993,1
9814,2
3438,1
16295,1
15805,1
3094,0
15603,1
1370,1
15131,2
1301,1
3525,1
2,1
2253,1
16445,1
2016,1
16016,0
2280,2
1363,1
2117,0
1662,1
1966,1
3848,0
693,0
2250,1
3569,1
3893,1
2389,1
9590,1
3517,2
4477,1
2622,1
2150,1
710,1
7352,1
625,1
3611,1
5354,1
15637,1
1644,1
506,1
769,1
768,1
15778,1
8878,2
2799,1
4001,2
3105,1
6720,1
6941,1
2400,1
5113,2
2705,2
7596,2
2386,1
583,1
404,0
300,1
169,1
1590,1
1322,1
1677,1
15540,2
3056,1
2164,1
458,1
2201,1
2422,1
15231,1
6011,2
15813,1
2908,1
2441,1
2529,1
2108,1
16235,2
3534,1
6658,1
847,1
304,1
291,1
15151,1
3200,1
3698,2
146,1
3826,1
5560,1
1958,1
1839,1
2916,1
1848,2
6760,1
3686,2
2554,1
6603,1
5989,1
5499,1
1996,1
3323,1
16506,2
1931,1
5203,1
16070,1
5069,1
15121,1
792,1
7584,2
6257,1
3005,1
84,2
1569,1
1497,1
3609,0
1250,2
7898,1
5507,1
2893,1
347,1
1341,2
1661,1
1784,1
4152,1
1608,1
15905,1
196,1
2264,1
2745,1
6522,1
3803,1
5891,2
2730,1
7238,2
462,1
7056,1
2495,1
83,1
106,1
2397,1
2029,1
3818,1
2100,1
1509,1
785,1
5246,2
7409,0
912,1
3658,2
2124,1
821,2
2575,1
2338,0
15610,2
1664,2
938,2
4016,1
427,2
1248,1
15632,2
8327,1
1499,1
7163,1
9392,1
3019,1
15741,1
5210,1
3350,1
1733,1
3485,1
735,1
1836,1
776,1
5895,1
3235,2
955,1
8701,1
1441,1
4282,1
7618,1
3312,2
9677,1
2023,1
1213,1
2667,1
2005,1
2417,1
16208,1
5372,1
7980,1
1569,1
1274,1
1554,1
304,1
6856,1
2353,1
345,1
1308,1
1959,2
7293,1
2949,1
2131,1
5025,0
7665,1
7962,2
4999,1
997,1
5283,1
745,1
5587,1
2850,1
7027,1
9493,1
9353,1
1620,1
3994,0
9422,1
8191,0
6933,1
7679,1
2474,1
696,2
8756,2
2986,1
4040,2
3524,1
15167,1
1665,2
4564,2
1554,1
3835,1
2816,1
674,1
1420,1
9626,1
3697,0
6843,2
3840,1
3392,1
3387,2
1696,1
1869,1
882,1
5,1
3812,1
6842,1
1207,1
7786,1
4490,1
4852,1
3124,2
3847,1
914,1
3806,1
3723,1
5728,1
1497,1
5356,1
3334,1
657,1
2626,1
4400,1
2567,1
259,2
2847,1
2682,0
6468,1
1693,1
686,1
3625,1
1646,1
3400,0
9518,1
7214,2
916,1
15574,1
15589,1
306,1
2719,1
6407,1
4823,1
9771,1
3511,0
2812,1
15237,1
2793,2
296,1
15251,2
4846,1
6975,1
15909,1
8028,1
3141,1
1403,1
3216,1
16251,1
1903,1
27,1
15097,1
2754,1
6434,1
3020,1
3827,1
16181,1
2492,1
5792,1
2088,1
4089,2
2112,1
2383,1
5264,1
16504,1
15224,1
3662,1
2447,1
210,1
7709,1
9132,1
1707,1
7822,1
429,1
3618,1
1942,1
15724,1
3552,1
3328,1
15850,1
3889,1
14927,1
6623,1
4139,1
441,1
3535,1
1203,1
3446,2
14989,2
2131,1
5409,1
9542,2
6871,1
323,1
9324,1
3044,1
1306,1
4971,1
3360,1
2770,1
8556,2
2976,1
3199,1
2404,2
9752,2
349,1
4680,2
3948,1
7910,1
463,1
3689,1
9148,2
2853,1
2331,1
2696,2
7419,0
5671,2
825,1
4317,1
1109,1
3309,1
7030,1
15615,1
7283,1
7311,1
1461,0
5642,1
707,1
910,1
16077,1
1317,1
2009,2
9146,1
8156,2
15721,1
3328,1
5048,1
916,1
5957,1
622,1
16193,1
729,1
7755,1
8408,1
397,1
8975,1
15387,2
7305,2
6864,1
3458,1
2732,1
3627,1
1256,2
2790,0
444,0
6188,1
9452,1
2863,1
5796,2
6462,1
9292,1
3930,2
3338,1
9261,2
8418,1
1959,1
3887,1
804,1
2084,1
3432,1
2233,1
2602,1
251,1
2882,1
2039,1
2656,0
1259,2
889,1
7013,1
129,1
1229,1
15836,1
490,1
3419,1
6482,1
2308,1
1779,2
602,2
2759,1
3442,1
3237,2
1532,1
1724,2
5532,1
7887,1
3292,2
864,1
664,1
3761,2
6182,1
3661,1
1937,1
8074,0
1204,1
5314,1
8953,1
8568,0
16584,0
5195,1
621,1
15442,1
956,2
6547,1
15726,1
232,1
310,1
9874,1
7194,1
2178,1
2489,1
1990,2
3294,1
2085,2
15241,2
2396,1
3409,1
15808,1
212,1
1630,1
2462,1
1242,1
3305,1
3313,1
2573,1
3497,1
1312,1
15750,1
5908,1
3997,1
2833,1
1638,2
1646,1
3337,1
2862,2
16501,1
3315,1
15580,1
1252,1
34,2
2737,1
2660,1
2114,1
1303,1
142,1
2182,1
3276,1
16148,1
422,1
378,1
4281,1
3181,1
3028,1
8696,1
987,1
2450,0
4071,1
15547,1
4510,1
4860,1
8054,1
1406,1
160,1
796,1
4002,1
896,1
6280,1
6916,1
8966,1
2674,1
5110,1
2793,1
5127,1
5331,1
2574,0
9219,1
852,1
1103,2
8607,1
5207,1
35,0
1070,0
4195,1
344,1
2254,1
408,1
4340,1
15925,2
1097,0
3337,1
25,2
1229,1
1750,1
8071,1
2356,1
2670,2
4495,1
3860,2
892,1
3833,1
1210,1
2428,1
15991,1
16575,1
8664,1
2222,1
2932,1
6755,2
1172,1
9729,0
790,1
5509,2
5825,1
5332,1
1274,1
4938,1
7837,1
550,1
471,1
1130,2
8196,1
15352,1
8576,1
7951,2
423,2
7752,1
9643,1
4134,2
3997,1
5199,1
8301,1
2927,1
3936,1
97,1
2205,1
1293,2
351,2
1225,1
1245,1
695,2
2054,0
1902,1
3412,1
2169,1
4945,1
634,1
2316,1
2137,1
1566,2
6228,1
1646,1
452,1
936,1
1925,1
3640,2
1714,2
4198,1
2607,0
1276,2
9104,1
1333,1
391,0
367,1
6959,2
3113,1
1303,1
5582,1
3779,1
2267,2
6709,1
3984,1
2115,1
1495,1
2686,1
2648,1
106,1
16012,1
195,1
6816,1
5265,1
4467,1
2657,1
986,1
15731,1
1257,2
2441,1
911,0
590,1
986,1
3595,1
6479,2
455,2
5515,1
16313,1
8351,1
3100,1
4091,1
8410,1
2885,1
58,1
9326,1
16500,1
5897,1
7316,1
2803,1
3750,1
6573,1
15996,1
4502,0
2726,1
3190,2
1537,1
3638,2
729,1
587,2
9260,1
818,1
4817,1
1747,1
2399,1
278,1
8139,1
8680,1
9703,1
495,1
6489,1
7835,1
6722,1
9894,1
5682,1
1405,1
1977,1
6703,2
9555,1
2577,1
8616,1
3859,1
4584,1
3379,2
1423,1
16355,1
9074,1
2105,1
883,1
15533,1
3702,1
3406,1
1517,1
3114,1
8749,2
3924,0
1417,1
468,2
397,1
2130,1
4664,1
4553,1
6596,0
2329,1
4712,1
736,1
772,1
4354,1
4065,1
2268,1
5954,1
1528,2
911,1
2542,1
3130,0
8726,1
311,1
16312,1
641,1
15424,1
16145,1
6055,1
5829,1
15701,1
1241,2
4034,0
2970,2
15180,1
5009,2
4334,1
7084,1
14969,1
3195,1
1355,1
1900,1
430,1
97,1
4561,1
15657,1
2948,2
1708,1
16121,1
518,1
1915,1
3578,1
15082,1
1770,2
4191,1
8018,1
2802,1
2890,1
15504,1
2028,1
1081,1
9621,0
622,1
3156,1
280,2
1288,1
5173,1
656,1
1136,1
2394,2
4429,1
346,1
2809,1
4738,1
4645,1
15109,1
1247,1
5887,2
1530,2
15415,1
6922,1
5315,1
9117,1
865,2
3874,2
4963,2
5704,0
3197,1
1418,2
15204,1
3719,2
7393,1
5505,1
1139,1
2692,2
5234,1
2877,1
1462,1
5440,1
2819,2
5281,1
957,1
3201,0
600,2
3416,2
662,2
1618,1
2935,1
8482,1
1671,1
2697,1
4010,1
652,1
3457,2
5189,1
9216,1
3586,1
531,1
16471,1
2965,1
15107,1
344,1
4555,1
864,2
2452,0
3297,2
2947,1
15114,1
7895,0
9625,1
1277,1
1261,1
7467,1
103,1
3936,1
857,1
2609,1
5649,1
3606,1
1077,1
3773,1
2186,1
9400,1
9421,1
4926,1
4102,2
6249,1
3530,1
3428,1
15182,2
3618,0
14949,1
1967,1
3953,2
8076,1
1893,1
4889,1
875,1
15111,2
8223,2
9126,1
7840,1
23,1
3937,1
645,2
6618,1
8112,1
5576,1
1065,1
1077,1
1547,1
38,1
8160,1
1423,1
5100,1
14900,1
2745,1
1622,1
1174,1
2437,2
9221,0
16454,1
4123,1
3713,0
16186,1
16339,1
2868,2
3890,2
414,1
1794,0
4005,2
1394,1
2486,1
2929,1
3398,1
4052,1
14905,0
3365,1
994,1
5468,2
9045,1
81,2
6328,1
7384,1
5686,1
3326,1
3609,1
1505,1
5498,2
5896,1
16037,0
5832,1
1101,1
9009,0
1906,1
421,1
1856,1
689,2
7985,2
5614,1
3172,1
3635,1
4085,1
6130,1
3916,1
508,1
2082,1
9302,1
3748,1
705,1
5150,2
196,1
3274,1
14886,1
176,1
7559,0
5565,1
5076,1
995,0
1830,1
5678,1
2258,1
15476,1
8945,1
3808,2
3796,1
2264,1
3884,1
2217,1
1032,1
2567,1
2538,1
2811,1
1122,1
16188,1
8241,1
1196,1
8971,1
171,1
9827,1
7521,1
148,1
6436,1
3150,1
8417,1
673,1
2850,1
9768,1
3840,1
2566,1
3098,1
3113,1
4021,2
64,1
1494,1
2771,1
2234,1
3302,1
2652,2
288,1
3004,2
5204,1
4349,1
2475,1
15497,1
8863,1
3128,1
5220,1
16029,0
1206,2
9291,1
678,1
1349,1
83,1
9046,1
110,1
6227,2
2449,2
2812,1
7989,2
15225,1
2807,1
4168,1
6155,1
2806,0
3565,1
3128,1
8943,1
8548,2
3476,1
1475,1
3401,0
3869,1
3777,1
1223,1
2068,1
902,1
982,1
15734,2
1368,1
3355,1
16569,1
3210,1
131,1
5788,1
2643,1
2477,1
3259,1
8463,1
15658,1
6048,1
2636,2
877,1
5242,1
1536,1
8779,1
7587,0
4063,1
4084,1
8167,2
4017,1
1057,1
4516,1
178,1
5032,1
18,1
15004,1
45,1
99,1
376,1
3433,1
3742,1
156,2
7599,1
16081,1
1284,2
2083,1
5713,1
5458,1
675,1
4849,0
2325,2
3561,0
5814,2
2865,1
9255,1
9283,1
7495,1
2334,1
9869,1
6141,1
2616,1
5663,1
745,1
9748,1
3903,2
4572,1
2167,1
2597,1
16514,2
9439,1
6530,2
1342,1
3268,1
3712,1
5949,1
9379,1
15517,2
5900,0
899,1
5634,1
6365,1
2070,1
3967,1
1879,1
2110,2
2330,1
7555,1
711,1
3693,1
8622,1
4534,1
774,1
478,1
605,1
588,1
1469,2
2657,1
482,2
8440,1
1463,2
3501,2
1696,2
434,1
408,2
3656,1
2394,1
2701,1
15921,1
15788,1
7089,0
382,2
15878,1
289,1
964,1
3691,1
713,1
7504,1
3692,1
3404,1
8637,1
7987,2
1793,1
2032,1
8715,1
5214,1
1695,1
582,1
4727,1
8103,1
15602,1
3505,1
1334,1
2238,1
907,1
4657,0
252,2
1185,1
8335,1
1221,1
1250,0
5527,1
15577,0
1434,1
7904,0
2393,2
3544,1
1325,1
926,1
8789,1
3736,1
8602,1
464,1
3660,1
16273,1
1515,2
132,1
1723,0
1104,1
7621,1
2023,1
6271,1
2508,1
3123,1
1123,1
7160,1
4015,1
1511,1
3059,1
727,1
1073,1
1764,1
1977,1
16438,1
1614,1
4020,1
1414,1
4003,1
2344,1
7551,1
4741,1
1452,2
3724,1
2993,1
2550,1
3299,2
394,0
774,1
9613,1
16079,1
1759,1
2752,1
2194,1
5604,0
8291,2
15386,1
3789,1
14890,1
1092,1
6608,1
944,1
1235,1
2322,2
15310,1
5123,1
3108,1
1622,1
15015,1
7944,1
3282,1
15579,1
6774,2
1041,1
1133,0
364,1
1416,1
2521,1
8892,1
3140,2
1377,2
3153,1
5345,2
3075,1
3143,1
2795,1
15028,1
505,1
5228,2
720,2
8627,1
9325,0
9966,2
3016,1
5921,1
5969,1
6747,1
256,0
2040,1
2601,2
15966,1
2753,2
730,1
8428,1
8097,1
2731,1
3663,1
1284,1
2703,1
8739,1
331,1
6081,1
5043,1
9060,1
7772,1
1886,2
5217,1
5986,1
2227,1
1651,2
15524,2
3525,1
4089,2
1032,0
6267,1
4211,1
7325,1
1827,1
9612,1
2185,1
2717,1
7323,1
55,2
626,1
2676,1
5648,1
3866,1
8315,2
731,1
8125,1
182,1
3813,1
7052,1
2881,1
3209,1
1675,1
6170,0
7298,1
8763,0
4764,0
393,1
387,1
9851,1
1019,1
3205,2
707,1
3087,2
801,1
1554,2
5061,1
6704,0
8102,1
3758,0
15598,1
15948,1
3104,1
2322,0
2666,1
1645,0
1410,1
16068,1
114,0
2699,2
978,1
80,1
1538,1
4850,1
1397,1
6872,2
9329,1
128,1
7212,1
819,1
2733,1
2429,1
7622,1
9162,1
15209,1
3846,2
1705,0
865,2
3682,1
1391,1
1914,1
7354,1
8411,1
3893,1
3775,2
375,1
3779,1
16156,1
9520,1
1323,1
297,1
3873,1
4991,0
131,1
3852,1
3756,1
1659,1
4362,1
2066,1
9551,1
6845,1
8171,1
3462,1
646,1
7576,1
2470,1
1513,2
4000,1
345,1
60,1
882,1
1202,1
303,2
1310,2
2199,1
16323,1
5874,1
7088,1
8764,1
5368,1
132,1
1207,1
16509,2
3051,1
4033,2
5747,1
15493,1
15425,1
8276,1
604,1
1007,0
6259,1
809,1
1419,1
6754,2
3040,1
16567,1
7014,1
2898,1
2110,1
7897,2
1729,1
4449,1
1330,1
3436,1
740,1
2125,1
554,1
15253,1
3110,1
9687,1
5945,2
2457,1
739,1
2605,1
1230,2
2098,1
1855,2
579,1
1354,1
2933,1
16555,1
1709,1
2938,1
1613,1
2066,1
6739,1
1612,1
7964,1
3904,1
9304,1
1078,1
4985,1
9130,1
1390,1
1345,1
4434,1
908,1
16013,1
15781,1
216,1
3024,1
2060,1
6526,1
8699,1
2301,1
787,2
753,1
3031,1
1310,1
3753,1
4888,1
2541,1
1404,1
1009,1
3039,1
2069,1
5581,2
2263,1
6209,1
2677,1
2980,1
3592,1
418,2
7191,1
2732,1
159,1
926,1
3905,1
2354,1
15381,1
2466,1
15169,2
1134,1
1741,1
4003,1
3969,0
7836,1
15390,1
637,1
7578,1
1151,1
2303,1
1272,1
738,2
3643,1
3654,1
2214,1
2902,1
1976,1
4217,1
8397,1
3307,1
615,1
2981,1
1109,2
6114,2
6247,1
15228,1
7860,1
3727,1
1016,1
4413,1
3673,2
9783,2
15691,1
288,1
16317,1
3465,2
1510,2
5782,1
104,1
7605,1
1334,1
1460,1
456,1
9085,1
1241,2
1772,1
7700,1
1254,1
3666,1
2030,1
2581,1
1128,1
15208,1
3681,1
1416,1
2010,1
3156,1
3913,1
328,2
5390,1
3841,2
15229,1
9559,2
3294,1
371,1
6285,1
8956,1
3877,1
56,1
3977,1
15202,1
1158,1
15704,1
2641,1
1369,1
8731,1
9385,2
1430,1
6880,2
5733,1
1694,1
433,2
59,1
3398,1
3837,1
3499,1
15505,1
2512,1
3488,1
2813,2
16539,1
3687,1
2081,1
9855,1
3956,1
3086,2
7635,1
1623,1
272,1
1375,1
1322,1
3690,1
840,1
2514,2
3800,2
16307,1
860,1
3852,1
8001,1
5055,1
2300,1
398,1
2047,0
1632,1
3581,1
14699,0
1795,1
1713,1
16108,1
2662,1
2029,1
1478,1
8023,1
6423,1
3307,1
1849,1
2925,1
4064,1
16433,1
7768,1
15371,2
684,2
7819,1
9655,1
54,1
3508,1
6205,1
5155,1
149,2
7368,2
1260,1
9133,1
4970,1
6158,1
42,1
1407,0
3184,1
3584,1
9327,1
3488,1
2944,1
5493,1
2409,1
287,1
5437,2
111,1
15376,2
3900,1
8991,0
7982,1
4307,0
942,1
1267,1
3144,2
1989,1
6794,2
419,1
1389,1
1327,1
8430,2
396,1
669,1
3251,2
7139,1
6506,1
6303,1
7907,2
1565,1
2700,1
5143,2
5675,1
491,1
532,2
3849,1
2198,1
9016,0
2362,1
470,1
7981,1
329,1
3018,1
9413,0
784,1
627,2
1219,1
9352,1
127,1
758,1
3349,2
4500,1
309,1
8304,1
3951,1
580,1
2211,1
3959,1
1172,1
1553,1
1551,2
2817,2
15050,1
3097,1
1818,1
9477,1
9602,1
4164,1
7885,1
15125,1
15692,0
3499,1
2128,1
587,1
1654,2
1750,0
6532,1
793,1
9415,1
2617,1
5344,2
45,1
3263,1
3877,1
6322,1
16232,1
3919,1
1251,2
7055,1
1059,1
2632,1
4044,2
4275,1
7655,1
6203,2
2367,1
1806,1
1403,1
890,1
5286,0
1338,0
1392,1
2499,1
266,1
3424,2
3756,1
3498,1
8130,1
2382,1
6710,2
2971,1
202,1
1553,1
7341,1
9137,2
701,1
6661,1
5347,0
9720,1
1240,1
7420,0
6937,1
5430,0
3238,1
8451,1
3296,1
4079,1
2897,2
5602,1
4036,1
8672,2
1252,1
9523,1
1584,1
3883,1
436,1
3941,1
5903,1
7525,1
3791,1
2632,1
1692,2
3867,1
2965,1
5540,2
1726,1
2797,2
4277,1
709,1
734,1
9757,1
3593,1
3502,1
2079,2
2873,1
3383,1
5629,1
14954,1
7614,1
2147,1
1539,1
8206,1
9004,1
4588,1
16130,1
9607,1
15283,2
8022,1
3733,2
4145,1
5637,1
283,2
8688,1
2184,1
1891,1
8352,0
2144,1
965,1
7741,1
3043,1
2576,1
367,2
2653,1
7489,1
3239,1
2312,1
1118,2
479,1
344,0
2454,1
7867,1
2152,1
636,1
904,1
9149,1
5798,1
9239,1
2985,1
1440,1
2013,1
2164,1
16277,1
1343,1
2543,2
4062,2
5303,1
1714,1
9427,1
2363,1
6549,1
1273,1
4041,1
1615,1
4287,1
3972,1
3186,1
8354,1
8904,1
1917,1
1801,1
7228,1
4419,1
3049,1
8008,2
3265,1
595,1
2670,1
3929,1
7730,1
2869,1
3637,1
123,1
1583,1
1093,1
4809,1
2136,1
15018,2
2762,1
1070,1
15873,1
192,1
2057,1
2384,1
15129,1
2885,0
806,2
5320,1
29,1
994,1
7958,1
9386,1
573,2
3138,1
2094,1
2975,0
593,1
2171,1
16502,1
5721,1
21,1
7220,1
8571,2
3019,1
3934,2
16138,1
2147,1
2421,1
15520,1
4661,1
4197,2
1314,2
15439,2
16520,1
9432,1
14880,1
1625,1
487,2
4935,1
5753,1
1357,1
15157,2
2830,2
2779,1
4384,1
940,2
3583,1
2015,1
843,1
181,1
15284,2
550,1
8623,1
6692,0
3608,1
1481,0
9050,1
2654,1
8211,1
2802,1
570,1
2937,2
577,1
3919,2
7442,1
3960,0
3605,1
2536,1
4079,1
2084,1
148,1
1560,1
9257,2
4051,1
2693,1
578,1
873,2
3370,1
731,1
1512,1
1188,2
5200,0
326,0
972,1
883,1
4791,1
15997,1
9815,1
1471,1
3903,2
9318,1
2493,1
3999,1
2763,1
8051,0
6678,1
3418,1
2351,2
6906,1
118,2
5615,1
194,1
6488,1
9835,1
2766,1
3257,2
4162,1
9363,1
3442,1
3453,1
1262,1
902,1
917,1
9719,1
1131,1
5424,1
3945,1
6291,1
719,1
2854,1
3926,1
3555,1
3168,1
9099,1
542,1
502,1
86,1
3521,2
4426,1
3994,1
2173,2
3196,1
8786,1
3064,1
9319,1
9156,1
5284,1
2169,1
9084,1
337,2
7067,0
15480,1
1707,1
8794,2
2429,2
113,1
4099,0
704,0
8891,1
893,1
788,1
8487,1
7074,1
4722,1
4940,2
15420,1
1017,1
14938,1
9735,1
5924,1
16423,0
9122,1
3760,1
8952,1
1525,1
2111,1
1740,1
16298,1
9447,1
3962,0
6272,1
6476,2
5028,1
3757,1
2224,1
4147,1
1926,1
5201,1
8868,2
341,1
3200,1
7018,1
232,1
15440,1
2205,1
1444,1
3012,1
6999,1
7170,1
3702,1
234,1
2505,1
4000,2
843,1
620,1
5027,1
3677,1
5267,1
1877,2
7320,1
8092,0
16129,0
1895,1
227,1
4719,1
1456,1
332,1
7115,1
3088,1
1798,1
7035,1
8244,0
3480,1
1551,1
1736,2
537,1
9570,1
6252,1
15481,1
2483,1
15154,2
4805,2
14970,1
2038,0
2729,0
9423,2
6715,0
3872,1
813,1
15757,2
1418,1
15328,1
2021,1
3443,1
7780,2
2751,2
8257,1
2994,1
3262,1
8261,1
3462,1
2449,1
3349,1
9691,1
9434,1
3074,1
2373,1
672,1
4311,1
1986,1
6383,1
714,1
15330,1
6270,1
1663,1
7915,2
1411,1
2820,1
1969,1
324,1
1210,1
2992,1
1764,1
511,1
3562,2
1540,2
15416,0
4002,1
9003,2
834,1
134,2
16002,1
5306,1
512,1
2584,2
4007,0
1373,1
1847,1
4012,1
6044,1
5351,1
3457,1
9301,1
2511,1
909,1
7081,0
527,1
8067,1
1600,1
1012,1
2488,1
9900,2
951,1
15,0
1440,1
913,2
2191,0
7716,1
